time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
0.175,0.318808,2.18952e-27,0.0242816,0.0342042,0.00129262,0.888935,0.0556178,0.549006,
0.18,0.318822,3.10822e-27,0.0242149,0.0332593,0.00207847,0.888962,0.0555723,0.548961,
0.185,0.31879,2.08005e-26,0.024367,0.035415,0.000285608,0.888901,0.0556762,0.549065,
0.19,0.3188,9.17137e-26,0.0243218,0.0347749,0.000818019,0.888919,0.0556453,0.549034,
0.195,0.354347,2.99418e-22,0.0232316,0.0367258,1.70393e-05,0.891225,0.0474527,0.410386,
0.2,0.391515,8.83632e-16,0.0178148,0.0717611,3.17354e-09,1,0.0382236,6.36909e-07,
0.205,0.431651,0.00120284,0.0188257,0.0673,2.09757e-14,0.935673,0.0263848,1.60253e-23,
0.21,0.467979,0.0245599,0.0183675,0.0646248,7.6715e-21,0.872209,0.0146738,2.11596e-43,
0.215,0.497061,0.0598841,0.0173811,0.0634499,6.11106e-24,0.81317,0.00513937,1.26117e-44,
0.22,0.515532,0.105885,0.0156395,0.0633247,1.32438e-27,0.760888,1.18277e-12,8.40779e-45,
0.225,0.521198,0.164079,0.0131445,0.0637395,2.47171e-27,0.716448,1.52281e-20,8.40779e-45,
0.23,0.514438,0.240113,0.0128293,0.0635122,1.67878e-25,0.680312,7.08051e-17,8.40779e-45,
0.235,0.495228,0.333112,0.0145392,0.0625589,4.94596e-22,0.652375,0.000576818,8.40779e-45,
0.24,0.460874,0.427634,0.00995407,0.0632713,4.6941e-18,0.631937,0.0169807,1.54143e-44,
0.245,0.418114,0.533554,0.00710394,0.0632811,1.57347e-12,0.618434,0.0324494,3.3251e-40,
0.25,0.369513,0.641562,0.0020386,0.0636154,2.97301e-09,0.610513,0.0511154,3.20709e-22,
0.255,0.319788,0.743559,0.00015528,0.0632544,1.50736e-05,0.606545,0.0713351,0.000551428,
0.26,0.275732,0.845207,0.000186149,0.0108079,0.01609,0.478441,0.0895324,0.307968,
0.265,0.238226,0.920245,0.000163103,1.88013e-05,0.0156084,0.435437,0.109613,0.416031,
0.27,0.212454,0.970468,0.0016249,2.08256e-07,0.00777255,0.399574,0.128874,0.5115,
0.275,0.201178,1,1.78169e-15,5.85935e-33,5.815e-27,0.370163,0.146201,0.59561,
0.28,0.206356,0.985243,9.16945e-29,7.00649e-45,1.26117e-44,0.357845,0.161064,0.643051,
