mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0171126,0.050357,0.00014629,0.0312634,0.034178,0.00426605,0.0268743,0.0199704,
addlong_r,0.0451092,0.0172929,0.00261649,0.0366315,0.0674291,0.0295771,0.0479189,0.0415329,
addmagDist_r,0.0492163,0.0630846,0.017637,0.0154898,0.0251282,0.0130278,0.024725,0.024081,
addmagIsch_r,0.038214,0.0411535,0.00533415,0.0242651,0.0182652,0.051535,0.0383907,0.0556676,
addmagMid_r,0.0645562,0.0487403,0.00525977,0.0665332,0.0376502,0.0490864,0.0398561,0.0272634,
addmagProx_r,0.06582,0.00977398,0.059103,0.0454941,0.0645707,0.0435614,0.068715,0.0687213,
bflh_r,0.000163933,3.25499e-07,5.87385e-06,2.41453e-27,1.59185e-30,0.299269,3.6256e-05,0.173242,
bfsh_r,0.000165851,3.70671e-07,7.39632e-06,2.15461e-27,7.26394e-31,0.299268,1.64427e-05,0.173248,
edl_r,0.0228507,0.0555675,0.0155076,0.0440794,0.0610544,0.0655372,0.0617633,0.0618266,
ehl_r,0.0393921,0.0225744,0.0435384,0.0112284,0.0523306,0.0172376,0.0571162,0.0680176,
fdl_r,0.00851716,0.0429662,0.0214013,0.0255623,0.0319878,0.00705324,0.0178487,0.0201697,
fhl_r,0.0135299,0.0221477,0.0161845,0.00872619,0.0526829,0.0346513,0.0204597,0.00650618,
gaslat_r,0.0533674,0.0215605,0.0575393,0.0363053,0.0393392,0.0663588,0.043111,0.0106765,
gasmed_r,0.0474521,0.007003,0.0621532,0.0215388,0.0623057,0.0663408,0.0257194,0.0651838,
glmax1_r,0.591594,0.012156,0.00227238,0.00723607,0.000709808,0.0118359,0.0468975,0.00532998,
glmax2_r,0.591593,0.0121515,0.0022075,0.00715289,0.000937832,0.0118661,0.0469086,0.00530237,
glmax3_r,0.591594,0.0121517,0.00221228,0.00715873,0.000921846,0.011864,0.0469077,0.00530438,
glmed1_r,0.00443999,0.0140634,0.0558085,0.00923435,0.0091379,0.0280389,0.0501739,0.0223352,
glmed2_r,0.0323906,0.0132243,0.00694113,0.0596034,0.0622314,0.0638829,0.0436837,0.0660504,
glmed3_r,0.0614003,0.065429,0.0656639,0.0380562,0.0407749,0.0388306,0.0167359,0.0269649,
glmin1_r,0.0622104,0.00520212,0.0676751,0.0131823,0.0586876,0.0602873,0.0679928,0.013804,
glmin2_r,0.00431948,0.045635,0.0639562,0.0422767,0.0516261,0.00737616,0.0216131,0.0347731,
glmin3_r,0.00874807,0.0138492,0.00248027,0.0543906,0.00445639,0.062831,0.0143872,0.00246617,
grac_r,0.0572407,0.0510469,0.0134049,0.0288206,0.0660663,0.0607119,0.00405864,0.0504238,
iliacus_r,0.050056,0.0169554,0.0352338,0.0293509,0.00393553,0.0374492,0.0645073,0.0366439,
perbrev_r,0.0589671,0.0668,0.0199668,0.0413536,0.0528899,0.0535687,0.0130751,0.0306195,
perlong_r,0.0173819,0.040122,0.00424728,0.013307,0.000407592,0.0596222,0.0436246,0.0222603,
piri_r,0.0241834,0.0134366,0.0617771,0.0418042,0.00864774,0.0448506,0.0395132,0.0619078,
