mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0233649,0.0159835,0.0320399,0,0.00590845,0.100293,0.0928948,0.0219694,
addlong_r,0.00300098,0,0.00345989,0.00929306,0.0331619,0.165725,0.0560514,0.00423935,
addmagDist_r,0.00169473,0.203774,0.044091,0.0256567,0.034139,0.0761718,0.050537,0.0496615,
addmagIsch_r,0.0237995,0.0257072,0.0796106,0.0140586,0.0134839,0.0476653,0.0335332,0.0308727,
addmagMid_r,0.00993566,0.0954137,0.00367238,0.0068347,0.0444963,0.104098,0.125214,0.00281135,
addmagProx_r,0.00807466,0.0503763,0.0265198,0.0179073,0.0415109,0.287357,0.142793,0,
bflh_r,0.0428557,0.00801641,0.0086278,0.0383226,0.00654673,0.304895,0.00302305,0.172782,
bfsh_r,0.0428341,0.00803097,0.00863927,0.0383193,0.00654278,0.304913,0.00299599,0.172792,
edl_r,0.17234,0.0726065,0.0467017,0.0777418,0.0708083,0.271413,0.0520994,0.0492789,
ehl_r,0.19049,0.0333309,0.0124111,0.0826066,0.0150609,0.460169,0.00646873,0.0815559,
fdl_r,0.0832516,0.300779,0.432012,0.0718577,0.17832,0.0743016,0.108757,0.077022,
fhl_r,0.05768,0.242361,0.425255,0.0507468,0.228764,0.011619,0.108839,0.0663186,
gaslat_r,0,0.00420379,0.373917,0.00665752,0.00730907,0.00327094,0.000761424,0,
gasmed_r,0.00283578,0.00200823,0.36889,0,0.0132853,0.0114531,0,0.000146676,
glmax1_r,0.544607,0.0247737,0.0130394,0.0167294,0.00388065,0.122054,0.0422521,0.044452,
glmax2_r,0.544431,0.0250902,0.0133865,0.0173906,0.00208037,0.121721,0.0420693,0.0442471,
glmax3_r,0.544442,0.024547,0.0138019,0.0170165,0.00214301,0.122189,0.0419732,0.0439541,
glmed1_r,0,0.00111977,0.242658,0,0.00157427,0,0,0.0283597,
glmed2_r,0.0014615,0.101389,0.0813312,0,0.00411955,0,0,0.0424479,
glmed3_r,0,0.16223,0.0765258,0.0746145,0.0155686,0.0412668,0.000909363,0.0481374,
glmin1_r,0.0924125,0.013357,0.283474,0,0.166099,0,0.114048,0.00305106,
glmin2_r,0,0.135489,0.28416,0.139171,0.243299,0,0.0350478,0.0135606,
glmin3_r,0.000804789,0.289645,0.175786,0.196868,0.121654,0,0,0.00955136,
grac_r,0.0415607,0.0317462,0.0282992,0.00347783,0.0657923,0.0928954,0.0711353,0,
iliacus_r,0.230207,0,0.125089,0.226165,0.241352,0,0.238603,0.175576,
perbrev_r,0.0800373,0.356768,0.363662,0.0213453,0.169988,0.0397527,0.116811,0.047382,
perlong_r,0.0748101,0.355738,0.369066,0.00084355,0.10861,0.0700262,0.103219,0.0531078,
piri_r,0.0792295,0.0930371,0.0588837,0.116979,0.00250338,0.0738834,0.0763125,0.0638637,
psoas_r,0.240428,0.115459,0.148959,0.285704,0.239356,0.232371,0.244756,0.193546,
recfem_r,0.00240661,0.0157496,0.0114215,0.00367584,0,0.078658,0.0249485,0.00411472,
sart_r,0.00240663,0.0157496,0.0114215,0.00367585,0,0.078658,0.0249485,0.00411474,
semimem_r,0.0428397,0.00802705,0.00863638,0.0383202,0.00654379,0.304908,0.0030032,0.172789,
semiten_r,0.0428241,0.00803777,0.00864453,0.0383176,0.00654176,0.304922,0.00298331,0.172796,
soleus_r,0.0269055,0,0.379523,0,0.0238981,0,0.030849,0,
tfl_r,0.00240663,0.0157496,0.0114215,0.00367585,0,0.078658,0.0249485,0.00411474,
tibant_r,0.306322,0.00278759,0,0.00138759,0.00326032,0.485735,0,0.148359,
tibpost_r,0.0864593,0.13726,0.476341,0.00925405,0.152821,0,0.09382,0.0688784,
vasint_r,0.0282939,0.074107,0.0653237,0.0446321,0.0702243,0.0303105,0.064293,0.0875119,
vaslat_r,0.0599842,0.0196495,0.0138566,0.0140134,0,0.257559,0.00806387,0,
vasmed_r,0.0599842,0.0196495,0.0138566,0.0140134,0,0.257559,0.00806387,0,
addbrev_l,0.0716206,0.141687,0,0.00692476,0,0,0.224471,0.0205402,
addlong_l,0.0894417,0.194137,0,0,0.00990091,0,0.108911,5.52321e-05,
addmagDist_l,0.00236268,0.0564542,0,0.0431855,0.0429852,0.0141017,0.0386825,0.054899,
addmagIsch_l,0.0350097,0.0412858,0.0545752,0.00487719,0.0403706,0.0231207,0.0182831,0.0462702,
addmagMid_l,0,0.145055,0.00211481,0.0321288,0.0187863,0,0.0636664,0.0690009,
addmagProx_l,0.067578,0.318096,0.0154015,0.0184328,0,0.00645762,0.406824,0.0350745,
bflh_l,0.00516671,0.00704702,0.109641,0.583912,0.648855,0.0586443,0.0552172,0.0122165,
bfsh_l,0.00516656,0.00704702,0.109641,0.583912,0.648855,0.0586443,0.0552172,0.0122166,
edl_l,0.0693441,0.0502732,0.0404635,0.0284672,0.0629381,0.0480669,0.00620491,0.0227911,
ehl_l,0.107941,0.088732,0.115721,0.151064,0.0695343,0.0560487,0.164989,0.161884,
fdl_l,0.0874606,0.0878043,0.0895897,0.0857984,0.0924651,0.0916132,0.0900014,0.0724784,
fhl_l,0.0537399,0.0970451,0.0555742,0.0769826,0.0727713,0.0879916,0.0872822,0.082118,
gaslat_l,0.066101,0.0299771,0.0489125,0.0589041,0.0654421,0.0653804,0.00798935,0.0680098,
gasmed_l,0.0616104,0.0221183,0.0872622,0.0483784,0.0533861,0.0783947,0.0450905,0.0408529,
glmax1_l,0.162187,0.000730342,0.0818557,0.0561628,0.119056,0.0499724,0.470206,0.0197624,
glmax2_l,0.162187,0.000730345,0.0818557,0.0561628,0.119056,0.0499724,0.470206,0.0197624,
glmax3_l,0.162187,0.000730342,0.0818557,0.0561628,0.119056,0.0499724,0.470206,0.0197624,
glmed1_l,0,0,0.00214601,0.0097295,0,0.144865,0.000548816,0,
glmed2_l,0,0.000314334,0.0555365,0.0472027,0.040212,0.0716118,0.000954398,0.0133812,
glmed3_l,0,0,0.00581036,0.0020318,0.0723281,0,0.00692679,0,
glmin1_l,0.0637893,0,0,0.0076117,0,0.216805,0.00802433,0,
glmin2_l,0.0479873,0.0268587,0.00323681,0,0.0318265,0.0217424,0.0107325,0.0470996,
glmin3_l,0.0738057,0.0495383,0.024511,0.0619281,0.031572,0.0897031,0.0439721,0.0517581,
grac_l,0.0815159,0.04385,0.0471987,0.00501892,0.0523268,0.0625507,0.0623576,0.0104925,
iliacus_l,0.425,0.320991,0.232727,0.0240977,0,0.0527594,0.238011,0.0293482,
perbrev_l,0.0721548,0.0345135,0.0389322,0.090204,0.0637776,0.0169484,0.0968593,0.0643297,
perlong_l,0.0807111,0.00463561,0.0851722,0.0619664,0.0761828,0.0738929,0.0901259,0.0815465,
piri_l,0.0777409,0.0908879,0.0885308,0.0851798,0.00633556,0.077185,0.0735785,0.0161225,
psoas_l,0.355572,0.331805,0.259923,0.0227738,0.155723,0.0182582,0.244866,0.0712568,
recfem_l,0.0100068,0.0657699,0.0124236,0.0101035,0.0324643,0.00707225,0.0169625,0.00597797,
sart_l,0.0100069,0.06577,0.0124236,0.0101035,0.0324643,0.00707233,0.0169625,0.00597783,
semimem_l,0.00516658,0.00704702,0.109641,0.583912,0.648855,0.0586443,0.0552172,0.0122166,
semiten_l,0.00516675,0.00704699,0.109641,0.583912,0.648855,0.0586443,0.0552172,0.0122166,
soleus_l,0.0493024,0.0336764,0.077447,0.0540054,0.026783,0.0460052,0.0566207,0.0331337,
tfl_l,0.0100069,0.06577,0.0124236,0.0101035,0.0324643,0.00707233,0.0169625,0.00597783,
tibant_l,0.0880866,0.0634277,0.0539,0.0342302,0.0153025,0.0633015,0.0140284,0.0502247,
tibpost_l,0.0782908,0.0891042,0.063909,0.076881,0.0844349,0.0466064,0.08693,0.0841327,
vasint_l,0.0672768,0.0620329,0.0765564,0.163945,0.102368,0.0653147,0.0637717,0.0597001,
vaslat_l,0.008164,0,0.152164,0.0180638,0.0642971,0.0143975,0.0471181,0.0133281,
vasmed_l,0.00816391,0,0.152164,0.0180613,0.0643008,0.0143982,0.047119,0.0133282,
