time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.175,-31.3697,15.8519,10.677,-18.0383,6.35684,0.166488,30.4233,3.83249,-6.75861,1.56183,2.62836,-24.5828,-3.82331,1.54852,-3.4471,0.0255303,0.530145,-8.04213,2.91147,1.1937,
0.18,-36.5298,-13.8634,15.7432,0.314274,5.70701,-0.501938,32.3122,-3.41341,-5.02063,8.10896,0.868239,-17.4022,-4.08538,-3.4243,-3.84188,0.0471663,0.262908,-6.60153,2.9282,1.14034,
0.185,-24.5928,-30.9284,13.0432,12.3918,5.19216,-0.925095,44.6846,-5.83718,2.62677,12.8207,4.04251,-10.0694,-0.852821,-8.15483,-2.93818,0.119701,2.52338,-5.1207,3.52164,1.10996,
0.19,-19.5497,-42.4656,11.4316,24.4122,4.70007,-1.86224,50.0559,-4.53824,6.89948,17.9958,5.13766,-2.90557,-0.349523,-12.4716,-2.52943,0.237007,3.37736,-3.6968,3.73447,1.10192,
0.195,-17.553,-44.7575,10.0114,33.0356,4.29041,-3.11845,51.81,1.17001,8.44614,22.5875,5.86228,4.14038,-0.956079,-16.2466,-2.29578,0.39196,4.81979,-2.2928,3.92838,1.12047,
0.2,-17.2867,-40.6851,8.41844,36.6855,4.15132,-4.16588,51.6156,9.36524,9.41969,26.0962,7.31015,10.9759,-0.999887,-19.2966,-1.99078,0.569227,5.86448,-0.929819,4.03136,1.1668,
0.205,-17.7442,-35.5452,6.58479,35.8257,4.19319,-4.57626,50.6727,17.3775,10.5172,28.4272,9.03438,17.5137,-0.783666,-21.4335,-1.72699,0.745884,6.78645,0.368068,4.13068,1.24098,
0.21,-18.4349,-32.8411,4.47345,31.4684,4.35633,-4.18705,49.6071,23.5678,11.1488,29.6309,10.831,23.6668,-0.616494,-22.4856,-1.54753,0.891308,7.70986,1.57318,4.26562,1.34165,
0.215,-19.1595,-33.497,2.26741,24.4553,4.54166,-3.06794,48.4833,27.6276,11.3978,29.8231,12.271,29.3401,-0.573505,-22.3187,-1.47394,0.968071,8.69781,2.65272,4.42924,1.46569,
0.22,-19.6278,-36.3237,-0.615267,15.203,4.76335,-1.42183,47.371,30.3607,11.421,29.2136,12.9143,34.4235,-0.592214,-20.8561,-3.11722,0.934192,9.73504,3.56881,4.61524,1.60808,
0.225,-20.5606,-38.998,-2.67967,4.05319,5.04353,0.491307,46.2418,33.1477,11.2481,28.1144,14.7925,38.7909,-1.12777,-18.0946,-1.4765,0.746955,11.0156,4.28048,4.82947,1.76194,
0.23,-21.4376,-39.5543,-8.3924,-8.02956,6.42716,2.41097,44.8406,37.0666,9.29258,26.856,17.6497,42.5867,0.621964,-14.1941,-1.41705,0.37866,12.3488,4.84953,5.08867,1.92574,
0.235,-22.5932,-37.4255,-14.8563,-19.3502,7.83894,4.12556,43.36,42.2718,8.39939,25.6571,21.6424,46.4864,3.082,-9.57706,-1.33975,-0.161573,13.7211,5.51968,5.39896,2.11234,
0.24,-22.668,-33.2911,-20.7614,-28.1937,9.1599,5.49079,41.5863,48.1357,8.3835,24.5905,26.3013,49.6764,6.21703,-4.34322,-1.28709,-0.900166,15.1001,6.00645,5.75507,2.29872,
0.245,-22.8568,-28.4461,-24.9878,-33.7218,9.89828,6.45964,39.6198,53.802,-0.883602,23.6483,30.6053,52.0285,9.49828,1.16669,-1.34392,-1.81747,16.5064,6.28873,6.12662,2.47783,
0.25,-20.8659,-24.1572,-29.4938,-36.3733,9.61432,7.09963,37.8249,58.6805,3.18841,22.8172,33.724,53.4201,13.0256,6.58045,-1.57639,-2.8683,17.8938,6.35599,6.48177,2.64327,
0.255,-20.8314,-21.1924,-31.1241,-37.354,9.47568,7.54106,35.2181,62.5982,3.12351,22.0938,35.3324,53.7524,14.9958,11.5282,-2.96126,-3.98279,19.1986,6.21259,6.81271,2.78987,
0.26,-17.981,-19.7014,-36.809,-37.7266,9.69267,7.89281,32.0216,65.6295,1.55186,21.4481,37.094,52.9647,19.0775,15.6761,-2.30555,-5.07143,20.3238,5.86982,7.17702,2.91493,
0.265,-14.2631,-19.4238,-39.4558,-37.8979,9.78771,8.19102,30.1128,67.8409,3.94246,20.7848,37.2095,51.0579,21.0568,18.7621,-2.56969,-6.03434,21.2563,5.36791,7.50283,3.01632,
0.27,-16.6365,-19.8704,-38.6822,-37.7575,9.26746,8.40967,27.5761,69.2428,3.93742,19.9562,36.1688,48.103,22.1321,20.6173,-2.89654,-6.77305,21.9563,4.76716,7.78424,3.09389,
0.275,-11.7705,-20.4596,-42.1972,-37.1392,9.24515,8.50657,24.9964,69.8891,3.5745,18.8239,33.8376,44.2435,22.2911,21.1772,-3.21716,-7.20386,22.4201,4.13615,8.01238,3.14957,
0.28,-11.0493,-20.6953,-41.7466,-36.1487,8.7637,8.46224,22.5684,69.9067,2.99114,17.2955,30.3213,39.6889,21.4769,20.4847,-3.49488,-7.27004,22.6052,3.54891,8.1678,3.18655,
0.285,-8.01737,-20.2826,-41.3362,-35.1665,8.69591,8.29873,20.2987,69.4588,2.2406,15.3395,26.0107,34.1096,19.8883,18.9173,-3.6806,-6.9921,22.5344,2.8774,8.25733,3.18869,
0.29,-13.9842,-19.1407,-37.9481,-34.5888,7.51609,8.06808,18.5273,68.678,1.71248,12.9781,20.9719,28.4245,17.5624,16.4553,-3.7786,-6.35052,22.1942,2.41321,8.27497,3.17966,
0.295,-9.87854,-17.3441,-38.8129,-34.5889,7.91097,7.82459,17.1308,67.6411,1.29043,10.2732,15.7145,22.9976,14.9881,13.3247,-3.78932,-5.39462,21.6072,2.22489,8.234,3.16582,
0.3,-7.79198,-15.041,-37.1237,-35.1083,5.85738,7.60523,16.1946,66.382,0.718029,7.29343,10.9776,18.109,12.7266,9.79127,-3.71471,-4.20646,20.8517,2.33823,8.1879,3.15074,
0.305,-2.53824,-12.3851,-36.2608,-36.0523,6.77271,7.4357,15.6283,64.9356,0.00670052,4.11224,6.7198,13.9764,10.6513,6.11759,-3.52531,-2.88709,19.9731,2.75017,8.11557,3.13625,
0.31,-6.47999,-9.48414,-36.6097,-37.3728,5.949,7.32637,15.149,63.3614,-1.51945,0.810597,2.42222,10.7404,8.26835,2.54118,-3.29401,-1.54407,19.0578,3.43039,8.0116,3.12235,
