time,Channel_01,Channel_02,Channel_03,Channel_04,Channel_05,Channel_06,Channel_07,Channel_08,Channel_09,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24,1_GLUT_MED_1(3),1_GLUT_MED_1(3)_ACC_X,1_GLUT_MED_1(3)_ACC_Y,1_GLUT_MED_1(3)_ACC_Z,2_BICEP_FEM_1(3),2_BICEP_FEM_1(3)_ACC_X,2_BICEP_FEM_1(3)_ACC_Y,2_BICEP_FEM_1(3)_ACC_Z,3_RECT_FEM_1(3),3_RECT_FEM_1(3)_ACC_X,3_RECT_FEM_1(3)_ACC_Y,3_RECT_FEM_1(3)_ACC_Z,4_TIBIAL_ANT_1(3),4_TIBIAL_ANT_1(3)_ACC_X,4_TIBIAL_ANT_1(3)_ACC_Y,4_TIBIAL_ANT_1(3)_ACC_Z,6_BICEP_FEM_2(4),6_BICEP_FEM_2(4)_ACC_X,6_BICEP_FEM_2(4)_ACC_Y,6_BICEP_FEM_2(4)_ACC_Z,7_RECT_FEM_2(4),7_RECT_FEM_2(4)_ACC_X,7_RECT_FEM_2(4)_ACC_Y,7_RECT_FEM_2(4)_ACC_Z,8_TIBIAL_ANT_2(4),8_TIBIAL_ANT_2(4)_ACC_X,8_TIBIAL_ANT_2(4)_ACC_Y,8_TIBIAL_ANT_2(4)_ACC_Z
0.5041666666666667,1.0296613536775112,-0.35660635214298964,1.855531889013946,-0.1972949132323265,1.3329877890646458,0.86474334821105,2.1921297162771225,-0.07893837988376617,-1.0102482046931982,1.2527077738195658,-1.1272983625531197,1.6138328239321709,-1.2656331062316895,1.42827982082963,0.3165723755955696,0.8678731601685286,0.8572353748604655,-0.11713502230122685,-0.4666296299546957,-1.4439263031817973,-0.26399290189146996,2.1848208270967007,0.7011505216360092,-0.609307000413537,-3.0060336990755335e-05,1040.0,6560.0,-24720.0,3.469689122022958e-06,-960.0,3920.000244140625,-14320.0009765625,-1.0733128520569912e-05,13200.0,7520.0,-13440.0,2.1531722491261406e-06,11840.0,-3040.0,-15280.0,1.3144497838212259e-05,-21360.0,,,-2.205057901537256e-05,,,,-2.5027408536665383e-05,,,
0.5083333333333333,1.1880707927048206,-0.3169834241271019,1.855531889013946,-0.394589826464653,1.0977546498179436,0.86474334821105,2.035549022257328,-0.0,-0.9294283483177423,1.131477989256382,-1.1675590183585882,1.4121037209406495,-1.0283268988132477,1.7456753365695477,0.0791430938988924,0.710078040137887,0.7793048862367868,-0.19522503716871142,-0.42774382745847106,-1.365876232739538,-0.4399881698191166,1.9226423278450966,1.0517257824540138,-0.4352192860096693,-2.4936550077422123e-05,1040.0,6560.0,-24720.0,-1.0052111600292245e-05,-960.0,3920.000244140625,-14320.0009765625,-8.646515824422087e-06,13200.0,7520.0,-13440.0,-1.6698903995314906e-05,11840.0,-3040.0,-15280.0,6.648331625365455e-06,-21360.0,,,-2.2243083897699033e-05,,,,-2.5595024044265495e-05,,,
0.5125,1.1880707927048206,-0.4358522081747651,1.7370936833322048,-0.1972949132323265,1.2545767426490784,0.9433563798666,2.1921297162771225,-0.15787675976753235,-1.0506581328809261,1.3335276301950216,-1.1675590183585882,1.5734870033338666,-1.1074289679527283,1.6663264576345682,-0.0,0.7889756001532078,0.7403396419249475,-0.35140506690368056,-0.544401234947145,-1.2097760918550193,-0.4399881698191166,1.9226423278450966,0.7011505216360092,-0.609307000413537,-2.783188622123515e-05,14000.0009765625,25440.001953125,-20480.0,-1.0926639529297653e-05,-7920.00048828125,3680.0,-14080.0009765625,-7.895941237541471e-06,12880.0,7360.0,-13200.0,-1.760798831308805e-05,11520.0,-2800.0,15040.0,-1.960231585321887e-05,-21680.0,,,-2.203386873404268e-05,,,,-2.5294900830301554e-05,,,
0.5166666666666666,1.0692637134343386,-0.4358522081747651,1.8160524871200323,-0.1578359305858612,1.4898098818957806,1.2578085064888,2.035549022257328,-0.3157535195350647,-1.0506581328809261,1.3739375583827496,-1.2480803299695253,1.6541786445304751,-1.4238372445106506,1.9043730944395065,0.0791430938988924,0.7889756001532078,0.7793048862367868,-0.35140506690368056,-0.2722006174735725,-1.2878261622972786,-0.3519905358552933,2.0100351609289646,0.43821907602250576,-0.4352192860096693,-3.0074651642208452e-05,14000.0009765625,25440.001953125,-20480.0,-1.759562678663e-05,-7920.00048828125,3680.0,-14080.0009765625,-9.864565824398565e-06,12880.0,7360.0,-13200.0,1.4362342798211226e-05,11520.0,-2800.0,15040.0,-2.3704862534755467e-05,-21680.0,,,-2.1851854269170192e-05,,,,-2.5676153118157343e-05,,,
0.5208333333333334,1.1880707927048206,-0.5150980642065406,1.9344906928017735,-0.3551308438181877,1.7250430211424828,1.02196941152215,2.348710410296917,-0.07893837988376617,-0.7677886355668306,1.2931177020072937,-1.288340985774994,1.7348702857270837,-0.9492248296737671,1.983721973374486,0.2374292816966772,0.710078040137887,0.8572353748604655,-0.19522503716871142,-0.1944290124811232,-1.365876232739538,-0.17599526792764664,2.2722136601805687,0.7011505216360092,-0.34817542880773544,-2.8157735753493512e-05,23120.0,35600.0,-6160.0,-3.041738120982459e-05,-17840.0,3520.000244140625,-13840.0,-7.780427436258409e-06,12640.0,7200.00048828125,-13200.0,-3.109052840966314e-05,11280.0,-1920.0,26080.0,-5.116936480000899e-05,-22000.0,,,-2.183680147379804e-05,,,,-2.528729623132173e-05,,,
0.525,1.3860825914889574,-0.3962292801588774,1.855531889013946,-0.4340488091111183,1.2545767426490784,1.1005824431777,2.427000757306814,0.07893837988376617,-0.8890184201300144,1.4143474865704775,-1.1675590183585882,1.492795362137258,-0.9492248296737671,1.825024215504527,0.3165723755955696,0.7889756001532078,0.8182701305486262,-0.2342700446024537,-0.1944290124811232,-1.2097760918550193,-0.26399290189146996,2.621784992516041,0.7887943368405104,-0.34817542880773544,-2.8773376392197958e-05,40880.0,21600.0,-12720.0009765625,-3.649782553041044e-05,20080.0,3200.000244140625,-13760.0,-4.33924912310817e-06,12400.0,6800.0,-13200.0,5.121099459116365e-06,11040.0,-1360.0,14880.0,-3.0056146545819626e-05,-21680.0,,,-2.1658868734989465e-05,,,,-2.5248079236181485e-05,,,
0.5291666666666667,1.227673152461648,-0.6339668482542038,1.7765730852261186,-0.2762128785252571,1.4898098818957806,1.17919547483325,2.5052911043167114,-0.07893837988376617,-0.9698382765054703,1.4143474865704775,-1.2078196741640568,1.6138328239321709,-1.34473517537117,1.825024215504527,-0.0,0.6311804801225662,0.8182701305486262,-0.42949508177116513,-0.11665740748867393,-1.2097760918550193,-0.17599526792764664,2.0974279940128326,0.7887943368405104,-0.34817542880773544,-2.8377313542245772e-05,40880.0,21600.0,-12720.0009765625,-4.4802234536543434e-05,20080.0,3200.000244140625,-13760.0,-3.2243618883741614e-06,12400.0,6800.0,-13200.0,-2.3239980638956525e-05,11040.0,-1360.0,14880.0,-7.99903791315398e-05,-21680.0,,,-2.1602334921655636e-05,,,,-2.5114036496651747e-05,,,
0.5333333333333333,1.1880707927048206,-0.4358522081747651,1.855531889013946,-0.394589826464653,1.568220928311348,1.2578085064888,2.348710410296917,-0.7104454189538956,-0.8890184201300144,1.4143474865704775,-1.2078196741640568,1.6138328239321709,-1.1074289679527283,1.825024215504527,0.395715469494462,0.8678731601685286,0.8182701305486262,-0.273315052036196,-0.15554320998489857,-1.13172602141276,-0.26399290189146996,2.1848208270967007,0.7011505216360092,-0.609307000413537,-2.3160995424922545e-05,40880.0,4800.0,-14640.0,-3.344842139382234e-05,17920.0,2960.0,-13600.0,7.225210648414591e-07,12320.0,6640.0,-13040.0,6.388500674330791e-06,10880.0,320.0,2160.000244140625,-5.8276996465413556e-05,-21840.0,,,-2.164735025662499e-05,,,,-2.489633172425218e-05,,,
0.5375,1.1880707927048206,-0.35660635214298964,1.8160524871200323,-0.4340488091111183,1.176165696233511,1.2578085064888,2.1138393692672253,-0.15787675976753235,-0.9294283483177423,1.3739375583827496,-1.288340985774994,1.775216106325388,-0.9492248296737671,1.6663264576345682,0.1582861877977848,0.7889756001532078,0.7403396419249475,-0.15618002973496914,-0.03888580249622464,-0.8975758100859821,-0.3519905358552933,2.2722136601805687,0.6135067064315081,-0.4352192860096693,-2.3118572176738638e-05,40880.0,-2720.0,-7493.33349609375,-1.286285969347655e-05,10720.0,2853.333251953125,-13653.3330078125,-6.261729224608134e-06,12320.0,6693.33349609375,-13093.3330078125,3.475648108290262e-05,10933.3330078125,1493.3333740234375,1253.33349609375,-6.0127525177782436e-05,-21733.333984375,,,-2.1190689033412716e-05,,,,-2.5245748456158073e-05,,,
0.5416666666666666,1.0692637134343386,-0.3962292801588774,1.8160524871200323,-0.2762128785252571,1.568220928311348,1.17919547483325,2.427000757306814,-0.39469189941883087,-1.0102482046931982,1.3739375583827496,-1.4493836089968681,1.7348702857270837,-1.6611434519290924,1.6663264576345682,0.2374292816966772,0.7889756001532078,0.7403396419249475,-0.19522503716871142,0.15554320998489857,-1.014650915749371,-0.5279858037829399,2.0974279940128326,0.6135067064315081,-0.17408771440386772,-2.5524829800057953e-05,40880.0,-6480.0,-3920.000244140625,-6.9675640883961405e-06,7120.00048828125,2800.0,-13680.0,5.451656566207204e-07,12320.0,6720.0,-13120.0,-7.076675397172175e-06,10960.0,2080.0,800.0000610351562,-2.729357712530421e-05,-21680.0,,,-2.123612398508023e-05,,,,-2.5327903683611784e-05,,,
