name,r,a,s
addbrev_l-P2,-111.07173187895778,-18.146697420324184,594.6611482425333
addlong_l-P2,-120.65810483240706,-2.9919157964590575,473.1063993978567
addmagDist_l-P2,-129.04737621400145,-4.69970477616121,450.0464449890861
addmagIsch_l-P2,-91.48805832849095,29.218021597503434,329.98246258617553
addmagMid_l-P2,-119.30133158310419,-15.785487700385547,551.4642928348462
addmagProx_l-P2,-118.29459278439346,-38.92405131254486,634.3149960541134
bfsh_l-P1,-120.63346735715842,-13.65276585998915,502.62211642211247
gaslat_l-P1,-144.55815174102892,-7.191051386750939,340.67627142581864
gasmed_l-P1,-103.03745763625714,23.373497823217978,333.3247833476395
glmax1_l-P3,-124.0371533463997,-64.29387819796732,678.7161326901095
glmax1_l-P4,-135.29062644388583,-55.996045476310535,656.3654084402536
glmax2_l-P3,-113.2455191983304,-64.56952431451113,654.8475893851002
glmax2_l-P4,-127.16822826238497,-40.42033990520329,614.3456442726693
glmax3_l-P3,-92.40739741658538,-42.14486337448428,602.4158256763507
glmax3_l-P4,-128.18607310182412,-28.33162822122481,573.2610542208656
glmed1_l-P2,-154.0971447072111,-56.835788061293734,698.8256577258102
glmed2_l-P2,-153.68676629991714,-58.518473198409524,704.5487474707179
glmed3_l-P2,-153.4271635541596,-61.10687599011794,705.5978530104425
glmin1_l-P2,-155.02351266584236,-49.82490887887077,700.477188438127
glmin2_l-P2,-154.9841096824505,-51.045084129907494,700.4168676386092
glmin3_l-P2,-154.6462073566464,-52.89187295656734,702.3737472505676
iliacus_l-P3,-102.1858393347692,-25.344943750528294,653.0228276595726
iliacus_l-P4,-107.21753014963056,-34.65549223553105,647.1944988991513
piri_l-P3,-145.0319092240525,-50.387279520103924,706.734047589082
psoas_l-P3,-93.26995781253153,-33.53200418226741,662.8263300945836
psoas_l-P4,-97.34418154649126,-42.806159785525004,658.059734349596
sart_l-P2,-73.83434395379498,22.263013449600734,358.4077598981152
tfl_l-P2,-151.97879101784773,1.4510873280888315,609.6314067950983
tfl_l-P3,-164.82010998391203,-3.77747886565113,319.5272608579012
vasint_l-P1,-133.75856166178644,13.39298164136325,520.4950379218691
vasint_l-P2,-135.53206893416936,19.207965418886005,503.8911804183546
vaslat_l-P1,-128.3477462593518,-17.135429674191986,528.9899925581885
vaslat_l-P2,-155.09655033252494,4.227885753976029,452.8106032773105
vasmed_l-P1,-118.81297706646639,-0.7055543040621336,502.9050441216098
vasmed_l-P2,-119.62673880366765,33.709466031700735,429.7293061727397
