name,r,a,s
bflh_l-P2,-140.73531079386663,-52.0551893126459,287.3209744303693
bflh_l-P3,-142.0662521812382,-45.34437938877844,272.23232942305384
bfsh_l-P2,-139.61243960630975,-43.87651788832896,288.9921300783528
edl_l-P1,-134.7516350284973,-27.97253001627837,211.25325346234692
edl_l-P2,-127.27380750444917,-18.289086593892666,-59.29733699568104
ehl_l-P1,-134.76175914044848,-28.806110995211927,177.80914368043273
ehl_l-P2,-125.74475461899902,-23.742578238318817,39.00200932468332
ehl_l-P3,-119.21888237583553,-4.987418090539589,-54.649639328981955
fdl_l-P1,-122.95727135722376,-5.916814979527429,150.17714589122758
fdl_l-P2,-97.4218178506067,-28.929259400791686,-32.96496179994363
fhl_l-P1,-127.03720210638224,-51.74632304623174,128.4358970384225
fhl_l-P2,-98.24588276675756,-37.93632217522363,-31.674861430431523
grac_l-P2,-93.98965002675838,14.223569835745954,271.53381066465096
grac_l-P3,-111.66443174955052,19.161277567820658,245.5397905853327
perbrev_l-P1,-126.88084488535296,-53.4750943934293,90.79914599241405
perbrev_l-P2,-117.72726691060902,-70.18263991887422,-43.25841748290423
perbrev_l-P3,-120.7251950132433,-66.5433613430534,-51.47023306522541
perlong_l-P1,-139.55397756151083,-39.497361140814284,194.39460754795212
perlong_l-P2,-117.7213730703623,-67.49563564059116,-44.68351399445838
perlong_l-P3,-120.23144862531146,-64.40721017965865,-52.29059552304701
recfem_l-P5,-134.85010954632574,32.79602339308476,243.0645040717719
sart_l-P3,-86.52427449767133,14.338235931631743,280.6850897401002
sart_l-P4,-97.18387977318844,13.273141948956459,259.376870491145
sart_l-P5,-126.23772683063552,18.06011936643164,232.1242877320433
semimem_l-P2,-98.77051425798633,-0.5792227868349318,280.0897983417135
semiten_l-P2,-94.63893060187591,-1.9001815862863862,272.22688511311725
semiten_l-P3,-114.94428830210767,15.668452063123496,238.65895325131729
soleus_l-P1,-128.84049096712621,-10.428176974399227,229.04771179144836
tfl_l-P4,-155.98553641283067,-13.775292925467811,270.19972231388044
tibant_l-P1,-141.40543494153997,1.5108781301269405,189.0235947508983
tibant_l-P2,-139.24057964217232,7.33042044946963,135.78033425057268
tibant_l-P3,-112.74786180554548,5.637687098426833,-52.29488213244008
tibpost_l-P1,-131.06884555403548,-10.845518616742904,195.4183032117547
tibpost_l-P2,-94.24045277882779,-24.245139323783008,-34.09426818844195
vasint_l-P5,-135.54943621350057,32.04377608419141,243.0057842804737
vaslat_l-P5,-139.23780331960253,28.238268741259155,242.88564910282275
vasmed_l-P5,-129.60749734380036,37.277084080693875,242.79671141056372
