name,r,a,s
tibia_l_med,-98.46999567220911,28.92127305108856,279.01029785026486
tibia_l_lat,-154.5975823506656,-28.401309637335004,281.6445936445551
ankle_l_med,-90.9744100537382,-0.937659960543458,-53.532351291676804
ankle_l_lat,-132.97496684231598,-64.40724672123945,-53.35643989711349
knee_l_center,-125.3467895766204,6.70389168137123,314.18302668416476
tibia_l_center,-126.48228610138946,0.2925399822527971,280.1564116660211
ankle_l_center,-112.88228864059005,-32.87504526031403,-52.85510393379968
talus_l_center_in_tibia,-108.6173599262609,-32.46681028390625,-58.9134427734407
tibia_l_midshaft_anter,-136.8863951904107,5.000752409418353,128.13684591043219
tibia_l_midshaft_poster,-123.92238871532842,-10.434787204972103,135.34085491801835
fibula_l_midshaft_anter,-139.45052995965344,-40.58579719758883,138.38258653667296
fibula_l_as,-137.58718168484057,-15.629490568414557,254.18597813364113
tibia_l_epiph_yellow_posteriormost,-116.85270469464712,-19.482811345905436,284.7504473894365
tibia_l_epiph_yellow_anterior_plate,-133.72308757564016,16.626098845477234,282.8170940489641
tibia_l_epiph_yellow_patel_tend_point,-132.9247281905635,26.885753706824545,244.98744098394332
tibia_l_epiph_green_medial_lower_epiph,-109.78393970266839,15.886683126234844,256.39298450754274
tibia_l_ankle_yellow_anter,-117.64407677140653,-12.387326381125249,-52.68084900351099
fibula_l_lat_malleol_tip,-121.89135978808415,-56.68611578874306,-57.86755085101158
tibia_l_med_malleol_tip,-98.83080595065945,-7.9912193099074225,-62.85545282567184
tibia_l_anter_diaph_25,-140.00641286773512,15.993067895650928,212.5263714505859
tibia_l_anter_diaph_75,-122.89119735464597,-9.320504172845446,23.605308549633985
fibula_l_anter_diaph_75,-123.62884954995607,-43.70165602956803,35.68678965557755
