name,r,a,s
addbrev_r-P1,13.046902109199378,4.499031263787083,682.3410168600232
addlong_r-P1,16.37555425109303,14.415187212187828,685.7129757365991
addmagDist_r-P1,35.578984553591226,-33.87396231945291,654.7881221852025
addmagIsch_r-P1,40.232857543183165,-50.42151652076245,651.2326470567907
addmagMid_r-P1,24.37576261404326,-15.948719215771968,660.9749423748816
addmagProx_r-P1,11.042668617130976,-2.918182167225127,670.7170309367322
bflh_r-P1,64.2640212033769,-70.29297454660404,663.5111588703382
glmax1_r-P1,63.57018019344277,-87.16238457650765,823.5276056140121
glmax1_r-P2,85.22557543796654,-93.83857754641771,782.2039151466182
glmax2_r-P1,49.29333275090974,-100.16141443217413,808.256215146599
glmax2_r-P2,90.63355033092535,-103.17832276771476,742.2627149680909
glmax3_r-P1,5.938829035468888,-100.8954969575017,740.1828188020763
glmax3_r-P2,48.404130633066046,-95.99519300025723,651.9925317846283
glmed1_r-P1,121.63140537517852,-10.377038382394794,815.6434466906661
glmed2_r-P1,76.51110520578513,-47.08011892100832,816.1513651906891
glmed3_r-P1,56.80527659154868,-81.67627049623286,793.1023123333217
glmin1_r-P1,106.34726328213205,-15.425644359708377,777.2258603783953
glmin2_r-P1,101.88570928127632,-29.842370273143604,780.6995989659018
glmin3_r-P1,86.05098814846852,-45.46192176311368,781.5866037360075
grac_r-P1,19.972930593907353,-9.507766188055335,651.5410781715011
iliacus_r-P1,92.40622101941818,-24.04769787774268,815.8089023708903
iliacus_r-P2,73.89012515154741,11.3789478951578,725.116561722381
piri_r-P1,13.541385720024422,-66.2678436880659,784.888641274736
piri_r-P2,66.4062124764093,-66.80601446201895,770.8350336248992
psoas_r-P1,48.502072812532965,-13.5660156355928,819.5529816050799
psoas_r-P2,65.17782590355232,4.070312184157827,716.1884365773118
recfem_r-P1,92.0516258430824,3.368888841159575,745.9602674755041
sart_r-P1,102.5183330310013,11.011928683588394,770.5109603612342
semimem_r-P1,67.23119118509341,-64.85418720073666,670.5291080561566
semiten_r-P1,55.14979138559508,-68.79470585218223,655.3873385779157
tfl_r-P1,125.3466960068913,3.0245165808709205,811.7603554629751
addbrev_l-P1,-17.063467491867534,5.88163988958655,682.4720839575461
addlong_l-P1,-20.329024601076792,15.760942029391837,685.9109971816575
addmagDist_l-P1,-39.80657175902916,-26.38478974138798,657.5973395448316
addmagIsch_l-P1,-45.47360014877742,-44.254483420501536,654.0197258779301
addmagMid_l-P1,-28.040717461962124,-10.60671211202306,662.4688648509599
addmagProx_l-P1,-14.919972429395589,-1.0834518203424526,671.0109385435621
bflh_l-P1,-70.97297991524522,-66.88273381706313,665.1193668548908
glmax1_l-P1,-65.92618300529425,-88.15384366884156,823.7061868049926
glmax1_l-P2,-92.6850512419511,-95.28170917777564,781.4349815050022
glmax2_l-P1,-55.04402598247021,-100.65213893670189,808.1625701879486
glmax2_l-P2,-99.37230283100575,-104.42994809355555,741.3952949760976
glmax3_l-P1,-15.36267815309896,-101.14658224587596,740.1152133092986
glmax3_l-P2,-57.24214081375682,-94.46171580547792,653.7637606418677
glmed1_l-P1,-124.28940926604623,-12.936808056349395,816.3306667122121
glmed2_l-P1,-77.36160274022623,-48.93283818720841,816.7534740017812
glmed3_l-P1,-62.15063304713706,-82.59966186763204,792.8083652799943
glmin1_l-P1,-109.80637723467372,-16.949385232771647,778.520308689109
glmin2_l-P1,-105.78474937361938,-31.52700018978469,781.3418981938062
glmin3_l-P1,-90.07080176890936,-47.02884653789448,781.4953352135085
grac_l-P1,-23.507047724186823,-4.498203321820622,653.069867836696
iliacus_l-P1,-93.65143884549269,-26.441074245248192,816.802926676946
iliacus_l-P2,-77.09137610629085,12.264393618506997,726.609860977227
piri_l-P1,-16.745925331833924,-66.49521492459436,784.8400119326851
piri_l-P2,-71.52657655209015,-67.94579653292504,769.9889447397999
psoas_l-P1,-42.21928481096789,-14.979155555304734,820.1953924689965
psoas_l-P2,-68.7989650669861,5.477376455295018,716.5053627507733
recfem_l-P1,-95.18217924251594,3.116546215096985,748.551340214252
sart_l-P1,-104.71007855936915,9.973500286046903,772.5670771682895
semimem_l-P1,-73.51084114521376,-61.402858789563744,671.6559323967938
semiten_l-P1,-61.76256303410352,-64.75377719552549,657.5482481155467
tfl_l-P1,-127.55021847503139,0.7111242792716155,812.2768852402178
