name,r,a,s
bflh_r-P2,148.9415606268068,-60.6405654297677,289.1814271306781
bflh_r-P3,150.42926752256756,-52.023339021401824,273.4348366347949
bfsh_r-P2,148.41684497097384,-51.49901628085523,290.79122108743496
edl_r-P1,138.6715691108545,-34.55615020544331,210.01689805086255
edl_r-P2,129.88929083001042,-13.489473318090015,-56.5358792698209
ehl_r-P1,137.83572906148365,-35.35506939333496,173.08685837403124
ehl_r-P2,130.42716469876996,-25.330361013862603,30.837327940673628
ehl_r-P3,121.89718341721016,-0.16814890873828411,-52.522832258811995
fdl_r-P1,126.52364082885758,-12.01479300599382,144.530982958425
fdl_r-P2,97.97261615790325,-32.03773061732929,-35.07044226948826
fhl_r-P1,128.86246506102475,-59.784410667742364,117.77592369021997
fhl_r-P2,98.39104457110307,-42.10905247197748,-34.050390051228504
grac_r-P2,96.2811829370763,4.020992558480585,276.5463062802536
grac_r-P3,116.64405643212693,15.07457838838276,248.55057135892503
perbrev_r-P1,129.52525384956067,-59.684296491782554,78.40429904369712
perbrev_r-P2,117.1774484426052,-75.00721085149654,-43.655821726677964
perbrev_r-P3,120.64934735803148,-70.34988651681175,-50.93559663895641
perlong_r-P1,142.937290366172,-46.33509190785508,190.72684968216018
perlong_r-P2,117.3250800886162,-71.94801335300244,-44.87135641784984
perlong_r-P3,120.27219465329046,-68.02751214143069,-51.69604454020199
recfem_r-P5,146.622850535917,36.235195040325536,241.6864918041039
sart_r-P3,87.65338554195192,1.582828765823082,286.27972725717007
sart_r-P4,99.45912686034416,4.271371651488888,264.2894280445124
sart_r-P5,133.30579476457967,16.62496045037471,232.9792320114567
semimem_r-P2,101.59061646292791,-12.275012587199244,285.4477819149401
semiten_r-P2,96.14285994430875,-14.571026656569694,278.0146062369866
semiten_r-P3,119.86921944573764,11.567791581766114,241.25941809363587
soleus_r-P1,133.90210595198457,-15.581938046485192,230.0270328959633
tfl_r-P4,170.3639976381599,-11.284550491888393,267.5608127422446
tibant_r-P1,147.32062098156152,-0.6514219602701012,186.41017584063746
tibant_r-P2,144.92249092205438,5.656789005178293,130.21708254437337
tibant_r-P3,115.73805814575572,10.269824555638026,-50.45955403488828
tibpost_r-P1,134.85439177888023,-16.46842717959696,193.52320437396364
tibpost_r-P2,94.88820939842232,-27.358181096200447,-36.13838782759837
vasint_r-P5,147.4055648106763,35.543415513977976,241.56593052142034
vaslat_r-P5,151.56076420416102,32.08052807211307,241.10568166845977
vasmed_r-P5,140.539701255923,40.050487155568526,241.97073915023648
