name,r,a,s
knee_l_med,-86.99747475279423,29.268932941537905,315.4796462748085
knee_l_lat,-164.4031499138005,-17.14640451007788,321.4847870421989
femur_l_center,-91.65280120142657,-27.26721722040896,708.7487396393033
patella_l_in_femur_l,-155.15741352171892,47.26501795001057,302.5311639815889
knee_l_center_in_femur_l,-125.14444432013738,6.385866165271789,318.46269932222845
gr_troch_as_l,-147.52058191363366,-44.25539967314946,697.5138985874589
gr_troch_lat_l,-153.66106560146594,-56.797503200197866,685.8198338736165
femur_l_midshaft_anter,-133.84837840071899,12.43644447325408,512.6531379061871
femur_l_midshaft_poster,-125.59006390979299,-15.024271805367661,514.4559901236292
ls_troch_l,-97.67193024293148,-45.72912367706016,655.5431399486001
femur_l_poster_diaph_25,-127.29034282528944,-41.02124974554153,616.0155939735475
femur_l_poster_diaph_75,-132.1006788625156,-3.992914111979505,413.6109150505547
femur_l_anter_diaph_25,-128.92294047710084,-8.367715584327811,609.050135725757
gr_troch_ps_l,-139.23954717718524,-56.9677298055315,709.223818294046
femur_l_anter_diaph_75,-137.59376434535224,25.677254933340254,407.4429375841504
