name,r,a,s
LSHAOL,-184.80011544766933,-80.03267743993928,136.9099567273868
LSHA2,-161.26229396797012,-118.6584586190088,79.2354211506047
LSHA3,-179.67832757606513,-70.66780451505466,73.351713210282
LMALL,-150.19581031555782,-76.00323530442172,-95.6572368825903
LMALM,-85.82950166332033,3.8337992468547615,-84.39314050579895
