name,r,a,s
addbrev_r-P2,109.50762973046135,-22.157076385602906,605.8120267394916
addlong_r-P2,116.21995672790807,-4.0823358353026284,491.4001289665979
addmagDist_r-P2,123.59608611970876,-5.136545458386536,468.97575901572293
addmagIsch_r-P2,94.16787434734397,13.86027485474301,358.42003317120765
addmagMid_r-P2,117.58945936024871,-18.2346029139851,564.7030195695254
addmagProx_r-P2,114.96857336309675,-37.94964707329155,641.9108213386108
bfsh_r-P1,118.05096419167978,-12.978165941157343,519.0054992534775
gaslat_r-P1,145.20043512708975,-11.160232217204662,362.06670629346286
gasmed_r-P1,104.62622775492636,10.321258465796062,360.2469755354946
glmax1_r-P3,112.77719174486766,-64.6804888483892,685.2696607506128
glmax1_r-P4,129.82019394907277,-54.42149358672665,662.3286909322727
glmax2_r-P3,105.78120220819692,-62.535962329781654,662.266704549434
glmax2_r-P4,124.2771809881521,-40.596472455961,621.6083046091459
glmax3_r-P3,90.45095134831581,-40.57275005926256,613.0782284476219
glmax3_r-P4,126.31570691823197,-30.428172411200297,584.1386503210582
glmed1_r-P2,142.1087307976214,-54.245924222307494,702.258144492255
glmed2_r-P2,139.32444446217488,-57.100340619020294,707.9064819287273
glmed3_r-P2,138.0024836566195,-61.171677200525956,709.2089632294694
glmin1_r-P2,143.99707158209864,-42.32237796609278,702.7091058664033
glmin2_r-P2,143.78025990587577,-44.31897951465063,702.8278299634768
glmin3_r-P2,142.55822220000798,-47.39368495078967,704.9525661897
iliacus_r-P3,99.49236637991902,-22.346336661505568,661.2822038453293
iliacus_r-P4,103.6200878754585,-32.16145782479961,655.3648674290661
piri_r-P3,131.4257744143736,-45.39997390775995,709.554070281857
psoas_r-P3,89.344658121514,-29.57368250669347,671.0005313286115
psoas_r-P4,92.07559704981661,-39.26130734630068,666.4141068637396
sart_r-P2,76.83238239101924,8.664559525363083,386.80208018776125
tfl_r-P2,149.66740514090205,-6.651961106324613,619.1306775652056
tfl_r-P3,164.20620511292904,-7.011929687885687,339.9452220604201
vasint_r-P1,128.20754918561892,6.15888356191822,534.1953579810108
vasint_r-P2,128.97370300315956,11.578722204621242,518.6739339227825
vaslat_r-P1,126.17691761693347,-17.566698429906292,543.0110082179071
vaslat_r-P2,148.0564309269578,1.4457978348625027,470.1323912855022
vasmed_r-P1,115.22224807739934,-3.027895322433511,519.3576772362036
vasmed_r-P2,113.49860144860853,24.439601769370267,452.96341914005245
