name,r,a,s
RASI,111.51847366302972,78.46141804283778,777.9928019993384
LASI,-113.22397672635009,76.6231429706399,783.2903085062443
RPSI,41.442784075904186,-136.28336760117654,814.4840499685561
LPSI,-45.86192593049746,-136.7134054311123,814.5844616848423
PE02,27.617244498408116,-147.2717070193566,797.1939891160359
PE03,-33.879366708141944,-147.49193173475396,797.2523464922043
