mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.041531,0.00126211,0.0372886,0.0598753,0.0217792,0.000453398,0.062676,0.000642148,
addlong_r,0.0225206,0.0513743,0.00201472,0.0263383,0.0411283,0.0651249,0.0547531,0.0348982,
addmagDist_r,0.0384951,0.0536939,0.0115972,0.0175422,0.0280723,0.0500502,0.0692556,0.0620711,
addmagIsch_r,0.018054,0.0634037,0.0603805,0.0581438,0.0293328,0.0467326,0.0366004,0.0333463,
addmagMid_r,0.068899,0.017453,0.000490817,0.0570949,0.034487,0.0544311,0.0177487,0.0675915,
addmagProx_r,0.00409221,0.0602377,0.0655608,0.0648152,0.0575807,0.0255864,0.0613906,0.0045427,
bflh_r,1.06311e-05,1.4827e-08,2.27165e-05,0.0354088,0.209683,0.00376387,5.15162e-06,0.218455,
bfsh_r,2.02191e-06,4.35396e-08,1.33216e-05,0.0354015,0.209691,0.00377186,6.28e-08,0.218456,
edl_r,0.0167337,0.0109389,0.0410478,0.0632639,0.0533445,0.0162265,0.0521262,0.0302014,
ehl_r,0.0233321,0.028284,0.0189342,0.0146259,0.0371022,0.0236683,0.0529221,0.0599579,
fdl_r,0.0701186,0.0343947,0.0300847,0.00892053,0.0466656,0.0381113,0.00520775,0.0583196,
fhl_r,0.0572416,0.0557694,0.0282962,0.0670426,0.0382714,0.0602828,0.000682799,0.0248014,
gaslat_r,0.0531157,0.070549,0.0316348,0.0447859,0.0216542,0.0381113,0.0260584,0.0694875,
gasmed_r,0.068256,0.0172861,0.0396028,0.0160391,0.0512513,0.033441,0.0480559,0.0498837,
glmax1_r,5.72717e-05,2.58715e-06,0.000637166,0.546222,0.00160463,0.0592777,1.87724e-06,0.0910146,
glmax2_r,0.000201267,9.49405e-06,0.000695861,0.54661,0.000522881,0.0592127,0.000113847,0.0914844,
glmax3_r,2.59674e-05,2.08042e-06,0.000596683,0.546147,0.00180575,0.0592966,2.7989e-07,0.0909344,
glmed1_r,0.0402961,0.0168671,0.0620648,0.0587484,0.029629,0.0680016,0.0238364,0.0275804,
glmed2_r,0.0230892,0.0295266,0.0172485,0.0134754,0.062503,0.041944,0.0659776,0.0206121,
glmed3_r,0.0596297,0.00609076,0.0166318,0.0630984,0.0331092,0.00102432,0.0461108,0.039751,
glmin1_r,0.0674932,0.00449639,0.0290248,0.0525256,0.0545286,0.0248836,0.00233481,0.0102445,
glmin2_r,0.0247057,0.0179281,0.0627204,0.0501788,0.0498518,0.0310549,0.0495596,0.046848,
glmin3_r,0.00468165,0.0633443,0.0472347,0.0510669,0.0451684,0.0149056,0.0364774,0.043876,
grac_r,0.00682391,0.0384163,0.0308569,0.0349421,0.0563272,0.00471938,0.0397739,0.00661819,
iliacus_r,0.00675665,0.00132041,0.0442306,0.0421336,0.0107571,0.0186433,0.00742821,0.0081049,
perbrev_r,0.000708534,0.0273537,0.0543396,0.0229957,0.0347633,0.000173728,0.0558991,0.00949595,
perlong_r,0.0472528,0.0441163,0.0318809,0.0505423,0.00430304,0.000504872,0.00597463,0.052081,
piri_r,0.0603723,0.0653907,0.0612423,0.00791393,0.0121797,0.00714482,0.0602466,0.0162539,
psoas_r,0.0639817,0.0222266,0.0598888,0.0616213,0.0627594,0.00334426,0.0289545,0.0282046,
recfem_r,0.0160785,2.8026e-44,1.08375e-25,4.2039e-45,1.85112e-20,0.0208048,3.28191e-28,0.0512277,
sart_r,0.0160785,5.60519e-45,1.94314e-26,4.2039e-45,6.15217e-21,0.0208048,2.12731e-27,0.0512277,
semimem_r,7.22882e-07,1.21713e-09,1.41478e-05,0.0354012,0.209691,0.00377244,8.43541e-08,0.218455,
semiten_r,1.57172e-05,2.85494e-08,2.69613e-05,0.035413,0.209678,0.00375936,8.61072e-06,0.218455,
soleus_r,0.0371896,0.0477049,0.0138562,0.0141881,0.0362631,0.0275219,0.048151,0.00819708,
tfl_r,0.0160785,1.82169e-44,1.98814e-25,4.2039e-45,1.01845e-20,0.0208048,2.79161e-27,0.0512277,
tibant_r,0.0444179,0.00664039,0.0238679,0.0303138,0.0365404,0.0324046,0.0033321,0.0439388,
tibpost_r,0.00317701,0.0610004,0.00917767,0.0549397,0.0127631,0.0369629,0.00461525,0.0417569,
vasint_r,0.039564,0.0229381,0.0472162,0.0659675,0.0126227,0.0588263,0.0316106,0.0228743,
vaslat_r,4.99385e-33,1.04598e-13,0.00620004,0.0202586,2.12181e-16,1.60708e-15,3.3928e-11,0.23262,
vasmed_r,4.70404e-32,1.40386e-13,0.00620004,0.0202586,1.35844e-16,1.17183e-15,4.19153e-11,0.23262,
addbrev_l,0.0330903,0.0266094,0.0312779,0.0635172,0.0378385,0.0680042,0.00322969,0.0327068,
addlong_l,0.0506493,0.0218959,0.0232445,0.0441465,0.0626357,0.0678696,0.0116192,0.0491309,
addmagDist_l,0.0187387,0.0228879,0.0389019,0.0230457,0.0232074,0.0396358,0.0622434,0.0426071,
addmagIsch_l,0.0619646,0.0429696,0.0564991,0.0556642,0.0162246,0.0435063,0.0350996,0.0419878,
addmagMid_l,0.0229665,0.0209707,0.0101773,0.0017077,0.0340206,0.0211904,0.0701077,0.0585752,
addmagProx_l,0.0609954,0.00143094,0.0368464,0.0586227,0.0309516,0.000467563,0.0428293,0.0261444,
bflh_l,0.11454,0.56732,0.261581,0.0376143,0.0363909,0.00485814,0.427269,0.00640083,
bfsh_l,0.114496,0.567331,0.261611,0.0375842,0.0364871,0.00490656,0.427231,0.00629568,
edl_l,0.0705441,0.0386411,0.0410803,0.0102904,0.0453179,0.00989374,0.0146604,0.0307533,
ehl_l,0.0339565,0.017216,0.0294614,0.0458771,0.0263063,0.00305855,0.030814,0.0634345,
fdl_l,0.0614054,0.035454,0.00139358,0.0649683,0.0690182,0.0393639,0.0506317,0.0602009,
fhl_l,0.00137805,0.0437699,0.0676132,0.0509704,0.0523479,0.041743,0.021905,0.0120539,
gaslat_l,0.0567832,0.0416452,0.0519653,0.0165529,0.0266969,0.0556403,0.068194,0.0114754,
gasmed_l,0.00945219,0.0365295,0.00540612,0.0232623,0.025117,0.0325416,0.0238503,0.0408671,
glmax1_l,0.126077,0.0260795,0.0488481,0.0627061,0.0292048,0.414751,0.00614923,0.0106159,
glmax2_l,0.125346,0.0271847,0.0477551,0.0626203,0.0290476,0.415129,0.0072717,0.0108335,
glmax3_l,0.125628,0.026739,0.048175,0.0626554,0.0291018,0.414983,0.00686125,0.0107521,
glmed1_l,0.0702067,0.0440614,0.0203347,0.0521301,0.00699472,0.0327834,0.0616352,0.050978,
glmed2_l,0.00955051,0.0428743,0.0105472,0.0353222,0.0502766,0.0191537,0.0305621,0.0466302,
glmed3_l,0.0493959,0.006596,0.0701938,0.0145217,0.0652163,0.00405967,0.050991,0.0677839,
glmin1_l,0.0153448,0.0518337,0.0524938,0.00629064,0.0109129,0.0321917,0.0207509,0.0355159,
glmin2_l,0.0381138,0.0377301,0.0565208,0.0475845,0.0526228,0.0124262,0.0294082,0.0558791,
glmin3_l,0.0014572,0.0560539,0.0105587,0.0687357,0.00412391,0.0511992,0.0708705,0.0296767,
grac_l,0.0415166,0.0111677,0.0608798,0.00151789,0.0370444,0.0538592,0.060392,0.0585662,
iliacus_l,0.0150338,0.0101823,0.0308062,0.0347497,0.0366475,0.0622033,0.0328928,0.0562024,
perbrev_l,0.0589342,0.00807647,0.0369707,0.0137487,0.0635816,0.0270221,0.0398453,0.0270978,
perlong_l,0.0697903,0.0668268,0.0542933,0.0304899,0.0122627,0.0310295,0.0273317,0.0164705,
piri_l,0.0462826,0.0193861,0.00775061,0.00631504,0.00271342,0.0543947,0.0536541,0.0540204,
psoas_l,0.0436125,0.0397342,0.0586246,0.048499,0.00610461,0.0692171,0.0193069,0.0683157,
recfem_l,0.0879133,3.78583e-24,6.65092e-38,0.00962034,4.78453e-22,0.0122187,2.17256e-30,0.0230967,
sart_l,0.0879133,1.8593e-24,1.10214e-37,0.00962034,2.62365e-22,0.0122187,1.08908e-30,0.0230967,
semimem_l,0.112583,0.569796,0.259497,0.0366839,0.0363469,0.00648912,0.42903,0.006813,
semiten_l,0.114086,0.567856,0.261153,0.0373848,0.0364415,0.00525402,0.427624,0.00642429,
soleus_l,0.00654736,0.0317748,0.0631822,0.0419428,0.0419722,0.0330027,0.0327294,0.0228487,
tfl_l,0.0879133,4.15731e-24,4.78445e-37,0.00962034,3.79765e-22,0.0122187,2.4226e-30,0.0230967,
tibant_l,0.0274606,0.0697396,0.00126656,0.0592806,0.0529364,0.00572451,0.0128987,0.0181119,
tibpost_l,0.0106345,0.0081536,0.0277376,0.000922492,0.0570778,0.0529633,0.0615648,0.0442472,
vasint_l,0.00430296,0.0697641,0.0672793,0.00879316,0.0296923,0.0206343,0.0555423,0.0292517,
vaslat_l,0.20149,0.01711,1.90763e-06,0.00569449,0.00155464,8.84397e-06,0.0314979,2.32986e-26,
vasmed_l,0.201484,0.0171187,1.4585e-07,0.00569002,0.00155685,1.41628e-05,0.0314964,1.40037e-26,
