time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.175,-57.4287,11.0753,18.3843,-17.167,3.92183,0.142612,-18.7779,-3.20485,-10.168,1.60265,0.637198,-15.6172,-13.866,-5.51114,-0.814625,0.706895,6.03475,5.08109,0.372894,1.41904,
0.18,-64.7667,-20.0432,22.3332,0.395284,2.85411,-1.22512,-21.2166,5.26863,-9.8676,8.2775,0.0437446,-10.99,-14.4238,-9.28305,-0.767643,0.878101,6.4582,4.36955,0.325901,1.33369,
0.185,-50.5061,-38.1337,13.0433,11.7545,3.79424,-1.95821,-33.7069,8.64115,-2.9182,13.0832,5.52964,-5.73367,-7.09402,-12.8085,-0.52176,1.02759,5.28418,3.45477,1.07114,1.27399,
0.19,-41.4299,-50.3966,10.1309,22.9352,4.05317,-2.96494,-39.5242,8.26688,2.19128,18.3458,7.38545,0.105888,-4.44428,-15.9475,-0.552257,1.1459,4.75446,2.3445,1.35712,1.24427,
0.195,-36.4237,-53.0197,5.74617,30.7109,4.17486,-3.95373,-42.6646,3.27048,5.52998,22.9916,9.8052,6.46544,-2.67895,-18.5319,-0.451666,1.21913,4.2018,1.05953,1.6361,1.2481,
0.2,-30.3903,-48.8691,7.09341,33.6315,4.32996,-4.53778,-43.9084,-4.5089,7.537,26.514,13.0502,13.2582,-0.973092,-20.3808,-0.274022,1.22843,3.47956,-0.364809,1.78643,1.2879,
0.205,-29.9081,-43.2811,3.11593,32.2216,4.53862,-4.5069,-44.4419,-12.3831,8.9605,28.8227,12.1677,20.366,-4.88294,-21.3213,0.170295,1.15031,2.5094,-1.87779,1.95933,1.36453,
0.21,-27.7866,-39.8086,-1.18385,27.4797,4.96065,-3.84248,-44.7264,-18.6723,9.91807,29.9749,15.9441,27.6321,-2.91828,-21.213,-2.48275,0.958088,1.42949,-3.41375,2.16402,1.47697,
0.215,-25.003,-39.4206,-1.08163,20.1822,5.44972,-2.65355,-44.9214,-23.0337,10.3589,30.0924,20.3506,34.8562,-0.801355,-19.9714,0.51672,0.624541,0.0913945,-4.89419,2.40596,1.62206,
0.22,-24.522,-40.9651,-5.75365,10.6572,5.87177,-1.09283,-44.9993,-26.2459,10.5227,29.3903,21.0315,41.7944,-2.54259,-17.5882,0.908139,0.125963,-1.3105,-6.23192,2.65692,1.79444,
