time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
0.005,0.0415213,0,0,0.0338692,2.23742e-05,0.0428707,0.170834,0.215391,
0.01,0.0347218,0,0.00122259,0.0251667,0.0167725,0.0307184,0.164115,0.149205,
0.015,0,0.0290682,0.0113424,0.0237976,0.0116755,0.0607303,0.157585,0.139726,
0.02,0,0,0.00810509,0.014372,0.00033724,0.0316193,0.161016,0.145333,
0.025,0,0,0.00923008,0.0282332,0,0.0443677,0.169334,0.149141,
0.03,0,0.00099961,0.00548328,0.0572707,0.00163107,0.0369535,0.185377,0.155681,
0.035,0,0,0.00756494,0.0776198,0.0294597,0.029999,0.195869,0.160567,
0.04,0,0,0,0.104856,0.0209355,0.0530896,0.211125,0.179412,
0.045,0,0,0.00490679,0.148909,0.01338,0.00521922,0.252287,0.201137,
0.05,0,0,0,0.222401,0,0.0296759,0.288658,0.216584,
0.055,0.00379352,0,0,0.215099,0.0141455,0.000193275,0.327403,0.240549,
0.06,0.0172944,0,0,0.232534,0,0.00291451,0.365291,0.254751,
0.065,0.0014778,0,0,0.233079,0,0.00727817,0.404753,0.301213,
0.07,0,0,0,0.229157,0.00138883,0,0.44034,0.345681,
0.075,0.00568383,0,0,0.213888,0.0188572,0,0.481222,0.396105,
0.08,0.00819459,0,0.00295896,0.182786,0.0123719,0,0.513861,0.437196,
0.085,0.0485437,0.0025196,0,0.152201,0.0151631,0,0.530124,0.467543,
0.09,0.0558373,0,0.00325018,0.134756,0.0235049,0,0.551014,0.498157,
0.095,0.0776583,0,0,0.122131,0.0210928,0,0.564243,0.516336,
0.1,0.114238,0,0,0.129548,0.0226753,0,0.566971,0.506604,
0.105,0.14489,0,0,0.159818,0.0212322,0.0011598,0.563402,0.497116,
0.11,0.166335,0,0,0.211775,0.016736,0,0.551152,0.480267,
0.115,0.177506,0.000282579,0,0.282244,0.0200937,0.00138294,0.534177,0.460769,
0.12,0.174546,0,0.00953778,0.367889,0.0172571,0,0.511476,0.441575,
0.125,0.152938,0,0.00160449,0.466124,0.00395253,0,0.484118,0.422197,
0.13,0.1105,0,0.015916,0.564267,0.0154613,0,0.450353,0.412951,
0.135,0.0407467,0,0.0297588,0.67215,0.00849861,0,0.41853,0.422026,
0.14,0.0208837,0,0.0245615,0.759487,0.00419334,0,0.375282,0.404802,
0.145,0.00123375,0.00015104,0.0375595,0.848795,0.00708193,0,0.329197,0.420392,
0.15,0.022384,0,0.0360955,0.912493,0,0.000721221,0.279972,0.422901,
0.155,0,0.00964944,0.0586176,0.973389,0,0.0080789,0.236063,0.445164,
0.16,0,0,0.0323232,0.970863,0.0131642,0.00912553,0.184557,0.460795,
0.165,0,0,0.0470405,1,0,0.029991,0.156957,0.500692,
0.17,0,0.0255927,0.0717093,0.982418,0,0.0653927,0.124617,0.539886,
0.175,0,0,0.0796247,0.945116,0,0.0859689,0.0975592,0.585003,
0.18,0.0333169,0,0.0973019,0.831883,0,0,0.0380721,0.750905,
0.185,0.0874305,0,0.132733,0.711918,0,0,0,0.855734,
