iteration,loss,learning rate,
1,253.566,0.02,
2,228.255,0.02,
3,207.173,0.02,
4,198.328,0.02,
5,191.807,0.02,
6,187.149,0.02,
7,184.904,0.02,
8,183.506,0.02,
9,182.396,0.02,
10,180.964,0.02,
11,179.14,0.02,
12,177.075,0.02,
13,174.869,0.02,
14,172.566,0.02,
15,169.828,0.02,
16,166.883,0.02,
17,164.358,0.02,
18,162.106,0.02,
19,160.015,0.02,
20,157.868,0.02,
21,155.949,0.02,
22,153.924,0.02,
23,151.957,0.02,
24,149.878,0.02,
25,147.725,0.02,
26,145.788,0.02,
27,144.332,0.02,
28,143.901,0.02,
29,143.42,0.02,
30,143.187,0.02,
31,142.285,0.02,
32,141.13,0.02,
33,139.883,0.02,
34,138.571,0.02,
35,136.969,0.02,
36,135.324,0.02,
37,133.63,0.02,
38,132.308,0.02,
39,131.194,0.02,
40,130.101,0.02,
41,129.123,0.02,
42,128.374,0.02,
43,128.117,0.02,
44,127.867,0.02,
45,136.911,0.02,
46,130.969,0.02,
47,134.393,0.02,
48,129.787,0.02,
49,128.963,0.02,
50,127.73,0.02,
51,126.334,0.02,
52,127.393,0.02,
53,124.13,0.02,
54,124.363,0.02,
55,121.77,0.02,
56,119.989,0.02,
57,119.886,0.02,
58,119.76,0.02,
59,118.635,0.02,
60,117.737,0.02,
61,117.2,0.02,
62,116.154,0.02,
63,115.046,0.02,
64,114.539,0.02,
65,114.472,0.02,
66,114.846,0.02,
67,114.027,0.02,
68,113.997,0.02,
69,113.556,0.02,
70,113.116,0.02,
71,112.859,0.02,
72,112.835,0.02,
73,115.447,0.02,
74,114.45,0.02,
75,114.056,0.02,
76,112.747,0.02,
77,112.482,0.02,
78,112.398,0.02,
79,112.028,0.02,
80,111.716,0.02,
81,111.462,0.02,
82,111.236,0.02,
83,111.038,0.02,
84,111.12,0.02,
85,110.872,0.02,
86,110.832,0.02,
87,110.71,0.02,
88,110.687,0.02,
89,110.63,0.02,
90,110.795,0.02,
91,110.949,0.02,
92,111.136,0.02,
93,111.197,0.02,
94,111.017,0.02,
95,110.916,0.02,
96,110.608,0.02,
97,110.238,0.02,
98,109.878,0.02,
99,109.602,0.02,
100,109.207,0.02,
101,109.018,0.02,
102,108.877,0.02,
103,108.794,0.02,
104,108.709,0.02,
105,108.626,0.02,
106,108.518,0.02,
107,108.489,0.02,
108,108.338,0.02,
109,108.263,0.02,
110,108.032,0.02,
111,107.516,0.02,
112,107.791,0.02,
113,107.246,0.02,
114,109.535,0.02,
115,109.619,0.02,
116,107.622,0.02,
117,107.72,0.02,
118,107.618,0.02,
119,107.236,0.02,
120,106.75,0.02,
121,106.35,0.02,
122,106.345,0.02,
123,106.165,0.02,
124,106.284,0.02,
125,105.937,0.02,
126,106.052,0.02,
127,105.611,0.02,
128,105.304,0.02,
129,104.99,0.02,
130,105.475,0.02,
131,104.479,0.02,
132,104.745,0.02,
133,104.304,0.02,
134,104.262,0.02,
135,104.04,0.02,
136,103.728,0.02,
137,103.472,0.02,
138,103.486,0.02,
139,103.683,0.02,
140,103.71,0.02,
141,103.599,0.02,
142,104.864,0.02,
143,103.509,0.02,
144,103.568,0.02,
145,103.43,0.02,
146,103.249,0.02,
147,103.172,0.02,
148,106.144,0.02,
149,105.856,0.02,
150,105.667,0.02,
151,102.825,0.02,
152,102.576,0.02,
153,102.565,0.02,
154,104.011,0.02,
155,103.94,0.02,
156,102.853,0.02,
157,102.864,0.02,
158,103.134,0.02,
159,103.066,0.02,
160,103.136,0.02,
161,103.095,0.02,
162,103.104,0.02,
163,102.998,0.02,
164,104.358,0.02,
165,104.281,0.02,
166,104.177,0.02,
167,104.062,0.02,
168,103.851,0.02,
169,103.218,0.02,
170,103.459,0.02,
171,103.348,0.02,
172,103.059,0.02,
