time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.115,5.51705,6.62881,-1.86757,-2.01148,-2.18634,-2.92429,-1.29221,-3.88378,-11.2993,-8.9895,6.41792,5.81863,11.4967,12.6757,-3.58303,-1.84594,-0.260839,12.3167,-25.6843,-25.1686,
0.12,5.36677,6.64504,-2.35012,-2.00786,-2.01948,-2.9245,-0.985729,-3.89044,-11.3622,-8.97781,5.60514,5.72814,10.5126,12.6523,-3.39784,-1.83162,-0.805705,12.3277,-25.7139,-25.144,
0.125,5.368,6.62191,-2.6885,-2.006,-1.88205,-2.92075,-2.28456,-3.88037,-11.4081,-8.97718,5.36749,5.66757,9.91554,12.6287,-3.34879,-1.8158,-1.31082,12.3253,-25.4885,-25.1177,
0.13,5.64262,6.55872,-2.40697,-1.99488,-1.8096,-2.91705,-1.74614,-3.8463,-11.4979,-8.99509,6.43703,5.66052,10.661,12.6204,-3.55545,-1.80022,-4.96371,12.3048,-25.647,-25.0882,
0.135,5.89119,6.46538,-2.08239,-1.97176,-1.73924,-2.91514,-1.34123,-3.78791,-11.9467,-9.03656,7.44268,5.69671,11.5911,12.6331,-3.74527,-1.78837,-2.51202,12.2754,-26.1616,-25.0616,
0.14,6.10881,6.3642,-1.54676,-1.91833,-1.68647,-2.91643,-0.908493,-3.70412,-12.0357,-9.10811,7.97659,5.74199,12.4,12.6694,-3.82995,-1.78198,-2.42368,12.2547,-26.2498,-25.0456,
0.145,6.15618,6.29045,-1.05753,-1.80938,-1.63222,-2.92239,-2.47217,-3.60056,-12.0808,-9.21102,8.21355,5.78743,12.9919,12.7144,-3.86015,-1.77766,-2.24614,12.2392,-26.0125,-25.0347,
0.15,6.17082,6.25781,-0.905603,-1.64381,-1.56947,-2.93208,-1.42354,-3.48507,-12.007,-9.34138,7.90376,5.84977,13.0603,12.7388,-3.77108,-1.7728,-4.68103,12.2094,-25.9558,-25.0204,
0.155,5.94551,6.25072,-1.11737,-1.46784,-1.47671,-2.94289,-0.762972,-3.37145,-11.9635,-9.48726,6.50583,5.93212,12.1264,12.7167,-3.4597,-1.76657,-1.98308,12.1541,-25.7083,-24.9982,
0.16,5.70625,6.25709,-1.52024,-1.3412,-1.38892,-2.95365,-0.288348,-3.27928,-11.9054,-9.63462,5.31083,6.01003,11.0372,12.6423,-3.19307,-1.75928,-1.34144,12.0819,-25.4463,-24.9694,
0.165,5.61373,6.27026,-1.93599,-1.29724,-1.32319,-2.96505,-1.8496,-3.22062,-11.8914,-9.77533,4.99448,6.06817,10.401,12.5271,-3.11738,-1.75303,-0.638909,12.0041,-25.3734,-24.9381,
0.17,5.69112,6.26973,-2.12277,-1.34641,-1.2885,-2.97537,-1.29501,-3.18972,-11.9871,-9.9121,5.24351,6.10881,10.2656,12.4011,-3.15946,-1.74775,-3.40574,11.9322,-25.4322,-24.9111,
0.175,5.86774,6.25817,-1.94854,-1.47914,-1.28568,-2.98149,-1.17244,-3.18384,-12.0197,-10.0469,5.98168,6.13655,10.7589,12.2958,-3.2969,-1.74234,0.151961,11.8752,-25.4932,-24.8907,
0.18,6.011,6.26316,-1.69083,-1.65595,-1.27777,-2.9832,-0.859597,-3.20419,-12.0984,-10.1762,6.81274,6.14208,11.5394,12.2192,-3.46285,-1.735,0.925929,11.8385,-25.6624,-24.8763,
0.185,6.03929,6.29813,-1.35328,-1.84533,-1.26753,-2.98378,-0.792638,-3.25092,-12.1502,-10.2919,7.26892,6.12715,12.2172,12.1764,-3.55443,-1.72708,1.39776,11.8221,-25.7285,-24.8665,
0.19,6.01256,6.36006,-1.11692,-2.01346,-1.25182,-2.9864,-0.785072,-3.31575,-12.112,-10.3878,7.31505,6.09581,12.6066,12.1534,-3.57894,-1.72516,1.70851,11.817,-25.7238,-24.8562,
0.195,5.85518,6.43377,-0.935431,-2.12993,-1.22913,-2.99138,-2.73907,-3.38397,-12.1007,-10.4617,7.03884,6.04762,12.7735,12.1393,-3.55011,-1.73046,1.92576,11.8183,-25.6991,-24.8431,
0.2,5.82737,6.50669,-0.882407,-2.17251,-1.20826,-3.00088,-1.97562,-3.4419,-11.9576,-10.5175,6.92409,5.98291,12.9882,12.1484,-3.58635,-1.73966,-2.35434,11.8332,-25.7602,-24.8325,
0.205,5.74226,6.56806,-0.816868,-2.13024,-1.18702,-3.01669,-1.71981,-3.47807,-11.743,-10.5625,6.73241,5.91169,13.1886,12.195,-3.63088,-1.74985,1.28846,11.8637,-25.6273,-24.8277,
0.21,5.66567,6.59768,-0.772309,-2.00891,-1.17289,-3.03562,-1.08353,-3.4819,-11.5974,-10.6038,6.25308,5.82767,13.2462,12.2918,-3.62756,-1.75744,1.51767,11.9197,-25.6687,-24.8358,
0.215,5.57785,6.57599,-0.67368,-1.83748,-1.1607,-3.0497,-0.818064,-3.4512,-11.4895,-10.6459,6.00936,5.72092,13.5185,12.4235,-3.69559,-1.76117,1.35561,12.0005,-25.6817,-24.8581,
0.22,5.53998,6.51613,-0.633213,-1.67506,-1.15435,-3.05434,-2.2923,-3.41456,-11.4166,-10.6783,5.56713,5.58785,13.6799,12.5654,-3.73386,-1.76381,1.13991,12.098,-25.7835,-24.8938,
