time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
0.005,7.00649e-45,0.0536901,0.00748181,0.0309978,0.153258,0.0747436,0.0220426,2.78476e-40,
0.01,7.00649e-45,0.0536901,0.00748181,0.0309978,0.153258,0.0747436,0.0220426,2.78476e-40,
0.015,7.00649e-45,0.0536901,0.00748181,0.0309978,0.153258,0.0747436,0.0220426,7.9874e-43,
0.02,7.00649e-45,0.0536901,0.00748181,0.0309978,0.153258,0.0747436,0.0220426,2.78476e-40,
0.025,8.40779e-45,0.0513152,0.00942344,0.0307606,0.150194,0.0771237,0.023411,1.10144e-10,
0.03,1.12104e-44,0.0446024,0.0105678,0.0301603,0.146621,0.078199,0.0265918,0.006863,
0.035,1.4013e-44,0.042112,0.0118804,0.0300459,0.141663,0.0793209,0.0282374,0.00813115,
0.04,1.54143e-44,0.0400115,0.0129403,0.030238,0.136128,0.0799757,0.0296896,0.00934394,
0.045,2.8026e-44,0.0345766,0.015717,0.0308698,0.1282,0.0828893,0.032485,0.0120808,
0.05,1.02225e-41,0.0303968,0.0177982,0.0320515,0.119023,0.0843954,0.0347532,0.0145073,
0.055,1.84655e-37,0.0274266,0.0192392,0.0338829,0.109185,0.0845767,0.036389,0.01655,
0.06,1.02617e-41,0.0255377,0.0201225,0.0364014,0.0995599,0.0836629,0.0372694,0.0181389,
0.065,4.76441e-44,0.024534,0.0205572,0.0395206,0.0912917,0.0819697,0.0372222,0.0192394,
0.07,2.66247e-44,0.0241942,0.020663,0.0429955,0.085643,0.0797887,0.036079,0.0198443,
0.075,1.96182e-44,0.0243422,0.0205631,0.0464109,0.0837902,0.0773394,0.0337528,0.0199735,
0.08,1.68156e-44,0.0248615,0.0203727,0.049287,0.0867692,0.0747844,0.0302174,0.0196306,
0.085,1.68156e-44,0.0256648,0.020199,0.0511792,0.0953395,0.0722561,0.0255422,0.0188101,
0.09,2.10195e-44,0.0266384,0.0201335,0.0517252,0.109924,0.0698723,0.0198914,0.0175403,
0.095,9.43524e-38,0.0276628,0.0202324,0.0506685,0.130523,0.0677527,0.0135004,0.0158899,
0.1,1.50721e-09,0.0300198,0.0211001,0.0474243,0.15709,0.0665748,1.57849e-30,0.0135758,
0.105,0.00819698,0.0294008,0.0177387,0.042259,0.18828,0.0614838,1.68156e-44,0.0109724,
0.11,0.020151,0.0287167,0.0130124,0.0350693,0.222632,0.0552947,1.4013e-44,0.00790782,
0.115,0.0458231,0.0305349,2.5149e-24,0.026964,0.259743,0.0444512,7.00649e-45,2.26089e-22,
0.12,0.0504421,0.0287126,5.60519e-45,0.017867,0.29077,0.041185,5.60519e-45,1.26117e-44,
0.125,0.0545097,0.0273837,4.2039e-45,0.00912669,0.316669,0.0382033,5.60519e-45,7.00649e-45,
0.13,0.0581672,0.0267078,2.8026e-45,2.05239e-32,0.335761,0.0355256,5.60519e-45,5.60519e-45,
0.135,0.0577325,0.0264784,2.8026e-45,1.4013e-44,0.342998,0.0340751,5.60519e-45,5.60519e-45,
0.14,0.0566073,0.0269844,2.8026e-45,9.80909e-45,0.341456,0.0331003,5.60519e-45,4.2039e-45,
0.145,0.054857,0.0281365,2.8026e-45,8.40779e-45,0.331146,0.0326291,8.40779e-45,4.2039e-45,
0.15,0.0526826,0.0297534,2.8026e-45,1.12104e-44,0.31274,0.0326558,3.01279e-43,4.2039e-45,
0.155,0.0502974,0.0293632,4.2039e-45,6.44597e-44,0.286466,0.0321591,0.0128283,5.60519e-45,
0.16,0.0453223,0.0296137,7.00649e-45,0.00759036,0.252744,0.0332237,0.0210741,5.60519e-45,
0.165,0.0401474,0.0295854,4.90454e-44,0.0172253,0.215768,0.035044,0.030128,7.00649e-45,
0.17,0.0271106,0.0305902,0.00576027,0.0276856,0.177236,0.0413412,0.0347101,1.12104e-44,
0.175,0.0164457,0.0312093,0.0105959,0.0384852,0.142048,0.0480852,0.0401022,3.78898e-26,
0.18,0.00548937,0.0288615,0.015917,0.0486386,0.112813,0.0562802,0.0458254,0.00449645,
0.185,1.2181e-33,0.0285248,0.0201453,0.057082,0.0914837,0.0646486,0.051579,0.00522982,
0.19,3.22299e-44,0.0282263,0.0231633,0.0629515,0.0794224,0.0730254,0.0583488,0.00502585,
0.195,2.38221e-44,0.0312737,0.027579,0.0665865,0.0759314,0.0840908,0.0637599,1.55864e-06,
0.2,2.8026e-44,0.0307756,0.0326791,0.0670131,0.0817377,0.0966716,0.0708225,3.33314e-31,
0.205,1.05097e-43,0.0300915,0.0388483,0.0643135,0.0957767,0.110888,0.0787076,1.12104e-44,
0.21,9.72669e-30,0.029125,0.0460159,0.058552,0.116946,0.126018,0.0878745,7.00649e-45,
