time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,
5.155,-82.0182,1743.05,169.467,-44.0747,28.6726,-305.896,-129.964,-128.811,-46.5285,1714.64,-4.53946,-247.723,21.3867,-291.338,5.08048,2056.52,
5.16,-80.9437,1736.58,167.868,-39.9894,29.079,-284.493,-128.638,-126.451,-46.9159,1663.35,-4.24342,-216.53,21.5156,-288.916,5.60031,2023.11,
5.165,-79.8139,1784.64,166.3,-102.125,29.503,-297.494,-126.985,-124.141,-47.0306,1719.05,-4.4467,-280.085,21.9815,-291.521,6.11016,2036.98,
5.17,-78.7058,1694.51,164.693,-53.4893,29.93,-279.012,-125.768,-124.626,-47.227,1664.83,-4.51612,-220.875,22.3484,-281.564,6.61259,1964.48,
5.175,-77.5141,1787.54,163.081,-100.613,30.3757,-297.204,-122.908,-119.233,-47.4407,1724.41,-4.56334,-304.884,22.6984,-288.392,7.10718,1996.28,
5.18,-76.3777,1695.54,161.48,-77.6958,30.8144,-272.946,-122.004,-117.927,-47.5348,1652.72,-4.86499,-232.104,23.2194,-274.583,7.59403,1922.76,
5.185,-75.2253,1775.85,159.861,-111.668,31.2748,-289.508,-120.768,-116.647,-47.9301,1730.84,-4.55375,-317.822,23.3337,-285.949,8.07695,1945.94,
5.19,-74.1349,1716.09,158.281,-104.877,31.7336,-276.346,-119.53,-115.127,-47.9973,1672.01,-4.89479,-263.998,23.8859,-274.333,8.55524,1893.4,
5.195,-73.0624,1716,156.674,-112.981,32.2271,-273.179,-118.754,-116.338,-48.309,1674.75,-4.75125,-287.219,24.1263,-265.541,9.02962,1863.9,
5.2,-72.2417,1789.84,155.323,-138.027,32.6271,-281.052,-116.422,-112.389,-48.4869,1719.58,-4.88886,-320.414,24.5597,-284.922,9.49914,1875.85,
5.205,-70.7891,1639.86,153.619,-126.495,33.2174,-263.111,-114.95,-111.939,-48.6873,1668.07,-4.94923,-306.022,24.9547,-249.769,9.96136,1793.69,
5.21,-69.6131,1831.47,152.037,-173.873,33.7718,-278.815,-113.567,-110.76,-48.8823,1664.96,-5.01875,-304.173,25.3656,-294.595,10.4113,1844.28,
5.215,-68.4367,1600.54,150.584,-152.595,34.3283,-264.39,-113.45,-111.971,-49.0856,1699.69,-5.04884,-336.908,25.7781,-260.585,10.8429,1757.28,
5.22,-67.3049,1771.96,149.213,-154.674,34.901,-272.311,-109.745,-106.303,-49.287,1631.33,-5.09604,-314.943,26.1957,-262.021,11.2429,1748.08,
5.225,-66.2111,1740.49,147.913,-168.651,35.4985,-276.774,-109.594,-107.656,-49.4896,1746.54,-5.13729,-360.893,26.617,-269.892,11.5936,1730.48,
5.23,-65.137,1695.69,146.698,-195.229,36.124,-256.086,-109.895,-108.874,-49.6865,1678.7,-5.17543,-346.493,27.0451,-247.041,11.9128,1657.3,
5.235,-63.9941,1770.03,145.555,-185.213,36.803,-261.382,-109.85,-106.825,-49.8844,1682.69,-5.17241,-357.88,27.4715,-264.988,12.2954,1669.21,
5.24,-62.8864,1721.71,144.536,-225.411,37.5006,-248.342,-109.462,-106.48,-50.0951,1673.58,-5.20799,-359.671,27.9034,-258.369,12.7566,1624.38,
5.245,-61.7602,1719.03,143.682,-211.096,38.2309,-258.795,-108.841,-106.088,-50.2964,1692.73,-5.23687,-394.249,28.3336,-248.679,13.116,1583.65,
5.25,-60.586,1725.74,142.935,-219.907,39.0059,-256.235,-108.243,-105.448,-50.4992,1692.89,-5.20529,-389.18,28.7639,-251.149,13.4568,1550.65,
5.255,-60.7559,1715.71,143.113,-239.364,39.474,-250.432,-107.361,-103.214,-50.5597,1688.6,-5.25821,-408.781,29.2023,-231.636,13.7698,1508,
5.26,-58.7275,1727.66,142.139,-233.144,40.5501,-240.984,-106.487,-102.05,-50.8645,1707.36,-5.28528,-356.186,29.6098,-275.811,14.0822,1481.58,
5.265,-57.2352,1767.11,141.679,-288.262,41.5125,-246.738,-105.637,-101.776,-51.0735,1682.84,-5.32327,-393.082,30.0207,-256.417,14.4617,1473.51,
5.27,-55.9683,1646.81,141.452,-222.571,42.458,-258.175,-104.986,-101.423,-51.2789,1703.51,-5.3593,-421.066,30.4223,-232.947,14.7532,1393.13,
5.275,-54.6893,1699.28,141.351,-294.264,43.4297,-218.497,-102.765,-98.4899,-51.482,1678.13,-5.39443,-412.381,30.811,-234.538,15.0073,1348.91,
5.28,-53.4735,1785.99,141.357,-264.692,44.4231,-251.33,-100.627,-95.6663,-51.6696,1702.58,-5.42751,-392.162,31.1852,-266.97,15.2617,1378.72,
5.285,-52.2032,1632.42,141.476,-276.946,45.4463,-241.35,-101.094,-100.146,-51.8798,1708.97,-5.25763,-457.785,31.5425,-225.834,15.6234,1267.68,
5.29,-50.8707,1668.81,141.775,-308.444,46.4904,-219.522,-100.334,-96.2746,-51.9425,1657.65,-5.31932,-414.514,31.8613,-232.859,15.9136,1249.46,
5.295,-49.5088,1813.29,142.161,-321.583,47.5654,-237.488,-99.9359,-95.4975,-52.157,1725.55,-5.35315,-434.369,32.1884,-263.179,16.1845,1257.86,
5.3,-48.0841,1589.93,142.46,-307.835,48.6545,-234.014,-99.7718,-96.8414,-52.2251,1714.75,-5.41603,-443.901,32.5016,-221.115,16.4466,1147.04,
5.305,-46.6703,1750.66,142.802,-332.297,49.7466,-212.419,-97.8446,-93.0933,-52.3624,1660.17,-5.46249,-418.704,32.7841,-252.709,16.6999,1173.52,
5.31,-45.2078,1652.93,143.199,-317.165,50.836,-239.503,-98.1973,-94.306,-52.4963,1770.45,-5.50657,-452.968,33.042,-232.631,16.9426,1090.38,
5.315,-43.7139,1657.08,143.682,-343.52,51.9283,-196.848,-97.0941,-92.5829,-52.6192,1651.41,-5.54643,-429.166,33.2744,-221.75,17.1752,1069.5,
5.32,-41.363,1771.96,144.406,-328.874,53.0704,-254.249,-95.8093,-91.2232,-52.7286,1839.7,-5.58533,-434.023,33.4803,-264.816,17.3968,1047.43,
5.325,-40.4881,1587.36,144.858,-335.666,54.038,-206.6,-95.9478,-91.1305,-52.8259,1708.19,-5.61567,-467.917,33.6594,-211.625,17.6056,978.171,
5.33,-39.2359,1691.38,145.343,-340.146,55.0133,-224.8,-94.503,-88.742,-52.9073,1783.94,-5.64842,-440.96,33.8102,-242.914,17.8032,953.537,
5.335,-37.7022,1660.26,146.169,-371.486,55.9883,-212.99,-93.8933,-87.9167,-52.9771,1750.21,-5.66462,-441.928,33.9333,-232.484,17.9877,921.972,
5.34,-35.8297,1688.5,146.692,-364.156,56.8676,-221.933,-92.8098,-86.5833,-53.0271,1808.97,-5.69053,-460.097,34.0281,-237.885,18.1603,885.435,
5.345,-34.445,1601.68,147.216,-392.521,57.7987,-196.199,-91.2897,-85.4699,-53.1671,1742.55,-5.61367,-445.018,34.1089,-220.3,18.3204,837.823,
5.35,-32.8735,1809.76,147.773,-354.476,58.6849,-243.909,-89.6877,-84.7057,-53.2675,1889.31,-5.64674,-442.012,34.1544,-264.802,18.4679,854.872,
5.355,-31.387,1582.79,148.396,-390.034,59.4957,-202.793,-88.4242,-84.8684,-53.3578,1804.97,-5.57927,-479.331,34.1799,-213.248,18.6036,752.765,
5.36,-28.2385,1729.51,149.057,-369.934,60.4198,-223.283,-86.2655,-83.1673,-53.398,1865.5,-5.50205,-453.99,34.1706,-246.395,18.7281,757.793,
5.365,-26.0456,1677.08,149.726,-398.41,61.1857,-206.255,-84.0266,-81.6591,-53.4287,1860.26,-5.33689,-467.138,34.1302,-234.327,18.8411,713.074,
5.37,-24.0077,1756.9,150.421,-378.555,61.8748,-223.722,-80.8544,-78.3745,-53.427,1913.05,-5.19752,-454.305,34.0597,-249.883,18.9426,689.086,
5.375,-22.052,1569.97,151.142,-404.698,62.493,-197.585,-84.9016,-80.7999,-53.4171,1836.1,-4.99681,-500.754,33.9661,-210.806,19.0332,641.726,
5.38,-20.0887,1899.65,151.904,-348.828,63.0518,-254.907,-85.5648,-79.0787,-53.3737,2046.24,-4.79683,-445.941,33.8427,-282.255,19.113,661.287,
5.385,-18.091,1549.04,152.695,-446.843,63.5595,-177.046,-85.2704,-77.8995,-53.3242,1791.51,-4.61038,-494.693,33.7039,-199.91,19.1912,581.604,
5.39,-16.1987,1902.11,153.538,-354.836,64.0326,-250.891,-81.5233,-74.3011,-53.2432,2139.12,-4.45835,-458.634,33.5444,-285.463,19.2474,582.465,
5.395,-14.1387,1656.51,154.414,-438.466,64.4407,-202.155,-79.9171,-73.0033,-53.1534,1905.36,-4.29524,-499.783,33.3668,-219.859,19.2989,533.51,
5.4,-12.0565,1794.25,155.311,-397.921,64.8104,-223.343,-76.571,-69.8941,-53.045,2012.01,-4.1489,-478.825,33.1697,-254.833,19.3439,526.337,
5.405,-9.9305,1795.78,156.23,-413.274,65.1351,-224.431,-74.8021,-68.6568,-52.9223,2050.5,-4.00037,-505.832,32.9548,-247.71,19.3822,486.228,
5.41,-7.76146,1697.38,157.167,-446.838,65.4157,-203.711,-74.6213,-69.1196,-52.7829,1949.16,-3.85593,-492.004,32.7213,-227.315,19.4154,470.048,
5.415,-5.59885,1973.75,158.114,-378.996,65.6449,-253.729,-70.7379,-64.1513,-52.6276,2211.88,-3.71151,-492.145,32.4699,-282.698,19.4424,457.336,
5.42,-3.39224,1713.73,159.346,-470.493,65.8053,-201.729,-69.2007,-66.4964,-52.4571,1973.85,-3.56788,-509.068,32.2023,-226.351,19.465,420.404,
5.425,-1.11576,1909.06,160.269,-408.498,65.9652,-245.451,-71.2937,-66.5273,-52.2716,2157.15,-3.42433,-503.527,31.9191,-266.714,19.4831,401.957,
5.43,1.232,1720.32,161.192,-499.837,66.0884,-196.685,-71.3798,-65.5077,-52.0722,1985.44,-3.28055,-514.787,31.6219,-221.763,19.4974,379.29,
5.435,3.56892,2089.22,162.107,-369.964,66.2004,-276.716,-69.3731,-64.0381,-51.8583,2306.68,-3.13537,-522.375,31.3109,-292.077,19.5086,371.027,
5.44,5.92085,1667.42,162.993,-537.027,66.293,-185.097,-72.1289,-66.0555,-51.6275,1961.39,-2.98731,-487.454,30.988,-219.319,19.5114,329.216,
5.445,8.30956,2101.87,163.833,-395.991,66.3453,-272.529,-69.3716,-65.2933,-51.3897,2309.45,-2.83945,-544.866,30.6531,-284.716,19.5206,335.961,
5.45,10.736,1804.61,164.621,-487.616,66.3543,-223.496,-73.0293,-66.9169,-51.1547,2093.81,-2.68657,-519.751,30.3096,-237.967,19.5208,294.971,
5.455,13.1921,1852.84,165.354,-509.194,66.3268,-210.65,-69.2134,-67.7734,-50.9053,2105.89,-2.52974,-526.082,29.9559,-245.184,19.5154,290.261,
5.46,15.6834,2125,166.022,-419.859,66.2525,-277.328,-70.4499,-66.4538,-50.6412,2302.49,-2.36828,-550.223,29.5924,-275.771,19.5045,280.337,
5.465,18.2,1802.71,166.624,-509.088,66.1393,-227.379,-74.3306,-68.3453,-50.3642,2154.08,-2.20259,-539.615,29.2194,-242.394,19.4881,234.002,
5.47,20.7437,2007.85,167.154,-487.547,65.9829,-244.471,-73.1918,-66.5764,-50.0734,2222.69,-2.03194,-556.229,28.8372,-257.757,19.4658,238.503,
5.475,23.2875,1968.43,167.605,-505.85,65.7887,-241.419,-74.9608,-68.4859,-49.769,2230.37,-1.85607,-549.414,28.446,-259.901,19.4368,212.942,
5.48,25.7758,2001.03,167.987,-505.762,65.5608,-247.196,-73.182,-66.0242,-49.4511,2234.93,-1.67481,-559.371,28.0464,-257.582,19.4006,202.932,
5.485,28.2871,1992.5,168.292,-507.296,65.294,-251.655,-73.834,-67.5593,-49.1191,2289.55,-1.48775,-582.515,27.6388,-260.704,19.3561,172.635,
5.49,30.823,2015.69,168.525,-532.92,64.9896,-244.563,-74.0394,-67.5027,-48.7719,2244.12,-1.2964,-553.461,27.2232,-259.923,19.302,169.124,
5.495,33.3821,2044.3,168.686,-519.459,64.6469,-254.991,-68.4426,-63.023,-48.4098,2317.28,-1.10224,-605.428,26.8013,-261.04,19.2386,143.152,
5.5,35.9669,1936.56,168.777,-579.312,64.2697,-227.882,-67.5242,-63.616,-48.0335,2206.32,-0.909277,-540.601,26.3748,-249.49,19.1659,134.137,
5.505,38.5742,2278.81,168.797,-493.824,63.861,-283.102,-66.5822,-61.2474,-47.6435,2454.29,-0.718524,-609.123,25.9447,-296.856,19.0858,122.855,
5.51,41.207,1906.43,168.754,-596.088,63.4236,-235.824,-67.7988,-62.9103,-47.2415,2240.93,-0.529545,-569.823,25.5118,-241.205,18.9987,82.3442,
5.515,43.8692,2157.41,168.647,-533.186,62.9537,-273.911,-67.8929,-63.2769,-46.8301,2374.96,-0.333547,-603.245,25.0765,-272.431,18.9086,91.1327,
5.52,46.5631,1931.06,168.486,-638.172,62.4545,-217.224,-71.2285,-64.368,-46.412,2270.42,-0.134148,-604.016,24.6407,-245.049,18.8169,42.6531,
5.525,49.2905,2339.91,168.268,-495.118,61.9314,-307.675,-63.4345,-61.8071,-45.9897,2486.38,0.0635208,-616.529,24.2061,-298.541,18.7262,65.831,
5.53,52.0499,1966.6,167.998,-638.93,61.3872,-234.883,-72.2736,-64.2478,-45.565,2280.48,0.258469,-591.964,23.7735,-248.944,18.6387,23.9872,
5.535,54.8468,2183.32,167.673,-582.998,60.8259,-275.571,-69.361,-63.9373,-45.1457,2434.5,0.445019,-634.809,23.3493,-277.381,18.5567,12.3801,
5.54,57.6856,2003.73,167.305,-641.871,60.2382,-241.64,-68.2097,-66.5166,-44.7357,2303.78,0.620477,-595.629,22.9368,-249.987,18.4818,-6.70031,
5.545,60.5643,2361.87,166.887,-582.755,59.6415,-290.94,-68.7013,-62.8753,-44.3364,2543.77,0.784008,-645.487,22.5367,-305.238,18.4147,-19.0099,
5.55,63.4976,2069.64,166.44,-647.405,59.0576,-251.693,-71.513,-67.2398,-43.9514,2340.52,0.932122,-609.634,22.152,-264.272,18.3574,-34.326,
5.555,66.4834,2069.88,165.958,-636.475,58.4738,-257.37,-76.2629,-70.8745,-43.5847,2374.42,1.06343,-638.279,21.7853,-257.508,18.3101,-60.0698,
5.56,69.5251,2361.53,165.445,-610.314,57.9147,-289.175,-73.3102,-69.7907,-43.226,2535.72,1.18466,-698.408,21.4271,-292.456,18.2737,-64.9317,
5.565,72.6245,2156.55,164.896,-643.616,57.3877,-268.434,-68.9586,-70.5555,-42.8522,2359.24,1.32207,-632.684,21.0508,-268.455,18.2481,-78.635,
5.57,75.782,2076.51,164.309,-716.35,56.8836,-240.307,-78.7509,-73.7637,-42.4822,2443.61,1.44549,-655.012,20.6859,-262.403,18.2339,-125.038,
5.575,78.9898,2451.98,163.675,-596.311,56.4029,-318.363,-80.5266,-73.8031,-42.1359,2541.87,1.57374,-704.555,20.3322,-303.144,18.2309,-110.162,
5.58,82.2378,1989.38,162.985,-703.864,55.9497,-240.702,-83.4705,-76.2156,-41.7304,2364.48,1.65755,-658.476,19.9815,-238.335,18.2385,-168.987,
5.585,85.5235,2461.63,162.227,-689.873,55.5138,-299.754,-81.3615,-76.8568,-41.4701,2617.74,1.85253,-695.586,19.6408,-314.705,18.2566,-158.16,
5.59,88.8372,2047.1,161.397,-701.917,55.088,-256.278,-81.4881,-75.345,-40.675,2377.42,1.5487,-679.341,19.3527,-238.94,18.2837,-220.59,
5.595,92.1624,2457.42,160.482,-691.308,54.6808,-305.72,-85.5758,-79.6992,-40.9693,2634.29,2.25741,-729.302,18.9923,-305.446,18.32,-212.768,
5.6,95.4912,2183.11,159.473,-729.131,54.279,-263.379,-85.7454,-79.8155,-40.1474,2458.84,2.44269,-688.077,18.4069,-260.919,18.3645,-255.119,
5.605,98.8081,2288.17,158.365,-739.075,53.8855,-282.089,-85.111,-80.8285,-40.1138,2569.63,2.07193,-726.083,18.5835,-281.69,18.4165,-279.334,
5.61,102.098,2320.81,157.154,-742.303,53.4985,-287.636,-86.2669,-83.0928,-39.4931,2557.01,2.59925,-724.725,17.9197,-283.271,18.4756,-302.088,
5.615,105.35,2225.21,155.834,-767.05,53.112,-262.541,-86.6699,-83.7948,-39.3672,2542.73,2.42121,-734.8,17.9554,-264.42,18.5413,-342.208,
5.62,108.548,2482.75,154.406,-727.732,52.7276,-314.667,-89.1988,-84.7297,-38.5774,2613.25,2.81214,-744.984,17.3271,-310.897,18.6125,-331.931,
5.625,111.679,2278.57,152.862,-794.133,52.3452,-274.095,-91.0027,-86.0651,-38.7176,2592.77,2.68102,-753.007,17.4943,-267.695,18.6897,-409.154,
5.63,114.73,2251.26,151.212,-830.142,51.9668,-254.612,-92.7778,-87.0986,-37.9561,2541.41,3.10177,-704.426,16.9052,-281.675,18.7713,-401.785,
5.635,117.69,2599.15,149.449,-746.066,51.5947,-337.638,-94.9298,-89.5483,-37.9491,2805.8,2.94897,-834.714,17.0238,-291.418,18.8573,-511.73,
5.64,120.557,2253.92,147.581,-728.537,51.2265,-321.983,-96.0377,-89.8685,-37.0882,2399.75,3.42597,-872.926,16.4234,-253.893,18.9466,-417.353,
5.645,123.317,2510.84,145.6,-826.698,50.8796,-301.605,-99.9558,-93.7726,-37.2679,2794.52,3.06709,-825.586,16.7199,-277.859,19.0394,-589.508,
5.65,125.978,2365.5,143.52,-856.563,50.5424,-280.86,-99.9711,-93.0226,-36.1189,2622.29,3.81168,-765.817,15.9789,-292.383,19.1007,-537.314,
5.655,128.547,2423.56,141.337,-856.642,50.2198,-292.877,-100.158,-93.7341,-36.6164,2725.6,3.18782,-831.949,16.4552,-283.834,19.156,-614.038,
5.66,131.033,2436.95,139.06,-861.024,49.915,-291.642,-101.161,-94.9907,-35.4135,2673.74,3.95266,-786.757,15.7339,-292.949,19.2155,-623.951,
5.665,133.451,2452.68,136.693,-882.947,49.6278,-291.087,-100.732,-96.3975,-35.7749,2735.25,3.46159,-850.802,16.1274,-287.246,19.2765,-680.041,
5.67,135.801,2440.15,134.234,-882.862,49.3781,-295.448,-101.307,-96.5453,-34.634,2724.27,4.06544,-837.763,15.5078,-286.061,19.3374,-719.63,
5.675,138.099,2543.86,131.697,-908.539,49.1649,-297.8,-102.784,-96.1714,-34.9273,2783.39,3.79119,-843.679,15.8145,-309.589,19.396,-752.111,
5.68,140.357,2352.49,129.083,-922.146,48.9952,-271.392,-104.233,-97.6185,-33.9004,2696.91,3.48644,-845.257,15.4133,-266.318,19.4509,-818.54,
5.685,142.583,2722.49,126.396,-903.609,48.8758,-334.259,-101.81,-96.1361,-33.8963,2921.28,4.53545,-916.217,15.3445,-343.545,19.5018,-830.198,
5.69,144.786,2327.28,123.642,-936.494,48.812,-261.677,-104.891,-100.184,-33.3487,2700.7,4.30738,-843.034,15.2602,-258.081,19.5405,-923.22,
5.695,146.97,2710.25,120.82,-941.278,48.8076,-321.296,-102.139,-96.9588,-32.8438,2905.18,4.00457,-928.825,15.1128,-344.718,19.5802,-903.449,
5.7,149.136,2552.72,117.937,-991.704,48.8662,-295.073,-105.532,-100.96,-32.6497,2863.97,4.51493,-947.417,15.0479,-275.37,19.616,-1027.59,
5.705,151.294,2448.62,114.987,-967.744,48.9863,-273.195,-100.953,-95.2438,-32.083,2710.57,4.09411,-895.919,14.9021,-296.979,19.6363,-999.219,
5.71,153.44,2838.93,111.98,-995.89,49.1674,-347.964,-105.001,-100.702,-31.6288,3002.88,4.76063,-1027.99,14.6695,-334.408,19.6452,-1063.23,
5.715,155.57,2366.13,108.906,-1048.51,49.414,-237.38,-101.014,-96.1535,-31.1972,2810.06,4.4915,-968.276,14.5457,-243.378,19.6456,-1177.75,
5.72,157.685,2971.52,105.764,-1033.21,49.7166,-372.919,-105.132,-100.343,-30.8325,2990.73,4.29963,-900.68,14.4296,-401.832,19.6373,-1113.56,
5.725,159.778,2421.03,102.547,-1095.54,50.0905,-236.857,-95.808,-94.4618,-30.5043,2875.64,4.88916,-1013.41,14.2297,-239.123,19.6056,-1295.37,
5.73,161.852,2882.42,99.2576,-1042.65,50.5212,-361.763,-100.054,-97.3695,-30.0345,3043.75,4.8051,-1009.42,14.0347,-369.544,19.5576,-1225.09,
5.735,163.906,2518.73,95.8995,-1106.25,51.0093,-243.531,-98.8398,-93.0069,-29.6368,2877.93,4.9619,-1006.83,13.812,-248.922,19.4999,-1378.93,
5.74,165.943,2927.13,92.4609,-1047.03,51.5345,-361.045,-99.4155,-95.5096,-28.9557,3118.52,4.76328,-1042.87,13.65,-377.604,19.4283,-1335.79,
5.745,167.946,2542.34,88.9505,-1143.88,52.1094,-256.84,-98.3867,-91.6904,-29.1483,2833.16,5.21321,-1003.4,13.3802,-271.079,19.3464,-1436.48,
5.75,169.905,2936.43,85.3719,-1116.13,52.7289,-339.973,-97.4811,-92.4089,-28.22,3189.65,4.84834,-1079.79,13.2189,-353.825,19.2477,-1486.85,
5.755,171.811,2537.8,81.7397,-1187.54,53.3745,-247.357,-96.5977,-91.2129,-28.3549,2852.39,5.40362,-1031.05,12.8565,-269.556,19.1417,-1542.97,
5.76,173.645,3106.95,78.0717,-1093.6,54.0361,-383.833,-95.9967,-90.3651,-27.9617,3255.95,5.0943,-1139.64,12.7768,-384.682,19.026,-1554.04,
5.765,175.368,2470.68,74.3902,-1232.66,54.699,-238.719,-93.4309,-89.9911,-26.3676,2931.2,5.23249,-1038.91,12.1273,-260.236,18.8999,-1683.67,
5.77,176.961,3071.47,70.715,-1121.66,55.3522,-373.219,-91.6741,-86.3478,-28.0661,3091.3,5.41718,-1168.3,12.3233,-347.617,18.775,-1609.59,
5.775,178.418,2880.76,67.0651,-1219.2,55.9862,-300.439,-91.0974,-85.0125,-26.0658,3255.29,5.22573,-1155.94,11.7023,-321.14,18.6523,-1756.5,
5.78,179.711,2676.75,63.4675,-1285.62,56.5839,-276.463,-90.0164,-83.8109,-27.314,2808.08,5.71152,-1054.39,11.5933,-256.34,18.5298,-1736.66,
5.785,180.817,3109.47,59.9475,-1300.64,57.1344,-345.393,-86.9878,-82.1493,-26.0592,3621.45,5.25492,-1095.35,11.2598,-452.458,18.4107,-1786.83,
5.79,181.707,2849.23,56.5307,-1316.71,57.6272,-274.638,-87.0385,-82.2881,-26.6706,2784.45,5.92879,-976.259,10.873,-280.834,18.2965,-1760.26,
5.795,182.359,2920.55,53.2487,-1260.65,58.0551,-330.701,-85.3166,-82.9649,-26.1498,3316.54,5.83118,-1319.03,10.5387,-347.523,18.1827,-1834.55,
5.8,182.766,2869.07,50.1254,-1367.46,58.4041,-267.63,-84.6189,-79.4466,-26.0309,2864.93,5.99149,-1029.43,10.1735,-283.889,18.0822,-1830.14,
5.805,182.917,3274.17,47.1723,-1263.73,58.6744,-379.119,-80.5024,-80.582,-25.8836,3584.96,6.06178,-1264.55,9.86386,-413.681,17.9902,-1903.22,
5.81,182.82,2918.54,44.4141,-1377.65,58.859,-286.179,-81.2354,-76.0329,-25.7218,3028.72,6.18373,-1198.06,9.33218,-288.509,17.9078,-1919.18,
5.815,182.484,2893.24,41.8612,-1375.43,58.9558,-285.42,-83.0669,-77.3327,-25.8088,3017.32,6.24108,-1227.49,9.32545,-269.209,17.8346,-1928.89,
5.82,181.933,3376.19,39.5197,-1341.19,58.9641,-399.471,-82.3738,-75.615,-25.6647,3724.5,6.41024,-1269.93,8.61897,-424.161,17.7762,-2004.09,
5.825,181.201,2732.49,37.3867,-1371.69,58.8872,-238.837,-79.1254,-72.858,-25.852,2874.01,6.45442,-1149.52,8.74143,-247.229,17.7314,-1965.53,
5.83,180.325,3599.17,35.4614,-1141.81,58.7302,-455.495,-81.1289,-75.6908,-25.8335,3552.93,6.59925,-1439.53,8.2701,-374.188,17.6992,-2014.58,
5.835,179.351,2809.52,33.7352,-1356.66,58.4936,-272.744,-78.0419,-73.392,-25.8852,3167.15,6.72233,-1219.16,7.95403,-302.373,17.6826,-1967.92,
5.84,178.325,3290.09,32.1931,-1404.59,58.1877,-348.225,-74.4356,-69.4594,-25.9034,3242.01,6.8649,-1271.14,7.55303,-325.197,17.684,-1948.42,
5.845,177.295,3101.43,30.806,-1388.23,57.8247,-326.999,-72.6905,-68.488,-26.0596,3410.79,6.94633,-1322.16,7.54023,-339.976,17.7008,-1970.26,
5.85,176.319,3032.36,29.5605,-1492.02,57.408,-276.269,-72.048,-65.449,-26.0593,3053.92,7.10753,-1131.76,7.17002,-292.708,17.7309,-1915.49,
5.855,175.446,3604.67,28.43,-1431.74,56.9474,-388.34,-69.328,-63.4043,-26.108,3902.29,7.21206,-1331.87,6.95987,-424.124,17.7695,-2053.29,
5.86,174.735,3053.48,27.3909,-1459.25,56.4461,-286.122,-70.6144,-63.9735,-25.8738,3150.01,7.53001,-1178.44,6.26993,-297.679,17.8059,-1919.08,
5.865,174.233,3244.79,26.4093,-1460.76,55.9185,-320.484,-68.7822,-62.2184,-26.1766,3406.79,7.34981,-1393.06,6.72102,-326.149,17.8412,-1935.73,
5.87,173.996,3396.13,25.4582,-1408.96,55.3691,-353.114,-69.5134,-63.3699,-25.969,3413.44,7.5598,-1297.44,6.27805,-338.818,17.862,-1922.88,
5.875,174.06,3183.21,24.5105,-1457.95,54.8034,-316.83,-66.7403,-59.8084,-25.6398,3427.82,7.82112,-1364.96,5.71986,-323.799,17.8588,-1920.56,
5.88,174.459,3377.58,23.543,-1488.82,54.2253,-342.073,-64.5806,-58.3066,-25.7216,3422.24,7.64194,-1349.44,6.10746,-328.431,17.8288,-1904.05,
5.885,175.227,3242.33,22.5248,-1457.5,53.6423,-320.039,-64.2095,-58.8986,-25.3529,3428.25,7.78361,-1337.38,5.77029,-327.734,17.7688,-1893.08,
5.89,176.388,3402.54,21.4394,-1506.29,53.0508,-329.93,-61.5616,-56.333,-24.8652,3473.86,7.94302,-1394.67,5.38244,-333.301,17.679,-1888.1,
5.895,177.96,3415.45,20.2595,-1488.93,52.4573,-342.336,-61.0935,-55.9,-24.648,3405.39,7.78005,-1358.27,5.69049,-324.13,17.432,-1858.4,
5.9,179.958,3184.72,18.9671,-1497.74,51.8584,-311.218,-62.4623,-55.8494,-24.0192,3468.14,7.88661,-1386.73,5.37135,-317.322,17.1136,-1870.06,
5.905,182.381,3486.09,17.5462,-1537.67,51.273,-349.894,-60.175,-54.4939,-23.4724,3566.6,7.78532,-1410.5,5.43348,-341.386,16.8263,-1876.77,
5.91,185.249,3304.1,15.9921,-1549.94,50.6376,-311.342,-60.8596,-53.831,-22.6241,3418.86,7.83722,-1343.79,5.14913,-318.589,16.5355,-1833.78,
5.915,188.459,3515.67,14.256,-1506.94,50.1841,-359.069,-62.7337,-54.3519,-21.9573,3504.17,7.56329,-1446.21,5.44912,-331.949,16.2246,-1821.23,
5.92,192.595,3043.53,12.5538,-1494.95,48.475,-289.326,-63.9755,-58.1727,-20.8982,3202.83,7.54182,-1388.54,5.20936,-259.275,15.8884,-1816.86,
5.925,195.739,3849.85,10.1581,-1550.46,50.0149,-408.175,-60.7797,-54.4441,-19.5898,4228.86,7.14918,-1377.38,5.41645,-443.905,15.1564,-1941.36,
5.93,200.543,3044.55,8.10915,-1643.14,48.4115,-253.187,-61.7208,-56.7986,-18.7159,2985.79,7.15103,-1067.71,5.20832,-256.073,15.0918,-1735.07,
5.935,205.427,3629.43,5.81025,-1501.22,47.2995,-378.466,-66.6185,-57.3478,-17.2818,3963.1,6.7188,-1498.23,5.45874,-402.582,14.5971,-1845.47,
5.94,209.733,3274.16,2.99429,-1588.24,48.0975,-297.686,-63.8224,-57.6704,-16.4736,3202.03,6.59965,-1321.54,5.32498,-285.593,13.9589,-1731.21,
