time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
-0,0.0154636,0.0265091,0.0180826,0.00645212,0.0131623,0.0871892,0.012032,0.00945805,0.00908356,0.0221465,0.0623588,0.0600473,0.0131989,0.0388845,0.0398283,0.0341641,0.0268304,0.00129297,0.000697425,0.00076881,0.000620889,0.0158321,0.0601249,0.0277521,0.016456,0.0307803,0.0151711,0.0629693,0.115368,0.00983782,0.0161062,0.0118416,0.0134478,0.0181496,0.0136834,0.0177888,0.0651013,0.149322,0.018245,0.023262,0.0535416,0.0149457,0.0303732,0.0221429,0.0688648,0.254962,0.0369618,0.0345251,0.0205707,0.0246336,0.0724989,0.059913,0.0330069,0.0811716,0.0304078,0.0291557,0.0367279,0.00184569,0.00278341,-0,4.10582e-05,0.0297943,0.048759,0.0141971,0.0346797,0.17457,0.178713,0.0545833,0.220061,0.0317664,0.0458752,0.0309236,0.0401736,0.172366,0.0345182,0.0268795,0.0591773,0.118027,0.0605938,0.0775606,0.0945514,0.0137925,0.00837968,0.0183468,0.296437,0.315003,0.234279,0.00999971,0.0441131,0.0335875,0.0761866,0.018398,0.00407884,0.00614245,0.329547,0.252901,0.3448,0.00219968,0.0146096,0.101129,
0.005,0.0119689,0.0213351,0.0150619,0.00559225,0.0104737,0.0623178,0.0133743,0.00917574,0.0075238,0.0167185,0.0447817,0.0514278,0.00760529,0.0315097,0.0461483,0.0351777,0.0262938,0.00121752,0.000578242,0.000410436,0.000567582,0.0141983,0.0563202,0.0306078,0.0138922,0.0183688,0.00917716,0.0639576,0.0911954,0.0103744,0.0193713,0.0131243,0.0174838,0.012542,0.0160579,0.0145901,0.0551335,0.121317,0.0176796,0.0231506,0.0522895,0.0126437,0.0346591,0.02314,0.0896136,0.190633,0.0408684,0.0385261,0.0163231,0.0186138,0.0531755,0.0455142,0.0275919,0.0707384,0.0304674,0.0286191,0.0422132,0.00114835,0.00201113,-0,3.7747e-05,0.0205529,0.0382097,0.0159231,0.0279197,0.12532,0.131481,0.0536678,0.166489,0.0307617,0.0444081,0.0305617,0.051274,0.13818,0.0333695,0.0211988,0.0479092,0.0933892,0.0586076,0.0751387,0.065488,0.0099716,0.00632737,0.0143823,0.221814,0.249406,0.189755,0.00623869,0.0410541,0.0262602,0.0724808,0.0161382,0.00251431,0.0059395,0.2711,0.224461,0.297224,0.00203418,0.0135202,0.117935,
0.01,0.01089,0.0164116,0.0114797,0.00428092,0.00854264,0.0526647,0.0134573,0.00899458,0.00593998,0.0128607,0.0356727,0.0419193,0.00744059,0.0245183,0.0479967,0.0336871,0.026115,0.0010068,0.000328974,0.000408653,0.000502838,0.0119008,0.0481635,0.0300182,0.0114477,0.016656,0.00728891,0.0583009,0.0726923,0.0100167,0.0208394,0.0131767,0.0202341,0.0102614,0.0168988,0.0118578,0.0448433,0.0968237,0.0169487,0.0219853,0.0471619,0.0109337,0.0351371,0.0214258,0.103685,0.155331,0.040964,0.0388666,0.0132518,0.0148859,0.0417805,0.0349583,0.0217981,0.0583308,0.0289769,0.0271882,0.0435845,0.000919301,0.00143227,-0,2.58269e-05,0.0147896,0.0298702,0.0158841,0.0238687,0.100028,0.10268,0.0476411,0.132824,0.0300357,0.0427202,0.0290159,0.0582826,0.108764,0.0323217,0.0169538,0.037857,0.0736496,0.0564582,0.0733601,0.0475033,0.00640035,0.00440205,0.0109672,0.173613,0.194779,0.148025,0.00516503,0.0344938,0.0227939,0.0615352,0.0133679,0.00169961,0.00518147,0.21702,0.185178,0.243198,0.00177508,0.0112151,0.122671,
0.015,0.0106544,0.0143293,0.0105142,0.0041072,0.00821201,0.0533489,0.012954,0.00892058,0.00526697,0.0115756,0.0348596,0.0356846,0.00751976,0.0212407,0.0473408,0.0317792,0.0260553,0.000915745,0.000452292,0.000412219,0.000457906,0.0103668,0.0411202,0.0279764,0.0100167,0.0176061,0.0070151,0.0512711,0.0643583,0.00948009,0.0211613,0.0126649,0.0219853,0.00959455,0.0168362,0.0106453,0.0383589,0.086061,0.0164824,0.020875,0.0421536,0.00998888,0.0336721,0.0191233,0.112509,0.152602,0.0393353,0.0374924,0.0123799,0.0133596,0.0394643,0.031456,0.0182862,0.0490562,0.0274267,0.0259957,0.0428094,0.000859491,0.00135302,-0,2.62684e-05,0.0140319,0.0266306,0.0150147,0.0223698,0.0981606,0.0961351,0.0412989,0.124681,0.0297115,0.0417044,0.0276503,0.0622565,0.0959754,0.0317718,0.0155177,0.0332861,0.0650975,0.0552083,0.072556,0.0506237,0.00827313,0.00407705,0.00992669,0.167506,0.179178,0.130613,0.00543361,0.0295082,0.0216971,0.0519993,0.0116632,0.00149239,0.00438781,0.19654,0.159999,0.213411,0.00155406,0.00934269,0.120472,
0.02,0.0113239,0.0132981,0.0094744,0.00370032,0.00780227,0.0564431,0.0123226,0.00940309,0.00501793,0.011013,0.0351181,0.0325309,0.00830344,0.0197744,0.0454925,0.0301097,0.0261746,0.000811683,0.000345517,0.000414359,0.000435031,0.00936786,0.0360445,0.0253421,0.0100763,0.0172236,0.00683242,0.0448286,0.0634519,0.0090031,0.0208199,0.0120415,0.0229869,0.00993893,0.0163186,0.0102003,0.0353891,0.0816057,0.0163678,0.0201722,0.0382781,0.00967603,0.0312033,0.0166437,0.117279,0.153861,0.0372274,0.0355466,0.0118427,0.0131352,0.0394223,0.0304875,0.0165138,0.0433024,0.0266516,0.0257572,0.0410207,0.000889174,0.00133745,-0,2.16328e-05,0.0137694,0.0254423,0.0137818,0.0226049,0.0979613,0.095669,0.036134,0.12455,0.0289088,0.0404596,0.0270278,0.0640211,0.0907855,0.0308884,0.0149064,0.0315175,0.06217,0.0544098,0.0719424,0.047169,0.00694352,0.00364136,0.00927317,0.164749,0.171008,0.122359,0.00552868,0.025666,0.0234201,0.0438168,0.0108981,0.00137343,0.00388165,0.186226,0.143788,0.196282,0.00141023,0.00782707,0.114633,
0.025,0.0113409,0.0132338,0.00933681,0.00376489,0.00769578,0.0567933,0.0117712,0.0100779,0.00504586,0.0110148,0.0357204,0.031012,0.00777833,0.0196101,0.0430479,0.0288576,0.0262938,0.000783066,0.000431614,0.000384048,0.000422981,0.00882827,0.03282,0.0227624,0.0102552,0.0168775,0.00630577,0.0396848,0.0636969,0.00870498,0.0201333,0.0115077,0.023433,0.00958602,0.0156195,0.0101093,0.0341132,0.0806715,0.016431,0.0198162,0.0355354,0.00936733,0.0284425,0.0145268,0.119008,0.156409,0.0352333,0.0336252,0.0117551,0.0131089,0.0402054,0.0304875,0.0156625,0.0394441,0.0265919,0.026115,0.0390532,0.000903352,0.00142473,-0,2.3178e-05,0.0141895,0.0254019,0.0125101,0.0226432,0.100243,0.0977713,0.0323877,0.126366,0.0278997,0.0390616,0.0270098,0.0642207,0.0896219,0.0298259,0.0150164,0.0312814,0.061705,0.0536345,0.0710694,0.0493728,0.0080732,0.00367394,0.00932259,0.167699,0.171444,0.120876,0.00551204,0.0234066,0.0238443,0.0384034,0.0106091,0.00133966,0.00353442,0.185059,0.136054,0.189637,0.00130871,0.00683134,0.107062,
0.03,0.0109963,0.0135724,0.0095529,0.00394937,0.00791485,0.0537986,0.011374,0.0107349,0.00507651,0.0115566,0.0363134,0.0305517,0.00730574,0.0197876,0.0405438,0.0279633,0.0263534,0.00078957,0.000476354,0.000412576,0.000422368,0.00864618,0.0309985,0.0205049,0.00953971,0.0175968,0.00638299,0.0358909,0.062421,0.00858574,0.0193065,0.0111328,0.0234742,0.00919085,0.0148991,0.0101602,0.0339317,0.0814496,0.0165507,0.0196805,0.0337467,0.00925112,0.025783,0.0129031,0.118471,0.157742,0.0335882,0.0319713,0.0121196,0.013302,0.0411377,0.0305815,0.0153142,0.0376663,0.0270093,0.0268304,0.0371452,0.000950313,0.00145822,-0,2.51647e-05,0.0145054,0.0259286,0.0113291,0.0223851,0.103532,0.099984,0.0298087,0.128087,0.0268987,0.0376764,0.0273417,0.0633452,0.0900534,0.028764,0.0155912,0.0317548,0.0624642,0.0526624,0.0697832,0.05202,0.00860593,0.00387696,0.0097385,0.171392,0.174778,0.12127,0.00553701,0.0222081,0.0224141,0.0354871,0.010409,0.00139645,0.00316205,0.188033,0.133539,0.189465,0.00126376,0.00625846,0.0988951,
0.035,0.0116787,0.0137743,0.00887645,0.0035266,0.00782864,0.0559132,0.0111364,0.0112963,0.00508931,0.0119569,0.0372722,0.0313543,0.00854531,0.0199514,0.0381588,0.027367,0.0263534,0.000716727,0.00030792,0.000473553,0.000430946,0.00858641,0.0302656,0.018532,0.00971858,0.0180809,0.00693995,0.033378,0.0647297,0.00864536,0.0184671,0.0109169,0.0232286,0.0101013,0.0142459,0.0103613,0.0351853,0.0833262,0.0166852,0.0196749,0.032912,0.00957071,0.0233142,0.0114615,0.116206,0.160798,0.0323408,0.0306701,0.0123071,0.0140942,0.0426511,0.031266,0.0155568,0.0381163,0.0276055,0.0276652,0.0355354,0.00106107,0.00144831,-0,1.83217e-05,0.0146365,0.026696,0.010278,0.0232113,0.10643,0.103611,0.0283489,0.132461,0.0259995,0.0364077,0.02782,0.0617529,0.092012,0.0277974,0.015994,0.0328128,0.0646614,0.0514279,0.0680898,0.0480587,0.00661009,0.00355071,0.00966551,0.173221,0.174942,0.121848,0.00572907,0.0211449,0.0237073,0.0330818,0.0105169,0.00142562,0.00299263,0.189463,0.132143,0.19047,0.00127539,0.0057681,0.0910743,
0.04,0.0119975,0.0141647,0.00907038,0.00359988,0.00802742,0.05846,0.0110314,0.0117429,0.00520917,0.012282,0.0384708,0.0321282,0.00857236,0.0204685,0.0360124,0.0269497,0.0262938,0.000708922,0.000394393,0.000461429,0.000433601,0.00868498,0.0302028,0.0169676,0.0101359,0.0184249,0.00699019,0.0318528,0.067488,0.00876461,0.0176908,0.0108324,0.0227837,0.0103893,0.0137028,0.0105985,0.0361356,0.0857181,0.0168399,0.0197575,0.0326139,0.0097606,0.0211666,0.0104771,0.112807,0.166794,0.0314507,0.0297094,0.0126495,0.014471,0.044059,0.0326064,0.0161247,0.0386051,0.0282018,0.0283806,0.0342237,0.00109696,0.00153418,-0,1.92046e-05,0.0154692,0.0275427,0.0094085,0.0238576,0.109797,0.107913,0.0276544,0.13763,0.0252346,0.0353063,0.0283064,0.0597116,0.095194,0.0269658,0.0162954,0.0339214,0.0668824,0.0499624,0.0660836,0.0516676,0.00799727,0.00378381,0.00984381,0.180336,0.181511,0.126418,0.00605239,0.0209554,0.0246004,0.0321391,0.0106334,0.00147013,0.00294757,0.194849,0.13396,0.194739,0.00129655,0.00554026,0.0840262,
0.045,0.0115875,0.0143778,0.00948502,0.003852,0.00837935,0.0543776,0.0111057,0.0125492,0.00516883,0.0127044,0.0382718,0.0323783,0.00760568,0.0206724,0.0341641,0.0267708,0.0264131,0.000745344,0.000468835,0.000464638,0.000435439,0.00884442,0.0302291,0.015777,0.00924159,0.018906,0.00689532,0.0308347,0.0662887,0.00906272,0.0170543,0.0109244,0.0222219,0.00972541,0.0133244,0.0106471,0.0363718,0.0866116,0.0171944,0.0200409,0.0326139,0.00983635,0.0193729,0.00989734,0.108574,0.166533,0.0309526,0.0291013,0.0131232,0.0144888,0.0440657,0.0328004,0.0164398,0.0389983,0.0290961,0.0293942,0.0333294,0.00112664,0.0015271,-0,2.25158e-05,0.0155372,0.027931,0.00868177,0.0236202,0.110795,0.10899,0.0271306,0.138327,0.0239756,0.0336982,0.0290082,0.0574389,0.0963355,0.025681,0.0166142,0.0342914,0.0677287,0.0480963,0.0634978,0.0546547,0.00889665,0.0041535,0.0101365,0.18235,0.185643,0.128483,0.0060287,0.0210876,0.0227284,0.0323432,0.0103329,0.00153076,0.00275334,0.198132,0.135813,0.198273,0.00133409,0.00547323,0.0776932,
