mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.00266272,0.0406397,0.0343652,0.0391032,0.00623748,0.0474551,0.058964,0.0581547,
addlong_r,0.00110038,0.0163164,0.00833893,0.0504348,0.00154436,0.0454287,0.0362669,0.0418718,
addmagDist_r,0.0135918,0.0147795,0.0492842,0.0164119,8.28273e-05,0.0569555,0.0496957,0.000319698,
addmagIsch_r,0.000818828,0.00394525,0.0482987,0.0620137,0.0104377,0.0413963,0.032363,0.025158,
addmagMid_r,0.000298519,0.0136952,0.00708252,0.03402,0.0551803,0.0348038,0.0621128,0.0423217,
addmagProx_r,0.0557471,0.0322812,0.0515831,0.0344484,0.0624621,0.000333338,0.00931265,0.00517176,
bflh_r,0.0917209,0.00622896,0.00283713,0.421914,0.000914872,0.0436912,0.03257,0.0436206,
bfsh_r,0.0917175,0.00622746,0.00283769,0.421919,0.000908549,0.0436914,0.0325711,0.0436242,
edl_r,0.0223445,0.0429938,0.0283567,0.033876,0.0589122,0.0596013,0.0360052,0.0178401,
ehl_r,0.0496903,0.00278819,0.0611211,0.00886688,0.0500161,0.0198985,0.0511074,0.0086443,
fdl_r,0.0212103,0.0341709,0.0149735,0.0250792,0.0395959,0.0581171,0.0144659,0.00301838,
fhl_r,0.0590689,0.039231,0.0432172,0.00831328,0.06091,0.0160426,0.0188255,0.0448037,
gaslat_r,0.0455369,0.0471315,0.00833228,0.0435039,0.0585821,0.00912223,0.0488986,0.0577084,
gasmed_r,0.00610402,0.0370643,0.0038025,0.0576822,0.0276466,0.0266134,0.0598705,0.0612192,
glmax1_r,2.17961e-11,0.0308747,3.81228e-13,0.000476958,0.106239,0.200652,1.45e-09,0.022103,
glmax2_r,1.63339e-11,0.0308747,3.81293e-13,0.00047696,0.106239,0.200652,7.39042e-10,0.022103,
glmax3_r,2.402e-11,0.0308747,3.8136e-13,0.000476962,0.106239,0.200652,1.07263e-10,0.022103,
glmed1_r,0.0456903,0.0211641,0.0149249,0.0640773,0.0447735,0.0223648,0.0057463,0.062836,
glmed2_r,0.0585442,0.0456346,0.00166482,0.0369962,0.00464904,0.0395602,0.0378342,0.0572074,
glmed3_r,0.0398535,0.0203116,0.00244291,0.0594701,0.0317204,0.0261208,0.0471648,0.0436676,
glmin1_r,0.0182255,0.0627362,0.0360797,0.0208499,0.025784,0.0400478,0.0165105,0.00191527,
glmin2_r,0.0313125,0.00961098,0.0283306,0.00796869,0.0159163,0.0580924,0.029718,0.0278351,
glmin3_r,0.0256051,0.0501175,0.00469068,0.0326574,0.0591896,0.0240765,0.0462459,0.0503539,
grac_r,0.0191986,0.0442804,0.0137309,0.042057,0.00574345,0.0198542,0.0587643,0.00250482,
iliacus_r,0.0213789,0.0500318,0.000425242,0.0608839,0.039272,0.00390809,0.0536194,0.0154187,
perbrev_r,0.0373061,0.0178762,0.00127284,0.00777466,0.0465896,0.0227294,0.0123958,0.015407,
perlong_r,0.049106,0.0309651,0.000525753,0.0412073,0.0576961,0.0535171,0.0579938,0.0359568,
piri_r,0.0172462,0.00387846,0.0523847,0.037693,0.0384472,0.0491045,0.0314064,0.0169421,
psoas_r,0.00656941,0.0280601,0.0239955,0.0550063,0.0426871,0.0364774,0.0512175,0.0312344,
recfem_r,0.0321447,2.34094e-06,0.319172,0.0921829,0.183015,7.31206e-09,0.000133973,1.25124e-05,
sart_r,0.0321447,2.3795e-06,0.319172,0.0921828,0.183015,3.81403e-08,0.000134109,1.24672e-05,
semimem_r,0.0916814,0.00621203,0.00284348,0.421973,0.000841167,0.0436934,0.0325831,0.0436621,
semiten_r,0.0917218,0.00622941,0.00283696,0.421913,0.000916735,0.0436912,0.0325697,0.0436196,
soleus_r,0.00831756,0.0431608,0.0408086,0.0568081,0.0261703,0.014252,0.0575835,0.0257685,
tfl_r,0.0321447,2.42594e-06,0.319172,0.0921828,0.183015,1.979e-08,0.000134077,1.24654e-05,
tibant_r,0.00112755,0.0204006,0.0374269,0.0570503,0.0205233,0.0027458,0.00631625,0.0166762,
tibpost_r,0.0472585,0.0210715,0.0305557,0.0164444,0.0299456,0.0256513,0.0634122,0.000136609,
vasint_r,0.00151083,0.0344933,0.00157774,0.0576027,0.027129,0.0193517,0.0119163,0.00332968,
vaslat_r,0.405321,0.000126595,1.21919e-17,0.00199613,0.10042,5.38267e-06,0.0584399,0.053708,
vasmed_r,0.40532,0.000126072,1.35673e-17,0.00199747,0.10042,5.37705e-06,0.0584398,0.0537085,
addbrev_l,0.051255,0.0558106,0.0342533,0.00350605,0.0306777,0.0585867,0.0286135,0.0451805,
addlong_l,0.0145309,0.0303355,0.0220962,0.0225054,0.0040109,0.036321,0.0473515,0.0181465,
addmagDist_l,0.0168612,0.0202118,0.0164691,0.0405872,0.00891098,0.002984,0.00718231,0.0605472,
addmagIsch_l,0.0418268,0.00809089,0.058967,0.0445107,0.0161057,0.0472818,0.0635178,0.0254868,
addmagMid_l,0.0425042,0.0622587,0.0467061,0.0189187,0.0163879,0.00354212,0.0228276,0.0132696,
addmagProx_l,0.0143522,0.0402236,0.0230137,0.0609099,0.030249,0.0573728,0.0156582,0.0215309,
bflh_l,0.0149124,0.40568,0.0266648,0.128065,0.0927592,0.038553,0.0128155,0.0353153,
bfsh_l,0.0149125,0.40568,0.0266648,0.128065,0.0927592,0.038553,0.0128155,0.0353153,
edl_l,0.0127968,0.0345153,0.023273,0.0554015,0.0466216,0.0197612,0.0266623,0.030634,
ehl_l,0.0279466,0.0183332,0.0377575,0.00976843,0.0252285,0.0462219,0.0428843,0.0394256,
fdl_l,0.0189443,0.0518998,0.0398347,0.0256074,0.026922,0.0466778,0.0524722,0.00210416,
fhl_l,0.00726186,0.0311954,0.0204547,0.0173402,0.000683536,0.050374,0.00616625,0.0507441,
gaslat_l,0.00769235,0.0361797,0.0546771,0.0433214,0.0116058,0.0324691,0.0281384,0.0612517,
gasmed_l,0.0197709,0.0124172,0.0350544,0.0273141,0.03092,0.0250422,0.00869661,0.0157296,
glmax1_l,0.157971,0.0044011,0.0872424,2.06997e-05,1.05678e-11,0.416463,4.40485e-07,3.53554e-06,
glmax2_l,0.157969,0.00439999,0.0872425,2.19466e-05,9.1135e-12,0.416462,3.8658e-07,5.89099e-06,
glmax3_l,0.157967,0.00439972,0.0872422,2.51303e-05,1.32025e-11,0.416462,2.17565e-07,6.47365e-06,
glmed1_l,0.0414244,0.0525075,0.0119128,0.0411152,0.0222383,0.0485637,0.00871928,0.0266846,
