time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
-0,0.815655,0.463079,0.562231,0.224907,0.720087,1.06368,-0.516152,1.05669,0.251412,0.330003,0.248662,0.287069,1.05131,-0.103246,0.824648,0.870633,0.709306,0.499507,0.348314,0.425444,1.02009,0.471314,-0.416723,0.489806,1.00713,1.28292,1.07272,-1.20769,0.960941,0.412714,1.10566,-1.31302,0.410042,0.0354143,0.989911,0.268445,0.234438,0.352555,-0.189013,0.913953,0.912868,0.630343,0.452384,0.101811,0.53088,0.742406,-0.865964,0.723276,0.305932,0.466717,0.338174,0.316867,-1.34887,-1.68909,0.902169,0.868431,0.642008,0.475941,-0.0181627,0.417631,0.861417,0.36499,-0.369582,0.543222,0.938194,1.20689,1.40448,-1.59947,0.868489,0.351067,1.21073,-1.7044,-0.19169,0.385164,-0.316416,0.325949,0.299311,0.0646435,-0.593391,0.133261,0.531676,0.390968,0.296998,0.272955,0.787779,0.68647,1.37697,0.444513,0.421741,0.714922,0.329518,0.265954,0.250828,0.232957,0.739909,1.26919,0.839784,0.36763,0.232525,0.70067,
0.005,0.815758,0.463079,0.56226,0.224907,0.720181,1.06421,-0.516152,1.0567,0.251413,0.330003,0.248662,0.287069,1.05212,-0.103007,0.824331,0.870481,0.709315,0.499507,0.348314,0.425444,1.02009,0.471314,-0.416723,0.489755,1.00724,1.28336,1.0734,-1.20769,0.96124,0.412714,1.10562,-1.31283,0.410042,0.0354143,0.989045,0.268445,0.234438,0.352555,-0.189013,0.913876,0.912856,0.63041,0.452384,0.101952,0.530782,0.742723,-0.865964,0.722714,0.305932,0.466717,0.338174,0.316867,-1.34868,-1.68889,0.902085,0.868373,0.641902,0.475941,-0.0181627,0.417631,0.861417,0.36499,-0.369582,0.543124,0.938351,1.2083,1.40542,-1.59947,0.868986,0.351067,1.21074,-1.70421,-0.19169,0.385164,-0.316416,0.325949,0.299311,0.0646435,-0.593391,0.133436,0.531626,0.390968,0.296998,0.272955,0.788076,0.686504,1.37712,0.444576,0.421953,0.714978,0.329518,0.265954,0.250828,0.232957,0.740119,1.26938,0.839961,0.36763,0.232525,0.700601,
0.01,0.815676,0.462951,0.562165,0.224785,0.720043,1.06445,-0.516242,1.05679,0.251431,0.330156,0.248808,0.287193,1.05252,-0.102797,0.824128,0.87044,0.709149,0.499657,0.348371,0.425481,1.02022,0.471412,-0.416439,0.489704,1.00743,1.28328,1.07383,-1.2074,0.96161,0.412708,1.1057,-1.31264,0.409917,0.0336803,0.988524,0.268633,0.234603,0.35238,-0.189224,0.913801,0.913146,0.630627,0.452471,0.102132,0.530894,0.743077,-0.865875,0.722436,0.305897,0.466663,0.338184,0.316896,-1.34849,-1.68868,0.902132,0.868433,0.641961,0.475663,-0.0184802,0.417503,0.861317,0.364882,-0.369833,0.543121,0.938466,1.21048,1.40687,-1.59969,0.869502,0.351055,1.2107,-1.70401,-0.191628,0.385187,-0.316562,0.325895,0.29933,0.0646631,-0.593282,0.133628,0.531576,0.391016,0.297055,0.272993,0.788393,0.686537,1.37731,0.444639,0.422161,0.714943,0.32959,0.265963,0.250853,0.232951,0.740437,1.26957,0.840313,0.367634,0.232574,0.700676,
0.015,0.81554,0.462812,0.562005,0.22465,0.719776,1.06433,-0.516332,1.05689,0.251449,0.330253,0.248914,0.287294,1.05264,-0.102609,0.824046,0.870455,0.708962,0.499729,0.34843,0.42552,1.02038,0.471515,-0.416262,0.48966,1.00759,1.283,1.07389,-1.20722,0.961832,0.412702,1.10579,-1.31285,0.409791,0.0319067,0.988344,0.268741,0.234714,0.35219,-0.189445,0.913726,0.913492,0.630864,0.452556,0.102354,0.53105,0.743258,-0.865786,0.722402,0.305862,0.466609,0.338192,0.316925,-1.3483,-1.68848,0.902221,0.868517,0.642075,0.475353,-0.0188233,0.417365,0.861178,0.364749,-0.370117,0.543185,0.938504,1.21174,1.40772,-1.59992,0.869693,0.351042,1.21065,-1.70382,-0.191566,0.38521,-0.31671,0.325841,0.299347,0.0646831,-0.593172,0.133837,0.531527,0.391066,0.297116,0.273033,0.788478,0.686567,1.37741,0.444702,0.422361,0.714882,0.329733,0.265972,0.250878,0.232945,0.74064,1.26975,0.840602,0.367639,0.232634,0.700784,
0.02,0.815373,0.462673,0.561856,0.22451,0.719531,1.06408,-0.516424,1.05695,0.251467,0.330351,0.249022,0.287396,1.0525,-0.102436,0.824041,0.870478,0.708775,0.499807,0.34849,0.42556,1.02054,0.471642,-0.416061,0.489626,1.00767,1.28275,1.07379,-1.20704,0.961896,0.412691,1.10589,-1.31294,0.409671,0.0301753,0.988438,0.268854,0.234827,0.351996,-0.189668,0.913624,0.913814,0.631079,0.452647,0.102623,0.531226,0.743395,-0.865698,0.72252,0.305829,0.466557,0.338202,0.316954,-1.34811,-1.68828,0.902279,0.868548,0.642213,0.475031,-0.0191659,0.417224,0.861004,0.364597,-0.370419,0.543288,0.938485,1.21239,1.40805,-1.60014,0.869731,0.351029,1.2106,-1.70363,-0.191503,0.385232,-0.316854,0.325789,0.299366,0.0647029,-0.593064,0.134063,0.531479,0.391116,0.297177,0.273072,0.788514,0.686594,1.37746,0.444763,0.422548,0.714797,0.329902,0.265982,0.250904,0.232941,0.740758,1.26992,0.840824,0.367646,0.232703,0.700905,
0.025,0.815237,0.462535,0.561693,0.224373,0.719281,1.06389,-0.516499,1.057,0.251484,0.330451,0.249131,0.287498,1.05249,-0.102275,0.824082,0.870488,0.708598,0.49989,0.348549,0.425601,1.0207,0.471787,-0.41583,0.489599,1.00772,1.28251,1.07371,-1.20685,0.961917,0.412687,1.10598,-1.31302,0.409557,0.0285317,0.988732,0.268972,0.234943,0.351811,-0.189874,0.9135,0.914094,0.631279,0.452741,0.102939,0.531409,0.743513,-0.865612,0.722705,0.305796,0.466507,0.338213,0.316982,-1.34813,-1.68808,0.902292,0.868526,0.642354,0.474708,-0.0194945,0.41709,0.860809,0.364435,-0.370728,0.543412,0.938465,1.21262,1.40812,-1.60035,0.86972,0.351016,1.21056,-1.70345,-0.191441,0.385254,-0.316991,0.325739,0.299385,0.0647219,-0.592962,0.134306,0.531431,0.391164,0.297236,0.27311,0.788516,0.686617,1.37747,0.444822,0.422721,0.714728,0.330074,0.265992,0.250929,0.232939,0.740823,1.27008,0.840969,0.367655,0.232775,0.70103,
0.03,0.815118,0.462402,0.561529,0.22424,0.719026,1.0638,-0.516574,1.05705,0.2515,0.330552,0.24924,0.2876,1.05251,-0.102122,0.824142,0.870481,0.708433,0.499978,0.348609,0.425643,1.02085,0.471943,-0.415571,0.489495,1.00781,1.28225,1.07355,-1.20665,0.961956,0.412678,1.10608,-1.3131,0.409453,0.0269715,0.989142,0.269094,0.23506,0.351633,-0.190072,0.913359,0.914333,0.63146,0.452839,0.103304,0.531594,0.74363,-0.865528,0.722903,0.305766,0.46646,0.338225,0.317009,-1.34808,-1.68789,0.90227,0.868469,0.642494,0.474394,-0.0198029,0.416964,0.860609,0.364268,-0.371036,0.543543,0.938452,1.21261,1.40809,-1.60054,0.869702,0.351002,1.21052,-1.70326,-0.191378,0.385274,-0.317124,0.325692,0.299405,0.0647404,-0.592863,0.134563,0.531385,0.391211,0.297292,0.273148,0.788509,0.686634,1.37747,0.444881,0.422876,0.714677,0.330242,0.266003,0.250955,0.232939,0.740862,1.27023,0.841056,0.367666,0.232849,0.701153,
0.035,0.814969,0.462275,0.5614,0.224114,0.718808,1.0636,-0.516641,1.05709,0.251514,0.330654,0.24935,0.287702,1.05227,-0.101975,0.82421,0.870462,0.708284,0.500072,0.348668,0.425686,1.021,0.472103,-0.415289,0.489414,1.00785,1.282,1.0733,-1.20646,0.961935,0.412667,1.10616,-1.31316,0.40936,0.0255286,0.989602,0.26922,0.235179,0.351467,-0.190256,0.913212,0.914529,0.631606,0.452938,0.103713,0.531776,0.743728,-0.865448,0.72308,0.305737,0.466416,0.338236,0.317035,-1.34803,-1.6877,0.902233,0.868398,0.642626,0.474094,-0.0200825,0.416852,0.860413,0.364101,-0.371338,0.543673,0.93841,1.21249,1.40798,-1.60071,0.869651,0.350988,1.21048,-1.70327,-0.191317,0.385293,-0.317247,0.325648,0.299424,0.064758,-0.592768,0.134834,0.53134,0.391254,0.297344,0.273185,0.788508,0.686646,1.37746,0.444937,0.423012,0.714603,0.330402,0.266015,0.250981,0.232943,0.740902,1.27035,0.841122,0.367681,0.232922,0.701268,
0.04,0.814842,0.462154,0.561262,0.224,0.718589,1.06338,-0.5167,1.05713,0.251528,0.330756,0.24946,0.287804,1.05213,-0.101834,0.824277,0.870439,0.708151,0.500171,0.348727,0.42573,1.02114,0.472264,-0.414992,0.489344,1.00787,1.28178,1.07311,-1.20626,0.961897,0.412657,1.10624,-1.31322,0.409277,0.02421,0.990064,0.269348,0.235298,0.351316,-0.190423,0.913068,0.914692,0.631736,0.453038,0.104158,0.53195,0.7438,-0.865369,0.723224,0.30571,0.466376,0.338248,0.31706,-1.34799,-1.68751,0.902196,0.868335,0.64275,0.473818,-0.0203286,0.416756,0.860229,0.363939,-0.371628,0.543799,0.93837,1.21229,1.40782,-1.60087,0.869585,0.350973,1.21044,-1.70325,-0.191253,0.38531,-0.317361,0.325609,0.299444,0.0647746,-0.59268,0.135116,0.531295,0.391295,0.297392,0.27322,0.788478,0.686651,1.37743,0.444993,0.423132,0.714537,0.330551,0.266028,0.251007,0.232951,0.740919,1.27047,0.84116,0.367698,0.232992,0.701371,
0.045,0.814743,0.462037,0.561127,0.223896,0.718374,1.06333,-0.516778,1.05714,0.251541,0.330858,0.24957,0.287905,1.05217,-0.101696,0.824341,0.87041,0.708027,0.500276,0.348788,0.425777,1.02128,0.472422,-0.414687,0.489269,1.00795,1.28157,1.07296,-1.20606,0.96192,0.412688,1.10631,-1.3133,0.409173,0.0229809,0.9905,0.269477,0.235417,0.351208,-0.190538,0.912943,0.914831,0.631858,0.453137,0.104636,0.532119,0.743895,-0.865279,0.723335,0.305684,0.466339,0.338261,0.317084,-1.34794,-1.68732,0.902148,0.868262,0.642864,0.473568,-0.0205436,0.416677,0.860055,0.363784,-0.371901,0.54392,0.938352,1.21216,1.40773,-1.601,0.869566,0.350939,1.21041,-1.7032,-0.191168,0.385326,-0.317475,0.325571,0.299464,0.0647863,-0.592616,0.135398,0.53125,0.391333,0.297436,0.273254,0.788469,0.686651,1.37741,0.445046,0.42323,0.714495,0.330692,0.266043,0.251035,0.232964,0.74094,1.27056,0.841194,0.367719,0.233058,0.701464,
