time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,knee_adduction_r,knee_adduction_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,knee_adduction_l,knee_adduction_l_id,ankle_angle_l,ankle_angle_l_id,
1.475,-34.6532,-34.7337,9.45314,10.1009,6.55034,-16.6058,56.3913,74.5183,15.3441,16.9963,-11.3226,-10.6996,-42.5686,-30.48,23.7068,14.4303,14.6681,-27.6478,-1.61787,42.21,6.10992,27.352,-28.4449,-36.0654,
1.48,-34.4307,-35.0037,9.83438,10.0535,6.56732,-16.6316,56.7885,74.8904,15.8152,17.0246,-11.5135,-10.887,-41.9509,-30.3461,24.3572,14.287,14.4643,-27.7298,-1.67271,42.19,6.10342,27.3926,-28.7894,-36.2561,
1.485,-34.29,-35.2633,10.0855,9.99531,6.62278,-16.642,57.2168,75.1841,16.3002,17.0351,-11.6766,-11.0762,-41.3878,-30.135,24.9458,14.207,14.2986,-27.8968,-1.74145,42.1499,6.13479,27.5185,-29.1828,-36.4188,
1.49,-34.2735,-35.4771,10.0802,9.92253,6.77597,-16.639,57.6536,75.3858,16.8029,17.0302,-11.7924,-11.2569,-40.9728,-29.8888,25.3087,14.1878,14.2319,-28.1603,-1.80815,42.1081,6.19884,27.7418,-29.5841,-36.5601,
1.495,-34.4545,-35.6215,9.64629,9.84886,7.07916,-16.6422,58.0725,75.4851,17.3214,17.0302,-11.8491,-11.4267,-40.7907,-29.6619,25.2338,14.2035,14.3114,-28.5081,-1.85566,42.0572,6.28679,28.0511,-29.9558,-36.6906,
1.5,-34.7649,-35.683,9.02095,9.79725,7.44902,-16.6878,58.4576,75.4814,17.837,17.0716,-11.8606,-11.5898,-40.7488,-29.5016,25.0148,14.2109,14.4516,-28.9045,-1.86696,41.9786,6.38797,28.4104,-30.3053,-36.8252,
1.505,-35.1481,-35.6762,8.32593,9.7786,7.84052,-16.7902,58.7993,75.3828,18.3335,17.1697,-11.8364,-11.7486,-40.8178,-29.4316,24.7554,14.1622,14.6195,-29.2951,-1.83319,41.8504,6.49231,28.7652,-30.6446,-36.9733,
1.51,-35.5635,-35.6399,7.64252,9.79741,8.22222,-16.9453,59.0851,75.2067,18.7892,17.32,-11.7894,-11.9111,-40.9986,-29.4454,24.4622,14.0137,14.815,-29.6226,-1.75518,41.6788,6.59256,29.0575,-30.9804,-37.1296,
1.515,-35.9496,-35.6028,7.12323,9.84024,8.53975,-17.138,59.3061,74.9879,19.1826,17.5069,-11.7381,-12.0865,-41.2462,-29.508,24.2631,13.754,15.0005,-29.8644,-1.6428,41.5067,6.68536,29.2639,-31.3265,-37.2875,
1.52,-36.3567,-35.574,6.6122,9.87908,8.83816,-17.3454,59.455,74.7631,19.5068,17.7072,-11.6852,-12.2714,-41.6146,-29.5734,23.9361,13.3944,15.2241,-30.0287,-1.51329,41.3859,6.77136,29.3921,-31.6693,-37.4367,
1.525,-36.7958,-35.5665,6.0819,9.88747,9.11337,-17.5427,59.5301,74.5599,19.7591,17.8965,-11.6373,-12.4649,-42.1147,-29.6129,23.4355,12.9672,15.5022,-30.1461,-1.38345,41.3496,6.85343,29.471,-31.9965,-37.5774,
1.53,-37.2165,-35.5944,5.67971,9.85348,9.32306,-17.7144,59.5454,74.4108,19.9438,18.0589,-11.5992,-12.6709,-42.6626,-29.6258,22.9641,12.5217,15.7915,-30.2705,-1.26728,41.4219,6.93464,29.5527,-32.3066,-37.7256,
1.535,-37.5467,-35.6677,5.60041,9.78512,9.41333,-17.8626,59.5323,74.3484,20.0709,18.196,-11.5792,-12.8958,-43.1493,-29.6666,22.8254,12.0893,16.0216,-30.4435,-1.17279,41.6096,7.01644,29.6775,-32.6161,-37.905,
1.54,-37.7808,-35.7855,5.6864,9.68951,9.449,-17.9883,59.5253,74.384,20.1671,18.3072,-11.566,-13.135,-43.6704,-29.8223,22.782,11.6702,16.2973,-30.6727,-1.10629,41.8804,7.09756,29.8527,-32.9034,-38.1365,
1.545,-37.9732,-35.9371,5.74514,9.55609,9.48597,-18.0819,59.5537,74.4978,20.2604,18.3826,-11.5551,-13.3765,-44.3164,-30.1535,22.6031,11.2345,16.6823,-30.9246,-1.0711,42.1699,7.17529,30.0462,-33.1466,-38.4167,
1.55,-38.217,-36.1109,5.67127,9.37673,9.49047,-18.1376,59.6382,74.6402,20.3624,18.4165,-11.5665,-13.6146,-45.049,-30.6641,22.31,10.7559,17.1194,-31.1573,-1.06645,42.4136,7.24615,30.2175,-33.3599,-38.7321,
1.555,-38.4269,-36.2965,5.66592,9.15439,9.42671,-18.1545,59.8056,74.7518,20.4902,18.4075,-11.6035,-13.8532,-45.8549,-31.2824,22.0071,10.2387,17.6,-31.3602,-1.08717,42.5745,7.30681,30.3577,-33.565,-39.0593,
1.56,-38.632,-36.4867,5.67357,8.89593,9.30874,-18.1351,60.0586,74.7793,20.6525,18.3582,-11.6715,-14.0968,-46.722,-31.9021,21.6542,9.70965,18.1191,-31.5437,-1.12505,42.6398,7.35675,30.4786,-33.7745,-39.3734,
1.565,-38.8311,-36.6873,5.71107,8.61387,9.12757,-18.0912,60.3943,74.6832,20.8541,18.2817,-11.7757,-14.3503,-47.6536,-32.422,21.2336,9.18973,18.6708,-31.7157,-1.16857,42.6174,7.39727,30.5892,-34.0073,-39.6503,
1.57,-38.8842,-36.9111,6.01291,8.3278,8.88784,-18.0374,60.8067,74.4482,21.1052,18.1951,-11.9047,-14.6104,-48.6554,-32.7726,20.8124,8.68383,19.292,-31.8741,-1.20818,42.5245,7.43296,30.688,-34.264,-39.8736,
1.575,-38.9161,-37.1551,6.31513,8.06789,8.65658,-18.0051,61.2719,74.1045,21.4038,18.131,-12.0563,-14.8727,-49.7663,-32.9293,20.2258,8.1904,20.0018,-32.0208,-1.23728,42.3906,7.46947,30.7777,-34.541,-40.0382,
1.58,-38.9359,-37.392,6.63501,7.84911,8.41086,-18.0131,61.7649,73.7178,21.7416,18.1074,-12.2354,-15.133,-50.9188,-32.9151,19.5583,7.70947,20.7348,-32.1664,-1.25417,42.2475,7.51414,30.8689,-34.8545,-40.1537,
1.585,-38.9508,-37.5916,7.0022,7.65591,8.13958,-18.0547,62.2631,73.3375,22.1071,18.1178,-12.441,-15.3932,-52.0553,-32.7904,18.8975,7.24451,21.4369,-32.3246,-1.26187,42.1218,7.57483,30.974,-35.2249,-40.2388,
1.59,-38.9865,-37.717,7.36805,7.46272,7.88577,-18.1124,62.7426,72.9957,22.4914,18.1446,-12.665,-15.6504,-53.1384,-32.6371,18.2207,6.79521,22.0853,-32.5053,-1.26706,42.0201,7.65878,31.1021,-35.6545,-40.3167,
1.595,-39.0631,-37.7541,7.69052,7.263,7.66682,-18.177,63.1813,72.6986,22.883,18.1772,-12.9007,-15.9144,-54.1216,-32.5228,17.5407,6.35346,22.642,-32.7096,-1.27557,41.9427,7.7714,31.2534,-36.1459,-40.4056,
1.6,-39.2057,-37.6925,7.79403,7.06549,7.55531,-18.2645,63.5452,72.4561,23.2758,18.2316,-13.1257,-16.1888,-55.0464,-32.4874,16.6056,5.89785,23.1657,-32.9184,-1.29436,41.8843,7.91416,31.4092,-36.6503,-40.5088,
1.605,-39.4282,-37.5358,7.65893,6.88301,7.54896,-18.3945,63.8051,72.2819,23.6586,18.3284,-13.3362,-16.4696,-55.8715,-32.5638,15.4356,5.39827,23.6222,-33.0883,-1.32809,41.8214,8.08377,31.5291,-37.1414,-40.627,
1.61,-39.7428,-37.3074,7.25262,6.71595,7.64075,-18.5606,63.9448,72.1663,24.0177,18.4627,-13.532,-16.7491,-56.5353,-32.7318,14.1046,4.84338,23.9699,-33.194,-1.36551,41.7349,8.27657,31.5899,-37.6082,-40.7541,
1.615,-40.2176,-37.0429,6.29755,6.55881,7.90517,-18.7487,63.9286,72.0922,24.341,18.6205,-13.7062,-17.0258,-57.1212,-32.9364,12.2307,4.2484,24.2732,-33.2434,-1.41445,41.6291,8.47498,31.6008,-37.9943,-40.8767,
1.62,-40.5127,-36.773,5.76685,6.41085,8.11456,-18.9539,63.7678,72.0665,24.6164,18.797,-13.864,-17.2937,-57.4061,-33.1329,10.7692,3.63531,24.3762,-33.2541,-1.45627,41.5093,8.66503,31.5803,-38.335,-40.9801,
1.625,-40.7197,-36.5238,5.21555,6.27238,8.35981,-19.1701,63.4766,72.1058,24.8405,18.9866,-13.998,-17.5483,-57.4648,-33.287,9.50495,3.03585,24.3337,-33.2631,-1.48319,41.3811,8.83161,31.5656,-38.6301,-41.0581,
1.63,-40.9498,-36.3273,4.49831,6.14387,8.62852,-19.3925,63.078,72.2266,24.9967,19.1844,-14.1296,-17.7886,-57.3179,-33.3885,8.41232,2.47113,24.1101,-33.2985,-1.48576,41.2596,8.96136,31.585,-38.9148,-41.1124,
1.635,-41.0754,-36.2006,4.0591,6.02532,8.84657,-19.6173,62.5812,72.4306,25.0796,19.385,-14.2675,-18.0158,-56.9557,-33.4636,7.76255,1.9308,23.7248,-33.3548,-1.46381,41.1462,9.04694,31.6334,-39.1916,-41.1524,
1.64,-40.9967,-36.1381,4.07507,5.92847,8.96866,-19.8587,62.0031,72.6892,25.0955,19.5998,-14.3875,-18.2384,-56.4104,-33.539,7.63336,1.39217,23.2271,-33.4102,-1.41854,41.031,9.08408,31.6877,-39.4468,-41.1885,
1.645,-40.8056,-36.1148,4.26784,5.8527,9.0754,-20.1183,61.355,72.9569,25.054,19.8301,-14.4808,-18.4558,-55.8284,-33.6281,7.72702,0.831131,22.7494,-33.4361,-1.35328,40.9072,9.07338,31.7179,-39.6546,-41.2232,
1.65,-40.6043,-36.1029,4.37968,5.78475,9.23283,-20.3829,60.6472,73.1961,24.967,20.0662,-14.5445,-18.6669,-55.3643,-33.7242,7.65211,0.243734,22.4213,-33.4227,-1.27249,40.7849,9.01785,31.7125,-39.7785,-41.2532,
1.655,-40.4268,-36.0749,4.36036,5.70878,9.44173,-20.636,59.907,73.3798,24.8483,20.2936,-14.5842,-18.8745,-55.0243,-33.7944,7.48467,-0.344908,22.2371,-33.3942,-1.17283,40.6758,8.92185,31.6946,-39.8318,-41.2784,
1.66,-40.3035,-36.0092,4.13872,5.60851,9.72741,-20.8596,59.1574,73.4946,24.7179,20.4949,-14.5951,-19.0782,-54.9237,-33.8209,6.94001,-0.909899,22.2956,-33.3748,-1.05386,40.578,8.78957,31.6882,-39.7948,-41.3006,
1.665,-40.1625,-35.8931,4.07325,5.47258,10.0061,-21.0376,58.4345,73.5547,24.5886,20.6538,-14.5859,-19.2645,-54.99,-33.8202,6.44049,-1.44019,22.5179,-33.3684,-0.911759,40.4924,8.62606,31.6966,-39.6953,-41.3228,
1.67,-39.8855,-35.731,4.48107,5.29712,10.2151,-21.1629,57.7911,73.5792,24.4834,20.7622,-14.5396,-19.4286,-55.174,-33.8151,6.28714,-1.93858,22.8479,-33.3667,-0.746959,40.4171,8.43799,31.7112,-39.568,-41.3453,
1.675,-39.6121,-35.5293,4.78189,5.08804,10.51,-21.2455,57.2433,73.5773,24.42,20.8297,-14.4418,-19.5755,-55.5335,-33.8054,6.10072,-2.41024,23.3634,-33.3776,-0.567405,40.3413,8.23087,31.7412,-39.394,-41.3673,
1.68,-39.4569,-35.2946,4.89433,4.85847,10.8211,-21.3024,56.8078,73.5608,24.3959,20.8736,-14.3202,-19.7069,-56.027,-33.7868,5.89716,-2.85669,23.9668,-33.4112,-0.37899,40.2526,8.0105,31.7956,-39.2115,-41.3913,
1.685,-39.2488,-35.0429,5.21918,4.62861,11.1142,-21.3624,56.4969,73.5491,24.4229,20.9236,-14.1647,-19.8222,-56.6434,-33.7664,5.78088,-3.28371,24.6696,-33.4783,-0.185896,40.1381,7.78046,31.8855,-39.0259,-41.4195,
1.69,-39.02,-34.797,5.52884,4.4147,11.4408,-21.4544,56.3038,73.5572,24.5005,21.0093,-13.9789,-19.9182,-57.3939,-33.7659,5.54018,-3.70393,25.4875,-33.5686,0.00913095,39.9953,7.54435,32.002,-38.8298,-41.4488,
1.695,-38.7922,-34.5845,5.76721,4.22166,11.7899,-21.5861,56.2157,73.5746,24.6242,21.1401,-13.774,-19.9937,-58.2496,-33.8008,5.14793,-4.12592,26.3791,-33.6702,0.207558,39.829,7.30536,32.1351,-38.6257,-41.4721,
1.7,-38.5534,-34.4275,5.99202,4.05415,12.1271,-21.7521,56.2195,73.5784,24.7854,21.311,-13.5623,-20.0501,-59.1232,-33.8817,4.72202,-4.5497,27.2552,-33.7827,0.412122,39.6454,7.06713,32.2847,-38.4286,-41.4879,
1.705,-38.2978,-34.341,6.22144,3.91376,12.4345,-21.945,56.2994,73.5582,24.9785,21.5147,-13.3508,-20.0942,-59.9479,-34.0132,4.31303,-4.9852,28.0577,-33.8971,0.62371,39.4421,6.83423,32.4409,-38.249,-41.4976,
1.71,-38.0329,-34.3212,6.46207,3.79326,12.7017,-22.1587,56.4431,73.5224,25.1984,21.7453,-13.1429,-20.1285,-60.6736,-34.1957,3.95626,-5.45199,28.7414,-33.9895,0.841634,39.216,6.61114,32.5786,-38.0936,-41.5003,
1.715,-37.7698,-34.3575,6.65516,3.6775,12.94,-22.3809,56.6355,73.482,25.4434,21.9921,-12.9387,-20.1517,-61.2659,-34.4246,3.59915,-5.96447,29.2865,-34.0361,1.0576,38.9676,6.40699,32.6742,-37.9579,-41.4951,
1.72,-37.5347,-34.4431,6.7787,3.56011,13.1512,-22.6104,56.8628,73.4436,25.7117,22.254,-12.7396,-20.169,-61.6727,-34.6742,3.25885,-6.51879,29.6611,-34.0412,1.26181,38.6956,6.22959,32.7307,-37.8379,-41.4887,
1.725,-37.3493,-34.5746,6.78047,3.44935,13.354,-22.8573,57.1085,73.4152,25.9986,22.5393,-12.5483,-20.188,-61.884,-34.9046,2.87584,-7.09139,29.8699,-34.036,1.44379,38.4206,6.08353,32.7758,-37.724,-41.4889,
1.73,-37.215,-34.7484,6.68884,3.3524,13.5263,-23.1228,57.3599,73.4065,26.301,22.846,-12.3665,-20.2075,-61.8585,-35.1008,2.51173,-7.66064,29.8848,-34.0404,1.59331,38.1757,5.97136,32.8269,-37.6157,-41.4991,
1.735,-37.1688,-34.9603,6.43649,3.26679,13.7007,-23.3955,57.6044,73.4043,26.6139,23.1592,-12.1929,-20.2282,-61.6172,-35.2628,2.10423,-8.2123,29.7361,-34.064,1.70214,37.9707,5.89039,32.8925,-37.5038,-41.522,
1.74,-37.2142,-35.196,6.06324,3.18856,13.8542,-23.6592,57.8327,73.3703,26.9309,23.4602,-12.0301,-20.249,-61.1567,-35.3989,1.71136,-8.74024,29.4233,-34.1152,1.76182,37.7865,5.83877,32.9815,-37.3932,-41.5597,
1.745,-37.3954,-35.4363,5.49987,3.11988,14.0215,-23.9005,58.0349,73.2624,27.2464,23.7362,-11.8784,-20.2703,-60.5158,-35.5336,1.25735,-9.25085,28.9927,-34.1999,1.76319,37.6114,5.81625,33.1024,-37.2801,-41.6115,
1.75,-37.7225,-35.6526,4.78566,3.06067,14.1857,-24.1105,58.2039,73.0473,27.5495,23.979,-11.7432,-20.2949,-59.728,-35.6938,0.774021,-9.75901,28.4714,-34.3256,1.70121,37.4459,5.82425,33.2656,-37.1738,-41.6804,
1.755,-38.2072,-35.815,3.87271,3.00184,14.3736,-24.2842,58.3316,72.7145,27.8327,24.1853,-11.6304,-20.3221,-58.8475,-35.8977,0.180855,-10.2818,27.9193,-34.4965,1.57512,37.2968,5.86417,33.4768,-37.0759,-41.7737,
1.76,-38.8659,-35.8945,2.80651,2.93578,14.5496,-24.4401,58.4152,72.281,28.0842,24.3761,-11.5566,-20.3462,-57.902,-36.1392,-0.465965,-10.8313,27.3384,-34.7126,1.39111,37.1696,5.93764,33.7341,-37.0104,-41.8916,
1.765,-39.6091,-35.8788,1.77851,2.86227,14.7167,-24.6053,58.4484,71.7795,28.2967,24.5809,-11.5238,-20.3611,-56.9546,-36.3948,-1.12928,-11.408,26.7948,-34.9708,1.15925,37.0644,6.04483,34.0326,-36.9768,-42.0204,
1.77,-40.3548,-35.7803,1.05919,2.78262,14.7981,-24.7995,58.4361,71.2426,28.4622,24.8194,-11.5495,-20.3653,-56.0024,-36.6372,-1.43293,-12.0008,26.2374,-35.267,0.902292,36.9818,6.18359,34.3691,-37.0112,-42.1476,
1.775,-41.0892,-35.6358,0.505005,2.69899,14.8497,-25.0344,58.3733,70.7101,28.5764,25.1025,-11.6333,-20.3586,-55.1181,-36.8384,-1.56934,-12.5945,25.7442,-35.6041,0.642246,36.9245,6.35052,34.7477,-37.1119,-42.2685,
1.78,-41.7887,-35.5064,0.0975075,2.60668,14.8833,-25.3022,58.2582,70.2192,28.6454,25.4222,-11.7742,-20.3431,-54.3557,-36.9921,-1.63776,-13.184,25.3485,-35.9743,0.4019,36.8872,6.54038,35.161,-37.2718,-42.3912,
1.785,-42.4281,-35.4509,-0.100613,2.48778,14.8728,-25.5752,58.0907,69.7828,28.6694,25.7517,-11.9653,-20.3173,-53.6036,-37.1102,-2.02473,-13.779,25.0523,-36.343,0.204286,36.8594,6.74494,35.5731,-37.4978,-42.518,
1.79,-42.9911,-35.5078,-0.22525,2.32874,14.9202,-25.8394,57.8657,69.4058,28.6617,26.0781,-12.191,-20.2871,-53.1351,-37.2094,-2.43428,-14.3958,24.8407,-36.6623,0.0615828,36.8198,6.95251,35.9363,-37.7454,-42.6419,
1.795,-43.4643,-35.6705,-0.477898,2.12592,15.1313,-26.0997,57.5641,69.1018,28.6293,26.406,-12.4302,-20.2561,-52.7692,-37.2891,-2.74646,-15.0317,24.8466,-36.9126,-0.000479221,36.7399,7.13319,36.23,-37.9656,-42.7648,
1.8,-43.8471,-35.9156,-0.712589,1.88331,15.4373,-26.3622,57.1861,68.8766,28.5797,26.7396,-12.6798,-20.2283,-52.5674,-37.3389,-3.26902,-15.6696,24.9297,-37.1015,0.0305898,36.6214,7.27036,36.4593,-38.1612,-42.8881,
1.805,-44.0797,-36.2026,-0.711262,1.6077,15.7714,-26.6326,56.7488,68.7246,28.5226,27.0826,-12.9084,-20.2018,-52.4312,-37.3478,-3.62811,-16.2973,25.0198,-37.2354,0.152082,36.4742,7.36076,36.6301,-38.3447,-43.0078,
1.81,-44.1166,-36.4922,-0.229691,1.31505,16.0213,-26.9246,56.268,68.6452,28.4609,27.4465,-13.1161,-20.1701,-52.3908,-37.3143,-3.8782,-16.904,25.1245,-37.3308,0.355586,36.303,7.40614,36.7602,-38.5279,-43.1292,
1.815,-44.1336,-36.7643,0.0246429,1.01559,16.4758,-27.2551,55.7323,68.6419,28.3952,27.8476,-13.3022,-20.1349,-52.4819,-37.2352,-4.48436,-17.4714,25.3731,-37.4316,0.623864,36.1267,7.41588,36.893,-38.6555,-43.2615,
1.82,-44.2317,-37.0063,-0.0496597,0.706103,17.0797,-27.6302,55.1607,68.7247,28.3307,28.2907,-13.4622,-20.1005,-52.6291,-37.1073,-5.22261,-17.9827,25.6692,-37.6054,0.943887,35.9744,7.40854,37.0953,-38.7403,-43.4153,
1.825,-44.3783,-37.2109,-0.332905,0.380586,17.7177,-28.0469,54.5944,68.895,28.2713,28.7728,-13.5872,-20.07,-52.7314,-36.9405,-5.77432,-18.4394,25.891,-37.9021,1.30338,35.879,7.40974,37.4178,-38.8341,-43.5951,
1.83,-44.5849,-37.3777,-0.94178,0.0298072,18.3888,-28.4801,54.0639,69.138,28.2227,29.2703,-13.6692,-20.0374,-52.7836,-36.7692,-6.23637,-18.8686,26.0613,-38.3207,1.68121,35.863,7.44901,37.862,-38.9619,-43.7987,
1.835,-44.877,-37.4975,-2.01176,-0.350426,19.0767,-28.903,53.5902,69.4218,28.186,29.7586,-13.7045,-19.9937,-52.8144,-36.6289,-6.78064,-19.3022,26.2264,-38.8269,2.05049,35.92,7.55739,38.3961,-39.1369,-44.0193,
1.84,-45.2732,-37.5616,-3.54299,-0.759346,19.7502,-29.3032,53.1835,69.7182,28.1565,30.2301,-13.7125,-19.9368,-52.8389,-36.5339,-7.52432,-19.7655,26.415,-39.3634,2.44178,36.0083,7.80586,38.9651,-39.3728,-44.2481,
1.845,-45.6683,-37.5527,-5.20904,-1.19167,20.1598,-29.687,52.8713,70.0099,28.1276,30.6943,-13.7178,-19.8671,-52.8215,-36.4627,-8.01919,-20.2623,26.5206,-39.8774,2.57176,36.0772,8.0225,39.5165,-39.7232,-44.4709,
1.85,-46.0868,-37.4648,-6.74744,-1.63182,20.4817,-30.0723,52.6727,70.2964,28.1045,31.1686,-13.7318,-19.7886,-52.7917,-36.3846,-8.19755,-20.7784,26.5743,-40.3367,2.76691,36.0834,8.4544,40.0191,-40.2216,-44.6763,
1.855,-46.2001,-37.3131,-8.11704,-2.06045,20.1832,-30.4765,52.6115,70.5803,28.0929,31.6696,-13.7574,-19.7088,-52.7659,-36.2811,-7.96469,-21.2928,26.5544,-40.7272,2.88824,36.0185,8.98262,40.4602,-40.8891,-44.8543,
1.86,-46.2573,-37.1233,-9.35677,-2.46683,19.7208,-30.9113,52.7019,70.8408,28.1025,32.208,-13.7939,-19.6441,-52.8266,-36.1495,-7.56372,-21.7911,26.5215,-41.0674,2.93029,35.9096,9.57365,40.8565,-41.7076,-45.0097,
1.865,-46.306,-36.9197,-10.6332,-2.84516,19.2651,-31.3652,52.9387,71.0591,28.1379,32.7704,-13.8537,-19.5975,-53.029,-35.9878,-7.38676,-22.2658,26.5584,-41.4003,2.90115,35.8017,10.1881,41.2482,-42.6144,-45.1573,
1.87,-46.1057,-36.7158,-12.2015,-3.19089,18.5035,-31.821,53.2913,71.2215,28.211,33.3376,-13.9055,-19.5605,-53.3456,-35.7985,-7.54542,-22.7123,26.6814,-41.7672,2.79757,35.7561,10.7816,41.6744,-43.521,-45.3107,
1.875,-45.6243,-36.5185,-13.9929,-3.50089,17.5944,-32.2746,53.7351,71.315,28.332,33.9055,-13.9294,-19.5229,-53.7524,-35.601,-8.11819,-23.1338,26.9359,-42.1913,2.61288,35.84,11.3063,42.1558,-44.3177,-45.4796,
1.88,-44.8603,-36.3291,-14.1524,-3.76997,16.9944,-32.7321,54.1698,71.3378,28.47,34.4806,-13.9606,-19.4703,-54.155,-35.4189,-8.94947,-23.5397,27.2287,-42.6799,2.33858,36.0791,11.7164,42.6957,-44.9076,-45.6731,
1.885,-43.1825,-36.1488,-13.6489,-3.99207,15.4337,-33.2057,54.5908,71.2789,28.6361,35.0745,-13.9819,-19.3968,-54.4729,-35.2728,-9.69859,-23.9396,27.476,-43.2164,1.99304,36.4463,11.9716,43.2749,-45.2947,-45.8981,
1.89,-41.8357,-35.9849,-14.3091,-4.1634,14.3136,-33.7073,55.0431,71.1254,28.8737,35.7,-13.9049,-19.3092,-54.8286,-35.1665,-11.1961,-24.3311,27.762,-43.7761,1.58816,36.8961,12.048,43.8688,-45.4416,-46.149,
1.895,-40.1778,-35.8425,-13.1363,-4.28404,13.0985,-34.2362,55.4077,70.8858,29.0934,36.357,-13.8944,-19.2162,-54.6997,-35.0882,-11.5756,-24.7024,27.3743,-44.3393,1.15645,37.3822,11.9379,44.4621,-45.49,-46.4128,
1.9,-38.2275,-35.7089,-11.7982,-4.35696,11.6545,-34.7845,55.6951,70.5873,29.3159,37.038,-13.8785,-19.1176,-54.1767,-35.027,-11.4779,-25.0379,26.6853,-44.8981,0.720594,37.8675,11.6471,45.0491,-45.401,-46.6798,
1.905,-36.1442,-35.5782,-10.2624,-4.39316,10.3124,-35.3336,55.7778,70.2417,29.5067,37.7245,-13.8761,-19.0201,-53.9408,-34.9736,-12.3559,-25.3199,26.1445,-45.4429,0.269548,38.3207,11.2079,45.6202,-45.0957,-46.9427,
1.91,-34.2732,-35.4423,-9.20608,-4.40135,9.35843,-35.8737,55.6721,69.8515,29.6669,38.405,-13.8329,-18.9356,-53.319,-34.9142,-13.2935,-25.5368,25.5362,-45.9507,-0.164773,38.726,10.6453,46.153,-44.5129,-47.1844,
1.915,-32.7231,-35.2875,-9.08692,-4.38381,8.79395,-36.4107,55.3186,69.433,29.7882,39.0838,-13.7389,-18.871,-52.6389,-34.829,-14.814,-25.6818,24.9287,-46.408,-0.591563,39.0708,10.017,46.6336,-43.6686,-47.3891,
1.92,-31.3519,-35.1029,-8.92313,-4.33871,8.35241,-36.9542,54.7849,69.0212,29.8436,39.7682,-13.6394,-18.8237,-51.7388,-34.7068,-15.6904,-25.7546,24.1162,-46.8058,-0.965806,39.3456,9.36819,47.0536,-42.757,-47.5487,
1.925,-29.8964,-34.8805,-8.23052,-4.26109,7.87725,-37.5126,54.0765,68.6614,29.8172,40.4631,-13.5553,-18.7826,-50.6018,-34.5571,-15.9484,-25.7671,23.1562,-47.1326,-1.27118,39.5274,8.75115,47.4057,-41.8525,-47.6614,
1.93,-29.1397,-34.6171,-7.80232,-4.1501,8.39672,-38.0847,53.2643,68.3849,29.7189,41.1651,-13.4666,-18.7425,-49.4001,-34.4005,-16.1,-25.7359,22.2437,-47.3833,-1.49945,39.5803,8.21408,47.692,-40.9809,-47.7298,
1.935,-26.9828,-34.3237,-7.24839,-4.01424,6.79493,-38.6516,52.415,68.2188,29.574,41.8515,-13.343,-18.7053,-48.2188,-34.2486,-16.26,-25.6652,21.4339,-47.5699,-1.66286,39.491,7.81027,47.9322,-40.1791,-47.7494,
1.94,-25.9058,-34.0115,-6.83325,-3.86622,6.32425,-39.1904,51.5831,68.1948,29.3734,42.4959,-13.2516,-18.6711,-47.0583,-34.0961,-16.0377,-25.5513,20.6317,-47.7458,-1.7055,39.2738,7.5213,48.1834,-39.5191,-47.7242,
1.945,-24.8568,-33.6838,-6.5704,-3.71407,5.85674,-39.692,50.8573,68.3378,29.1685,43.0868,-13.1142,-18.6395,-45.9325,-33.9432,-15.6219,-25.3967,19.9163,-47.9653,-1.68708,38.9369,7.38226,48.5003,-39.0371,-47.6688,
1.95,-23.8313,-33.3424,-5.98411,-3.56474,5.2804,-40.1449,50.2562,68.6182,28.959,43.6119,-12.9919,-18.6173,-44.9859,-33.8018,-15.3053,-25.2154,19.375,-48.2391,-1.59647,38.4723,7.36665,48.8923,-38.7225,-47.5924,
1.955,-22.8053,-32.9717,-5.03754,-3.42073,4.66284,-40.5429,49.8404,68.9662,28.7825,44.0682,-12.8379,-18.6081,-44.072,-33.6785,-14.6785,-25.0204,18.8439,-48.5439,-1.44168,37.8876,7.44296,49.3315,-38.5674,-47.4935,
1.96,-21.9897,-32.5573,-4.83199,-3.27573,4.2307,-40.892,49.6376,69.3072,28.6742,44.4662,-12.6165,-18.6144,-43.4617,-33.5738,-14.6681,-24.8177,18.5941,-48.8374,-1.23446,37.2112,7.57598,49.7683,-38.393,-47.3719,
1.965,-21.5662,-32.0888,-5.06194,-3.1207,3.93309,-41.2106,49.6391,69.5966,28.6284,44.8296,-12.3516,-18.6307,-42.9604,-33.4813,-14.4183,-24.6063,18.3233,-49.0879,-0.982993,36.4833,7.72914,50.1629,-38.4768,-47.2286,
1.97,-21.268,-31.5618,-5.4735,-2.94378,3.68614,-41.5258,49.7671,69.8182,28.624,45.1898,-12.0658,-18.645,-42.7079,-33.3857,-14.3986,-24.3763,18.2029,-49.2946,-0.708762,35.7472,7.86969,50.509,-38.4948,-47.0714,
1.975,-21.1631,-30.9844,-5.51094,-2.74302,3.43709,-41.8529,50.0178,69.9742,28.6471,45.5665,-11.7992,-18.6372,-42.4813,-33.2618,-13.8303,-24.1101,17.9713,-49.4892,-0.425033,35.0504,7.97543,50.8306,-38.5625,-46.9163,
