time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,knee_adduction_r,knee_adduction_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,knee_adduction_l,knee_adduction_l_id,ankle_angle_l,ankle_angle_l_id,
0.475,-0.274818,-2.20292,5.87567,4.70014,-4.57689,-2.63212,3.98369,-0.629076,-1.46978,-3.73821,-4.57133,-11.6297,6.11771,-3.42407,11.2034,19.5213,-5.61032,-3.16477,-2.33059,-16.2251,1.76178,14.6504,-15.9519,-27.5577,
0.48,-0.286067,-2.18436,6.08551,4.64792,-4.70176,-2.62632,4.34777,-0.660357,-1.3825,-3.76395,-4.58773,-11.6973,6.80259,-3.50392,11.4631,19.5382,-5.81453,-3.14837,-2.31687,-16.2848,1.77116,14.6295,-16.0161,-27.601,
0.485,-0.146664,-2.18516,6.42903,4.62335,-4.88226,-2.62064,4.64074,-0.70361,-1.32583,-3.78598,-4.66781,-11.7643,7.73387,-3.6023,11.9783,19.574,-6.1269,-3.13202,-2.30406,-16.3687,1.77445,14.6107,-16.0929,-27.6561,
0.49,0.0645928,-2.20038,6.75731,4.62212,-4.89615,-2.61666,4.99622,-0.755293,-1.26181,-3.79926,-4.72237,-11.8293,7.86747,-3.70115,12.051,19.6181,-6.13423,-3.11287,-2.28958,-16.4601,1.77389,14.5938,-16.1046,-27.7115,
0.495,-0.0162563,-2.23058,6.80568,4.64514,-4.80456,-2.61356,5.37994,-0.818159,-1.15061,-3.80294,-4.67276,-11.899,7.44099,-3.7861,11.8993,19.6621,-6.00281,-3.08985,-2.26892,-16.5455,1.77393,14.5798,-16.068,-27.7574,
0.5,-0.78769,-2.26846,6.2418,4.68831,-4.42375,-2.61105,5.60923,-0.887785,-1.03959,-3.79896,-4.62261,-11.9742,6.20189,-3.85219,11.1922,19.6896,-5.5656,-3.0677,-2.24805,-16.6167,1.7737,14.5651,-15.9754,-27.788,
0.505,-1.19721,-2.30153,6.12183,4.74355,-4.33511,-2.60857,5.79418,-0.957792,-0.94296,-3.78824,-4.57661,-12.0565,5.94886,-3.90768,11.2411,19.7085,-5.52332,-3.0496,-2.21664,-16.6812,1.78232,14.5517,-15.9309,-27.8066,
0.51,-1.3576,-2.31545,6.14558,4.80679,-4.34722,-2.60753,5.81156,-1.02074,-0.879672,-3.76937,-4.55497,-12.1451,6.03356,-3.97377,11.4473,19.7447,-5.60826,-3.03544,-2.18519,-16.7596,1.79629,14.5421,-15.9159,-27.8237,
0.515,-1.26305,-2.30369,6.17432,4.86532,-4.36289,-2.60983,5.75596,-1.06724,-0.829072,-3.75227,-4.51193,-12.2309,6.27432,-4.06334,11.5956,19.8093,-5.69897,-3.02709,-2.14176,-16.8629,1.82474,14.5374,-15.9094,-27.8466,
0.52,-1.02993,-2.27294,6.14686,4.92861,-4.24781,-2.61404,5.48162,-1.10148,-0.865122,-3.73547,-4.60903,-12.3103,6.29964,-4.16841,11.4029,19.9005,-5.59016,-3.02712,-2.10169,-16.9853,1.86065,14.5423,-15.8634,-27.8731,
0.525,-0.705934,-2.22607,6.15081,5.00456,-4.31954,-2.61849,5.18202,-1.12741,-0.864822,-3.71087,-4.5894,-12.3846,6.87481,-4.26542,11.5417,19.9945,-5.73878,-3.0341,-2.05263,-17.1067,1.91059,14.556,-15.8367,-27.8974,
0.53,-0.68377,-2.16707,5.855,5.07554,-4.27526,-2.62437,4.80604,-1.1437,-0.846082,-3.68287,-4.50824,-12.4537,7.07675,-4.33851,11.2945,20.0547,-5.7656,-3.04207,-2.00571,-17.2068,1.96922,14.5675,-15.7846,-27.9163,
0.535,-0.606051,-2.1005,5.58057,5.1404,-4.28136,-2.63408,4.40713,-1.15583,-0.826258,-3.64989,-4.42705,-12.5241,7.66955,-4.38537,11.1695,20.0789,-5.89859,-3.04269,-1.95989,-17.2846,2.03485,14.5741,-15.7611,-27.9343,
0.54,-0.291493,-2.02841,5.53801,5.1974,-4.38976,-2.64928,3.99133,-1.16647,-0.867017,-3.61241,-4.50952,-12.5984,8.4635,-4.39832,11.0803,20.0886,-6.08835,-3.03172,-1.91153,-17.3457,2.10757,14.5855,-15.74,-27.9593,
0.545,0.00498915,-1.95973,5.46458,5.2457,-4.4398,-2.6658,3.61121,-1.18071,-0.91857,-3.57612,-4.62228,-12.6816,9.06764,-4.35844,10.7711,20.0839,-6.17928,-3.0138,-1.86467,-17.3814,2.18142,14.6087,-15.691,-27.9877,
0.55,0.260645,-1.91807,5.30587,5.28818,-4.43188,-2.67969,3.32432,-1.21062,-0.938172,-3.55117,-4.65466,-12.7761,9.42316,-4.26981,10.2542,20.0555,-6.17182,-2.99318,-1.81996,-17.3884,2.25287,14.6396,-15.6066,-28.0143,
0.555,0.541417,-1.90253,5.12987,5.3224,-4.35836,-2.68931,3.14021,-1.25334,-0.951228,-3.53921,-4.68434,-12.8787,9.48555,-4.15738,9.52515,20.0022,-6.03657,-2.9689,-1.77677,-17.3783,2.317,14.6685,-15.4859,-28.0436,
0.56,0.560377,-1.89632,4.69418,5.35134,-4.18041,-2.69446,3.07614,-1.30243,-0.975248,-3.53161,-4.81844,-12.9913,9.36559,-4.04085,8.64033,19.9429,-5.80566,-2.94272,-1.74493,-17.368,2.36804,14.6955,-15.3709,-28.0831,
0.565,1.13317,-1.88596,4.9139,5.37937,-4.44316,-2.69565,3.13615,-1.35195,-0.960871,-3.52163,-4.90908,-13.112,10.6392,-3.91785,8.80852,19.8857,-6.11257,-2.92261,-1.69898,-17.3609,2.41527,14.7236,-15.376,-28.1348,
0.57,1.77923,-1.86654,5.16986,5.39685,-4.65474,-2.69587,3.32621,-1.39869,-0.925641,-3.50993,-4.96139,-13.2402,11.7512,-3.79329,8.89809,19.8207,-6.35408,-2.90996,-1.65861,-17.3534,2.44529,14.7459,-15.4082,-28.1936,
0.575,2.26334,-1.84721,5.16668,5.37868,-4.74526,-2.69786,3.65771,-1.44531,-0.891413,-3.50868,-5.01662,-13.3797,12.7968,-3.66887,8.92673,19.7498,-6.53671,-2.90184,-1.62707,-17.3473,2.4561,14.767,-15.429,-28.2631,
0.58,3.01057,-1.82395,5.31978,5.32583,-4.85142,-2.70234,3.96214,-1.49123,-0.8512,-3.51524,-5.00349,-13.5316,13.5345,-3.54188,8.8281,19.6638,-6.60838,-2.8935,-1.59015,-17.3373,2.45654,14.7853,-15.4215,-28.3444,
0.585,2.95735,-1.79343,4.80479,5.25806,-4.71679,-2.7078,4.4951,-1.53833,-0.716359,-3.51854,-4.81197,-13.6971,13.2961,-3.42253,8.22805,19.5596,-6.4227,-2.87854,-1.55924,-17.3288,2.44142,14.7932,-15.3686,-28.4441,
0.59,2.77734,-1.77663,4.42664,5.21037,-4.54163,-2.71266,4.87666,-1.60593,-0.642249,-3.50726,-4.77498,-13.8849,12.9225,-3.31601,7.66443,19.4547,-6.17407,-2.85351,-1.52793,-17.3294,2.417,14.7923,-15.3112,-28.5647,
0.595,3.13427,-1.79237,4.57686,5.21361,-4.65291,-2.7162,5.14054,-1.70827,-0.606465,-3.47692,-4.80532,-14.0965,13.3403,-3.20582,7.7053,19.3495,-6.18979,-2.82244,-1.49967,-17.3255,2.38412,14.7872,-15.3247,-28.6934,
0.6,3.48788,-1.84516,4.77273,5.27159,-4.81047,-2.71915,5.45041,-1.84045,-0.527343,-3.43493,-4.71253,-14.3191,13.8498,-3.10235,7.95355,19.2445,-6.33421,-2.79031,-1.47102,-17.319,2.34668,14.7737,-15.3641,-28.8258,
0.605,3.83562,-1.93447,4.85694,5.37541,-4.72877,-2.72089,6.07538,-1.99657,-0.513362,-3.39084,-4.63674,-14.5475,13.1715,-3.01234,7.5023,19.1373,-6.046,-2.75849,-1.44736,-17.3117,2.30995,14.7508,-15.2985,-28.9626,
0.61,3.4709,-2.04625,4.57355,5.5041,-4.57273,-2.7188,5.90348,-2.16151,-0.375371,-3.35072,-4.43585,-14.7793,12.0036,-2.93125,6.90202,19.0409,-5.71562,-2.72794,-1.42742,-17.3056,2.27187,14.7295,-15.2086,-29.1049,
0.615,3.53835,-2.151,4.61409,5.6104,-4.52187,-2.71467,5.82393,-2.30593,-0.380048,-3.32151,-4.43174,-15.0082,11.2678,-2.8739,6.47262,18.9601,-5.43823,-2.69612,-1.41044,-17.3078,2.23823,14.7078,-15.1462,-29.2541,
0.62,3.55502,-2.21452,4.58278,5.65198,-4.41521,-2.7119,5.60954,-2.40007,-0.418952,-3.3062,-4.48687,-15.2254,10.7308,-2.84761,6.12081,18.8864,-5.1752,-2.66163,-1.39663,-17.3165,2.21086,14.6785,-15.1001,-29.4075,
0.625,3.49777,-2.22859,4.62613,5.62402,-4.4685,-2.70856,5.29787,-2.43918,-0.441145,-3.30011,-4.47744,-15.4315,10.7845,-2.84063,6.21487,18.8274,-5.18673,-2.62514,-1.35565,-17.3281,2.18391,14.6504,-15.103,-29.5639,
0.63,3.41648,-2.20036,4.7516,5.54227,-4.53541,-2.70415,4.8935,-2.43114,-0.480188,-3.29942,-4.48431,-15.6284,10.7427,-2.82271,6.28511,18.8068,-5.19843,-2.59175,-1.37412,-17.3342,2.17925,14.6487,-15.1129,-29.7175,
0.635,3.77864,-2.12898,5.25584,5.43015,-4.71698,-2.70345,4.40246,-2.38153,-0.568126,-3.29453,-4.58618,-15.8137,10.9013,-2.78641,6.51798,18.8258,-5.27013,-2.56272,-1.36181,-17.3285,2.17647,14.6774,-15.1468,-29.8629,
0.64,3.85385,-2.01041,5.4844,5.30328,-4.82839,-2.70974,3.89918,-2.29198,-0.634591,-3.27825,-4.60297,-15.9819,11.126,-2.74842,6.77564,18.8583,-5.39104,-2.53393,-1.34709,-17.3081,2.18243,14.7138,-15.1888,-29.997,
0.645,4.02887,-1.86014,5.87701,5.18617,-5.02962,-2.72418,3.39014,-2.1763,-0.71898,-3.24588,-4.65312,-16.1301,11.6912,-2.70433,7.26679,18.8649,-5.64367,-2.50063,-1.32875,-17.2564,2.19654,14.7382,-15.2635,-30.1132,
0.65,4.19905,-1.70606,6.12881,5.11605,-5.14995,-2.74329,2.92099,-2.05913,-0.780318,-3.19008,-4.65157,-16.2644,12.0793,-2.63854,7.56495,18.8409,-5.79875,-2.46446,-1.30789,-17.1662,2.22105,14.7556,-15.3451,-30.2109,
0.655,4.42456,-1.57504,6.41266,5.12041,-5.28928,-2.76382,2.48199,-1.96232,-0.859651,-3.10376,-4.68285,-16.391,12.6553,-2.56251,7.98279,18.8049,-6.01551,-2.43152,-1.27572,-17.0535,2.24441,14.7702,-15.4152,-30.2974,
0.66,4.56342,-1.47272,6.73166,5.19228,-5.38914,-2.78545,2.09012,-1.88453,-0.948782,-2.99105,-4.79116,-16.502,12.6396,-2.48465,8.01311,18.7757,-6.08153,-2.40778,-1.23972,-16.9319,2.27148,14.787,-15.4696,-30.3778,
0.665,4.73444,-1.3813,7.04109,5.31023,-5.48196,-2.81144,1.74597,-1.80792,-1.05253,-2.85494,-4.95682,-16.5861,13.0126,-2.39451,8.38021,18.7583,-6.16925,-2.39355,-1.18769,-16.8001,2.30145,14.8118,-15.5221,-30.4528,
0.67,4.99714,-1.28315,7.48206,5.46055,-5.69436,-2.84446,1.49074,-1.71851,-1.10929,-2.69492,-5.03433,-16.6381,13.8753,-2.27223,9.0084,18.7636,-6.43656,-2.38412,-1.12354,-16.6537,2.32662,14.8569,-15.5919,-30.5248,
0.675,4.7812,-1.17308,7.58162,5.63024,-5.76495,-2.88357,1.31696,-1.60679,-1.13036,-2.51796,-5.04922,-16.6542,13.9703,-2.09204,9.17691,18.7956,-6.55085,-2.37609,-1.04546,-16.4835,2.34675,14.9355,-15.6439,-30.5973,
0.68,4.60672,-1.03592,7.82327,5.79543,-5.83925,-2.92729,1.20097,-1.45799,-1.14302,-2.33249,-5.07188,-16.6339,14.2769,-1.8452,9.58749,18.8338,-6.71239,-2.36789,-0.955119,-16.2785,2.36071,15.0428,-15.6945,-30.6676,
0.685,4.18607,-0.852478,7.88003,5.96256,-5.86082,-2.97626,1.14151,-1.26676,-1.14267,-2.12858,-5.09245,-16.5816,14.3857,-1.55204,9.8319,18.8337,-6.84227,-2.35868,-0.856669,-16.0298,2.36736,15.1519,-15.7444,-30.7261,
0.69,4.31801,-0.633634,8.40648,6.1404,-5.96346,-3.02828,1.11454,-1.0421,-1.15973,-1.90471,-5.15638,-16.5019,14.714,-1.24317,10.2787,18.7978,-6.9847,-2.35529,-0.75546,-15.7491,2.36647,15.2564,-15.7883,-30.7678,
0.695,4.15193,-0.411825,8.55161,6.31614,-5.94471,-3.07581,1.1554,-0.794013,-1.14946,-1.67866,-5.18662,-16.3913,14.74,-0.942657,10.5552,18.754,-7.04427,-2.36746,-0.650969,-15.4539,2.35678,15.3635,-15.8253,-30.7905,
0.7,4.46797,-0.212437,9.18507,6.47128,-6.08344,-3.11526,1.23757,-0.526803,-1.15707,-1.46744,-5.26978,-16.2418,15.1447,-0.679485,11.0999,18.7097,-7.19495,-2.40017,-0.549854,-15.1562,2.33886,15.4663,-15.8898,-30.7882,
0.705,4.60237,-0.050879,9.34235,6.59811,-6.05085,-3.14861,1.3911,-0.246049,-1.15284,-1.27982,-5.34429,-16.0506,15.0279,-0.47645,11.3114,18.6661,-7.15982,-2.45192,-0.455826,-14.862,2.31306,15.5563,-15.9344,-30.7544,
0.71,4.86493,0.0687528,9.83708,6.72343,-6.11279,-3.17732,1.62759,0.0394458,-1.13443,-1.10484,-5.40515,-15.8213,14.992,-0.345444,11.6601,18.6363,-7.18779,-2.51562,-0.371063,-14.5785,2.28112,15.6334,-15.9945,-30.6868,
0.715,4.81158,0.147168,9.84767,6.86049,-6.01405,-3.20162,1.97669,0.324382,-1.07989,-0.93355,-5.40508,-15.5659,14.5029,-0.277332,11.7673,18.611,-7.07354,-2.58454,-0.29696,-14.2963,2.24459,15.6959,-16.0441,-30.5761,
0.72,4.26479,0.176294,9.58623,6.99872,-5.82489,-3.21904,2.45491,0.606062,-0.981559,-0.771914,-5.30998,-15.2951,13.557,-0.252074,11.6212,18.581,-6.82673,-2.66012,-0.232463,-14.003,2.20546,15.7471,-16.0653,-30.4127,
0.725,2.99753,0.14686,8.79584,7.12923,-5.52207,-3.22519,3.0734,0.881683,-0.832549,-0.625361,-5.14855,-15.015,12.5622,-0.256103,11.5194,18.5476,-6.6679,-2.7419,-0.174793,-13.6935,2.16608,15.7917,-16.0938,-30.1951,
0.73,2.33762,0.0607669,8.73108,7.23705,-5.48661,-3.22224,3.73445,1.15923,-0.757405,-0.501178,-5.15322,-14.7199,12.0836,-0.277757,11.818,18.5098,-6.65733,-2.82747,-0.123041,-13.3632,2.12929,15.8337,-16.1512,-29.9277,
0.735,2.16202,-0.0598556,8.64443,7.30808,-5.3208,-3.21533,4.46951,1.45392,-0.704502,-0.40078,-5.20943,-14.4052,11.4299,-0.319711,11.8916,18.4553,-6.51729,-2.9141,-0.0688246,-13.0147,2.09606,15.8705,-16.1941,-29.6236,
0.74,1.34893,-0.183862,8.41674,7.32421,-5.14882,-3.20948,5.27473,1.78449,-0.650262,-0.322883,-5.25565,-14.0691,9.99593,-0.388514,11.5566,18.3751,-6.15627,-3.00145,-0.0106866,-12.6525,2.06928,15.8982,-16.1833,-29.2941,
0.745,1.03616,-0.308219,8.03417,7.29559,-4.68847,-3.2027,6.12395,2.14691,-0.573736,-0.257785,-5.28145,-13.7203,7.83608,-0.481037,10.7535,18.2683,-5.59514,-3.09325,0.0568921,-12.2781,2.05074,15.9149,-16.1082,-28.9459,
0.75,-0.640635,-0.440511,7.58533,7.2498,-4.61551,-3.19203,7.00208,2.52565,-0.602237,-0.192049,-4.87793,-13.3706,5.85151,-0.601407,10.2207,18.1566,-5.13906,-3.19141,0.138937,-11.9054,2.04249,15.9254,-16.0197,-28.5947,
0.755,0.0111132,-0.584135,7.66096,7.20709,-4.20741,-3.17876,7.79465,2.90765,-0.427243,-0.115524,-5.59985,-13.0303,4.28768,-0.769572,9.69688,18.0579,-4.7079,-3.29355,0.239254,-11.5566,2.04557,15.9282,-15.9435,-28.264,
0.76,-1.89105,-0.74917,7.34174,7.16979,-4.45171,-3.16193,8.65669,3.28064,-0.548113,-0.0295091,-5.7117,-12.7065,2.80758,-1.0039,9.92878,17.9711,-4.84318,-3.39705,0.360499,-11.2481,2.0599,15.9156,-15.9571,-27.9777,
0.765,-0.720126,-0.930376,7.77946,7.11906,-4.25909,-3.13956,9.34989,3.65481,-0.388504,0.0563155,-5.82071,-12.39,3.68673,-1.29486,9.97571,17.8964,-4.61678,-3.49994,0.50384,-10.9798,2.08505,15.891,-16.0147,-27.7513,
0.77,-2.43805,-1.11787,7.68765,7.06228,-4.71706,-3.11331,10.0479,4.03757,-0.462766,0.1463,-5.9729,-12.0733,2.29304,-1.59902,10.8605,17.8294,-5.23217,-3.60104,0.672466,-10.731,2.11826,15.8663,-16.1284,-27.5877,
0.775,-1.06795,-1.30758,8.25579,7.02165,-4.33929,-3.08647,10.6545,4.42752,-0.459008,0.254006,-6.08457,-11.753,3.97256,-1.88015,10.7137,17.7643,-4.77486,-3.70181,0.868442,-10.4768,2.15715,15.8491,-16.1855,-27.473,
0.78,-3.00046,-1.52685,8.30182,6.99651,-4.82729,-3.05806,11.1827,4.80891,-0.477247,0.373582,-6.21466,-11.4333,2.44974,-2.08579,11.2856,17.67,-5.19785,-3.80003,1.09223,-10.1791,2.19831,15.8434,-16.2845,-27.3888,
0.785,-2.26685,-1.81263,7.88035,6.96263,-4.41473,-3.02253,11.6219,5.16716,-0.486618,0.47968,-6.31409,-11.1183,3.32074,-2.1737,11.4533,17.5314,-5.03136,-3.8913,1.34395,-9.80449,2.23763,15.8554,-16.3303,-27.319,
0.79,-3.85107,-2.15743,8.73193,6.89098,-4.7108,-2.9791,11.9774,5.5156,-0.475901,0.553954,-6.38187,-10.803,1.21344,-2.10506,11.1038,17.3651,-4.79209,-3.97511,1.62144,-9.33031,2.27096,15.9055,-16.3864,-27.2525,
0.795,-3.48066,-2.53871,8.49759,6.76717,-4.45946,-2.92995,12.213,5.86971,-0.489612,0.593022,-6.49353,-10.4828,3.07854,-1.88322,12.1969,17.1721,-5.42911,-4.05569,1.92259,-8.75053,2.29558,15.9946,-16.4366,-27.1782,
0.8,-4.86672,-2.93522,8.42563,6.59011,-4.48926,-2.87793,12.3688,6.23859,-0.485497,0.599528,-6.56206,-10.1527,1.12233,-1.57285,11.2335,16.9566,-4.93503,-4.13734,3.88861,-8.08905,2.52129,16.1029,-16.4522,-27.0858,
0.805,-5.19796,-3.33743,8.62048,6.3876,-4.55394,-2.82619,12.4109,6.61473,-0.509859,0.588315,-6.69028,-9.81431,1.8229,-1.26942,12.4402,16.7338,-5.10458,-4.21719,0.813897,-7.38494,2.07597,16.1998,-16.5185,-26.9634,
0.81,-6.31654,-3.7556,8.14196,6.18498,-4.28144,-2.77537,12.4136,6.9822,-0.487154,0.569055,-6.69846,-9.4695,0.106943,-1.04054,11.3526,16.5315,-4.63238,-4.29267,1.07023,-6.67091,2.04354,16.2696,-16.5079,-26.8032,
0.815,-6.9121,-4.22342,8.51929,6.00717,-4.45219,-2.72241,12.3006,7.31181,-0.532419,0.544507,-6.82515,-9.12789,0.666306,-0.912585,12.6433,16.3934,-5.18597,-4.37005,1.34039,-5.96907,1.99622,16.3206,-16.5749,-26.6007,
0.82,-8.04823,-4.76958,8.26381,5.88735,-4.34539,-2.66825,12.2602,7.57136,-0.606974,0.524022,-6.62871,-8.80974,-0.676379,-0.912557,12.0842,16.3528,-4.8217,-4.45653,1.64461,-5.30105,1.94138,16.3581,-16.5998,-26.3531,
0.825,-8.65723,-5.38915,8.54359,5.81578,-4.54214,-2.61483,12.1211,7.75579,-0.70957,0.505057,-6.59018,-8.52657,-0.371712,-1.06789,13.2253,16.4317,-5.03706,-4.55637,1.96806,-4.69066,1.87396,16.3824,-16.693,-26.0632,
0.83,-9.63754,-6.0389,8.40847,5.76309,-4.45757,-2.56451,11.9894,7.89517,-0.77237,0.482978,-6.54287,-8.27418,-1.1496,-1.39303,13.3029,16.6409,-5.16083,-4.66855,2.28282,-4.1562,1.80428,16.3945,-16.7172,-25.7419,
0.835,-10.4227,-6.64823,8.55054,5.69861,-4.49129,-2.52234,11.8763,8.0381,-0.844041,0.456868,-6.58062,-8.04783,-2.43643,-1.88897,13.607,16.9671,-4.63197,-4.79043,2.6365,-3.69911,1.63542,16.3872,-16.7518,-25.3952,
0.84,-11.1921,-7.10623,8.70328,5.57954,-4.5057,-2.49175,11.8449,8.2529,-0.912733,0.429135,-6.65239,-7.85234,-2.69479,-2.54267,14.0827,17.3723,-5.10753,-4.92168,2.83631,-3.30578,1.76663,16.3459,-16.766,-25.0215,
0.845,-12.0597,-7.37828,8.76652,5.39901,-4.50129,-2.47085,11.9651,8.58717,-0.960667,0.393174,-6.73582,-7.69094,-4.64764,-3.34402,14.0638,17.8377,-4.18162,-5.06482,3.17172,-2.97581,1.59315,16.2658,-16.7811,-24.6275,
0.85,-13.1286,-7.45255,8.72612,5.16822,-4.14743,-2.46189,12.2491,9.0772,-1.01316,0.347132,-6.87518,-7.5562,-4.44156,-4.28308,15.5247,18.3557,-5.2292,-5.21813,3.48461,-2.71863,1.46458,16.1493,-16.7594,-24.23,
0.855,-14.4549,-7.35373,9.03548,4.92363,-3.85726,-2.46635,12.7084,9.72614,-1.08253,0.298609,-7.11447,-7.43596,-5.04432,-5.33808,16.5703,18.9008,-5.00174,-5.3738,3.81386,-2.52659,1.29945,15.9902,-16.682,-23.8344,
0.86,-14.6161,-7.14947,9.24267,4.71839,-3.97966,-2.48476,13.3557,10.5032,-1.128,0.255377,-7.23592,-7.31529,-6.49156,-6.40487,16.882,19.3974,-4.7237,-5.52433,4.08095,-2.35002,1.13217,15.7869,-16.5993,-23.441,
0.865,-14.9854,-6.93288,9.15581,4.58363,-4.01859,-2.51254,14.3533,11.3551,-0.988767,0.209526,-7.33179,-7.18616,-8.18372,-7.42206,17.1014,19.8133,-4.49198,-5.66727,4.27574,-2.15136,0.931371,15.5432,-16.5203,-23.0495,
0.87,-15.6637,-6.7932,9.01337,4.54877,-4.0161,-2.54674,14.9697,12.2218,-1.2597,0.157815,-7.42994,-7.04819,-9.62461,-8.36738,17.505,20.1516,-4.2595,-5.80311,4.37552,-1.91375,0.720643,15.2687,-16.4831,-22.664,
0.875,-15.9803,-6.80972,9.22937,4.62997,-4.14847,-2.58514,16.6904,13.049,-0.600577,0.0956902,-7.58774,-6.90494,-10.4426,-9.16484,18.4305,20.3727,-4.33597,-5.92603,4.58425,-1.59339,0.668972,14.9741,-16.4907,-22.2889,
0.88,-16.2924,-7.05327,9.36422,4.80593,-4.27232,-2.61828,16.502,13.7913,-1.50116,0.00024199,-7.7128,-6.76683,-11.214,-9.75873,19.3591,20.4505,-4.39777,-6.02872,4.8521,-1.15301,0.696154,14.6665,-16.5207,-21.9262,
0.885,-16.6385,-7.55593,9.38757,5.06647,-4.25532,-2.64358,18.3153,14.4218,-0.610117,-0.133037,-7.8269,-6.64285,-12.5408,-10.1316,19.8478,20.4004,-4.23194,-6.11024,5.01323,-0.571923,0.615451,14.3585,-16.5113,-21.5833,
0.89,-17.1526,-8.30497,9.19183,5.40196,-4.18218,-2.65836,17.992,14.9401,-1.34822,-0.29545,-7.89784,-6.5343,-14.2223,-10.3004,20.0566,20.2671,-3.93272,-6.17343,5.12911,0.160752,0.521502,14.0679,-16.4751,-21.2718,
0.895,-17.7226,-9.26054,8.91232,5.77668,-4.10888,-2.65425,19.0758,15.37,-0.766197,-0.487761,-7.99363,-6.43752,-15.8634,-10.2883,20.2353,20.1216,-3.65935,-6.23251,5.21978,1.05012,0.440247,13.8255,-16.4296,-21.0061,
0.9,-18.2173,-10.3579,8.72156,6.13075,-4.1243,-2.62521,18.8651,15.756,-1.05089,-0.720467,-8.07383,-6.35037,-17.2473,-10.1496,20.5593,20.0455,-3.48392,-6.30455,5.2845,2.07471,0.369572,13.6558,-16.397,-20.8012,
0.905,-18.4093,-11.5058,8.92344,6.40236,-4.29449,-2.5703,19.2863,16.1625,-0.644593,-1.00235,-12.4606,-6.26979,-17.9141,-9.98209,21.4673,20.1296,-3.58739,-6.4035,5.3221,3.17405,0.308278,13.5725,-16.3998,-20.6761,
0.91,-18.9169,-12.6204,8.7177,6.53794,-4.28619,-2.48921,17.8657,16.6522,-1.50913,-1.34029,-4.84488,-6.1963,-18.9504,-9.88305,21.7549,20.4515,-3.47159,-6.54175,5.33099,4.28183,0.25719,13.5814,-16.3827,-20.642,
0.915,-19.5858,-13.6384,8.42308,6.51736,-4.28247,-2.38539,17.8248,17.2714,-1.16884,-1.72825,-4.82991,-6.13115,-19.9598,-9.91678,21.9596,21.0423,-3.3775,-6.73019,5.31083,5.35568,0.216003,13.6777,-16.3603,-20.6893,
0.92,-20.2645,-14.5348,8.19644,6.34576,-4.29408,-2.26219,17.074,18.027,-1.31479,-2.15844,-4.77405,-6.07471,-20.721,-10.127,22.3237,21.8812,-3.34338,-6.97093,5.26437,6.37145,0.184661,13.8369,-16.3397,-20.7971,
0.925,-20.983,-15.3024,7.91471,6.07836,-4.27421,-2.12889,16.5492,18.8865,-1.29765,-2.59621,-4.73054,-6.02407,-21.3854,-10.546,22.5994,22.9046,-3.3187,-7.25422,5.19719,7.31203,0.162169,14.0195,-16.3271,-20.94,
0.93,-21.4703,-15.9522,7.9399,5.79026,-4.41814,-1.99923,16.1501,19.7939,-1.28171,-2.99867,-4.73951,-5.97837,-21.484,-11.1809,23.389,24.048,-3.51512,-7.56165,5.11261,8.15184,0.147675,14.1963,-16.3414,-21.1015,
0.935,-21.9853,-16.4811,7.76174,5.55074,-4.48901,-1.89014,15.9374,20.7108,-1.27002,-3.32857,-4.73125,-5.93435,-21.6191,-11.9965,23.9412,25.2432,-3.66386,-7.87777,5.01574,8.88029,0.140395,14.3514,-16.3639,-21.2677,
0.94,-22.3345,-16.8742,7.76521,5.41654,-4.6682,-1.82154,16,21.6251,-1.26411,-3.55704,-4.76093,-5.88181,-20.8914,-12.922,24.5858,26.4105,-4.03065,-8.19131,5.25822,9.51404,0.0366597,14.4736,-16.4055,-21.4218,
0.945,-22.4799,-17.1433,7.84302,5.45464,-4.80829,-1.8185,16.4045,22.5298,-1.24142,-3.6538,-4.79285,-5.82229,-21.3347,-13.8726,25.703,27.4777,-4.26401,-8.49401,4.68568,10.0807,0.171263,14.5594,-16.452,-21.5521,
0.95,-21.8474,-17.3288,9.2197,5.70819,-5.72795,-1.89788,17.1864,23.4305,-1.27084,-3.60416,-5.01264,-5.76314,-21.8069,-14.7782,26.1271,28.3877,-1.44368,-8.77516,4.59794,10.6107,0.16636,14.603,-16.567,-21.6479,
0.955,-20.4417,-17.5001,11.5784,6.15365,-7.02082,-2.0487,14.6502,24.3346,-0.146182,-3.43759,-5.28491,-5.70756,-27.9984,-15.5922,27.1688,29.1113,1.67893,-9.03065,4.48667,11.1347,0.169534,14.6084,-16.763,-21.7123,
0.96,-20.7853,-17.743,10.6359,6.72938,-6.60925,-2.24501,21.4886,25.2291,-1.5783,-3.20354,-5.18589,-5.65349,-25.2143,-16.2714,27.7946,29.6489,-0.228977,-9.26558,4.35917,11.6912,0.178753,14.5938,-16.8335,-21.7604,
0.965,-20.9418,-18.1142,10.6232,7.3848,-6.69852,-2.46324,22.4827,26.0892,-1.1933,-2.93308,-5.26573,-5.60334,-23.5337,-16.7659,29.3091,30.0341,-1.50732,-9.49605,4.22234,12.3262,0.192076,14.5957,-16.8966,-21.8128,
