mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.00453612,0,0,0.0036289,0.0465583,0.0939547,0,0,
addlong_r,0.0268424,0.0413436,0.0377941,0.0353156,0.0234543,0,0.0456114,0.0496365,
addmagDist_r,0.00860484,0.00204325,0.0716781,0.00143564,0.00879646,0,0.0771214,0.0116238,
addmagIsch_r,0.00166071,0,0.0107084,0,0,0.00390255,0.0363537,0.00807849,
addmagMid_r,0,0.00744456,0.0538968,0,0,0.0350133,0.0317798,0,
addmagProx_r,0,0,0.212737,0.0347382,0.300332,0.261471,0.106855,0.0103273,
bflh_r,0.0752825,0.0272493,0.0050047,0.411328,0,0.0072059,0.019356,0.094815,
bfsh_r,0.0752859,0.0272541,0.00499975,0.411327,0,0.00718101,0.0193607,0.0948139,
edl_r,0.013533,0.0012506,0.000220075,0.0114482,0.0162308,0.00445115,0.0150885,0.0216057,
ehl_r,0.0455458,0.0213824,0.0231451,0.0486979,0,0.0114601,0.0260318,0.0403854,
fdl_r,0.0825893,0.0283395,0.0946968,0.0817355,0.0809635,0.0773342,0.0801261,0.0848024,
fhl_r,0.0556185,0.0732274,0.0661651,0.084486,0.0629012,0.0812706,0.025716,0.0676632,
gaslat_r,0.00676848,0,0.0715655,0,0.0413527,0.0280341,0,0,
gasmed_r,0.0197153,0.0435376,0,0.12285,0.0457237,0.0593017,0.0521512,0.0457888,
glmax1_r,0.0113857,0.0478514,0.000355666,0.0545983,0.0689414,0.0994449,0.00624177,0.0431161,
glmax2_r,0.0113857,0.0478515,0.000355656,0.0545983,0.0689415,0.0994449,0.00624176,0.043116,
glmax3_r,0.0113857,0.0478515,0.000355662,0.0545983,0.0689414,0.0994449,0.00624176,0.0431161,
glmed1_r,0,0,0,0,0,0.00325778,0.00870282,0,
glmed2_r,0.00014099,0.00101104,0,0,0,0,0.00630429,0.000471822,
glmed3_r,0.000208495,0.00124488,0.00580319,0,0,0.000739831,0,0,
glmin1_r,0,0,0,0,0,0.0017653,0,0.00147208,
glmin2_r,0.0148063,0.00675282,0.0224879,0.00640416,0.00815221,0.0276935,0.0209835,0.0105693,
glmin3_r,0.0629974,0.0615516,0.0642265,0.0581797,0.0621433,0.0668595,0.0590727,0.0615193,
grac_r,0.00230123,0.0372892,0.0218571,0.0395575,0.0108068,0.0263665,0.0521605,0.0290187,
iliacus_r,0,0.000672095,0,0,0.128438,0.0641287,0,0,
perbrev_r,0,0.0120763,0.111156,0.0854917,0.00593098,0.074724,0.0318351,0.00183937,
perlong_r,1.45095e-05,0,0.117384,0.0426998,0.00304798,0,0.00713333,0,
piri_r,0.0611578,0.0722337,0.0551344,0.0668262,0.0650893,0.0560373,0.0556884,0.0602301,
psoas_r,0.0733189,0.127061,0.0690553,0.164557,0.318206,0.315108,0.0764403,0,
recfem_r,0.025119,0.0523389,0.271938,0.154889,0.0910826,0,0.00282958,0.0567046,
sart_r,0.0251189,0.0523388,0.271938,0.15489,0.0910828,0,0.00282926,0.0567049,
semimem_r,0.0697382,0.0195164,0.00755551,0.412228,0.0033004,0.0110097,0.0110056,0.10701,
semiten_r,0.0752815,0.0272479,0.0050062,0.411328,0,0.00721296,0.0193547,0.0948154,
soleus_r,0.0126077,0,0.113678,0,0.0444299,0.0153802,0.00102982,0.00558931,
tfl_r,0.0251188,0.0523387,0.271938,0.15489,0.0910828,0,0.00282932,0.0567049,
tibant_r,0.0101101,0.0111695,0.0179749,0.0252712,0.0208747,0.038261,0.0182848,0.021636,
tibpost_r,0.0699837,0.086504,0.0573589,0.0739296,0.0662893,0.0748414,0.0194218,0.0971009,
vasint_r,0.123625,0.161467,0.251122,0.124027,0.165074,0.201541,0.180935,0.154433,
vaslat_r,0.271843,0.0648143,0,0.0807417,0.0117492,0.00376355,0,0.152714,
vasmed_r,0.271846,0.064816,0,0.0807397,0.0117498,0.00376343,0,0.152713,
addbrev_l,0.0123909,0.021577,0,0.0271873,0.0478555,0.245548,0.0359993,0.0165328,
addlong_l,0.00333661,0,0.0413421,0.00042083,0.0123028,0.0645392,0,0.000228391,
addmagDist_l,0.00014537,0.0254247,0.0518115,0.047932,0,0,0.0467872,0.0480331,
addmagIsch_l,0.0245639,0.000817858,0.0661848,0.0235388,0.00345089,0,0.0722349,0.00309251,
addmagMid_l,0.0533955,0.0382947,0.0498149,0.0284312,0.0648152,0.07997,0.109149,0.0386794,
addmagProx_l,0.227424,0.127187,0.302523,0.174006,0.343346,0.457071,0.31654,0.155406,
bflh_l,0.00427297,0.403568,0,0.163217,0.0199363,0,0.018326,0.110617,
bfsh_l,0.00427292,0.403568,0,0.163217,0.0199363,0,0.018326,0.110617,
edl_l,0.00874115,0.0261354,0.0479549,0.00851704,0.00422987,0.0515726,0.0335868,0.00721703,
ehl_l,0.0149118,0.0350828,0.0255204,0.0641255,0.0253365,0.0542518,0.00569345,0.0261927,
fdl_l,0.0906173,0.0799064,0.0850953,0.0896223,0.0910465,0.0830257,0.0817716,0.0968005,
fhl_l,0.0846641,0.0430424,0.107977,0.0895502,0.100107,0.0845697,0.084979,0.0225501,
gaslat_l,0.0705651,0.0275797,0.0463541,0.0479565,0.0520224,0.0504544,0.0368169,0.00166458,
gasmed_l,0.00172964,0.109037,0.313327,0.192628,0.0289123,0.147268,0.00545748,0.0140476,
glmax1_l,0.0700214,0.063701,0.0831375,0.0718575,0.00474366,0.281491,0.0036927,0.0762846,
glmax2_l,0.0700254,0.0637041,0.0831373,0.071854,0.00474318,0.28149,0.00369231,0.0762814,
glmax3_l,0.0700295,0.063706,0.0831379,0.0718491,0.00474249,0.281491,0.0036917,0.0762792,
glmed1_l,0.00293293,0.00560684,0,0.0067776,0.00145449,0.00556569,0,0,
glmed2_l,0.00486093,0.00473253,0,0.00493766,0.0064257,0,0.0068967,0.00453638,
glmed3_l,0,0,0,0,0,0,0,0,
glmin1_l,0,0,0,0,0,0,0.000428126,0,
glmin2_l,0.0531904,0.0337778,0.0643934,0.0595154,0.0501271,0.00214049,0.0619526,0.0263501,
glmin3_l,0.0576451,0.059518,0.0612154,0.0723042,0.0479781,0.0569614,0.0584948,0.059583,
grac_l,0,0.015216,0.0195334,0.00597122,0.0154895,0.00210151,0.0203829,0.0244997,
iliacus_l,0.00866055,0.0121279,0.0168407,0.0287752,0.0735395,0.159237,0.0144415,0.00763844,
perbrev_l,0.152489,0.233394,0.261375,0.200644,0.167685,0.244662,0.233192,0.20502,
perlong_l,0.205185,0.273204,0.131274,0.262473,0.246341,0.318806,0.214695,0.111639,
piri_l,0.0632898,0.0447256,0.0436447,0.0385444,0.0743828,0.0461388,0.0470116,0.0660706,
psoas_l,0.29243,0.183758,0.177173,0.183799,0.29856,0.368685,0.229441,0.138145,
recfem_l,0.0217442,0.0366569,0.264792,0.0342255,0.00465434,0.00423411,0.169888,0.0759407,
sart_l,0.0217515,0.0366199,0.264834,0.0342192,0.00467218,0.00388331,0.169941,0.0760201,
semimem_l,0.00427291,0.403568,0,0.163217,0.0199363,0,0.018326,0.110617,
semiten_l,0.004273,0.403568,0,0.163217,0.0199363,0,0.018326,0.110617,
soleus_l,0.143553,0.185276,0.289414,0.193375,0.214164,0.236413,0.207594,0.0785758,
