iteration,loss,learning rate,
1,2071.71,0.02,
2,1286.22,0.02,
3,1167.49,0.02,
4,801.672,0.02,
5,706.852,0.02,
6,707.229,0.02,
7,804.439,0.02,
8,731.396,0.02,
9,737.636,0.02,
10,761.44,0.02,
11,797.252,0.02,
12,831.491,0.02,
13,859.5,0.02,
14,878.582,0.02,
15,888.387,0.02,
16,900.485,0.02,
17,917.077,0.02,
18,942.038,0.02,
19,960.861,0.02,
20,974.272,0.02,
21,979.663,0.02,
22,994.544,0.02,
23,990.113,0.02,
24,992.911,0.02,
25,998.017,0.02,
