time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.14,-29.7823,-23.6551,-10.1694,-3.63987,1.80442,1.70143,13.6766,15.1698,-14.8311,-0.054262,9.19345,-1.10594,-5.91955,7.35293,-3.72377,-0.191492,0.772148,3.78705,-5.43604,0.362947,
0.145,-30.3668,-24.2038,-9.40796,-5.6023,1.46541,1.89045,13.2068,13.8141,-16.0656,0.176335,10.5314,-0.42858,-5.87139,7.2253,-3.84921,-0.198998,2.51696,3.789,-5.7281,0.350375,
0.15,-29.044,-23.1632,-12.5603,-7.31047,2.17273,2.00924,9.20526,11.981,-13.806,0.420863,12.8218,0.484615,-0.449378,6.95294,-3.33912,-0.198101,0.676075,3.71445,-4.38388,0.344184,
0.155,-26.2879,-22.9813,-15.1176,-8.91037,2.63379,2.17455,6.65332,10.1434,-14.2879,0.641597,13.7617,1.65588,1.9287,6.53835,-3.12493,-0.188171,0.292475,3.55163,-3.56692,0.345967,
0.16,-24.8816,-23.3894,-16.0597,-10.3623,2.44939,2.3739,4.59326,8.21013,-12.8655,0.828726,14.826,3.09912,0.364223,5.9925,-3.29912,-0.16924,0.214262,3.29134,-2.72669,0.357371,
0.165,-25.7598,-23.7158,-15.4244,-11.6284,2.06009,2.57381,3.05258,6.08813,-12.5564,0.959881,15.8006,4.81805,2.49356,5.33489,-2.71572,-0.14213,0.189351,2.92771,-1.73262,0.380043,
0.17,-25.8356,-23.9783,-15.6721,-12.7262,1.76264,2.77586,1.69742,3.80263,-12.3939,1.01459,16.5142,6.80499,1.77456,4.59285,-2.69042,-0.108574,-0.0427594,2.45869,-0.73348,0.415572,
0.175,-25.7332,-24.2987,-16.1453,-13.6909,1.68004,2.98939,0.452089,1.38061,-12.3065,0.976042,16.8451,9.0405,2.36676,3.80026,-2.42898,-0.0713005,-0.52462,1.88633,0.110668,0.465406,
0.18,-25.6677,-24.6463,-17.1762,-14.5526,1.80819,3.21611,-1.91659,-1.1553,-12.0371,0.827276,17.8505,11.4938,2.01232,2.99575,-2.42043,-0.0340889,-0.620572,1.21678,0.865733,0.530757,
0.185,-25.4048,-24.9724,-17.9106,-15.3462,1.81343,3.45757,-3.15808,-3.7732,-12.1392,0.554071,18.6465,14.124,2.53681,2.22045,-2.09271,-0.00175518,-1.19922,0.460091,1.43045,0.612476,
0.19,-24.7638,-25.2869,-19.1609,-16.1076,2.00578,3.71827,-5.61548,-6.4332,-11.929,0.145716,19.7831,16.8816,2.60547,1.51548,-2.00496,0.019967,-1.78925,-0.370191,1.43255,0.710934,
0.195,-24.1597,-25.6109,-20.1925,-16.8739,2.10775,4.0038,-8.07703,-9.09459,-11.9252,-0.405475,21.2665,19.7108,3.52433,0.922387,-1.71075,0.0242682,-2.15569,-1.25749,1.81402,0.825896,
0.2,-23.0809,-25.9613,-21.7346,-17.6754,2.42048,4.31859,-9.86733,-11.716,-12.6986,-1.10326,21.7142,22.5516,3.63883,0.478253,-1.6741,0.00378507,-3.59133,-2.18303,1.85449,0.956457,
0.205,-22.8133,-26.3554,-23.3139,-18.5395,2.81897,4.66675,-12.2717,-14.2565,-11.7822,-1.9479,22.9174,25.342,5.64094,0.204097,-1.29427,-0.047676,-3.87571,-3.12692,2.23222,1.10105,
0.21,-22.6196,-26.8083,-24.9093,-19.4872,2.95439,5.05121,-14.7614,-16.6799,-17.7009,-2.93511,23.9016,28.0203,2.56732,0.114129,-1.90882,-0.135988,-6.64851,-4.06854,2.12641,1.25735,
0.215,-22.8592,-27.3334,-26.362,-20.5344,3.22003,5.47384,-16.8748,-18.953,-12.5238,-4.05699,25.0085,30.5274,6.17516,0.209575,-1.1762,-0.2655,-7.71549,-4.98743,2.66506,1.42231,
