time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,
3.6,0.000718986,0.82822,0.0337133,0.084783,0.995098,0.589408,
3.605,0,0.934276,0,0.175035,1,0.422981,
3.61,0.000632935,1,0.0857518,0.16334,0.717416,0.568268,
3.615,6.31081e-05,0.991276,0,0.351508,0.646389,0.4834,
3.62,0.0144966,0.955667,0.155323,0.226766,0.505891,0.607751,
3.625,0.400015,0.825297,0.0166683,0.364118,0.346535,0.441785,
3.63,0.175417,0.535111,0.23938,0.514405,0.311198,0.471736,
3.635,0.451975,0.892633,0,0.421925,0.29442,0.330629,
3.64,0.032615,0.509647,0.334314,0.861971,0.146146,0.260563,
3.645,0.521866,0.709947,0,0.581399,0.2124,0.257833,
3.65,0.255295,0.581081,0.190296,0.796429,0.114652,0.24409,
3.655,0.639046,0.505156,0,0.863339,0.145428,0,
3.66,0.307521,0.486509,0.081744,1,0.112868,0.111099,
3.665,0.12627,0.475555,0,0.774262,0.624373,0.221393,
3.67,0.429448,0.411899,0.262813,0.862576,0,0.113083,
3.675,0.650726,0.465518,0,0.329884,0.642692,0.238629,
3.68,0.838108,0.450297,0.283182,0.541027,0,0.0802231,
3.685,0.547563,0.408173,0.00485838,0.855908,0.282074,0.0400211,
3.69,0.974522,0.385427,0.167911,0.526537,0,0.134037,
3.695,0.381555,0.333768,0.285622,0.909998,0.020741,0.13731,
3.7,0.383948,0.232012,0.487809,0.714346,0.00494033,0.256097,
3.705,0.507764,0.246575,0.251108,0.782006,0.17249,0.131043,
3.71,0.851025,0.223039,0.359097,0.251566,0,0.53197,
3.715,0.879437,0.227928,0.369416,0.170113,0.00174161,0.591584,
3.72,0.928958,0.226815,0.384423,0.085066,0.0426672,0.597875,
3.725,0.794329,0.206186,0.375391,0.214465,0.0601133,0.577801,
3.73,1,0.196837,0.422735,0.0383445,0.00455328,0.602251,
3.735,0.592042,0.142526,0.421147,0.268467,0.133995,0.638671,
3.74,0.947937,0.0852563,0.502172,0.0782666,0,0.610641,
3.745,0.352603,0.0306534,0.609436,0.194742,0.197974,0.797402,
3.75,0.448929,0.0412011,0.841392,0.0266566,0,0.864446,
3.755,0,0.026594,0.892816,0.15673,0.132759,0.97131,
3.76,0.218456,0,1,0.00948927,0,0.969303,
3.765,0.0593499,0.0841138,0.908228,0.10825,0.0665707,0.968351,
3.77,0.276471,0.00984381,0.950978,0,0.0102446,0.95726,
3.775,0.00131367,0.200351,0.83845,0.14429,0.0657601,0.970193,
3.78,0.218868,0,0.990444,0,0,0.980839,
3.785,0,0.239365,0.828525,0.158876,0.048222,0.96457,
3.79,0.220829,0,0.98889,0,0,0.981492,
3.795,0.00877488,0.274639,0.834203,0.0755555,0.0665155,1,
