iteration,loss,learning rate,
1,4316.72,0.02,
2,3929.02,0.02,
3,3614.11,0.02,
4,3306.69,0.02,
5,3001.6,0.02,
6,2694.91,0.02,
7,2390.1,0.02,
8,2094.72,0.02,
9,1805.87,0.02,
10,1657.76,0.02,
11,1600.46,0.02,
12,1565.95,0.02,
13,1548.97,0.02,
14,1532.17,0.02,
15,1514.21,0.02,
16,1509.64,0.02,
17,1500.47,0.02,
18,1488.67,0.02,
19,1477.07,0.02,
20,1468.36,0.02,
21,1462.57,0.02,
22,1457.5,0.02,
23,1453.83,0.02,
24,1451.06,0.02,
25,1448.28,0.02,
26,1446.25,0.02,
27,1443.79,0.02,
28,1441.11,0.02,
29,1440.73,0.02,
30,1435.83,0.02,
31,1435.31,0.02,
32,1437.01,0.02,
33,1439.65,0.02,
34,1445.45,0.02,
35,1447.96,0.02,
36,1448.31,0.02,
37,1449.57,0.02,
38,1449.71,0.02,
39,1449.44,0.02,
40,1448.81,0.02,
41,1447.9,0.02,
42,1446.9,0.02,
43,1445.67,0.02,
44,1444.11,0.02,
45,1442.57,0.02,
46,1441.18,0.02,
47,1439.4,0.02,
48,1436.71,0.02,
49,1434.01,0.02,
50,1431.55,0.02,
51,1429.19,0.02,
52,1426.6,0.02,
53,1424.15,0.02,
54,1421.57,0.02,
55,1418.79,0.02,
56,1415.96,0.02,
57,1414.28,0.02,
58,1410.53,0.02,
59,1408.01,0.02,
60,1405,0.02,
61,1402.65,0.02,
62,1402.97,0.02,
63,1400.83,0.02,
64,1398.49,0.02,
65,1396.31,0.02,
66,1394.2,0.02,
67,1392.89,0.02,
68,1390.76,0.02,
69,1389.15,0.02,
70,1387.26,0.02,
71,1385.56,0.02,
72,1384.48,0.02,
73,1383.45,0.02,
74,1383.01,0.02,
75,1381.8,0.02,
76,1380.47,0.02,
77,1378.99,0.02,
78,1376.64,0.02,
79,1375.72,0.02,
80,1373.9,0.02,
81,1372.22,0.02,
82,1370.81,0.02,
83,1369.77,0.02,
84,1368.25,0.02,
85,1367.02,0.02,
86,1365.69,0.02,
87,1365.51,0.02,
88,1364.77,0.02,
89,1363.48,0.02,
90,1362.23,0.02,
91,1361.1,0.02,
92,1360.66,0.02,
93,1359.32,0.02,
94,1359.63,0.02,
95,1359.29,0.02,
96,1360.81,0.02,
97,1358.62,0.02,
98,1358.16,0.02,
99,1357.07,0.02,
100,1356.55,0.02,
101,1355.76,0.02,
102,1354.74,0.02,
103,1354.52,0.02,
104,1353.78,0.02,
105,1353.17,0.02,
106,1352.51,0.02,
107,1351.9,0.02,
108,1351.09,0.02,
109,1350.33,0.02,
110,1349.83,0.02,
111,1350.8,0.02,
112,1348.64,0.02,
113,1348.56,0.02,
114,1348.31,0.02,
115,1347.76,0.02,
116,1347.14,0.02,
117,1346.85,0.02,
118,1346.66,0.02,
119,1345.95,0.02,
120,1345.51,0.02,
121,1345.22,0.02,
122,1345.03,0.02,
123,1344.74,0.02,
124,1343.71,0.02,
125,1343.05,0.02,
126,1342.03,0.02,
127,1340.95,0.02,
128,1340.13,0.02,
129,1339.17,0.02,
130,1338.86,0.02,
131,1338.24,0.02,
132,1338,0.02,
133,1337.87,0.02,
134,1337.4,0.02,
135,1337.09,0.02,
136,1337.33,0.02,
137,1337.32,0.02,
138,1336.91,0.02,
139,1336.56,0.02,
140,1336.34,0.02,
141,1336.48,0.02,
142,1337.26,0.02,
143,1337.29,0.02,
144,1337.07,0.02,
145,1337.08,0.02,
146,1336.95,0.02,
147,1337.18,0.02,
148,1340.17,0.02,
149,1337.83,0.02,
150,1338.81,0.02,
151,1337.64,0.02,
152,1337.45,0.02,
153,1337.16,0.02,
154,1337.13,0.02,
155,1336.63,0.02,
156,1336.57,0.02,
157,1336.35,0.02,
158,1336.3,0.02,
159,1336.04,0.02,
160,1336.23,0.02,
161,1335.92,0.02,
162,1335.75,0.02,
163,1335.61,0.02,
164,1335.21,0.02,
165,1334.8,0.02,
166,1334.52,0.02,
167,1334.03,0.02,
168,1333.7,0.02,
169,1333.56,0.02,
170,1333.12,0.02,
171,1333.04,0.02,
172,1332.88,0.02,
173,1332.74,0.02,
174,1332.47,0.02,
175,1328.82,0.02,
176,1328.49,0.02,
177,1328.14,0.02,
178,1327.8,0.02,
179,1327.67,0.02,
180,1327.39,0.02,
181,1327.28,0.02,
182,1327.24,0.02,
183,1327.25,0.02,
184,1327.13,0.02,
185,1326.96,0.02,
186,1326.91,0.02,
187,1326.88,0.02,
188,1327.02,0.02,
189,1326.97,0.02,
190,1326.88,0.02,
191,1326.95,0.02,
192,1326.53,0.02,
193,1326.12,0.02,
194,1325.77,0.02,
195,1325.49,0.02,
196,1325.44,0.02,
197,1325.64,0.02,
198,1325.73,0.02,
199,1325.61,0.02,
200,1325.13,0.02,
201,1325.15,0.02,
202,1325.26,0.02,
203,1325,0.02,
204,1324.84,0.02,
205,1324.59,0.02,
206,1324.53,0.02,
207,1324.12,0.02,
208,1323.92,0.02,
209,1323.87,0.02,
210,1323.55,0.02,
211,1323.66,0.02,
212,1323.59,0.02,
213,1323.33,0.02,
214,1323.57,0.02,
215,1323.42,0.02,
216,1323.48,0.02,
217,1323.49,0.02,
218,1323.55,0.02,
219,1323.26,0.02,
220,1323.34,0.02,
221,1323.34,0.02,
222,1323.19,0.02,
223,1322.97,0.02,
224,1322.9,0.02,
225,1322.6,0.02,
226,1322.49,0.02,
227,1322.42,0.02,
228,1322.38,0.02,
229,1322.24,0.02,
230,1321.99,0.02,
231,1321.94,0.02,
232,1322.28,0.02,
233,1322.67,0.02,
234,1322.42,0.02,
235,1322.27,0.02,
236,1321.98,0.02,
237,1321.62,0.02,
238,1321.39,0.02,
239,1320.97,0.02,
240,1320.48,0.02,
241,1320.12,0.02,
242,1319.92,0.02,
243,1319.35,0.02,
244,1319.2,0.02,
245,1318.84,0.02,
246,1318.47,0.02,
247,1318.45,0.02,
248,1318.25,0.02,
249,1318.33,0.02,
250,1318.25,0.02,
251,1317.87,0.02,
252,1317.78,0.02,
253,1317.54,0.02,
254,1317.55,0.02,
255,1317.56,0.02,
256,1317.31,0.02,
257,1317.23,0.02,
258,1316.63,0.02,
259,1316.99,0.02,
260,1317.33,0.02,
261,1317.5,0.02,
262,1317.2,0.02,
263,1318.57,0.02,
264,1319.5,0.02,
265,1320.4,0.02,
266,1320.16,0.02,
267,1318.18,0.02,
268,1318.83,0.02,
269,1320.5,0.02,
270,1320.96,0.02,
271,1318.79,0.02,
272,1318.56,0.02,
273,1319.88,0.02,
274,1321.01,0.02,
275,1320.69,0.02,
276,1320.02,0.02,
277,1318.97,0.02,
278,1318.17,0.02,
