time,synergy1,synergy2,synergy3,synergy4,
2.295,1,0.105295,1.08699e-13,2.22526e-42,
2.3,1,0.105295,5.83618e-14,1.25977e-42,
2.305,1,0.105295,6.01237e-14,1.21493e-42,
2.31,1,0.105295,6.8384e-14,1.54984e-42,
2.315,0.999706,0.108915,5.34527e-13,4.31922e-41,
2.32,0.999322,0.112685,1.58661e-12,5.31175e-40,
2.325,0.998836,0.116599,1.302e-11,1.04234e-38,
2.33,0.998243,0.120648,2.10448e-10,1.60187e-37,
2.335,0.997535,0.124823,1.67839e-09,5.755e-35,
2.34,0.996703,0.129115,6.31558e-09,1.87527e-34,
2.345,0.995744,0.133514,7.20038e-08,9.75213e-33,
2.35,0.994652,0.13801,7.26275e-07,4.76749e-31,
2.355,0.993421,0.142593,9.5187e-06,1.06265e-29,
2.36,0.992007,0.147225,0.000106529,7.97031e-28,
2.365,0.989992,0.151619,0.00110707,3.00555e-25,
2.37,0.985707,0.154643,0.00628512,3.44284e-24,
2.375,0.978839,0.156068,0.016245,1.85839e-22,
2.38,0.972486,0.15796,0.0249237,4.1308e-20,
2.385,0.966779,0.160414,0.0320753,2.72816e-18,
2.39,0.961175,0.163052,0.0387688,4.07044e-16,
2.395,0.95549,0.165742,0.0453694,2.73975e-14,
2.4,0.949673,0.168445,0.0519694,6.39061e-14,
2.405,0.943719,0.171153,0.0585919,6.5066e-10,
2.41,0.937627,0.17386,0.0652374,5.76835e-08,
2.415,0.931393,0.176564,0.0719013,1.02979e-05,
2.42,0.922853,0.176091,0.0785416,0.00594991,
2.425,0.911412,0.171495,0.0862714,0.0181149,
2.43,0.903592,0.172577,0.0934128,0.0207612,
2.435,0.895935,0.17404,0.100235,0.0230289,
2.44,0.888149,0.175533,0.107006,0.0253454,
2.445,0.880218,0.177053,0.113752,0.0277218,
2.45,0.872149,0.178617,0.120462,0.0301553,
2.455,0.863936,0.180232,0.127139,0.0326479,
2.46,0.855582,0.181916,0.133785,0.0351912,
2.465,0.847091,0.183669,0.140405,0.0377894,
2.47,0.838462,0.185508,0.146997,0.0404393,
2.475,0.8297,0.187437,0.153569,0.0431375,
2.48,0.820808,0.189463,0.160125,0.0458784,
2.485,0.811794,0.191591,0.166669,0.048663,
2.49,0.802655,0.193824,0.173216,0.0514835,
2.495,0.793407,0.196166,0.179759,0.0543387,
2.5,0.784055,0.198623,0.186302,0.0572199,
2.505,0.774599,0.201189,0.192861,0.0601291,
2.51,0.765057,0.203873,0.199421,0.0630549,
2.515,0.755429,0.20667,0.206,0.065997,
2.52,0.74573,0.209584,0.212584,0.0689513,
2.525,0.735961,0.212615,0.219184,0.0719075,
2.53,0.726135,0.215757,0.225799,0.0748665,
2.535,0.71626,0.219016,0.232418,0.077823,
2.54,0.706345,0.222385,0.239046,0.0807711,
2.545,0.696399,0.22586,0.24568,0.0837094,
2.55,0.686429,0.229441,0.252319,0.0866328,
2.555,0.676449,0.233121,0.258958,0.0895376,
2.56,0.666465,0.236897,0.265591,0.0924234,
2.565,0.656493,0.240769,0.272212,0.0952822,
2.57,0.646545,0.244729,0.27882,0.0981133,
2.575,0.636633,0.248775,0.285402,0.100914,
2.58,0.626774,0.252907,0.291946,0.103681,
2.585,0.616983,0.257119,0.298448,0.106412,
2.59,0.607272,0.261409,0.304899,0.109102,
2.595,0.597662,0.265781,0.311275,0.11175,
2.6,0.588176,0.270232,0.317566,0.114353,
2.605,0.578829,0.274761,0.323754,0.116906,
2.61,0.569643,0.27937,0.329817,0.119412,
2.615,0.560646,0.284059,0.335743,0.121862,
2.62,0.551857,0.288825,0.341507,0.124255,
2.625,0.543305,0.293669,0.347091,0.12659,
2.63,0.535014,0.298588,0.352476,0.128861,
2.635,0.527011,0.303579,0.357644,0.131067,
2.64,0.519327,0.308644,0.362567,0.133202,
2.645,0.511986,0.313775,0.367231,0.135269,
2.65,0.505019,0.318966,0.371627,0.137257,
2.655,0.498446,0.32421,0.375737,0.13917,
2.66,0.492298,0.329501,0.379549,0.141001,
2.665,0.48659,0.334828,0.38306,0.142744,
2.67,0.481351,0.340182,0.386251,0.144399,
2.675,0.476594,0.345548,0.38913,0.14596,
2.68,0.472329,0.350912,0.391699,0.147427,
2.685,0.468577,0.356258,0.393954,0.148791,
2.69,0.465345,0.361572,0.395905,0.150049,
2.695,0.462631,0.366834,0.39756,0.151201,
2.7,0.460445,0.372029,0.398926,0.15224,
2.705,0.458779,0.377137,0.40002,0.153164,
2.71,0.457633,0.382145,0.400854,0.153966,
2.715,0.456999,0.387036,0.401434,0.154647,
2.72,0.45687,0.391798,0.401773,0.155206,
2.725,0.457229,0.396416,0.401893,0.155634,
2.73,0.458066,0.400885,0.401792,0.155935,
