time,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,hip_flexion_r,hip_flexion_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,hip_flexion_l,hip_flexion_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
4.425,23.0953,-363.227,48.7028,-158.464,-116.048,1579.16,6.21304,1585.84,-67.9539,-70.2591,-6.85842,-625.624,32.3708,-146.765,-59.8628,1789.41,16.8484,666.817,-84.5748,-84.0357,
4.43,23.1883,-162.806,48.5067,-327.957,-115.723,1993.25,6.77813,1683.49,-76.5732,-77.5585,-7.18588,-569.776,32.3645,-277.864,-59.7418,1886.76,16.9037,828.67,-87.6514,-87.7416,
4.435,23.2682,-420.956,48.2953,-123.404,-115.449,1393.67,7.45478,1561.4,-70.9534,-77.3676,-7.78024,-687.925,32.3972,-83.8434,-59.5288,1773.05,16.9565,579.846,-86.1584,-80.358,
4.44,23.3622,-167.929,48.081,-328.423,-115.116,2067.87,8.24135,1650.97,-77.3699,-78.5943,-6.82732,-532.138,32.2374,-301.327,-59.8305,1853.48,17.0067,838.039,-87.8603,-88.6136,
4.445,23.4776,-415.203,47.8548,-130.135,-114.78,1428.68,9.13313,1534.59,-70.0402,-75.3908,-7.10012,-695.514,32.24,-80.6142,-59.7183,1749.25,17.0544,571.143,-88.2969,-80.2265,
4.45,23.6014,-188.596,47.6172,-309.075,-114.488,1959.9,10.1192,1647.16,-80.0986,-79.9517,-7.60663,-555.645,32.2789,-282.238,-59.5269,1922.07,17.0999,781.213,-84.9613,-84.6664,
4.455,23.7545,-356.18,47.3818,-174.412,-114.121,1645.54,11.1909,1533.39,-73.5488,-75.3947,-6.77229,-644.958,32.1528,-141.135,-59.7765,1759,17.1435,631.965,-84.6176,-80.0622,
4.46,23.9295,-347.688,47.1323,-187.216,-113.75,1601.05,12.3439,1554.74,-79.036,-76.8362,-7.01567,-646.357,32.1703,-161.374,-59.6648,1839.33,17.1849,617.637,-81.2889,-81.2879,
4.465,24.1365,-202.902,46.8715,-303.561,-113.425,1958.78,13.5636,1594.24,-72.9762,-78.9577,-7.49421,-559.27,32.2237,-253.342,-59.4728,1821.3,17.2243,757.4,-84.5146,-84.9015,
4.47,24.3868,-387.08,46.6002,-172.926,-113.068,1557.47,14.8394,1524.49,-79.4515,-78.5314,-6.6531,-676.024,32.1144,-135.868,-59.7096,1840.79,17.2621,578.34,-82.5201,-80.9142,
4.475,24.6822,-266.188,46.3278,-241.538,-112.665,1809.76,16.16,1543,-72.4267,-73.5613,-6.88833,-594.48,32.147,-209.838,-59.5887,1797.53,17.2981,677.527,-80.9991,-82.2953,
4.48,25.0314,-388.742,46.0419,-173.513,-112.24,1621.91,17.5105,1462.73,-74.1189,-76.3339,-7.29815,-660.156,32.2056,-131.964,-59.4066,1775.94,17.3323,577.045,-82.7375,-82.7986,
4.485,25.4253,-229.655,45.7444,-284.772,-111.813,1935.62,18.882,1581.99,-68.93,-75.9473,-6.56876,-529.676,32.1235,-273.975,-59.5981,1849.48,17.3648,730.717,-88.5048,-90.4757,
4.49,25.8732,-363.401,45.4439,-197.953,-111.309,1598.1,20.2605,1464.85,-73.8468,-73.171,-6.83897,-716.276,32.1707,-118.367,-59.4635,1855.57,17.3958,538.685,-83.8218,-80.3458,
4.495,26.3701,-301.355,45.1297,-212.847,-110.817,1719.68,21.6303,1509.24,-70.0207,-72.631,-6.73035,-592.91,32.1712,-194.053,-59.4493,1772.99,17.4251,628.623,-85.9794,-86.2162,
4.5,26.923,-278.47,44.8001,-255.645,-110.285,1739.83,22.9826,1505.62,-75.7795,-75.3469,-7.09493,-652.3,32.2314,-182.983,-59.2774,1914.17,17.4528,582.25,-87.0621,-83.0302,
4.505,27.761,-424.205,44.477,-131.474,-109.664,1558.02,24.3007,1426.34,-71.3258,-66.6428,-6.41241,-628.612,32.1587,-140.352,-59.442,1719.89,17.4792,559.565,-80.3131,-82.1141,
4.51,28.4758,-194.519,44.2224,-335.564,-108.169,2060.93,25.5815,1507.87,-74.8072,-74.7995,-6.7126,-550.002,32.2079,-272.021,-59.2876,1908.97,17.5043,695.142,-90.7601,-90.2712,
4.515,29.1467,-464.029,43.8067,-111.804,-108.146,1396.92,26.8036,1388.19,-70.8335,-69.156,-6.51609,-710.445,32.1912,-82.7028,-59.2916,1758.32,17.528,457.768,-82.4568,-77.2283,
4.52,29.8891,-170.335,43.4168,-335.052,-107.71,1998.9,27.9623,1512.44,-75.9903,-73.9164,-6.69802,-548.692,32.2193,-269.017,-59.1738,1921.84,17.5507,685.397,-88.8737,-88.124,
4.525,30.6847,-448.396,43.0456,-146.691,-107.034,1550.18,29.048,1390.45,-70.1557,-72.4552,-6.42059,-672.454,32.183,-130.832,-59.2028,1832.88,17.572,482.144,-83.8775,-80.0994,
4.53,31.5075,-268.953,42.6708,-236.423,-106.34,1779.61,30.0446,1416.01,-73.3397,-67.3056,-6.63139,-600.083,32.2038,-188.581,-59.0762,1777.04,17.5921,594.66,-84.0769,-83.8529,
4.535,32.3656,-362.359,42.2828,-218.601,-105.587,1678.66,30.9474,1436.89,-66.7238,-77.3093,-6.34622,-625.219,32.1563,-182.818,-59.1073,1911.82,17.6109,525.482,-84.5111,-82.3463,
4.54,33.2434,-325.238,41.8925,-182.283,-104.764,1645.41,31.7584,1350.33,-74.1597,-71.7961,-6.56523,-640.187,32.1659,-143.15,-58.9795,1755.13,17.6283,524.219,-82.436,-82.9899,
4.545,34.115,-341.143,41.4972,-238.042,-103.947,1754.38,32.4768,1432.96,-73.3604,-73.8953,-6.28168,-638.405,32.1066,-194.243,-59.0106,1911.95,17.6442,556.266,-86.5101,-85.5649,
4.55,34.992,-259.433,41.09,-270.515,-103.08,1848.71,33.0944,1392.45,-78.1485,-75.2562,-6.51289,-559.781,32.1058,-223.967,-58.8801,1902.65,17.6586,565.607,-82.9788,-84.8349,
4.555,35.8585,-390.685,40.6772,-164.578,-102.198,1571.85,33.6157,1352.07,-75.1526,-73.998,-6.21641,-662.7,32.0335,-133.835,-58.9153,1780.28,17.6715,488.817,-86.3698,-84.4831,
4.56,36.7156,-312.16,40.2486,-226.85,-101.33,1698.99,34.0384,1372.51,-80.1222,-75.0031,-6.49181,-632.211,32.0271,-172.454,-58.7715,1876.03,17.6829,505.139,-80.5646,-84.3085,
4.565,37.5548,-335.152,39.813,-226.029,-100.374,1725.61,34.369,1375.27,-76.3825,-75.9951,-6.13583,-629.256,31.9371,-185.928,-58.8245,1866.62,17.6926,523.599,-86.0926,-86.2042,
4.57,38.6719,-416.51,39.3253,-158.375,-99.0835,1501.97,34.6064,1318.75,-81.3494,-74.076,-6.45899,-683.528,31.9263,-111.353,-58.664,1805.98,17.7007,433.711,-82.7769,-83.8087,
4.575,39.4375,-221.286,38.9047,-327.337,-98.3386,2016.35,34.7565,1410.47,-77.5971,-78.0443,-6.05956,-552.818,31.8219,-270.758,-58.7288,1952.33,17.7073,614.632,-89.6672,-90.6847,
4.58,40.1893,-529.533,38.4588,-86.1358,-97.5152,1369.72,34.8255,1246.86,-79.3181,-71.286,-6.29699,-708.606,31.7926,-58.3057,-58.5873,1730.18,17.7126,375.649,-83.141,-83.086,
4.585,40.9233,-131.826,38.0059,-374.565,-96.6725,2037.8,34.817,1427.76,-75.0107,-78.0372,-6.06109,-562.669,31.6982,-285.228,-58.5977,2026.1,17.7163,602.916,-88.6385,-90.7575,
4.59,41.6404,-559.884,37.5613,-74.3219,-95.7435,1382.24,34.739,1224.35,-78.2084,-67.9334,-6.2827,-677.318,31.659,-66.9522,-58.4673,1698.5,17.719,376.322,-84.4316,-85.6736,
4.595,42.3388,-193.08,37.1113,-341.86,-94.8342,2017.13,34.6012,1397.27,-74.5678,-72.9544,-5.95224,-583.267,31.5493,-261.237,-58.5177,1994.42,17.7203,580.906,-88.7955,-90.9606,
4.6,43.0321,-429.098,36.6577,-165.725,-93.9259,1476.39,34.4097,1287,-77.605,-67.0049,-6.07403,-705.102,31.4923,-105.236,-58.4244,1861.16,17.7207,388.607,-84.723,-84.9833,
4.605,43.712,-350.355,36.2143,-218.016,-93.0159,1845.44,34.1728,1284.99,-73.1914,-63.8188,-5.91172,-577.191,31.3971,-201.089,-58.3988,1792.98,17.7076,523.247,-86.2032,-88.128,
4.61,44.3875,-364.728,35.7783,-213.455,-92.1261,1606.52,33.8969,1319.41,-77.9138,-65.7274,-6.00353,-685.219,31.3292,-149.842,-58.3077,1938.04,17.7179,421.687,-82.2981,-87.9772,
4.615,45.0614,-323.887,35.3477,-237.803,-91.2819,1811.64,33.5876,1294.13,-70.8045,-64.6681,-5.74584,-618.017,31.215,-187.082,-58.307,1882.35,17.7148,486.02,-88.5761,-89.7022,
4.62,45.7411,-468.601,34.9664,-147.661,-90.1096,1503.44,33.2546,1258.46,-74.6619,-60.6086,-5.7824,-677.53,31.1331,-120.074,-58.215,1824.04,17.7108,386.654,-84.262,-85.0382,
4.625,46.419,-184.826,34.5866,-345.485,-89.0526,2018.47,32.9008,1357.02,-71.1235,-67.6092,-5.6691,-608.38,31.0288,-255.858,-58.1662,2079.15,17.7059,539.831,-86.8473,-89.6914,
4.63,47.105,-542.919,34.2103,-88.4314,-88.1501,1415.31,32.5355,1184.54,-73.9751,-61.272,-5.67061,-682.81,30.9344,-60.7869,-58.0826,1684.81,17.7004,337.826,-82.9058,-84.0362,
4.635,47.8093,-201.225,33.8473,-351.632,-87.3135,2041.52,32.1629,1354.37,-68.7516,-67.3433,-5.54186,-592.667,30.8195,-292.535,-58.0371,2166.86,17.6943,535.664,-89.2795,-92.0871,
4.64,48.5197,-532.515,33.5057,-93.0969,-86.5237,1399.53,31.7806,1179.12,-75.4328,-64.6514,-5.55123,-686.143,30.7169,-54.7694,-57.9507,1690.99,17.6876,330.23,-84.2741,-86.5529,
4.645,49.2549,-195.758,33.1845,-349.066,-85.7636,2040.9,31.3947,1340.52,-69.9887,-68.2398,-5.45075,-559.891,30.596,-278.636,-57.8986,2092.29,17.6804,525.91,-91.9898,-93.1279,
4.65,50.0008,-495.206,32.8894,-128.636,-85.0329,1531.67,31.0031,1196.93,-74.8454,-65.4039,-5.46323,-724.159,30.4842,-103.849,-57.8157,1846.9,17.6727,357.083,-83.5641,-85.9884,
4.655,50.7624,-317.095,32.6147,-248.787,-84.3308,1801.27,30.6062,1258.68,-70.6854,-66.2637,-5.38394,-581.926,30.3567,-197.286,-57.7627,1905.53,17.6641,453.886,-89.0677,-91.958,
4.66,51.5404,-382.623,32.3702,-217.083,-83.6615,1715.22,30.2022,1251.7,-76.945,-69.3077,-5.40998,-657.673,30.2381,-175.715,-57.6812,1979.72,17.6549,402.054,-93.161,-90.4148,
4.665,52.3252,-453.046,32.153,-146.925,-83.0297,1645.44,29.7865,1176.65,-72.7296,-66.1536,-5.33768,-639.739,30.104,-127.794,-57.6303,1754.71,17.6447,402.85,-89.4287,-90.5789,
4.67,53.1195,-265.053,31.9678,-319.72,-82.435,1891.85,29.3541,1333.26,-80.3169,-74.7927,-5.38657,-643.053,29.9821,-251.617,-57.5459,2244.9,17.6332,425.582,-88.6968,-91.4346,
4.675,53.9096,-430.489,31.815,-167.602,-81.8867,1678.9,28.9018,1159,-77.235,-65.7915,-5.30462,-622.083,29.8428,-125.789,-57.5006,1746.91,17.6204,408.109,-89.071,-91.6688,
4.68,54.6974,-429.823,31.6934,-171.911,-81.3821,1612.1,28.4251,1229.08,-82.7954,-70.4105,-5.38828,-709.4,29.7233,-157.746,-57.4082,1983.16,17.606,348.86,-89.0961,-92.5989,
4.685,55.4674,-362.077,31.6119,-243.48,-80.9263,1834.22,27.9204,1219.6,-79.9434,-67.2364,-5.27747,-576.963,29.5804,-180.273,-57.3718,1905.06,17.5897,446.978,-89.1269,-93.0105,
4.69,56.2228,-298.593,31.5667,-275.565,-80.5242,1935.11,27.3774,1251.79,-82.2936,-66.3353,-5.39746,-629.927,29.4671,-243.734,-57.2693,2123.15,17.5714,443.214,-88.3613,-93.0371,
4.695,56.947,-541.436,31.5614,-92.9222,-80.1822,1401.6,26.7951,1125.58,-77.7649,-72.3518,-5.25672,-658.15,29.3249,-77.3347,-57.2402,1750.37,17.5509,286.935,-88.8008,-93.6344,
4.7,57.6352,-250.789,31.593,-347.037,-79.9002,2144.76,26.1665,1281.83,-77.4972,-62.8798,-5.40286,-620.546,29.2216,-262.303,-57.1292,2224.09,17.5282,472.83,-96.4648,-95.5146,
4.705,58.2723,-519.737,31.6671,-96.2318,-79.6987,1286.82,25.4847,1153.19,-73.3938,-65.9715,-5.23858,-733.854,29.0852,-68.265,-57.1046,1771.93,17.5029,276.717,-94.9496,-93.2943,
4.71,58.8589,-226.665,31.7779,-353.798,-79.5478,2181.21,24.7472,1258.17,-79.1028,-64.8902,-5.39743,-559.045,28.9927,-282.082,-56.9879,2145.89,17.4753,484.185,-97.4553,-98.2598,
4.715,59.3821,-540.691,31.9263,-108.553,-79.4795,1250.62,23.9515,1175.48,-74.3167,-65.7972,-5.22131,-774.46,28.8653,-58.9368,-56.9631,1802.48,17.4449,279.086,-94.625,-93.2478,
4.72,59.84,-231.577,32.1185,-327.822,-79.5166,2131.62,23.0923,1226.95,-77.1635,-61.8475,-5.37199,-583.951,28.7832,-256.364,-56.8445,2106.73,17.4123,467.481,-100.39,-102.633,
4.725,60.2215,-468.328,32.3377,-175.08,-79.6103,1577.42,22.1709,1175.28,-71.9186,-63.3142,-5.20189,-661.278,28.6691,-150.111,-56.8131,1977.47,17.3775,317.407,-96.1601,-95.1693,
4.73,60.5152,-505.532,32.5986,-141.289,-79.7928,1713.08,21.1846,1121.4,-74.6076,-59.0335,-5.32285,-701.604,28.5963,-116.322,-56.698,1813,17.3407,363.108,-95.2348,-95.8662,
4.735,60.7185,-195.924,32.8903,-352.054,-80.0509,2016.62,20.1389,1254.35,-68.807,-65.0138,-5.17641,-576.961,28.4983,-281.374,-56.6542,2275.49,17.3024,421.044,-105.213,-105.941,
4.74,60.8235,-593.609,33.218,-99.9869,-80.3894,1414.12,19.0332,1130.85,-72.2748,-64.6394,-5.25311,-777.248,28.4335,-54.6152,-56.5458,1799.02,17.2625,273.635,-94.0246,-95.2638,
4.745,60.8389,-247.307,33.571,-332.992,-80.7953,2094.13,17.8744,1230.95,-66.854,-66.7008,-5.14728,-595.212,28.3534,-261.656,-56.485,2187.95,17.2221,434.442,-98.7341,-104.552,
4.75,60.747,-481.57,33.9581,-163.742,-81.2723,1701.55,16.6675,1117.52,-71.4309,-62.7935,-5.20038,-698.574,28.2977,-132.346,-56.3835,1920.72,17.1813,322.928,-99.5351,-99.5854,
4.755,60.5585,-465.15,34.3709,-175.179,-81.8135,1519.56,15.419,1194.06,-66.9841,-67.3541,-5.00202,-749.089,28.2184,-133.093,-56.3414,2033.57,17.1414,301.315,-100.577,-100.095,
4.76,60.2784,-271.648,34.8103,-327.128,-82.4153,2179.76,14.1374,1187.7,-73.2492,-68.5334,-5.06341,-548.893,28.1736,-254.827,-56.24,1980.75,17.1073,481.131,-102.992,-109.245,
4.765,59.908,-463.313,35.2795,-181.243,-83.0768,1360.38,12.8294,1222.4,-69.1238,-70.6796,-4.91839,-832.702,28.1091,-105.391,-56.1882,2054.5,17.0672,266.073,-101.373,-101.979,
4.77,59.451,-390.199,35.7771,-233.212,-83.7914,1997.21,11.5058,1127.09,-70.9032,-63.8664,-4.96655,-591.83,28.0702,-204.885,-56.0845,1954.17,17.0314,404.141,-95.5181,-106.246,
4.775,58.9199,-480.909,36.2969,-183.24,-84.5522,1563.21,10.1692,1163.52,-68.0898,-66.6039,-4.81457,-734.034,28.0096,-132.792,-56.0359,2009.8,16.9995,288.226,-99.8484,-97.9679,
4.78,58.3235,-362.927,36.8446,-248.887,-85.3599,1976.7,8.83522,1154.25,-72.2295,-69.7721,-4.8425,-659.364,27.9713,-188.221,-55.9404,2092.66,16.9716,379.585,-91.4154,-111.759,
4.785,57.6671,-374.008,37.4182,-268.203,-86.2087,1832.89,7.50821,1198.84,-68.3365,-67.4651,-4.71739,-677.278,27.9144,-203.706,-55.8895,2167.13,16.9488,347.824,-102.571,-101.999,
4.79,56.9639,-465.942,38.017,-180.267,-87.0935,1753.49,6.19919,1093.53,-70.8373,-65.3618,-4.7219,-631.584,27.8712,-150.88,-55.8071,1884.97,16.9312,343.519,-95.2502,-108.134,
4.795,56.2188,-428.069,38.6402,-229.972,-88.0129,1786.18,4.90883,1178.93,-67.3655,-65.0949,-4.62046,-698.743,27.8133,-176.57,-55.7577,2109.72,16.9194,315.303,-103.173,-103.207,
4.8,55.4447,-417.847,39.2827,-220.179,-88.9604,1813.94,3.6532,1133.32,-71.0509,-67.5511,-4.60869,-707.541,27.7633,-173.132,-55.6905,2035.32,16.9135,351.331,-98.0503,-106.944,
4.805,54.6455,-431.119,39.9466,-226.019,-89.933,1772.76,2.43231,1151.89,-66.548,-62.5064,-4.53413,-684.576,27.7033,-170.347,-55.6469,2097.49,16.914,300.015,-104.214,-103.923,
4.81,53.8331,-372.216,40.6202,-256.095,-90.9835,1896.28,1.25586,1154.69,-69.6137,-63.3809,-4.51448,-687.971,27.6474,-183.424,-55.5964,2064.04,16.9206,352.672,-100.638,-104.188,
4.815,53.017,-537.503,41.3104,-150.109,-92.0738,1557.69,0.124212,1110.27,-64.4568,-63.5855,-4.46497,-733.044,27.5863,-116.073,-55.5614,1968.48,16.9333,266.634,-102.979,-101.51,
4.82,52.2002,-257.073,42.0142,-353.75,-93.1766,2178.2,-0.952274,1194.33,-68.7979,-62.3567,-4.44411,-610.958,27.5281,-271.405,-55.5262,2328.49,16.9516,383.354,-98.7364,-108.511,
4.825,51.3938,-580.155,42.7295,-116.625,-94.2917,1505.16,-1.96976,1055.01,-63.424,-57.2944,-4.41383,-726.718,27.4693,-71.6408,-55.5005,1764.87,16.9753,255.466,-101.602,-100.389,
4.83,50.861,-285.682,43.4278,-317.531,-95.4305,2092.39,-2.92438,1196.23,-67.5827,-61.8077,-4.39783,-640.178,27.4142,-270.465,-55.4777,2434.87,17.0037,337.709,-103.008,-106.29,
4.835,50.0653,-533.575,44.1671,-182.731,-96.5703,1813.31,-3.79957,1041.74,-61.5713,-55.8836,-4.38069,-633.41,27.3616,-146.931,-55.4612,1924.52,17.0365,281.541,-104.698,-104.985,
4.84,49.3005,-507.308,44.9097,-161.93,-97.7008,1568.64,-4.63377,1165.48,-68.2515,-60.5201,-4.37139,-786.922,27.3145,-143.01,-55.4477,2054.69,17.0726,286.591,-106.515,-106.232,
4.845,48.5532,-287.047,45.6544,-375.4,-98.83,2054.5,-5.40061,1148.73,-63.3659,-67.8732,-4.3628,-562.977,27.2724,-205.469,-55.4383,2076.91,17.1116,336.356,-108.567,-111.461,
4.85,47.8251,-310.236,46.3972,-211.256,-99.9616,2104,-6.10247,998.002,-57.3689,-49.1146,-4.35841,-720.102,27.2368,-210.318,-55.4313,2354.59,17.1529,269.541,-99.9704,-98.8272,
4.855,47.1093,-534.644,47.1357,-227.078,-101.087,1828.19,-6.73757,1059.69,-53.826,-60.9619,-4.35404,-651.437,27.2076,-150.749,-55.4264,2139.55,17.1954,189.482,-104.212,-104.256,
4.86,46.407,-407.755,47.8689,-236.181,-102.21,1914.28,-7.30879,1116.14,-70.6073,-63.84,-4.35133,-713.155,27.1847,-202.866,-55.4227,2108.68,17.2386,318.568,-109.203,-110.47,
4.865,45.7095,-555.113,48.5938,-159.865,-103.324,1662.88,-7.81493,1047.72,-62.9452,-56.6121,-4.3473,-689.479,27.1674,-114.782,-55.4201,1981.44,17.2822,221.523,-103.544,-103.536,
4.87,45.0197,-304.204,49.3058,-341.713,-104.426,2299.06,-8.26303,1124.81,-73.9032,-61.1827,-4.34323,-618.884,27.1549,-283.384,-55.4177,2387.91,17.3255,319.206,-108.319,-111.644,
4.875,44.3285,-546.581,50.0047,-147.437,-105.516,1203.07,-8.64854,1134.76,-65.0409,-67.4448,-4.33636,-871.669,27.146,-52.5252,-55.4152,1900.27,17.3678,175.984,-102.986,-102.766,
4.88,43.639,-231.797,50.689,-378.566,-106.59,2345.32,-8.97764,1105.63,-64.3836,-63.4051,-4.3287,-543.344,27.14,-284.52,-55.412,2197.18,17.409,367.753,-106.49,-113.561,
4.885,42.9372,-547.13,51.3574,-170.437,-107.645,1556.21,-9.2505,1103.91,-60.4316,-59.8278,-4.31721,-794.154,27.135,-130.766,-55.4082,2139.26,17.4486,187.16,-106.603,-106.064,
4.89,42.2346,-515.23,52.0047,-182.055,-108.682,1854.69,-9.4715,1001.65,-66.2691,-56.1699,-4.30466,-662.322,27.1302,-145.394,-55.4029,1902.13,17.4864,247.094,-107.131,-107.91,
4.895,41.5262,-300.457,52.6295,-338.28,-109.698,2213.53,-9.64373,1112.32,-63.8109,-57.2234,-4.28803,-635.493,27.1236,-280.27,-55.3967,2534.61,17.522,254.248,-104.169,-104.714,
4.9,40.8101,-635.2,53.2295,-113.639,-110.693,1460.27,-9.76979,1021.81,-66.3302,-56.0433,-4.27069,-776.861,27.1144,-74.8239,-55.3886,1851.08,17.5554,156.646,-103.391,-104.278,
4.905,40.0898,-276.583,53.802,-360.236,-111.662,2299.31,-9.8537,1093.67,-59.4002,-56.9236,-4.24881,-606.479,27.1011,-289.015,-55.3787,2469.44,17.5862,268.835,-105.481,-106.346,
4.91,39.3626,-550.095,54.3463,-167.693,-112.606,1646.24,-9.89656,1042.02,-60.6142,-51.213,-4.22664,-758.056,27.0829,-111.21,-55.3664,1979.46,17.6142,175.129,-103.941,-103.358,
4.915,38.6282,-423.72,54.8588,-252.787,-113.521,1922.62,-9.90004,1057.61,-56.746,-52.6672,-4.20057,-737.315,27.0579,-211.152,-55.3515,2295.07,17.6394,192.022,-104.166,-106.384,
4.92,37.8902,-468.65,55.3406,-225.994,-114.41,1916.66,-9.87192,1041.41,-61.3941,-49.1357,-4.17408,-658.557,27.0259,-174.463,-55.3336,2115.15,17.6617,208.567,-107.122,-105.783,
4.925,37.1597,-467.392,55.7889,-237.899,-115.265,1918.31,-9.81131,1026.91,-56.5807,-47.1172,-4.14516,-704.15,26.986,-189.296,-55.3124,2131.58,17.6807,202.866,-103.386,-103.119,
4.93,36.4326,-436.292,56.2039,-247.605,-116.09,1870.39,-9.71984,1080.24,-59.8186,-50.0739,-4.11638,-730.487,26.9374,-191.688,-55.2878,2335.48,17.6965,159.711,-103.78,-107.519,
4.935,35.7149,-584.156,56.5886,-157.697,-116.882,1764.13,-9.59988,968.807,-52.2724,-45.5298,-4.0867,-687.611,26.8799,-152.697,-55.2595,1911.18,17.7089,184.878,-102.441,-102.019,
4.94,35.0143,-262.477,56.9423,-359.277,-117.641,2285.37,-9.45602,1091.79,-54.7771,-49.7958,-4.05791,-649.496,26.8132,-254.207,-55.2276,2603.66,17.7182,194.47,-102.94,-115.178,
4.945,34.3334,-650.111,57.2648,-109.356,-118.363,1389.14,-9.29042,1006.25,-51.0795,-50.2679,-4.02953,-778.958,26.7375,-91.9044,-55.1914,1831.67,17.7239,118.839,-100.417,-99.9855,
4.95,33.6811,-257.962,57.56,-386.103,-119.048,2462.35,-9.1053,1047.44,-54.3072,-51.147,-4.00243,-584.231,26.6525,-290.569,-55.1516,2558.88,17.7262,225.134,-101.532,-115.451,
4.955,33.0597,-647.875,57.8266,-110.98,-119.695,1300.95,-8.90597,1036.82,-52.6183,-53.632,-3.97663,-806.271,26.5582,-78.8164,-55.1075,1887.39,17.7251,95.5385,-103.346,-104.148,
4.96,32.4738,-261.235,58.0668,-380.409,-120.3,2457.56,-8.69469,1028.63,-59.3522,-53.5853,-3.95195,-582.354,26.4548,-278.206,-55.0593,2443.97,17.7204,232.934,-107.054,-113.674,
4.965,31.9226,-563.031,58.2834,-166.211,-120.869,1458.91,-8.48045,1073.45,-57.2139,-62.8281,-3.92837,-799.676,26.3421,-130.938,-55.0067,2101.36,17.7122,112.755,-106.068,-105.772,
4.97,31.4138,-451.067,58.4701,-261.156,-121.396,2139.71,-8.26554,971.731,-56.8018,-53.6591,-3.90522,-636.082,26.2204,-202.112,-54.9494,2144.25,17.7004,200.25,-108.238,-113.485,
4.975,30.9419,-469.713,58.6337,-228.776,-121.883,1797.35,-8.05716,1047.55,-55.2179,-62.0252,-3.88241,-741.508,26.0901,-182.194,-54.8872,2302.02,17.6849,114.1,-108.083,-108.446,
4.98,30.5076,-531.249,58.7716,-221.826,-122.33,1994.75,-7.86103,976.535,-66.1455,-60.198,-3.85948,-656.573,25.9517,-193.495,-54.8201,2146.51,17.6657,172.082,-106.563,-106.067,
4.985,30.1178,-419.02,58.8801,-263.648,-122.731,1894.04,-7.68629,1058.87,-63.5358,-62.2579,-3.8356,-787.128,25.8062,-181.815,-54.7468,2378.44,17.6422,111.972,-106.746,-111.2,
4.99,29.7654,-619.271,58.9617,-154.284,-123.092,1749.59,-7.53776,953.67,-66.0884,-62.9318,-3.81032,-655.181,25.6547,-152.11,-54.6674,1960.8,17.6143,149.962,-107.083,-106.79,
4.995,29.4545,-298.689,59.0188,-357.132,-123.411,2334.88,-7.41848,1054.34,-59.6645,-66.4086,-3.78375,-692.035,25.4983,-273.437,-54.5807,2664,17.5815,154.885,-106.89,-107.246,
5,29.1857,-703.202,59.045,-109.767,-123.683,1470.79,-7.34073,963.601,-67.7515,-65.939,-3.75481,-705.407,25.3385,-101.499,-54.4864,1875.38,17.5431,88.5991,-107.364,-107.764,
5.005,28.9588,-290.258,59.0398,-362.596,-123.911,2397,-7.30637,1033.2,-65.4596,-66.3971,-3.72327,-644.064,25.1777,-269.792,-54.3833,2540.46,17.4985,191.895,-107.434,-108.487,
5.01,28.7652,-596.707,59.0004,-179.236,-124.094,1638.89,-7.32514,1019.52,-69.7933,-66.6674,-3.68807,-792.961,25.0165,-133.992,-54.2708,2148.42,17.4468,94.4939,-108.206,-110.11,
5.015,28.6024,-549.811,58.9318,-193.077,-124.237,1823.04,-7.3974,989.828,-65.6386,-64.5269,-3.6494,-708.911,24.8558,-165.623,-54.1478,2107.98,17.3875,131.898,-107.404,-107.914,
5.02,28.4704,-400.278,58.8283,-315.509,-124.337,2296.83,-7.53069,1014.34,-75.5306,-67.3911,-3.60653,-641.598,24.6963,-252.849,-54.0131,2486.06,17.3192,171.161,-108.389,-113.923,
5.025,28.3706,-530.106,58.6896,-212.147,-124.398,1701.35,-7.73277,1035.12,-70.1692,-65.652,-3.56004,-779.564,24.5386,-148.266,-53.8679,2190.79,17.2416,98.6736,-108.805,-109.737,
5.03,28.2937,-645.06,58.5166,-160.164,-124.444,1799.19,-7.9983,967.199,-71.3534,-64.7985,-3.50917,-734.513,24.3824,-150.865,-53.7097,2077.89,17.153,133.527,-109.645,-115.056,
5.035,28.3028,-340.61,58.3117,-344.34,-124.378,2360.85,-9.09219,1015.61,-68.5023,-67.2169,-3.44791,-633.976,24.2307,-253.609,-53.4779,2555.52,16.9703,157.828,-111.227,-113.862,
5.04,28.2099,-600.421,58.0552,-182.16,-124.423,1572.48,-8.58063,1049.41,-78.3978,-74.3717,-3.39563,-803.498,24.0741,-134.457,-53.3709,2152.04,16.9725,103.013,-111.867,-116.623,
5.045,28.1982,-490.151,57.7808,-256.852,-124.364,2104.77,-9.16116,977.301,-72.7704,-70.3611,-3.33268,-657.866,23.9203,-198.826,-53.1641,2160.84,16.8336,176.721,-112.838,-119.553,
5.05,28.2385,-501.859,57.4739,-246.986,-124.228,1846.63,-10.1569,1061.78,-80.5096,-75.9983,-3.26453,-781.818,23.7702,-184.202,-52.9346,2422.47,16.6598,110.796,-113.93,-116.861,
