time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
0.175,0.290842,0.136226,0.00693237,0.0346818,0.0327662,0.339421,0.40107,0.26847,0.46967,0.508281,0.100467,0.0564321,0.000309838,0.000665166,0.148462,0.244813,0.244268,0.00530135,0.101902,0.0589066,0.0223228,0.0958522,0.487127,0.0694625,0.0182282,0.0749664,0.0555077,0.182473,0.228157,0.0426063,0.0586299,0.393888,0.505178,0.00077308,0.0440963,0.52135,0.0164808,0.0442877,0.247859,0.247279,0.0295801,0.0733619,0.0367054,0.0613778,0.0780545,0.0596039,0.0494329,0.0453412,0.0675049,0.0851209,0.147034,0.123388,0.116102,0.0983569,0.0766158,0.0804913,0.13198,0.124199,0.0590522,0.0390984,0.139147,0.0789416,0.142011,0.133114,0.0580264,0.132957,0.0750214,0.0987014,0.028432,0.00436825,0.00597057,0.0440156,0.0549726,0.0824666,0.00458577,0.104079,0.14139,0.0630852,0.0125779,0.0125937,0.100873,0.137487,0.384118,0.150096,0.80502,0.721053,0.698556,0.116293,0.237155,0.346631,0.331749,0.067202,0.124783,0.130642,0.122604,0.206488,0.125545,0.0775753,0.0835369,0.0491167,
0.18,0.411144,0.141411,0.00729175,0.0351227,0.0340934,0.467353,0.448539,0.262158,0.467403,0.50534,0.0997302,0.0564137,0.000408488,0.00131228,0.145361,0.314214,0.310141,0.00518272,0.10542,0.0645573,0.0220513,0.0962129,0.497815,0.0981944,0.0229747,0.0785946,0.0578517,0.185903,0.260262,0.0428627,0.0810559,0.433904,0.718773,0.00104958,0.0482945,0.516273,0.0175709,0.0459215,0.247835,0.246821,0.0289581,0.0737853,0.0440958,0.0608223,0.0874773,0.05864,0.0494304,0.0440935,0.0675154,0.0840728,0.146304,0.123273,0.12573,0.104818,0.0764369,0.0782852,0.170005,0.131858,0.0595939,0.0414652,0.144347,0.104697,0.141284,0.148843,0.06199,0.133435,0.0756375,0.101786,0.0287873,0.00435715,0.00579077,0.0425601,0.0645123,0.0819215,0.0045492,0.103748,0.140914,0.0655245,0.01218,0.0121779,0.101344,0.141301,0.426028,0.149412,1,0.915221,0.894702,0.122732,0.254756,0.489482,0.394913,0.0687251,0.125999,0.13518,0.150123,0.243573,0.154852,0.08423,0.085064,0.0493273,
0.185,0.517295,0.147851,0.00740414,0.042892,0.036005,0.573925,0.454985,0.259135,0.503023,0.543979,0.118009,0.0684226,0.000744224,0.00184394,0.14393,0.35911,0.350899,0.00672404,0.137157,0.0899816,0.0273614,0.126603,0.635466,0.123495,0.0303435,0.103219,0.0772109,0.23533,0.273857,0.0407764,0.0996457,0.435011,0.910251,0.00177952,0.0480556,0.591461,0.0226646,0.050689,0.235968,0.234945,0.0321524,0.0866619,0.0479965,0.069072,0.0907796,0.0650546,0.0469708,0.042102,0.0782999,0.0953847,0.162536,0.136258,0.129367,0.108185,0.0763773,0.0770331,0.195001,0.170008,0.0704388,0.0542515,0.185158,0.143321,0.159448,0.154689,0.0839921,0.159384,0.0824701,0.124802,0.0354802,0.00435622,0.00567355,0.0410619,0.0678512,0.0895418,0.00454112,0.112328,0.155657,0.0783169,0.0116906,0.0117382,0.117435,0.17605,0.559134,0.172297,1,1,1,0.154045,0.349409,0.615616,0.428215,0.0757535,0.131021,0.169637,0.166295,0.262071,0.172675,0.11095,0.10569,0.0582089,
0.19,0.610796,0.153565,0.00740501,0.0463849,0.0378438,0.662525,0.441305,0.258163,0.532837,0.575881,0.128217,0.0734055,0.000795315,0.00227962,0.143513,0.385583,0.37319,0.00681507,0.147419,0.0941437,0.0291028,0.129268,0.650566,0.145696,0.0370304,0.108532,0.0810665,0.253022,0.277212,0.0385606,0.114884,0.418515,1,0.00195537,0.0459297,0.636032,0.024714,0.0552155,0.224059,0.223245,0.0348328,0.0958729,0.0496418,0.0747541,0.0908177,0.0699689,0.0445112,0.0407087,0.0851187,0.102734,0.174963,0.146649,0.129898,0.10993,0.0763773,0.0766158,0.210093,0.186003,0.077377,0.0588287,0.199079,0.151506,0.172468,0.155244,0.088396,0.173358,0.0885749,0.136563,0.0388056,0.00435622,0.00562497,0.0402152,0.0675531,0.0956899,0.00453984,0.119508,0.167312,0.0873871,0.0113859,0.0114858,0.129413,0.192049,0.579558,0.187187,1,1,1,0.171747,0.362423,0.727105,0.442608,0.0819061,0.135163,0.178875,0.174845,0.269135,0.182704,0.11413,0.113787,0.0646822,
0.195,0.692983,0.159708,0.00720419,0.044724,0.0394838,0.735993,0.417614,0.247422,0.551276,0.594367,0.128943,0.0746458,0.00195462,0.0013118,0.152456,0.39876,0.382509,0.00608448,0.157049,0.0983241,0.0279612,0.127692,0.64987,0.165101,0.0377896,0.106451,0.0787711,0.248681,0.272407,0.0375042,0.127218,0.393952,1,0.00498244,0.0435442,0.652538,0.0267148,0.0575362,0.215186,0.21464,0.0342901,0.0983559,0.0495181,0.0725559,0.0884196,0.0702851,0.0412904,0.0379527,0.089969,0.106923,0.179089,0.150494,0.12954,0.110441,0.077689,0.0773313,0.217787,0.171998,0.0753781,0.0589739,0.193188,0.127111,0.175273,0.152281,0.11641,0.173466,0.0927632,0.131178,0.0617784,0.00453939,0.00575183,0.0374062,0.0649893,0.0980156,0.00471123,0.122344,0.171869,0.0864568,0.0111807,0.0113123,0.133583,0.191911,0.585435,0.189226,1,1,1,0.167686,0.36125,0.825738,0.444348,0.0874368,0.137501,0.179622,0.179034,0.269662,0.188252,0.109385,0.116211,0.068064,
0.2,0.765006,0.165155,0.00686005,0.0410853,0.0408617,0.796589,0.389526,0.231703,0.552098,0.592852,0.12585,0.0747268,0.00422331,0.00130468,0.165872,0.402576,0.383048,0.00530569,0.16037,0.0980725,0.0249574,0.126566,0.63538,0.182001,0.0390627,0.104804,0.0765415,0.231544,0.26246,0.0376251,0.137039,0.366316,1,0.0109625,0.0416037,0.6412,0.0319794,0.0586213,0.209115,0.208808,0.0319969,0.096855,0.0480863,0.0657602,0.0841658,0.0666591,0.0378406,0.0347703,0.0918141,0.108493,0.177282,0.149868,0.128924,0.110007,0.0789411,0.0784045,0.220035,0.156319,0.0693823,0.0582172,0.180768,0.120811,0.171496,0.146708,0.157996,0.166532,0.095466,0.121097,0.106393,0.00499083,0.00616119,0.0341279,0.0610541,0.097062,0.00515139,0.121107,0.171151,0.0858105,0.010992,0.0111362,0.132189,0.186572,0.599068,0.183923,1,1,1,0.161162,0.350604,0.913029,0.437848,0.0954405,0.139967,0.175744,0.18168,0.267654,0.19227,0.102992,0.12298,0.0717233,
0.205,0.827894,0.170305,0.00647061,0.0378619,0.0420996,0.846206,0.360112,0.21408,0.544914,0.582198,0.124269,0.0760505,0.00694052,0.00118542,0.180777,0.399952,0.377944,0.00493567,0.164044,0.0986236,0.0221574,0.132323,0.637904,0.196661,0.0412434,0.10595,0.0773248,0.215743,0.249946,0.0385557,0.144691,0.338148,1,0.0181215,0.0403265,0.623435,0.0392614,0.0590553,0.204871,0.204743,0.0294977,0.0942655,0.0457629,0.0582483,0.078834,0.0617936,0.0347543,0.0320372,0.0927384,0.110482,0.17446,0.148518,0.128974,0.1093,0.0800143,0.0794777,0.21836,0.144438,0.0631672,0.0586714,0.170464,0.115026,0.166748,0.139722,0.207747,0.159655,0.097915,0.111712,0.163815,0.00581785,0.00697831,0.0314597,0.0565824,0.0953366,0.00597048,0.11863,0.169501,0.0876456,0.0107778,0.0109231,0.129059,0.182683,0.621469,0.177949,1,1,1,0.157251,0.346638,0.990282,0.426728,0.106456,0.144913,0.17301,0.18489,0.266124,0.196934,0.0973409,0.135836,0.0771876,
0.21,0.882542,0.173591,0.00609947,0.0349075,0.0427466,0.886371,0.33104,0.196302,0.530239,0.563515,0.123521,0.0775051,0.0095539,0.000811503,0.195206,0.393275,0.369488,0.00490028,0.163447,0.0949518,0.0197232,0.140377,0.638741,0.209306,0.0421989,0.106178,0.0780663,0.198601,0.236183,0.039872,0.150475,0.310734,1,0.0250383,0.0396632,0.59927,0.0464062,0.0581058,0.201529,0.201519,0.0272591,0.0898834,0.0428482,0.051203,0.0729959,0.0565255,0.0323893,0.0301597,0.0918515,0.112314,0.170662,0.146239,0.129566,0.108049,0.0810279,0.0805509,0.213943,0.13219,0.0569971,0.0582594,0.158661,0.100629,0.161182,0.131964,0.253438,0.152086,0.0992863,0.101845,0.2225,0.00714442,0.00834947,0.0297832,0.052051,0.0930772,0.00729522,0.115251,0.166799,0.08997,0.010531,0.0106717,0.123479,0.176762,0.624797,0.17118,1,1,1,0.151826,0.333297,1,0.413513,0.1181,0.15214,0.16785,0.189699,0.266586,0.203279,0.0890632,0.150233,0.0828116,
0.215,0.929772,0.176497,0.00586555,0.0361119,0.0433642,0.918411,0.303256,0.179646,0.520753,0.55076,0.137149,0.0926384,0.0275775,0.0138953,0.207668,0.384152,0.35928,0.0295588,0.180419,0.112124,0.0328513,0.173191,0.679753,0.22016,0.0433591,0.127621,0.0993085,0.201114,0.223682,0.0412055,0.15465,0.28477,1,0.0438433,0.0394448,0.589014,0.06665,0.0572501,0.198364,0.19842,0.0271207,0.089568,0.0397321,0.0478689,0.0676979,0.0546412,0.0308798,0.0292148,0.0922345,0.117787,0.172291,0.148493,0.131669,0.107661,0.0819819,0.0815049,0.207688,0.132148,0.0544673,0.0605869,0.156871,0.0967216,0.161815,0.125143,0.298288,0.152783,0.102503,0.0983406,0.280246,0.00910468,0.0104356,0.0291016,0.0478178,0.09326,0.0092634,0.114829,0.168867,0.0969461,0.0102682,0.0104035,0.120205,0.17758,0.648007,0.170265,1,1,1,0.156225,0.339353,1,0.401646,0.135212,0.166666,0.174804,0.197679,0.271419,0.212978,0.0902935,0.183766,0.0934183,
0.22,0.970331,0.180436,0.0058381,0.0387213,0.0446605,0.94347,0.277346,0.165046,0.520011,0.548048,0.15577,0.110547,0.0422772,0.02533,0.21679,0.373718,0.348362,0.0509082,0.201163,0.129872,0.0487878,0.199545,0.724468,0.229411,0.0408509,0.147221,0.119505,0.213956,0.213089,0.042275,0.157441,0.260702,1,0.0586203,0.0394695,0.593082,0.0854077,0.0563586,0.194827,0.194911,0.0329678,0.0963009,0.0366963,0.0471065,0.0636183,0.0592478,0.0302141,0.029119,0.0936565,0.124671,0.177432,0.153436,0.134859,0.108158,0.0828762,0.0824589,0.200287,0.132852,0.0538148,0.0621252,0.158476,0.0797932,0.166371,0.120214,0.323184,0.157391,0.1066,0.09667,0.319277,0.0118226,0.0133966,0.0292735,0.0440615,0.0953075,0.0120064,0.116828,0.174089,0.102426,0.0100194,0.0101513,0.121805,0.182688,0.65714,0.17344,1,1,1,0.159747,0.346693,1,0.392906,0.152131,0.184031,0.183026,0.20882,0.280588,0.226057,0.0919493,0.212599,0.108399,
