mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0404023,0.0457616,0.0241426,0.0310044,0.0146133,0.00495605,0.00366994,0.035942,
addlong_r,0.0365314,0.0461458,0.0244058,0.0172039,0.0460871,0.0293718,0.0205967,0.00481203,
addmagDist_r,0.0218702,0.0291417,0.0402906,0.00983822,0.0301899,0.0268854,0.00979453,0.0332334,
addmagIsch_r,0.0371895,0.0348199,0.00367157,0.0407213,0.0124181,0.0228514,0.0108448,0.0150757,
addmagMid_r,0.00107511,0.00815654,0.0472065,0.0371833,0.0251146,0.00112818,0.0127439,0.0174543,
addmagProx_r,0.0242767,0.0472709,0.0467403,0.0133747,0.0166763,0.0345902,0.0196132,0.0222592,
bflh_r,3.83998e-09,5.53241e-21,7.15435e-12,0.0704006,5.29058e-08,0.189823,0.000123959,0.0832511,
bfsh_r,6.94224e-09,1.27704e-21,6.74103e-12,0.0703969,5.70058e-08,0.189836,9.65733e-05,0.0832501,
edl_r,0.0281608,0.00470966,0.0437181,0.0424886,0.0157597,0.00200216,0.014962,0.0184651,
ehl_r,0.0330606,0.0318807,0.0376142,0.0292249,0.021036,0.00525495,0.0464385,0.0245191,
fdl_r,0.0309403,0.0404655,0.0412224,0.0192177,0.00323145,0.0137364,0.0252385,0.0473738,
fhl_r,0.0450169,0.00581286,0.0473404,0.0440838,0.0152897,0.00929401,0.00556747,0.0237044,
gaslat_r,0.0406627,0.0229927,0.0344306,0.0209782,0.0467926,0.0171844,0.0423928,0.0224324,
gasmed_r,0.0147675,0.0158505,0.0226474,0.006293,0.0426099,0.0362858,0.0046544,0.0181998,
glmax1_r,0.00429962,0.0441831,0.00176075,0.409996,3.04029e-07,1.97373e-08,0.00829513,5.49802e-05,
glmax2_r,0.00303534,0.0442604,0.00282426,0.409948,5.81629e-07,3.31266e-08,0.00915028,6.2412e-05,
glmax3_r,0.00541627,0.0441259,0.000783312,0.410019,5.87705e-09,2.50909e-08,0.00755786,7.17286e-05,
glmed1_r,0.0253781,0.0256796,0.0153679,0.00457464,0.0312597,0.00817179,0.00233763,0.00976573,
glmed2_r,0.00902377,0.0136684,0.0436384,0.0266005,0.0174898,0.0157706,0.00951903,0.0351418,
glmed3_r,0.0186277,0.00696753,0.0217518,0.0444795,0.00920871,0.0329401,0.0463071,0.000773635,
glmin1_r,0.00243237,0.0471492,0.013239,0.0305255,0.045154,0.0342451,0.0214394,0.0454884,
glmin2_r,0.0337705,0.0196916,0.013482,0.00162544,0.0144197,0.044982,0.0296362,0.0249307,
glmin3_r,0.0241667,0.0229952,0.0461803,0.0366815,0.0070394,0.0202834,0.020763,0.0429912,
grac_r,0.00126963,0.0229199,0.0166155,0.000708092,0.0173278,0.0342914,0.00845553,0.01278,
iliacus_r,0.00967593,0.047477,0.0109447,0.00287881,0.0256367,0.0183515,0.0446391,0.00439101,
perbrev_r,0.0419919,0.0371168,0.0417184,0.0256306,0.0466359,0.0413537,0.00671637,0.0241181,
perlong_r,0.013027,0.0235874,0.0188229,0.0192978,0.043673,0.0116034,0.0230249,0.0244092,
piri_r,0.0413049,0.0473175,0.0360948,0.0121947,0.00417513,0.024177,0.0235723,0.0115258,
psoas_r,0.0434479,0.0316965,0.0373765,0.0204618,0.00252622,0.0172273,0.031516,0.0363153,
