mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0754833,0.0782272,0.0715661,0.120367,0.0907034,0.0208252,0.125501,0.0363977,
addlong_r,0.126684,0.0797369,0.111458,0.106655,0.0140854,0.0613717,0.0502343,0.124321,
addmagDist_r,0.0380349,0.10502,0.0242622,0.112788,0.0619564,0.0511722,0.0998033,0.11957,
addmagIsch_r,0.129086,0.0245692,0.0537306,0.13512,0.00729752,0.068944,0.0525053,0.0659149,
addmagMid_r,0.133689,0.125156,0.129986,0.071818,0.0414353,0.0424323,0.0590946,0.0161537,
addmagProx_r,0.0158901,0.0857058,0.000666829,0.00307874,0.00866473,0.0114416,0.0452877,0.0287365,
bflh_r,0.347671,0.35881,0.0472668,0.147006,0.16397,0.281085,0.0872476,0.417337,
bfsh_r,0.369848,0.286487,0.101625,0.184818,0.105695,0.235174,0.114647,0.446327,
edl_r,0.00246152,0.074341,0.112631,0.0989766,0.115293,0.108764,0.122205,0.117693,
ehl_r,0.0248101,0.0270071,0.137019,0.0668102,0.0127521,0.11349,0.118022,0.128477,
fdl_r,0.083839,0.0184048,0.0491067,0.0649848,0.103494,0.134617,0.0959241,0.136886,
fhl_r,0.102697,0.127906,0.0490107,0.103646,0.0526423,0.113876,0.00709647,0.113479,
gaslat_r,0.0663974,0.0209592,0.0290982,0.0369463,0.0739966,0.0646175,0.132982,0.0101485,
gasmed_r,0.0456813,0.101291,0.138939,0.0280129,0.0844902,0.0591177,0.119229,0.060747,
glmax1_r,0.109438,0.238595,0.556855,0.46274,0.46885,0.545493,0.214513,0.0605482,
glmax2_r,0.116961,0.214071,0.575291,0.475554,0.449077,0.529934,0.223802,0.070377,
glmax3_r,0.0960139,0.286772,0.520477,0.435635,0.511696,0.577139,0.19517,0.0396621,
glmed1_r,0.0708342,0.109948,0.104505,0.102377,0.0302045,0.139278,0.134487,0.105217,
glmed2_r,0.0115397,0.0601237,0.115817,0.0770715,0.0171517,0.0159332,0.124854,0.0960987,
