time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
-0,1.34755,4.05067,4.69707,3.56689,0.80833,-3.08464,-1.72751,-3.55194,-12.5035,-11.0822,4.2001,2.77298,16.504,17.4321,-1.68887,-2.86446,9.33715,10.8052,-29.5902,-29.3092,
0.005,2.2784,3.65186,1.35386,3.59945,0.924779,-3.05489,-0.612088,-3.31397,-12.6983,-11.2062,2.92764,2.63585,18.0311,17.6629,-1.78475,-2.84103,9.99272,11.0133,-28.5341,-29.4709,
0.01,1.59866,3.37706,3.62989,3.60062,0.93929,-3.03434,-0.225503,-3.167,-14.0236,-11.2828,2.8166,2.5171,18.4262,17.843,-1.71732,-2.82218,9.56509,11.1776,-29.4855,-29.5928,
0.015,1.3869,3.23736,3.07656,3.58296,1.06119,-3.02672,-0.587345,-3.11149,-12.8991,-11.3116,2.54293,2.42129,18.3078,17.9708,-1.57513,-2.8048,9.63645,11.2929,-29.6422,-29.6697,
0.02,1.28671,3.19506,3.07007,3.58186,1.14951,-3.02675,-1.05976,-3.10789,-14.7082,-11.3138,2.86493,2.35478,18.7778,18.0594,-1.59839,-2.78997,8.485,11.3641,-29.7554,-29.7073,
0.025,0.744346,3.20304,2.90718,3.62893,1.17872,-3.02901,-0.495777,-3.11206,-12.4588,-11.3137,1.92135,2.31861,18.7691,18.1191,-1.4542,-2.77946,10.1997,11.3979,-29.95,-29.7128,
0.03,0.991405,3.22746,2.98065,3.71025,1.21636,-3.0305,0.415633,-3.10895,-14.3723,-11.3167,2.04293,2.31372,19.0958,18.1674,-1.50423,-2.77457,9.90982,11.4041,-29.6078,-29.6958,
0.035,0.571035,3.23612,2.75152,3.7795,1.2036,-3.02777,-3.45748,-3.10023,-12.3821,-11.3179,1.5568,2.32443,18.7665,18.2251,-1.47723,-2.77509,7.38939,11.4023,-29.1729,-29.6689,
0.04,0.165597,3.22286,2.61669,3.82045,1.28108,-3.02016,-0.839068,-3.08756,-14.5247,-11.3185,1.42062,2.33514,18.3101,18.2976,-1.3704,-2.7784,8.80864,11.4057,-29.2585,-29.6405,
0.045,0.805303,3.20004,2.83994,3.82859,1.22376,-3.01164,-0.365856,-3.07678,-11.7472,-11.3208,1.55,2.33942,18.4489,18.3703,-1.39222,-2.78181,9.98157,11.4157,-28.7865,-29.6154,
