iteration,loss,learning rate,
1,319.932,0.02,
2,258.342,0.02,
3,215.673,0.02,
4,198.547,0.02,
5,195.993,0.02,
6,193.27,0.02,
7,187.737,0.02,
8,182.599,0.02,
9,179.91,0.02,
10,179.96,0.02,
11,180.396,0.02,
12,179.128,0.02,
13,176.371,0.02,
14,173.096,0.02,
15,168.842,0.02,
16,164.392,0.02,
17,161.421,0.02,
18,159.387,0.02,
19,157.49,0.02,
20,154.665,0.02,
21,152.207,0.02,
22,150.007,0.02,
23,147.43,0.02,
24,146.431,0.02,
25,145.573,0.02,
26,144.547,0.02,
27,143.302,0.02,
28,143.38,0.02,
29,141.586,0.02,
30,138.867,0.02,
31,137.11,0.02,
32,136.494,0.02,
33,135.249,0.02,
34,134.673,0.02,
35,133.928,0.02,
36,133.448,0.02,
37,133.085,0.02,
38,134.215,0.02,
39,133.666,0.02,
40,133.114,0.02,
41,132.457,0.02,
42,131.661,0.02,
43,131.442,0.02,
44,130.252,0.02,
45,128.882,0.02,
46,127.763,0.02,
47,126.685,0.02,
48,125.305,0.02,
49,124.026,0.02,
50,123.084,0.02,
51,121.689,0.02,
52,120.631,0.02,
53,119.691,0.02,
54,119.008,0.02,
55,118.226,0.02,
56,117.774,0.02,
57,117.288,0.02,
58,117.017,0.02,
59,118.973,0.02,
60,118.741,0.02,
61,117.932,0.02,
62,116.019,0.02,
63,115.652,0.02,
64,115.26,0.02,
65,114.216,0.02,
66,113.936,0.02,
67,113.794,0.02,
68,112.965,0.02,
69,123.44,0.02,
70,120.6,0.02,
71,119.597,0.02,
72,119.459,0.02,
73,117.278,0.02,
74,115.959,0.02,
75,115.073,0.02,
76,113.915,0.02,
77,113.318,0.02,
78,112.79,0.02,
79,112.194,0.02,
80,111.356,0.02,
81,110.873,0.02,
82,117.375,0.02,
83,116.136,0.02,
84,115.375,0.02,
85,114.89,0.02,
86,113.185,0.02,
87,111.848,0.02,
88,111.5,0.02,
89,111.221,0.02,
90,113.801,0.02,
91,113.78,0.02,
92,112.39,0.02,
93,112.917,0.02,
94,112.313,0.02,
95,111.053,0.02,
96,110.705,0.02,
97,113.208,0.02,
98,114.414,0.02,
99,112.722,0.02,
100,109.695,0.02,
101,108.847,0.02,
102,108.321,0.02,
103,108.615,0.02,
104,109.297,0.02,
105,110.004,0.02,
106,107.568,0.02,
107,108.839,0.02,
108,109.156,0.02,
109,109.737,0.02,
110,108.839,0.02,
111,107.04,0.02,
112,105.797,0.02,
113,105.558,0.02,
114,107.12,0.02,
115,107.976,0.02,
116,117.808,0.02,
117,110.753,0.02,
118,109.365,0.02,
119,105.172,0.02,
120,104.953,0.02,
121,104.865,0.02,
122,105.068,0.02,
123,106.839,0.02,
124,104.382,0.02,
125,106.667,0.02,
126,106.536,0.02,
127,104.496,0.02,
128,103.788,0.02,
129,107.558,0.02,
130,106.647,0.02,
131,106.578,0.02,
132,106.302,0.02,
133,107.026,0.02,
134,106.576,0.02,
135,106.343,0.02,
136,107.076,0.02,
137,106.398,0.02,
138,105.687,0.02,
139,105.242,0.02,
140,105.286,0.02,
141,105.471,0.02,
142,104.909,0.02,
143,104.329,0.02,
144,104.291,0.02,
145,104.079,0.02,
146,103.978,0.02,
147,103.651,0.02,
148,103.188,0.02,
149,102.657,0.02,
150,102.058,0.02,
151,101.713,0.02,
152,101.698,0.02,
153,101.588,0.02,
154,101.248,0.02,
155,100.837,0.02,
156,100.524,0.02,
157,100.256,0.02,
158,99.6357,0.02,
159,99.3398,0.02,
160,99.0155,0.02,
161,98.8021,0.02,
162,98.5638,0.02,
163,98.5132,0.02,
164,98.3599,0.02,
165,98.1427,0.02,
166,97.9499,0.02,
167,97.9219,0.02,
168,97.993,0.02,
169,97.8741,0.02,
170,97.822,0.02,
171,97.9392,0.02,
172,97.5329,0.02,
173,97.4923,0.02,
174,97.3247,0.02,
175,97.8434,0.02,
176,99.6062,0.02,
177,97.7987,0.02,
178,97.5455,0.02,
179,98.6848,0.02,
180,97.4754,0.02,
181,100.592,0.02,
182,100.343,0.02,
183,99.3606,0.02,
184,97.8602,0.02,
185,98.1169,0.02,
186,98.7244,0.02,
187,98.3868,0.02,
188,97.8689,0.02,
189,97.2166,0.02,
190,97.0839,0.02,
191,97.2921,0.02,
192,96.9374,0.02,
193,97.2367,0.02,
194,97.7286,0.02,
195,97.6276,0.02,
196,97.2987,0.02,
197,96.6235,0.02,
198,96.4103,0.02,
199,104,0.02,
200,97.1656,0.02,
201,97.491,0.02,
202,97.5356,0.02,
203,97.4689,0.02,
204,97.3184,0.02,
205,97.2076,0.02,
206,96.8829,0.02,
207,96.8182,0.02,
208,96.8815,0.02,
209,97.0261,0.02,
210,97.2381,0.02,
211,97.2089,0.02,
212,97.4074,0.02,
213,97.5843,0.02,
214,97.6986,0.02,
215,97.9353,0.02,
216,98.099,0.02,
217,98.2197,0.02,
218,98.2836,0.02,
