time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,piri_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,piri_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,quad_fem_r,obt_internus1_r,obt_internus2_r,obt_internus3_r,obt_externus1_r,obt_externus2_r,obt_externus3_r,gemelli_sup_r,gemelli_inf_r,pect_r,quad_fem_l,obt_internus1_l,obt_internus2_l,obt_internus3_l,obt_externus1_l,obt_externus2_l,obt_externus3_l,gemelli_sup_l,gemelli_inf_l,pect_l,
0.175,0.0130725,0,0.00126667,0,0.00226389,0.0130908,3.34348e-05,0.018918,0,0,0,0,0,0.000489878,0.0202515,0.0259968,0.0249163,0.00130309,0.00232802,0.00103045,0.00056772,0.0045674,0.00303553,0.0040529,0.0246529,0.00297609,0.00382438,0,0.0353864,0.00408818,0.033948,0.000276782,0,0,0.009344,-1.84436e-06,0,0,0,0.0156375,0.00507077,0.00390945,0.000842081,0,0.00175113,0.00294517,0,0.000649242,0,0,0,0,0.000294912,0.000474679,0.00593053,0.00197579,0.000845224,0,0,0,0.00504912,0.00131251,0,8.58724e-05,0.000858002,0,0,0,0.00129768,0.000719754,0.0716273,0.00018286,0,0.000388044,0,0,7.9866e-06,0,0,-9.72072e-08,0,0.0132943,0.017207,0.00323782,0.0275557,0,0.0251109,0,0,0.0191098,0,0.000701334,0,0,0.00595151,0,0.00576398,0.00153139,0.00527678,0,
0.18,0.0259908,0.00404992,0.00161715,-0.00029746,0.00655651,0.0222036,-0.00198313,0.0163302,0.000665567,0.000729769,-0.000267295,-0.000385739,-0.0016195,-0.000498461,0.014505,0.0233166,0.0228406,-0.00162076,-0.00355524,-0.00461299,-0.00704491,-0.00925772,-0.00811085,0.00383639,0.0320612,0.00273734,0.0035716,-0.00390276,0.0415406,0.00758999,0.0316799,-0.00140172,-0.00238045,-0.0011613,0.0106845,0.00100595,-0.00038315,0.00329544,0.00303212,0.0224265,0.00813024,0.00470524,0.00106353,-4.62843e-05,0.00282792,0.00311779,-0.00142846,-0.00174809,0.00125848,0.00127782,-0.00063644,-0.000748469,-0.000525182,0.000172825,0.00197467,-0.000984134,-0.00220815,-0.00135554,-0.0021485,-0.00406326,0.00356816,-0.00237895,-0.00311182,5.77687e-05,0.00909281,-0.000186679,-0.000163976,-0.00188301,0.00307262,0.00300808,0.0732705,-0.000674225,-0.00123846,-0.000796022,0.000180945,0.00170745,-0.000750501,0.00464081,0.00220104,0.00328531,0,0.00327634,0.00304214,-0.00691636,0.0460126,0,0.053813,0,0,0.0515729,0,-0.00267978,-0.0043164,-0.0042311,0.00229814,0,-0.00240345,-0.0270697,-0.00661941,0,
0.185,0.0302829,0.00548503,0.00158336,-0.000485536,0.007157,0.0277297,-0.00354695,0.0140842,0.00105684,0.00116939,-0.00036764,-0.000573185,-0.00257721,-0.00163047,0.0118317,0.0223033,0.0215844,-0.00374361,-0.00631896,-0.00797135,-0.00878714,-0.0137211,-0.0130103,0.00369246,0.0333377,0.00318504,0.00407339,-0.00533534,0.0429639,0.0100812,0.0323517,-0.00289424,-0.00359686,-0.00189297,0.0117504,0.00163867,-0.000567559,0.00462636,0.00433179,0.0256762,0.00696905,0.00415717,0.00105228,5.55412e-05,0.00232331,0.00212758,-0.00224117,-0.00388888,0.00204272,0.00207066,-0.00101435,-0.00121063,-0.00134619,-0.000142152,0.00333595,0.000111463,-0.00257958,-0.00155335,-0.0027037,-0.00478027,0.00393475,-0.00444159,-0.00422602,-0.000304847,0.00486139,-0.000256247,-0.000208584,-0.00280375,0.00230779,0.00440304,0.0732786,-0.00141545,-0.00193039,-0.00193202,0.000209796,0.0026858,-0.00119623,0.00647962,0.00353543,0.00487912,0,-0.000740254,-0.00143711,-0.0115974,0.0504304,0,0.0590356,0,0,0.0569301,0,-0.00539466,-0.00661144,-0.00606194,0.00231358,0,-0.00752264,-0.0381552,-0.0189592,0,
0.19,0.0301249,0.00626213,0.00122668,-0.000763512,0.00658043,0.0308072,-0.00349944,0.0121084,0.00159923,0.00164575,-0.000435842,-0.000706544,-0.00252339,-0.00207342,0.0104276,0.0217561,0.0203279,-0.00470155,-0.00749674,-0.00776683,-0.00834096,-0.0149492,-0.0147008,0.00337944,0.0331514,0.00336242,0.00415076,-0.00541602,0.0423481,0.0118995,0.0333755,-0.00302512,0.00151307,-0.00255138,0.0126561,0.00228487,-0.000697135,0.00560021,0.0052619,0.0265014,0.00803359,0.00401712,0.0013389,0.000139754,0.00288833,0.00232754,-0.00257528,-0.00433339,0.00263416,0.00277245,-0.00128327,-0.00152169,-0.00168101,-0.000471855,0.00324572,0.00460828,-0.00212926,-0.00199798,-0.00312385,-0.00526389,0.00283581,-0.00588057,-0.00485517,-0.000540606,0.00536943,-0.000328763,-0.000245584,-0.0031994,0.00265901,0.005186,0.0732527,-0.0016335,-0.00223745,-0.00223125,0.000263687,0.0033611,-0.00149669,0.00802166,0.0046857,0.00623458,0,0.00259639,-0.00119416,-0.013632,0.0504858,0,0.059087,0,0,0.0555648,0,-0.00560307,-0.00679352,-0.00645484,0.00292076,0,-0.00943665,-0.0434871,-0.0240467,0,
0.195,0.0283519,0.00625421,0.000664017,-0.00117284,0.00549021,0.0319005,-0.00354938,0.0104266,0.0019734,0.00191638,-0.000477997,-0.000793326,-0.00279956,-0.00219713,0.00980776,0.0214351,0.0188359,-0.00401804,-0.0076371,-0.00765925,-0.00615585,-0.013698,-0.0135289,0.00290045,0.0332255,0.00369738,0.00413817,-0.00529582,0.0416757,0.0130945,0.0348538,-0.00309832,-0.00164017,-0.00237386,0.0134751,0.00264336,-0.000778998,0.0057901,0.00545482,0.0260912,0.00983564,0.00419064,0.00188579,0.000282867,0.00394702,0.00304795,-0.00272613,-0.00465636,0.00290092,0.00312718,-0.00143763,-0.00167729,-0.00186614,-0.000593863,0.00313276,0.00162751,-0.00115994,-0.00268051,-0.00361382,-0.00588475,0.000701495,-0.00711587,-0.00559313,-0.000437754,0.00879212,-0.000416014,-0.000284659,-0.00349541,0.00398161,0.0056514,0.0731519,-0.00175456,-0.00234961,-0.00232727,0.000195098,0.00363552,-0.00164652,0.00882033,0.00533038,0.00693544,0,-0.00160546,0.00230635,-0.0144145,0.0491368,0,0.0571086,0,0,0.052714,0,-0.00576188,-0.00697932,-0.00670194,0.00283071,0,-0.00905255,-0.0449618,-0.0257735,0,
0.2,0.0259742,0.00594271,0.000237214,-0.00171585,0.00409831,0.0315324,-0.00362937,0.00907321,0.00219523,0.00204542,-0.000496571,-0.000841269,-0.00280825,-0.00219265,0.00950924,0.0211546,0.0170652,-0.00354239,-0.00728762,-0.00754244,-0.003379,-0.0118831,-0.012513,0.00230391,0.033697,0.00375634,0.00383019,-0.0051105,0.041258,0.0137549,0.0367773,-0.00316806,-0.00402703,-0.00231109,0.0142694,0.002821,-0.000820651,0.0056527,0.00533442,0.0252731,0.0122565,0.00462418,0.00267341,0.000637086,0.00538845,0.00414725,-0.0028348,-0.00501703,0.00302402,0.00330207,-0.00150789,-0.00174592,-0.00197883,-0.000706867,0.00297858,0.00110103,0.000386978,-0.0035392,-0.00421907,-0.00667949,0.00401272,-0.00890123,-0.00653232,-0.00015984,0.0117152,-0.000523508,-0.000329889,-0.00382715,0.00581267,0.00595792,0.0729514,-0.00183421,-0.00240795,-0.00236636,-3.34236e-05,0.0037577,-0.00171081,0.00938969,0.00575877,0.00740388,0,-0.00157182,0.000581316,-0.0146845,0.0471933,0,0.0540126,0,0,0.0493883,0,-0.00594648,-0.00720812,-0.00697654,0.00327366,0,-0.00713637,-0.0468214,-0.025469,0,
0.205,0.0233079,0.00547082,-0.000103902,-0.00228677,0.00237291,0.0300735,-0.00372385,0.00805795,0.00230716,0.00209501,-0.000493669,-0.00085682,-0.00273443,-0.00213882,0.00930897,0.0208207,0.0150608,-0.00299616,-0.00683062,-0.00738609,0.000218861,-0.00920864,-0.0111822,0.00163891,0.0343457,0.00377274,0.00343235,-0.0048745,0.0408362,0.0140706,0.0391308,-0.00324304,-0.00429688,-0.00227073,0.0150842,0.00289652,-0.000828058,0.00536159,0.00506561,0.0243459,0.0152727,0.00510513,0.00364337,0.00115318,0.00715881,0.00559296,-0.0029404,-0.00543895,0.00308673,0.00339482,-0.00153343,-0.00177544,-0.00207824,-0.000813539,0.00279942,0.00124571,0.00320155,-0.00451708,-0.00492414,-0.0076357,-0.00491067,-0.0112445,-0.00767766,0.000278305,0.0145132,-0.000652873,-0.000384041,-0.00421257,0.00805806,0.00617562,0.0726244,-0.00190152,-0.00245426,-0.00239094,-0.000459547,0.00382729,-0.00173509,0.00986631,0.00609073,0.00777881,0,-0.00128347,0.0151613,-0.0150794,0.0446963,0,0.0500964,0,0,0.045694,0,-0.00616027,-0.00748048,-0.00729654,0.00338429,0,-0.0042046,-0.048959,-0.0245014,0,
0.21,0.0203187,0.00488543,-0.000960764,-0.0028276,0.00040076,0.027761,-0.00382617,0.00736263,0.00234555,0.00210282,-0.000470814,-0.000844758,-0.002628,-0.00206055,0.00912631,0.0204078,0.012781,-0.0023386,-0.00627645,-0.00717798,0.0124598,-0.00517294,-0.00937931,0.00101286,0.034869,0.00407169,0.00348401,-0.00458959,0.0400934,0.0142103,0.0418019,-0.00332139,-0.00447488,-0.00222892,0.0159464,0.00291565,-0.000806029,0.00498901,0.00471835,0.0233723,0.0184651,0.0057605,0.00475096,0.00178699,0.00925517,0.00732566,-0.00305027,-0.00592569,0.00312354,0.00345157,-0.00153617,-0.00178762,-0.0023144,-0.000928298,0.00262703,0.00109726,0.00545375,-0.0055834,-0.00571025,-0.00874667,-0.012076,-0.0142325,-0.00904207,0.000702592,0.016681,-0.000803798,-0.000448428,-0.00464118,0.0103775,0.00635954,0.0721322,-0.00196781,-0.00249915,-0.00241176,-0.000884474,0.00388018,-0.00174076,0.0103345,0.00640773,0.00814285,0,0.000450508,-0.000852008,-0.015507,0.0417594,0,0.045498,0,0,0.0413841,0,-0.00639441,-0.00779072,-0.00765643,0.00366344,0,-0.000756361,-0.0513348,-0.0232745,0,
0.215,0.0167359,0.0042091,-0.00353664,-0.00336482,0.00103474,0.0247477,-0.00393578,0.00695428,0.00233518,0.00208782,-0.000429239,-0.000809256,-0.00250399,-0.00196791,0.00890906,0.0199075,0.0102,-0.00154845,-0.00563864,-0.00692176,0.013732,-0.000674887,-0.00708748,0.000746819,0.034869,0.00430326,0.0035348,-0.00426262,0.0385662,0.0142626,0.0447209,-0.00340349,-0.00464756,-0.00218068,0.0168757,0.00290361,-0.000758605,0.00457074,0.00432614,0.0223619,0.0230653,0.00665852,0.00598653,0.00245512,0.0117939,0.00932511,-0.00316496,-0.00648592,0.00314965,0.00349457,-0.00152665,-0.00179179,-0.00295061,-0.0010558,0.0024837,0.00117934,0.00767882,-0.00673952,-0.00656646,-0.0100342,-0.018807,-0.0171522,-0.0106853,0.00150374,0.018571,-0.000975586,-0.00052388,-0.00511203,0.0126125,0.00654509,0.0714335,-0.00203634,-0.00254404,-0.00243325,-0.00147303,0.00393215,-0.00173693,0.0108426,0.0067577,0.00854111,0,0.0109485,0.00849045,-0.0160036,0.0384116,0,0.0405047,0,0,0.0366642,0,-0.0066505,-0.00814365,-0.00805923,0.00389199,0,0.0252093,-0.0538818,-0.021991,0,
0.22,0.0120599,0.00343165,-0.00649271,-0.00387654,-0.00268544,0.0211187,-0.00402911,0.00680804,0.00228635,0.00205292,-0.000368438,-0.000750239,-0.00235715,-0.00185754,0.00869291,0.0193861,0.00773732,-0.000582763,-0.00488792,-0.00656845,0.0204646,0.0165354,-0.00459453,0.000520848,0.03407,0.00543886,0.00477932,-0.00387077,0.0360366,0.0142393,0.0477205,-0.00346957,-0.00479684,-0.0021149,0.0178594,0.00286449,-0.000685688,0.00471634,0.00389562,0.0212797,0.0282392,0.00776046,0.00733005,0.00311055,0.0147251,0.0115795,-0.00327056,-0.00708817,0.00315815,0.00352065,-0.00150205,-0.00178345,-0.00322196,-0.00120093,0.00241247,0.00110501,0.0101123,-0.00794084,-0.00743565,-0.0114417,-0.0258792,-0.0206041,-0.0125655,0.00228713,0.0198347,-0.00116219,-0.000607355,-0.00557891,0.0147111,0.00674505,0.0704734,-0.00210294,-0.00258373,-0.00244388,-0.00211897,0.00397097,-0.00171951,0.0113735,0.00714972,0.00897106,0,-0.00168096,0.00111366,-0.0164821,0.0344642,0,0.0349775,0,0,0.0313444,0,-0.00687497,-0.00847681,-0.00844164,0.00418915,0,0.0107392,-0.056119,-0.0205463,0,
