mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0117886,0.0443898,0,0.109408,0,0.00211823,0.0738066,0.0284229,
addlong_r,0.0152712,0.0395164,0.0111815,0.0789045,0.00774215,0.0116847,0.0709226,0.00590043,
addmagDist_r,0.0286664,0,0.00140746,0.00198736,0.00511812,0.00327299,0,0,
addmagIsch_r,0.0134066,0.00839594,0.0161116,0.00439981,0.0403405,0.00722954,0.00996553,0.032555,
addmagMid_r,0.0371141,0,0.00472546,0.000947041,0.0063862,0,0.102776,0.00600583,
addmagProx_r,0.039113,0.0224459,0,0.0761024,0.0092108,0.00972265,0.0714517,0.0594599,
bflh_r,0.0260671,0.00950597,0.143177,0.281582,0.010108,0.0060887,0,0.0190973,
bfsh_r,0.0260677,0.00950764,0.143178,0.281583,0.0101103,0.00608463,0,0.019098,
edl_r,0.0912088,0.0615902,0.0215954,0.129644,0.0617287,0.00901759,0.0668086,0.0406551,
ehl_r,0.141005,0.0628724,0.0489595,0.118573,0.0572372,0.00965763,0.0340885,0.0569618,
fdl_r,0.0799979,0.0785888,0.0973481,0.0806411,0.0821976,0.274452,0.0890585,0.0784532,
fhl_r,0.0353058,0.0581381,0.0905771,0.0610887,0.0844916,0.358945,0.0640997,0.0751922,
gaslat_r,0.0148028,0.0177079,0.00693579,0.000616636,0.00981488,0.301414,0.183161,0.00219548,
gasmed_r,0.0361352,0.0043932,0.000782552,0.0036026,0.0295011,0.229235,0.0152075,0.0148573,
glmax1_r,0.157382,0.00343653,0.0565095,0.0955082,0,0.0243313,0.0493092,0.340211,
glmax2_r,0.157314,0.00334118,0.0565488,0.095534,0,0.0244999,0.0493069,0.340169,
glmax3_r,0.157222,0.00321543,0.0566042,0.0955474,0,0.0246966,0.0493096,0.340107,
glmed1_r,0,0.00599683,0,0.00547182,0.0413476,0.243336,0.00555038,0,
glmed2_r,0,0.00956821,0.0625303,0.00937802,0.117001,0.373552,0.000207397,0,
glmed3_r,0.000537664,0.00483263,0,0.00422718,0.00209621,0.156847,0.00870074,0.00915468,
glmin1_r,0,0,0,0.000251355,0.085856,0.387232,0,0.00791622,
glmin2_r,0,0.000186828,0,0.00885218,0.0919783,0.374807,0.00343383,0,
glmin3_r,0,0.00118314,0,0.0198169,0.0801044,0.31507,0,0.00646315,
grac_r,0.0161718,0.0315279,0,0.0157704,0.0151069,0.0300494,0.120263,0.00827914,
iliacus_r,0,0.281677,0,0.379854,0.0290773,0.0608608,0.115166,0.353563,
