name,r,a,s
knee_l_center,-126.1247500649529,7.073914618406059,317.90890057873634
fibula_l_lat_malleol_tip,-119.74919740941966,-58.49801506901839,-91.14036359507577
tibia_l_med_malleol_tip,-103.23148857135247,-10.896593321401014,-76.02334471281559
ankle_l_lat,-131.72697620983297,-67.13256983832008,-73.69457921652045
ankle_l_med,-93.77815724894045,-3.001025853534942,-61.24132151768948
ankle_l_center,-113.22829170408023,-34.98979738148257,-67.21807775791062
talus_l_center_in_tibia,-109.42867290978118,-34.61522747104796,-83.20789971158337
tibia_l_center,-130.47013886063903,-0.23068255758539738,280.84215605089554
tibia_l_lat,-160.13838137191712,-26.98515527671374,282.97364435154367
tibia_l_med,-99.54129455238345,27.135997312167994,279.244430684672
tibia_l_epiph_yellow_anterior_plate,-141.20321338753732,14.434493513624668,290.16988618606575
tibia_l_epiph_yellow_patel_tend_point,-146.32182156424878,21.93826589932496,252.2285907640724
tibia_l_epiph_yellow_posteriormost,-116.38075049378132,-17.64748356295785,277.6294567996691
tibia_l_ankle_yellow_anter,-122.7875114401988,-16.103362177698624,-55.24330487852657
tibia_l_epiph_green_medial_lower_epiph,-114.20254651977513,13.2889469697242,254.05364642467484
fibula_l_as,-144.3648192113621,-16.356532519354193,251.81631614678108
tibia_l_midshaft_anter,-148.41400209100928,-0.22369083993675806,118.35972985712436
tibia_l_midshaft_poster,-123.59130860876866,-11.922338713795547,119.5288428477822
fibula_l_midshaft_anter,-139.20590781701748,-41.746558294299845,120.08690625385509
tibia_l_anter_diaph_25,-156.19559939087878,10.618838721922147,216.15292478579693
tibia_l_anter_diaph_75,-134.9262108704296,-15.547554201984918,17.909715314980286
fibula_l_anter_diaph_75,-129.54976368473302,-47.078246498063486,18.678254996902247
