name,r,a,s
femur_r_center,87.15403071095184,-27.56637471037984,712.8000613207615
knee_r_lat,170.8453314838009,-20.61842842849964,322.3128493063377
knee_r_med,96.02983128567834,24.576671504071257,318.05468505187883
gr_troch_as_r,136.65714098449772,-33.393133316210054,694.3653138473354
gr_troch_lat_r,143.7297093197105,-55.461757928923156,678.8338613994068
gr_troch_ps_r,122.62410987373458,-60.408191969850925,711.6360455047735
ls_troch_r,92.23409846444498,-43.55184633230427,653.5491306781917
knee_r_center_in_femur_r,132.81626776076698,2.368768588812027,320.1611469639211
femur_r_midshaft_anter,138.3241905799671,7.2605437002981015,521.3153076287082
femur_r_midshaft_poster,123.05676732669588,-15.790310947580194,518.2045082891591
femur_r_anter_diaph_25,128.36089547727735,-11.060568390107232,617.4148388630255
femur_r_poster_diaph_25,119.1568492361764,-40.58435713384459,614.5678368852016
femur_r_anter_diaph_75,147.06648749871036,20.565489229300614,423.19335530751647
femur_r_poster_diaph_75,129.2748335135027,0.05163265910500692,420.27394515146733
patella_r_in_femur_r,161.7793353077384,36.60510780565977,305.7855904114647
