time,synergy1,synergy2,synergy3,synergy4,
2.075,1.4013e-45,0.830971,7.97367e-37,0.376652,
2.08,1.4013e-45,0.830971,8.33155e-37,0.376652,
2.085,1.4013e-45,0.830971,1.69139e-37,0.376652,
2.09,1.4013e-45,0.830971,2.87567e-37,0.376652,
2.095,1.4013e-45,0.885946,1.84007e-25,0.334632,
2.1,1.4013e-45,0.932852,3.92705e-15,0.296349,
2.105,2.8026e-45,0.969737,1.4318e-05,0.261641,
2.11,2.8026e-45,0.99013,0.0228788,0.20897,
2.115,4.2039e-45,1,0.0417904,0.163639,
2.12,1.09812e-33,0.999031,0.05887,0.123622,
2.125,6.79471e-15,0.987322,0.0738614,0.0890237,
2.13,0.00331522,0.96525,0.0846783,0.0598542,
2.135,0.0174559,0.934119,0.0867101,0.0361487,
2.14,0.0314988,0.894493,0.0866246,0.0169035,
2.145,0.0449844,0.848945,0.0854309,0.000138665,
2.15,0.0578514,0.799834,0.0784982,1.11454e-08,
2.155,0.0695456,0.750046,0.0719991,9.12151e-13,
2.16,0.0799607,0.701465,0.0661782,6.1823e-16,
2.165,0.0892757,0.655716,0.0609216,2.84413e-19,
2.17,0.0977842,0.614364,0.0558944,6.85026e-22,
2.175,0.105769,0.578653,0.0505972,4.49998e-25,
2.18,0.113441,0.549226,0.0445226,1.05172e-28,
2.185,0.120916,0.525903,0.0373369,7.23149e-32,
2.19,0.128123,0.507686,0.0290269,5.72252e-35,
2.195,0.13486,0.492938,0.0198502,1.85371e-37,
2.2,0.14096,0.480142,0.0101072,2.41861e-39,
2.205,0.14569,0.467764,0.00141565,6.37633e-41,
2.21,0.146077,0.453021,6.95518e-07,1.26117e-44,
2.215,0.145405,0.437195,1.03029e-12,2.8026e-45,
2.22,0.144733,0.42027,5.22345e-21,2.8026e-45,
2.225,0.144456,0.402241,1.70677e-31,2.8026e-45,
2.23,0.144911,0.383104,1.14906e-41,1.4013e-45,
2.235,0.146302,0.362515,4.2039e-45,1.4013e-45,
2.24,0.148755,0.340287,2.8026e-45,1.4013e-45,
2.245,0.152417,0.316738,4.2039e-45,1.4013e-45,
2.25,0.157421,0.292542,1.25656e-36,2.8026e-45,
2.255,0.163891,0.268477,1.20245e-19,2.8026e-45,
2.26,0.172009,0.245168,3.19007e-05,2.78488e-29,
2.265,0.169296,0.215311,0.0249205,1.4788e-19,
2.27,0.16102,0.182612,0.0649798,3.9947e-12,
2.275,0.150561,0.149631,0.114162,1.17839e-06,
2.28,0.138208,0.116827,0.171787,0.00106211,
2.285,0.124312,0.0846633,0.235062,0.00899402,
2.29,0.109122,0.0541344,0.304067,0.0196227,
2.295,0.0929291,0.0263486,0.377529,0.0306781,
2.3,0.0761313,0.00250717,0.453315,0.0415976,
2.305,0.0607512,9.28545e-19,0.523415,0.050645,
2.31,0.045553,2.22508e-30,0.592847,0.0592096,
2.315,0.0311326,1.66364e-33,0.660134,0.0676066,
2.32,0.0182807,7.05802e-30,0.723632,0.0758521,
2.325,0.00170129,7.14615e-22,0.786368,0.082886,
2.33,2.30555e-07,7.40843e-12,0.837695,0.0895707,
2.335,2.80649e-09,0.000385782,0.885281,0.0948537,
2.34,3.87145e-07,0.0151007,0.925471,0.0974431,
2.345,0.00162806,0.0337546,0.960056,0.098629,
2.35,0.0204181,0.0538414,0.980109,0.100212,
2.355,0.0424451,0.0730779,0.994313,0.101933,
2.36,0.0730385,0.0905992,1,0.103969,
2.365,0.11305,0.1048,0.997393,0.10585,
2.37,0.163256,0.113872,0.985851,0.107838,
2.375,0.224112,0.116402,0.964997,0.110655,
2.38,0.295594,0.112342,0.934604,0.115002,
2.385,0.376852,0.102542,0.894376,0.121792,
2.39,0.466017,0.0885621,0.844133,0.132267,
2.395,0.560517,0.0726252,0.783492,0.147778,
2.4,0.6567,0.0569139,0.712684,0.169352,
2.405,0.749593,0.0427237,0.633182,0.19738,
2.41,0.833506,0.0305009,0.54741,0.232757,
2.415,0.903358,0.0198392,0.458946,0.276302,
2.42,0.954659,8.35692e-05,0.375764,0.328481,
2.425,0.987777,1.16122e-12,0.290973,0.385442,
2.43,1,1.62912e-20,0.214269,0.447476,
2.435,0.992044,3.75009e-28,0.147454,0.513339,
2.44,0.965335,1.65132e-35,0.0920575,0.581421,
2.445,0.921454,2.67087e-42,0.0489526,0.649976,
2.45,0.862766,5.60519e-45,0.0182695,0.717172,
2.455,0.791004,4.2039e-45,0.00259777,0.778364,
2.46,0.709677,4.2039e-45,0.00010102,0.831453,
2.465,0.625442,2.8026e-45,4.18861e-06,0.881606,
2.47,0.541548,2.8026e-45,6.97306e-07,0.927661,
2.475,0.460011,2.8026e-45,1.1214e-06,0.966719,
2.48,0.382838,2.8026e-45,6.77659e-05,0.995374,
2.485,0.306573,1.29501e-37,0.0133149,1,
2.49,0.233072,6.54949e-26,0.0384606,0.980064,
2.495,0.16726,1.79497e-13,0.0653659,0.942952,
2.5,0.109474,0.00143161,0.093712,0.888983,
2.505,0.0617914,0.023477,0.11539,0.819118,
2.51,0.0229146,0.0525884,0.133942,0.738315,
2.515,3.82653e-27,0.0882339,0.143558,0.651491,
2.52,5.60519e-45,0.13111,0.138431,0.563141,
2.525,2.8026e-45,0.178692,0.133105,0.475022,
2.53,1.4013e-45,0.230383,0.126663,0.392091,
2.535,1.4013e-45,0.284621,0.120999,0.316,
2.54,1.4013e-45,0.340325,0.1155,0.249214,
