time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,0.0436953,0.039463,0.0133807,0.0268603,0.0133793,0.0133996,0.00775497,0.0151108,0.0173656,0.0191542,0.00928933,0.0120435,0.0127325,0.019698,0.00244884,0.00212542,0.00176691,0.00669832,0.0247462,0.0202867,0.027675,0.0223758,0.0245093,0.0322284,0.044198,0.0187319,0.0181863,0.0431188,0.00820032,0.0403457,0.0117153,0.0136516,0.0106711,0.0257158,0.0325029,0.0111795,0,0,6.53016e-08,0.00791641,0.016697,0.0259909,0.0515302,0,0.00320888,0.046173,0.0209204,0.0184415,0.0157186,0.0178454,0.0172767,0.00994168,0.00865203,0.0420867,0.0496682,0.0455506,0.0297001,0.0293229,0.0405579,0.0134793,0.0290805,0.0268236,0.0296758,0.0147094,0.014795,0.015569,0.00720803,0.0127276,0.0319785,0.04309,0.0297389,0.0196009,0.0165,0.020743,0.0518,0.0456532,0.0439506,0.0428984,0.00680625,
2.08,0.0352906,0.0382047,0.0464449,0.025263,0.0393864,0.0461227,0.00268627,0.00364161,0.0187337,0.0207966,0.00939115,0.0119844,0.00918444,0.0179453,0.00685212,0.00305056,-0.0061808,0.0446971,0.0321227,0.0281847,0.0631018,0.0430928,0.032432,0.0217786,0.0451678,0.0192355,0.0184566,0.0444007,0.014214,0.0368855,0.00609854,0.00478553,0.00882708,0.0301682,0.035968,0.0110253,0.0115517,0.0107476,0.0116559,0.0158931,0.0187131,0.0117167,0.0449594,-0.00582295,-0.0101094,0.0488574,0.050255,0.0210584,0.0185775,0.0176305,0.0167316,0.0133453,0.0129596,0.0238754,0.0254255,0.0193274,0.0591077,0.0390189,0.0340758,0.146796,0.0731434,0.0404375,0.0403154,0.0362133,0.0143433,0.0152362,0.0406093,0.0120227,0.0741049,0.0480933,0.0380584,0.016687,0.025152,0.0256559,0.0512256,0.0382268,0.0381389,0.0363854,0.00898458,
2.085,0.0305821,0.0372081,0.0182181,0.0241852,0.0159257,0.0152289,-0.000796443,-0.000553463,0.0193837,0.0215086,0.00964366,0.0121472,0.00493421,0.0164921,0.00783041,0.0035218,-0.00934997,0.0325879,0.0354045,0.0304101,0.0757391,0.0519156,0.0368517,0.0148453,0.0457744,0.0201557,0.0189876,0.0452414,0.0190239,0.0346726,0.00134402,1.84216e-05,0.00737076,0.0342936,0.0391652,0.0110256,0.0147168,0.0138258,0.0148594,0.0161542,0.0203044,0.007007,0.0413247,-0.007601,-0.014952,0.0507006,0.0655003,0.0233488,0.0208432,0.0173787,0.016183,0.016192,0.0165076,0.0173865,0.0185835,0.0141957,0.0761576,0.0443647,0.0288025,0.126479,0.0939081,0.0495669,0.0454399,0.0478048,0.0138616,0.0148749,0.0327538,0.0110836,0.0880932,0.0523406,0.04291,0.014192,0.0327389,0.0301203,0.0507023,0.0333823,0.0335101,0.0314888,0.0101172,
2.09,0.0279455,0.0362037,0.038911,0.0235213,0.0186546,0.0261578,-0.00268435,0.00612621,0.0197856,0.0219166,0.00996722,0.0124196,0.00125319,0.0152585,0.00857801,0.00414171,-0.00964031,0.0500804,0.0344026,0.0284084,0.0805855,0.0534535,0.0363639,0.0101503,0.046067,0.0211659,0.0196125,0.0456689,0.0221246,0.032594,-0.00233539,0.00140528,0.00624228,0.0380822,0.0418734,0.0110966,0.0173691,0.016699,0.017186,0.0165755,0.0213137,0.00602232,0.0387599,-0.00792382,-0.0156832,0.0518396,0.0613768,0.0252703,0.0224461,0.0170847,0.015622,0.0183166,0.0190564,0.0158861,0.0166636,0.0159493,0.082841,0.0468229,0.0243012,0.14042,0.0953427,0.055361,0.0465471,0.0523908,0.0133333,0.0144747,0.0398653,0.0099927,0.0816388,0.0557986,0.0445877,0.0120251,0.0395612,0.0341225,0.0502016,0.0299849,0.0296385,0.0278149,0.0104843,
2.095,0.0259621,0.035099,0.021232,0.023432,0.0165943,0.0169454,-0.00482912,-0.00337781,0.0201173,0.0222281,0.010346,0.0127797,-0.00161703,0.0141513,0.00943282,0.004979,-0.0087637,0.0498387,0.0311444,0.0248172,0.0817788,0.0514183,0.0318873,0.00672359,0.0462178,0.0222273,0.0203042,0.0457187,0.0242003,0.0305906,-0.00556634,0.00030589,0.00543282,0.041544,0.0440571,0.0112239,0.0186238,0.0177265,0.0182922,0.0171851,0.0217869,0.00587604,0.0366122,-0.00801873,-0.0153615,0.0525301,0.0615811,0.0267671,0.0233508,0.0167718,0.0150756,0.0195439,0.0201005,0.0152055,0.0167367,0.014255,0.0799196,0.0471293,0.0204206,0.137068,0.0906164,0.0579445,0.0462631,0.0535171,0.0128115,0.0140637,0.0408538,0.00887323,0.0769243,0.0582044,0.0439908,0.0102565,0.04542,0.0375854,0.0497263,0.0273422,0.0266253,0.0251266,0.0104821,
2.1,0.0240474,0.0338344,0.028824,0.0237298,0.0163459,0.0154768,-0.00635836,-0.00825445,0.0204474,0.0225043,0.0107699,0.013215,-0.00414351,0.0116646,0.0104947,0.00605843,-0.00720732,0.048914,0.0251226,0.0200287,0.0811432,0.0485712,0.0251065,0.00420655,0.046092,0.0233101,0.0210448,0.0454217,0.026566,0.0284749,-0.0083127,0.00474107,0.00492904,0.04468,0.0457168,0.0113973,0.0196683,0.018439,0.0193031,0.0176289,0.0218648,0.00560428,0.0345886,-0.00807045,-0.0147913,0.0529287,0.0614027,0.0277886,0.0235944,0.0164639,0.014569,0.0199942,0.0205021,0.0140968,0.0158465,0.0124214,0.0773047,0.04597,0.0172033,0.132174,0.087569,0.0577784,0.0459535,0.0545117,0.0123398,0.0136689,0.0394386,0.00779983,0.072967,0.0594759,0.0431292,0.0088914,0.0501401,0.0404379,0.0492806,0.0247415,0.0241518,0.0228567,0.0104326,
2.105,0.0220082,0.03238,0.0262651,0.0242796,0.0163712,0.0142723,-0.00728315,-0.0120703,0.0205442,0.0225955,0.0112342,0.0137192,-0.00634399,0.00908512,0.0118084,0.00739489,-0.00499015,0.0478055,0.0234482,0.0173092,0.0795402,0.0455578,0.0227291,0.00204568,0.0456374,0.0244012,0.0218238,0.0448056,0.0290522,0.0260799,-0.0103905,-0.00198431,0.00471097,0.0474834,0.0468588,0.0116129,0.0205494,0.0189771,0.0202481,0.0179982,0.0217247,0.00520374,0.0327065,-0.00811773,-0.0143235,0.0530948,0.0601627,0.028294,0.0234872,0.0161879,0.0141339,0.020229,0.0206709,0.012773,0.0152282,0.0105054,0.0747875,0.0438637,0.0148261,0.126629,0.0841913,0.0560726,0.0453233,0.054999,0.0119669,0.0133254,0.0387282,0.00690475,0.0714039,0.0604925,0.0423234,0.00791577,0.0529857,0.0426313,0.0488751,0.0222886,0.021951,0.0208294,0.0100257,
2.11,0.019844,0.0307239,0.0265958,0.0249863,0.016422,0.0127012,-0.0078325,-0.0162062,0.0206129,0.0226203,0.0117363,0.0142895,-0.00795104,0.00680702,0.0133387,0.0090199,-0.00237365,0.0464768,0.0197879,0.0130208,0.0773799,0.0425244,0.0185505,0.00123004,0.0447645,0.0254938,0.0226333,0.0438972,0.0315881,0.0233623,-0.0105901,-0.00539697,0.00475393,0.0499437,0.0474998,0.0118679,0.0212457,0.0194369,0.0209996,0.0179343,0.0214661,0.00470776,0.0309918,-0.00816734,-0.0139283,0.0529711,0.0587895,0.0282711,0.0233133,0.0159534,0.0137799,0.0202644,0.020644,0.011516,0.0144676,0.00963171,0.0719058,0.0411683,0.0128662,0.120453,0.0802159,0.053773,0.0443256,0.0549492,0.0116949,0.0130424,0.038184,0.00624097,0.068427,0.0614766,0.0414219,0.00724052,0.0531115,0.0441155,0.0485127,0.020126,0.0200448,0.0191777,0.00949072,
2.115,0.0177323,0.0288649,0.0272116,0.0257823,0.0164297,0.0107869,-0.00814306,-0.0196074,0.0205737,0.0225352,0.0122742,0.0149234,-0.00719818,0.00481759,0.0149774,0.0110092,0.00102168,0.0450451,0.0165891,0.0094232,0.0747374,0.0396027,0.0145604,0.00292754,0.0434519,0.0265822,0.0234685,0.0427234,0.0340712,0.0203974,-0.0107937,-0.00782192,0.00503093,0.0520485,0.0476664,0.0121577,0.0218482,0.0200121,0.0214868,0.0175958,0.0211361,0.00415747,0.0293181,-0.0082183,-0.0135627,0.0525448,0.0572811,0.0278552,0.0231101,0.0157656,0.0135123,0.0201619,0.020472,0.0106834,0.0136412,0.00862552,0.0686044,0.0380949,0.0110062,0.113655,0.0758829,0.0510503,0.043007,0.054518,0.01152,0.012825,0.037702,0.0059052,0.0657087,0.0622106,0.0403358,0.00681928,0.0532387,0.0448338,0.0481976,0.0184707,0.0186023,0.0180726,0.00880925,
2.12,0.0159463,0.0268135,0.0279461,0.0266206,0.0163916,0.00889051,-0.00828477,-0.024308,0.0204219,0.0223327,0.0128461,0.0156184,-0.00694255,0.00310386,0.0166912,0.0134363,0.00798314,0.0436181,0.0126368,0.00618241,0.071906,0.0369007,0.0102957,-0.00341028,0.0417194,0.0276601,0.0243256,0.0413106,0.0363601,0.0174771,-0.0109429,-0.00961974,0.00551213,0.0537853,0.0473935,0.0124753,0.022273,0.0205526,0.0217473,0.0169958,0.0207448,0.00360537,0.0276022,-0.00826702,-0.0131946,0.0518024,0.0557126,0.0272768,0.0228479,0.0156258,0.0133318,0.0199541,0.0201909,0.0101048,0.0128524,0.00776722,0.0648376,0.0347842,0.00962034,0.106232,0.071009,0.0479815,0.0413536,0.0537771,0.0114309,0.0126722,0.037225,0.00595354,0.0631255,0.0626107,0.0389865,0.00663046,0.0529206,0.0447468,0.0479352,0.0173548,0.0176614,0.0174996,0.00800092,
