time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,239.936,278.061,271.322,122.745,316.654,329.411,60.1589,46.1916,115.78,58.5244,37.5045,93.6261,87.2261,239.895,4.25279,5.51904,3.09784,87.343,109.276,107.936,301.573,333.365,321.048,70.3904,266.019,27.1782,47.9311,379.935,181.405,147.058,169.921,65.4492,278.749,99.2371,286.194,98.8833,0,0,0,162.975,91.5084,149.071,315.701,0,3.81122,607.091,82.4656,58.6901,24.7084,44.2831,90.1009,79.7567,109.187,389.288,479.654,437.318,205.237,162.878,335.531,256.151,90.3019,78.9825,58.033,86.0538,41.0041,94.5065,116.549,137.073,54.6394,894.833,133.109,1218.89,34.2742,118.479,929.108,820.128,2034.35,1094.52,2.63606,
2.08,289.467,369.788,14.3712,122.704,39.7729,32.4634,98.7072,57.3419,116.49,58.9132,54.0115,162.189,121.432,465.59,5.85554,7.49513,3.53627,117.438,77.2651,69.9915,397.626,361.585,257.295,82.7964,422.972,44.0451,77.2203,609.866,181.969,209.122,279.94,98.2329,372.201,156.881,376.921,150.242,0,0,0,57.3715,111.792,179.569,320.75,0,3.3617,605.772,81.1933,65.2568,26.7203,45.7655,93.4472,79.4888,143.006,389.227,636.18,437.44,265.451,203.103,335.835,34.2845,114.919,101.821,57.358,98.4178,43.1173,98.4811,146.985,170.038,48.5168,903.339,135.207,1209.92,47.0371,168.726,930.796,836.356,2124.51,1151.15,2.65639,
2.085,246.667,349.873,256.341,114.918,255.667,293.348,49.99,35.1238,125.805,63.54,53.6306,155.759,85.3852,383.996,8.60423,9.33746,1.72403,183.914,73.4618,64.5912,649.312,477.584,250.877,60.2118,439.349,44.406,76.7525,611.796,306.968,195.582,163.963,56.7819,300.395,189.556,422.55,146.252,29.439,87.9658,40.5449,83.6401,125.379,123.709,292.452,0,0.949715,637.623,132.456,76.2319,31.7362,44.7767,89.2867,109.349,246.052,298.122,456.781,334.864,511.553,273.502,290.929,298.625,222.524,165.495,70.7405,171.455,41.0521,95.1197,244.125,164.986,68.3403,1004.07,162.848,1031.01,85.634,227.984,918.427,722.742,1855.43,992.823,8.18273,
2.09,220.423,338.724,29.4022,109.614,94.1539,61.26,21.6155,18.4351,132.044,66.5853,55.3696,164.87,51.8832,350.194,9.83808,10.5117,0.657893,209.603,21.6678,15.7517,731.438,443.364,115.342,45.5861,468.979,48.48,82.0243,640.752,387.82,188.01,77.4924,22.3398,248.763,227.27,475.507,150.463,30.9136,90.4082,44.5917,72.9251,134.655,105.548,273.2,0,0,661.256,153.52,84.9613,35.5527,43.6368,84.989,129.102,320.95,259.174,407.866,300.044,592.877,310.126,254.579,281.995,247.003,202.208,75.7949,194.094,38.7937,91.4021,280.206,157.31,58.5198,1077.95,175.435,881.568,113.443,281.438,906.331,637.632,1652.99,876.518,11.5729,
2.095,207.561,327.712,243.137,107.365,130.665,185.858,28.5278,44.2029,136.714,68.7998,56.9857,174.846,22.0373,321.482,10.7499,11.5157,0.480336,217.394,22.6743,19.3263,757.13,359.661,88.0915,36.6732,487.863,52.1355,87.0655,658.669,527.99,179.991,47.1365,24.4494,207.533,264.221,516.156,154.637,36.8901,112.069,54.1171,72.1345,139.185,95.401,256.522,0,0,681.673,157.597,91.6223,38.1907,42.545,81.0279,147.454,386.281,249.276,381.751,295.93,617.794,327.439,227.076,288.825,253.567,224.524,78.8254,197.959,36.7436,87.8945,291.047,146.168,57.7946,1152.26,180.602,754.228,143.13,332.673,894.896,561.231,1479.89,783.667,12.3227,
2.1,198.506,315.604,72.3735,107.724,115.153,116.368,19.0148,30.8223,140.091,70.4825,58.6246,186.096,12.0287,295.003,11.517,12.4782,0.69533,211.548,11.6917,8.84119,755.309,272.161,50.8518,30.268,497.92,55.8464,92.2084,667.733,632.992,172.315,18.0839,43.7705,176.82,298.884,549.06,159.111,40.0479,116.566,61.8449,71.7059,139.226,92.4699,241.19,0,0,697.219,162.309,95.5635,39.7185,41.4685,77.375,158.03,428.889,244.618,374.897,276.567,617.293,329.293,202.714,290.496,251.828,233.793,79.7959,194.527,34.9739,84.5889,284.391,133.021,55.3705,1216.25,181.552,658.833,163.351,380.118,884.031,501.814,1337.23,709.965,11.6707,
2.105,189.819,301.648,169.037,109.443,113.024,111.34,10.3073,26.5344,142.75,71.9381,60.3166,198.78,3.6546,244.396,12.2166,13.4908,1.33627,197.887,11.1592,8.39576,737.469,202.061,44.3841,25.94,500.378,59.7178,97.4282,669.257,756.17,164.915,0,25.9696,155.76,330.582,573.938,163.978,43.2701,119.474,69.608,73.7324,135.994,89.7315,226.078,0,0,709.428,169.095,97.6737,40.4598,40.5056,74.227,163.824,476.837,239.227,361.124,264.758,612.349,320.47,178.384,291.362,249.157,233.195,81.5436,190.6,33.6279,81.7622,272.404,119.484,56.5892,1272.97,182.755,584.905,177.112,419.326,873.862,450.356,1208.41,644.016,11.3819,
2.11,180.113,285.851,139.468,111.855,112.815,107.719,5.41939,23.6403,144.446,72.8551,62.0806,213.36,0,188.837,12.9278,14.6096,2.44228,181.24,5.48905,3.51646,709.874,146.173,25.4954,20.8728,496.257,63.7693,102.729,664.352,886.531,157.149,0,11.6265,143.279,359.08,590.766,169.291,47.3246,126.743,77.5299,73.9872,130.844,86.32,211.372,0,0,717.678,172.585,98.0718,40.7129,39.6922,71.6513,166.755,472.415,232.409,351.303,249.38,602.428,304.711,162.366,291.755,244.733,226.69,81.9237,186.457,32.6883,79.4982,259.24,107.143,55.3949,1329.9,183.433,528.012,187.029,447.423,864.437,402.029,1085.93,581.416,9.26012,
2.115,168.392,268.796,140.341,114.521,112.415,103.31,2.5288,18.7245,145.399,73.4394,63.9321,230.418,0,144.628,13.7484,15.8584,3.90441,163.819,4.22576,2.35021,675.847,104.435,17.7068,15.554,486.408,67.9383,108.14,653.906,1021.3,148.516,0,72.4662,138.303,384.186,599.772,175.163,53.3784,147.507,85.163,74.0498,125,82.5659,197.775,0,0,721.046,176.546,97.496,40.9345,39.0393,69.6505,168.277,465.34,224.693,342.004,235.094,587.825,284.658,153.103,290.579,238.824,217.283,81.8554,182.924,32.0993,77.7909,246.023,97.2874,55.3852,1378.99,182.985,485.383,186.258,463.84,855.864,357.329,971.854,524.312,6.78906,
2.12,155.786,251.057,140.849,117.119,111.398,96.3312,0.689695,17.1235,145.593,73.6484,65.8948,250.239,0,109.287,14.757,17.2951,3.57907,146.685,3.94223,1.71487,635.869,75.4153,14.5561,22.763,471.538,72.1288,113.706,638.679,1159.79,138.137,0,46.9815,139.381,405.758,601.404,181.617,59.6556,171.735,95.3182,73.73,119.223,78.5615,185.134,0,0,719.275,181.151,96.8312,41.1033,38.54,68.2016,168.557,452.103,218.776,332.96,223.31,567.846,261.875,142.423,285.779,231.031,205.777,81.3001,180.33,31.7963,76.6011,233.431,91.168,55.6282,1419.13,181.084,456.225,183.777,469.298,848.25,318.374,874.571,478.117,4.38167,
