time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.000792662,0.00409276,0.080892,0.125732,0.115528,0.244149,0.005335,0.005335,0.005335,0.277717,0.337318,0.303972,0.306558,0.245293,0.368378,0.389405,0.809228,0.185529,0.186514,0.7425,0.065742,0.454385,0.096289,0.096289,0.179839,0.419056,0.341636,0.0859186,0,0,0,0.146058,0.109689,0.133054,0.126202,0.122382,0.165104,0.120312,0.109759,0.113945,0.111817,0.114454,0.118014,0.101027,0.113129,0.79826,0.567447,0.713384,0.17996,0.145681,0.448067,0.33834,0.153581,0.123654,0.146671,0.172701,0.117284,0.115235,0.1456,0.112008,0.289432,0.11732,0.123308,0.130366,0.0993261,0.126068,0.122861,0.0601916,0.225276,0.108169,0.0123809,
2.08,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.000843236,0.00417161,0.0787652,0.122325,0.115528,0.244149,0.005335,0.005335,0.005335,0.26086,0.316684,0.285897,0.291698,0.230515,0.345839,0.389405,0.814543,0.179495,0.17931,0.747376,0.065742,0.456361,0.096289,0.096289,0.179839,0.419056,0.341636,0.0814083,0,0,0,0.1441,0.108375,0.131194,0.124205,0.120933,0.161408,0.118698,0.109132,0.112421,0.110265,0.113017,0.116202,0.100285,0.111513,0.801752,0.569673,0.7164,0.178698,0.144352,0.449524,0.337885,0.151797,0.122258,0.145417,0.16752,0.11546,0.113401,0.142083,0.110507,0.277752,0.115878,0.121275,0.128919,0.0971972,0.124517,0.12087,0.056949,0.218506,0.107946,0.0128953,
2.085,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.000804965,0.00407796,0.0745271,0.115611,0.115528,0.244149,0.005335,0.005335,0.005335,0.230002,0.279299,0.251846,0.262648,0.203102,0.305016,0.389405,0.821788,0.167921,0.165813,0.754024,0.065742,0.458421,0.096289,0.096289,0.179839,0.419056,0.341636,0.0730479,0,0,0,0.137317,0.105286,0.12711,0.119943,0.117594,0.152465,0.115155,0.105185,0.109076,0.106876,0.109766,0.112346,0.0983558,0.107922,0.803734,0.570096,0.717431,0.17558,0.141181,0.4487,0.335995,0.147775,0.119034,0.140383,0.157503,0.11157,0.109497,0.135022,0.107177,0.253934,0.11267,0.117207,0.125592,0.0928151,0.121085,0.116704,0.0498385,0.205143,0.106866,0.0104626,
2.09,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.00124969,0.00438487,0.0652755,0.100515,0.115528,0.244149,0.005335,0.005335,0.005335,0.158765,0.192588,0.17438,0.19735,0.140211,0.210349,0.389405,0.838119,0.141727,0.134973,0.76901,0.065742,0.463338,0.096289,0.096289,0.179839,0.419056,0.341636,0.0539079,1.24709e-18,0,2.49419e-18,0.125261,0.0988973,0.118349,0.110752,0.110589,0.134406,0.107687,0.0998649,0.101946,0.0995856,0.10289,0.104004,0.0945118,0.100303,0.812285,0.575238,0.724243,0.168996,0.134574,0.450702,0.331994,0.139282,0.112243,0.132023,0.134949,0.103161,0.10105,0.119372,0.0998596,0.202213,0.105565,0.10907,0.118562,0.0832681,0.113735,0.107609,0.0348083,0.175144,0.105097,0.00871957,
2.095,0.668426,0.668426,0.668426,0.668426,0.668426,0.668426,0.059152,0.059152,0.00360487,0.00619789,0.0648336,0.0974784,0.09123,0.200709,0.006676,0.006676,0.006676,0.12583,0.152607,0.138981,0.169119,0.111068,0.166868,0.404199,0.889697,0.13502,0.125138,0.816347,0.082277,0.49021,0.100607,0.100607,0.145969,0.425414,0.40296,0.0460599,0.001027,0,0.002054,0.126528,0.10166,0.120629,0.112581,0.113573,0.133282,0.110787,0.106831,0.104427,0.101557,0.105409,0.105808,0.0985175,0.102331,0.868673,0.618514,0.775349,0.17511,0.13921,0.483006,0.348226,0.143384,0.115303,0.13694,0.130231,0.104855,0.102573,0.11772,0.100785,0.187028,0.106743,0.116062,0.121856,0.0832654,0.116596,0.109106,0.0282782,0.167521,0.111108,0.00865458,
2.1,0.686382,0.686382,0.686382,0.686382,0.686382,0.686382,0.061744,0.061744,0.00874146,0.00999459,0.0611277,0.0867169,0.07174,0.162117,0.009643,0.009643,0.009643,0.0593301,0.0715787,0.0683944,0.109762,0.0525618,0.078759,0.417608,0.928012,0.115743,0.100642,0.851528,0.10136,0.509123,0.104162,0.104162,0.116929,0.43291,0.470122,0.0295294,0.0028725,0,0.005745,0.124959,0.101609,0.118474,0.110146,0.113158,0.126333,0.110934,0.117833,0.103571,0.0998125,0.104539,0.1036,0.100764,0.100831,0.924188,0.666072,0.82749,0.176494,0.140289,0.517915,0.357198,0.143429,0.114833,0.141365,0.114921,0.102508,0.100039,0.108684,0.0967237,0.152896,0.102664,0.124717,0.121429,0.0791693,0.115639,0.106099,0.0162249,0.144799,0.116375,0.0115816,
2.105,0.694333,0.694333,0.694333,0.694333,0.694333,0.694333,0.064956,0.064956,0.00689017,0.00877091,0.0635623,0.0922193,0.056523,0.128734,0.013744,0.013744,0.013744,0.0744011,0.0900383,0.0839085,0.125292,0.0656793,0.0987837,0.429464,0.963901,0.123783,0.109116,0.884449,0.122693,0.52865,0.107026,0.107026,0.0926285,0.441377,0.540381,0.0336567,0.0045755,1.17267e-18,0.009151,0.128268,0.105197,0.123317,0.114575,0.117372,0.130902,0.114667,0.116805,0.107477,0.103891,0.108555,0.107818,0.103951,0.104736,0.949156,0.68012,0.848322,0.183366,0.145361,0.529081,0.370904,0.14864,0.119226,0.143883,0.122042,0.10671,0.104186,0.114372,0.101704,0.162447,0.108035,0.125096,0.126091,0.0826413,0.120174,0.110627,0.0183438,0.154867,0.119522,0.00940243,
2.11,0.692314,0.692314,0.692314,0.692314,0.692314,0.692314,0.068522,0.068522,0.010348,0.0112618,0.0608192,0.0845841,0.045036,0.100607,0.018569,0.018569,0.018569,0.0310053,0.03726,0.0376506,0.0856864,0.0274181,0.0414086,0.439468,0.98113,0.110491,0.092597,0.900274,0.145847,0.536784,0.109211,0.109211,0.0728215,0.450334,0.610145,0.0227865,0.0069555,0.00169,0.012221,0.125889,0.104425,0.121049,0.112224,0.116277,0.12531,0.11403,0.123034,0.106195,0.102031,0.107226,0.105657,0.104692,0.103033,0.978349,0.706366,0.876068,0.182923,0.145039,0.547981,0.373993,0.147658,0.118071,0.145478,0.111345,0.104462,0.101831,0.107742,0.0982457,0.139259,0.104505,0.130379,0.124918,0.0794479,0.118719,0.107928,0.0102438,0.138995,0.122108,0.0105919,
2.115,0.681139,0.681139,0.681139,0.681139,0.681139,0.681139,0.072181,0.072181,0.0119345,0.012406,0.0603483,0.0823329,0.036739,0.077532,0.023819,0.023819,0.023819,0.0171431,0.0203994,0.0230348,0.0730566,0.0152117,0.0231164,0.447795,0.987025,0.106586,0.0876117,0.905691,0.1702,0.53978,0.110608,0.110608,0.0571355,0.459474,0.674962,0.0194258,0.011501,0.008025,0.014977,0.125863,0.104591,0.120716,0.111898,0.116338,0.124305,0.114351,0.126438,0.106184,0.101766,0.107171,0.105344,0.105331,0.102874,0.990666,0.717807,0.887946,0.183203,0.145407,0.556366,0.375555,0.147889,0.118082,0.146959,0.108324,0.104116,0.101441,0.106002,0.0972318,0.133086,0.103432,0.13354,0.124937,0.0787802,0.118638,0.10743,0.00784054,0.134214,0.123414,0.0113818,
2.12,0.662125,0.662125,0.662125,0.662125,0.662125,0.662125,0.07568,0.07568,0.013036,0.0132098,0.0588074,0.0788722,0.03107,0.059107,0.029263,0.029263,0.029263,0.000490159,4.3203e-05,0.00545978,0.0579266,0.000622313,0.000963105,0.454717,0.986678,0.100751,0.0806476,0.905378,0.194909,0.539093,0.111049,0.111049,0.0450885,0.468993,0.730241,0.0151315,0.016013,0.014544,0.017482,0.124643,0.103558,0.118996,0.110182,0.115093,0.121576,0.113232,0.128154,0.104914,0.10033,0.105903,0.103747,0.10484,0.101494,0.99451,0.722361,0.89203,0.181731,0.144231,0.559536,0.373992,0.146424,0.116807,0.146887,0.103446,0.102501,0.0998074,0.102722,0.0953098,0.123511,0.101444,0.134146,0.123601,0.0769848,0.117222,0.105612,0.0049595,0.127327,0.123491,0.0125421,
2.125,0.636176,0.636176,0.636176,0.636176,0.636176,0.636176,0.078803,0.078803,0.0141637,0.0139871,0.05929,0.0785924,0.027522,0.044868,0.034679,0.034679,0.034679,0.000464783,1.93264e-05,0.00578979,0.0573825,0.000633789,0.0010243,0.460484,0.978187,0.100656,0.0806183,0.897593,0.218854,0.534926,0.11049,0.11049,0.036195,0.478836,0.772692,0.0152698,0.0205065,0.021195,0.019818,0.12531,0.103625,0.118862,0.110218,0.115046,0.122409,0.113498,0.130564,0.104936,0.100213,0.105836,0.103725,0.104873,0.10151,0.992686,0.723332,0.891251,0.18107,0.144059,0.560227,0.371882,0.146422,0.116663,0.147963,0.103472,0.102475,0.0997799,0.102707,0.0946205,0.125488,0.100602,0.136686,0.123429,0.0771533,0.117085,0.105536,0.00537102,0.126836,0.123543,0.0134428,
