mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0673571,0.0186911,0.0415586,0.00547606,0.0410873,0.0480306,0.00888728,0.0471076,
addlong_r,0.0337471,0.0724621,0.0284461,0.0386581,0.0095037,0.00552261,0.0617242,0.0264998,
addmagDist_r,0.0283636,0.00965821,0.0190992,0.0342725,0.024597,0.0408543,0.0198062,0.0422694,
addmagIsch_r,0.0245136,0.0610524,0.00682274,0.0352359,0.0538091,0.060393,0.0672157,0.0114827,
addmagMid_r,0.0365225,0.0723465,0.0417582,0.0552643,0.042601,0.0640261,0.0190662,0.0603584,
addmagProx_r,0.00919556,0.00844519,0.0718418,0.0488216,0.000807835,0.0613993,0.0628422,0.0366932,
bflh_r,5.94224e-21,0.177762,1.19233e-05,2.77974e-09,4.51206e-11,0.274471,8.58028e-12,0.019204,
bfsh_r,2.70167e-21,0.177762,1.19193e-05,2.72452e-09,4.47226e-11,0.274471,2.10479e-11,0.019204,
edl_r,0.0508146,0.00900452,0.0199439,0.012291,0.0277701,0.0340156,0.0297849,0.0452355,
ehl_r,0.0436491,0.0370724,0.0324828,0.00792194,0.0448405,0.00222076,0.0588838,0.036331,
fdl_r,0.0373304,0.00440894,0.0076946,0.0184041,0.0226469,0.0254469,0.0161128,0.00686384,
fhl_r,0.0617943,0.00561891,0.0067964,0.0583643,0.015685,0.0442661,0.055059,0.027863,
gaslat_r,0.050305,0.0118719,0.0336895,0.00400671,0.049728,0.0315874,0.0277919,0.0567039,
gasmed_r,0.0152112,0.0374612,0.0101887,0.0276508,0.0399795,0.0477114,0.0113243,0.0619642,
glmax1_r,0.0143963,0.000662615,0.549821,0.00406001,0.0024741,0.135224,0.00127906,0.00152844,
glmax2_r,0.0144108,0.00031732,0.549983,0.00431855,0.00288788,0.135469,0.000962249,0.00148531,
glmax3_r,0.0144751,0.000123855,0.550074,0.0044542,0.00270491,0.135479,0.00119323,0.00141399,
glmed1_r,0.00883726,0.0286041,0.013912,0.0256689,0.0127007,0.0648095,0.0552513,0.0130363,
glmed2_r,0.00627385,0.00957238,0.0222184,0.0604446,0.0370193,0.0322089,0.0153351,0.0468564,
glmed3_r,0.0552869,0.06446,0.0117788,0.00316421,0.0653624,0.058928,0.0221561,0.0726411,
glmin1_r,0.0171619,0.0429001,0.00626114,0.02331,0.029255,0.0697509,0.0120586,0.0731934,
glmin2_r,0.0415035,0.0307603,0.0384175,0.00107848,0.0481591,0.0564455,0.0079004,0.0573189,
glmin3_r,0.0497167,0.016975,0.0559207,0.0115219,0.062673,0.0402805,0.0689305,0.0494738,
grac_r,0.0326557,0.0172826,0.0560911,0.0457438,0.0684161,0.0448322,0.0123738,0.0367118,
iliacus_r,0.0208645,0.0602014,0.0457046,0.0410645,0.0713176,0.0104801,0.0272549,0.000339723,
perbrev_r,0.0228742,0.00852893,0.000389827,0.0104836,0.0406152,0.0342522,0.0238285,0.0116838,
perlong_r,0.0311215,0.0483317,0.0196369,0.059003,0.0269779,0.0508617,0.0144681,0.0215155,
piri_r,0.023418,0.00946047,0.0599316,0.0161072,0.018339,0.0135884,0.00453494,0.00243684,
psoas_r,0.0360926,0.0318531,0.0504082,0.0714716,0.00760226,0.0385904,0.0554428,0.0143924,
recfem_r,1.4013e-45,1.68156e-44,1.26117e-44,0.0192744,6.46369e-29,0.0525746,0.0142182,0.0232645,
sart_r,1.4013e-45,1.68156e-44,1.26117e-44,0.0192744,6.44341e-29,0.0525746,0.0142182,0.0232645,
semimem_r,2.85048e-21,0.177762,1.19201e-05,2.73359e-09,4.47727e-11,0.274471,1.06697e-11,0.019204,
semiten_r,1.34785e-21,0.177762,1.18733e-05,2.29862e-09,4.13477e-11,0.274471,1.18054e-11,0.019204,
soleus_r,0.0311148,0.0736162,0.0322504,0.0437908,0.0382871,0.0650522,0.0295764,0.0673371,
tfl_r,1.4013e-45,1.68156e-44,1.26117e-44,0.0192744,6.4395e-29,0.0525746,0.0142182,0.0232645,
tibant_r,0.0083096,0.038054,0.0619652,0.0101189,0.00188331,0.0283135,0.00345584,0.06714,
tibpost_r,0.0234535,0.0605709,0.0664359,0.0597458,0.0557304,0.0456578,0.0385977,0.0490095,
vasint_r,0.0186225,0.00206989,0.0145769,0.0344408,0.00559173,0.0133953,0.0371625,0.042514,
vaslat_r,2.8026e-45,5.32493e-44,0.0100587,0.110666,1.4013e-45,0.249626,5.60519e-45,1.12104e-44,
vasmed_r,2.8026e-45,5.1848e-44,0.0100587,0.110666,1.4013e-45,0.249626,5.60519e-45,1.12104e-44,
addbrev_l,0.0228711,0.0049309,0.0230837,0.0276548,0.0669438,0.0445181,0.0656251,0.0426208,
addlong_l,0.0729241,0.0288727,0.000977599,0.048065,0.0289086,0.0459855,0.026575,0.0666797,
addmagDist_l,0.0729248,0.0350615,0.0276955,0.00732677,0.0606563,0.0130697,0.0261653,0.0359471,
addmagIsch_l,0.0117552,0.0737233,0.0438603,0.0653541,0.0265769,0.0389278,0.0159666,0.0177624,
addmagMid_l,0.0305655,0.0123656,0.00209587,0.0437582,0.064362,0.0341683,0.00122259,0.0150953,
addmagProx_l,0.0570224,0.0543873,0.0601426,0.00150206,0.0636731,0.0419719,0.0608032,0.0377518,
bflh_l,0.883751,0.0484799,5.82584e-06,0.420808,0.0966323,8.97862e-14,0.0401022,0.0123724,
bfsh_l,0.883751,0.0484799,5.86019e-06,0.420808,0.0966323,9.07704e-14,0.0401023,0.0123724,
edl_l,0.0553864,0.00292673,0.0294931,0.00516113,0.0565392,0.00494383,0.0120256,0.0434578,
ehl_l,0.0569178,0.0417646,0.0281381,0.056471,0.00311854,0.0343865,0.0675524,0.00453436,
fdl_l,0.0161955,0.0470458,0.0274166,0.0234427,0.048725,0.0566386,0.050195,0.0609569,
fhl_l,0.0629996,0.0248244,0.00598897,0.00849175,0.012238,0.0298113,0.0518976,0.0446514,
gaslat_l,0.0412749,0.00344719,0.0679616,0.0092915,0.0429705,0.067647,0.0442053,0.0429715,
gasmed_l,0.014208,0.0306057,0.0719712,0.0631996,0.0326709,0.0392634,0.0109961,0.0332486,
glmax1_l,0.000911565,1.30102e-05,0.251927,0.000122836,0.0708665,0.0118231,0.0627224,0.384561,
glmax2_l,0.000930466,5.67289e-07,0.251929,8.33332e-05,0.0708631,0.0118359,0.0627208,0.384565,
glmax3_l,0.000956688,7.74528e-06,0.251924,7.12143e-05,0.070847,0.0118331,0.0627216,0.384568,
glmed1_l,0.0479933,0.049323,0.0687036,0.0198035,0.0259765,0.0289046,0.0426231,0.0221286,
glmed2_l,0.0301056,0.0372945,0.0487517,0.0253313,0.0158654,0.0658023,0.0683331,0.0126661,
glmed3_l,0.0403805,0.0417495,0.0478306,0.0306815,0.050387,0.0221136,0.0677307,0.0494895,
glmin1_l,0.0373387,0.0410816,0.0318396,0.034484,0.0216433,0.0226959,0.0190664,0.0124381,
glmin2_l,0.0186909,0.0503747,0.0581208,0.00943554,0.0737101,0.0137985,0.049719,0.0227251,
glmin3_l,0.000770877,0.0122804,0.0100067,0.0606448,0.0485274,0.0513289,0.0580152,0.0644514,
grac_l,0.0153448,0.0341058,0.0630663,0.0713823,0.0459321,0.0358036,0.0307247,0.0531672,
iliacus_l,0.0728441,0.073142,0.0125461,0.0663686,0.0170434,0.0173261,0.0577987,0.0268961,
perbrev_l,0.0564227,0.00168396,0.0204192,0.00484015,0.0320115,0.050503,0.0420947,0.0481298,
perlong_l,0.0445187,0.0132755,0.0148362,0.0506718,0.0464194,0.0580096,0.0292174,0.0499845,
piri_l,0.0189778,0.045063,0.000314714,0.0404807,0.0472156,0.0298772,0.0452242,0.0718267,
psoas_l,0.00567436,0.0283187,0.0591296,0.034521,0.0119164,0.0586504,0.0387226,0.0129966,
recfem_l,1.09131e-12,3.48075e-22,0.0141408,8.40779e-45,0.00510487,0.00503694,0.0858137,1.85078e-18,
sart_l,1.25643e-11,4.6364e-22,0.0141408,8.40779e-45,0.00510487,0.00503694,0.0858137,2.09688e-18,
semimem_l,0.883751,0.0484797,6.32948e-06,0.420808,0.0966324,8.43975e-14,0.0401022,0.0123722,
semiten_l,0.883751,0.0484795,6.77057e-06,0.420808,0.0966326,7.75743e-14,0.0401022,0.012372,
soleus_l,0.0327734,0.0351085,0.05038,0.0468766,0.0572681,0.0527282,0.00599954,0.0241124,
tfl_l,5.87171e-12,1.32189e-23,0.0141408,7.00649e-45,0.00510487,0.00503694,0.0858137,1.92922e-18,
tibant_l,0.0448687,0.0359786,0.0192114,0.0313448,0.0315067,0.0242444,0.0728311,0.0539193,
tibpost_l,0.00299767,0.0209615,0.00125101,0.0570793,0.0323291,0.0491907,0.00340514,0.0738337,
vasint_l,0.0252113,0.0599437,0.0330458,0.0646611,0.0717082,0.0601336,0.00138567,0.0356527,
vaslat_l,0.0276004,0.000927905,0.00342481,0.000922534,0.201336,0.0104341,0.00540262,8.94657e-06,
vasmed_l,0.0276431,0.00103194,0.00338133,0.000696722,0.201301,0.0104073,0.00541489,2.22234e-07,
