time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.175,-34.5319,10.8417,7.70448,-17.6517,9.06628,0.233847,25.1419,2.18061,-46.7216,1.5077,5.57082,-13.08,-4.5367,-2.00456,-3.15477,0.299377,-4.12497,-3.70775,0.765212,1.42317,
0.18,-41.614,-19.7047,14.4425,-0.420364,7.88851,-0.504335,24.8702,-5.32203,-45.7827,8.08355,2.80819,-8.42949,-5.54723,-7.35645,-3.51185,0.479973,-4.33248,-3.07861,0.771793,1.33534,
0.185,-30.6663,-37.2685,13.6099,10.7596,6.59859,-0.982743,36.4927,-7.95946,-40.6787,12.8412,4.93193,-3.13744,-1.31482,-12.2989,-2.62174,0.672633,-2.44386,-2.23293,1.30514,1.27565,
0.19,-26.1741,-49.0433,14.216,21.9076,5.45577,-1.93857,41.9736,-6.84731,-36.6409,18.0782,4.65761,2.55821,-5.82476,-16.6466,-2.32448,0.866164,-1.83071,-1.24614,1.51402,1.24502,
0.195,-24.5216,-51.212,14.7954,29.8225,4.55232,-3.12251,43.9169,-1.25705,-33.3699,22.732,5.35446,8.72657,-2.23537,-20.2713,-2.08651,1.04476,-0.676923,-0.0831038,1.6888,1.24842,
0.2,-24.3991,-46.6253,14.2734,32.9763,4.25338,-4.0219,44.1883,6.90749,-30.6302,26.2908,4.84497,15.2423,-5.22072,-22.9947,-2.20057,1.18769,0.0645092,1.21473,1.77408,1.28702,
0.205,-24.9061,-40.6278,13.1018,31.7844,4.10604,-4.27424,43.9867,14.9638,-28.3271,28.6543,5.28878,21.9496,-2.82819,-24.6448,-2.14795,1.26871,0.67659,2.59127,1.8159,1.36022,
0.21,-25.5916,-36.7979,10.6324,27.178,4.56052,-3.77998,43.7067,21.2472,-26.3745,29.8728,5.85748,28.6556,-4.01702,-25.0741,-2.20009,1.25664,1.31879,3.97519,1.86803,1.46522,
0.215,-26.3401,-36.1329,6.85676,19.9217,5.5043,-2.63905,43.3597,25.4207,-24.686,30.0649,7.96872,35.1266,-2.37993,-24.1806,-2.07638,1.11734,2.0609,5.28118,1.93942,1.59676,
0.22,-27.044,-37.5029,2.91569,10.3785,6.60796,-1.04069,42.8367,28.2602,-23.2465,29.4457,8.97919,41.0912,-2.96305,-21.9264,-3.16431,0.816994,2.92575,6.41385,2.03508,1.74708,
0.225,-27.561,-38.6396,-3.30418,-1.13201,8.03638,0.808068,42.0101,31.1204,-22.1022,28.3336,13.9042,46.2492,0.286771,-18.3535,-1.85113,0.326936,3.91888,7.27432,2.16115,1.90613,
0.23,-28.3292,-37.6601,-9.80314,-13.6424,9.8896,2.7117,40.6406,35.0585,-21.6344,27.0659,18.4261,50.9999,2.58473,-13.8181,-1.6995,-0.37134,5.0205,8.02575,2.32489,2.07958,
0.235,-29.3906,-34.1245,-19.5763,-25.4425,12.2196,4.50131,38.6466,40.216,-21.9299,25.8669,23.8703,55.2215,5.70609,-8.62477,-1.50809,-1.27789,6.21154,8.62969,2.52105,2.26256,
0.24,-27.9555,-28.8608,-25.1041,-34.7983,14.0087,6.03864,36.1815,45.9615,-22.4648,24.8141,29.5303,58.2393,8.83797,-2.96797,-1.40995,-2.36928,7.45113,8.86743,2.76371,2.43577,
0.245,-28.0756,-23.29,-34.5399,-40.8661,15.1786,7.25114,33.4136,51.4351,-22.6113,23.9016,34.5197,59.8456,11.8811,2.77223,-1.39459,-3.59598,8.71004,8.70516,3.03808,2.59077,
0.25,-27.902,-18.746,-40.0807,-44.1055,15.0656,8.16571,30.5238,56.0327,-21.964,23.116,37.4427,59.8894,14.062,8.19274,-1.52876,-4.8816,9.92265,8.13888,3.31587,2.72088,
0.255,-25.8849,-15.9993,-45.2279,-45.7538,14.2462,8.87675,27.5349,59.5641,-20.6516,22.4525,38.5516,58.2998,15.9025,12.9031,-1.86941,-6.12716,10.9921,7.19744,3.59092,2.82205,
0.26,-24.7974,-15.1591,-46.7466,-46.8874,13.2274,9.47257,23.8709,62.0986,-20.5196,21.8804,38.4287,55.1059,16.9373,16.5635,-2.25392,-7.22029,11.8494,5.9319,3.82929,2.8939,
0.265,-21.0955,-15.9029,-49.5378,-47.894,12.4144,9.98101,20.0739,63.7228,-20.3054,21.3043,37.2903,50.4529,17.2521,18.9168,-2.64885,-8.04876,12.4972,4.45144,4.01939,2.93689,
0.27,-20.0332,-17.6636,-51.1573,-48.6159,11.4433,10.375,16.2611,64.4897,-20.3116,20.5766,35.2219,44.6005,16.8596,19.8159,-3.03295,-8.51586,12.9324,2.88169,4.16731,2.95537,
0.275,-14.9763,-19.7625,-51.626,-48.8338,10.6399,10.6156,12.6146,64.5044,-20.828,19.5576,31.5875,37.906,15.4103,19.238,-3.42421,-8.55557,13.1249,1.36265,4.22974,2.95577,
