mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.252781,0.0117535,0.098876,0.452909,0.0918085,0.120808,0.138907,0.0687829,
addlong_r,0.252799,0.0118402,0.0987772,0.452894,0.0918067,0.120787,0.138962,0.068739,
addmagDist_r,0.254992,0.012376,0.101845,0.456399,0.0897651,0.121205,0.136947,0.066865,
addmagIsch_r,0.25279,0.0117959,0.0988275,0.452902,0.0918073,0.120798,0.138934,0.0687611,
addmagMid_r,0.252776,0.0117365,0.0988954,0.452913,0.0918096,0.120812,0.138896,0.0687914,
addmagProx_r,0.252815,0.0117196,0.0989477,0.453,0.0918645,0.120847,0.138958,0.0686419,
bflh_r,0.0129072,0.492977,0.00139753,0.00256891,0.000351996,0.382336,0.326666,0.252647,
bfsh_r,0.0129045,0.492978,0.00139817,0.00243844,0.000353914,0.382339,0.326673,0.252657,
edl_r,0.0826646,0.0356936,0.064371,0.0780088,0.0948841,0.0443387,0.0861651,0.0879677,
ehl_r,0.00999693,0.219212,0.163127,0.00414266,0.134014,0.233336,0.00403785,0.00951103,
fdl_r,0.123106,0.101942,0.0914425,0.137737,0.099155,0.0883905,0.151236,0.230147,
fhl_r,0.232188,0.0755757,0.0414977,0.32578,0.0725296,0.0251214,0.161622,0.442136,
gaslat_r,0.0172327,0.218373,0.000916548,0.00164116,0.00153851,0.0493699,0.271704,0.410016,
gasmed_r,0.0453415,0.552089,0,0.0111078,0.000285584,0.0324109,0.545133,0.380154,
glmax1_r,0.118905,0.21276,0.190834,0.0513052,0.0449098,0.255886,0.686595,0.0512743,
glmax2_r,0.11893,0.212705,0.190857,0.0512964,0.044892,0.255907,0.686638,0.0512563,
glmax3_r,0.118935,0.212694,0.190862,0.0512945,0.0448882,0.255912,0.686647,0.0512527,
glmed1_r,0.00128828,0,0,0.259099,0,0,0.568431,0.861002,
glmed2_r,0,0,0.00221312,0.200961,0,0,0.611008,0.877446,
glmed3_r,0,0.180737,0.0969022,0.621667,0,0,0.474627,0.829503,
glmin1_r,0,0.000962181,0,0.773279,0,0,0.603086,0.726563,
glmin2_r,0,0.000837671,0.00931206,0.220758,0.00125892,0,0.547539,0.838312,
