EMG01_right_gast_med,EMG02_right_glut_max,EMG03_left_gast_med,EMG04_left_glut_max,EMG05_right_glut_med,EMG06_right_bic_fem,EMG07_right_rect_fem,EMG08_right_vast_lat,EMG09_right_vast_med,EMG10_right_tens_fasc_lat,EMG11_left_glut_med,EMG12_left_bic_fem,EMG13_left_rect_fem,EMG14_left_vast_lat,EMG15_left_vast_med,EMG16_left_tens_fasc_lat
0.19143406499467733,0.003468058143281773,0.04679224750312573,0.0010918811121010316,0.025455163683968347,0.0037713438599639377,0.02992471729054571,0.01163480369581434,0.005440903068370332,0.0630576077511704,-0.12831456691607906,-0.008415594900259888,0.07285668017677994,0.010241483075518762,0.02997962500190214,0.0737600719095362
0.19843808667883964,0.003998243039799215,0.04744077547997146,0.0011978423706281067,0.026669308975567053,0.0043922246385695906,0.030350146275814907,0.012548282825305446,0.00559927284460436,0.06767944150695347,-0.1194545524778144,-0.004876292713634428,0.07567463741152139,0.015345714952089796,0.03619688685471756,0.07689677232899415
0.20540345783716135,0.004541513880083257,0.04809948936426559,0.0013050047537000939,0.027900587180423132,0.005025974645417433,0.030791464262273176,0.013462456870923388,0.005759276021316869,0.07229597773187593,-0.110641340335854,-0.0013300025049060935,0.07846741358840127,0.02042562500143949,0.04234715242356283,0.08005756598342333
0.21232031736359677,0.005098078865234163,0.048768162730909094,0.001413297645643342,0.029147981169304286,0.0056725194823977615,0.031248769462331787,0.014376360452178442,0.00592079904735151,0.07690244740186725,-0.10188633349173146,0.002219654656294762,0.08122756517221434,0.025474287486306396,0.04842193404293844,0.08323783053968568
0.21917878246135403,0.005668151503403786,0.04944650988811469,0.0015226525241495337,0.030410517087705594,0.006331793785138372,0.03172215055000532,0.015289018880656613,0.006083737187246716,0.08149397822075846,-0.09320034699472032,0.005769167378319303,0.08394814926584143,0.030485059739140452,0.05441281172723221,0.08643319895300289
0.22596894677176776,0.006251944913996874,0.05013417413934131,0.0016330050887788993,0.0316872856855836,0.007003743968412117,0.03221168500536431,0.01619945906562362,0.006247993673205203,0.08606558157174744,-0.0845934391285205,0.009315172117868026,0.0866229350623361,0.03545172864666711,0.06031152774333152,0.08963968605113161
0.23268081063766904,0.0068496708062458864,0.05083071655878991,0.0017442970054975377,0.032977453538611375,0.007688330647524978,0.03271743151724969,0.017106721788479853,0.006413475076590884,0.09061217445907675,-0.07607475329010625,0.012854484253415017,0.0892465150734662,0.04036863269721343,0.06611011527982598,0.09285374954404774
0.23930416726267384,0.007461545416490998,0.05153560845390699,0.0018564769329261544,0.03428026407951637,0.00838553081867217,0.03323941828500212,0.018009872312832242,0.006580085211412309,0.09512862927341818,-0.06765238763879594,0.016384121725623556,0.09181431132533596,0.04523074112778207,0.07180102481193633,0.09607228418171432
0.24582851155856825,0.008087799488366881,0.05224823209240595,0.001969500843798744,0.035595028680884856,0.009095339751330974,0.03377762970781829,0.018908008645097254,0.006747721148933959,0.09960983482701798,-0.05933330600223774,0.019901321392313258,0.0943224899486528,0.05003369019925009,0.07737723658610059,0.09929255910472326
0.2522430550198385,0.008728688427996038,0.05296789041497859,0.0020833316922189357,0.0369211084883689,0.009817772435300636,0.03433199618515169,0.019800267018567175,0.006916273728776273,0.10405075990180432,-0.051123299405674526,0.023403548421250298,0.09676780127008387,0.054773778427766644,0.0828323541067335,0.10251211087390955
0.2585368624754075,0.00938450083818765,0.053693822237944173,0.0021979385122665,0.038257888147553536,0.010552864334504516,0.03490239167199192,0.020685824243681695,0.007085630942207229,0.10844651468216386,-0.04302700287821346,0.026888499119557634,0.09914736530719588,0.05944792433977467,0.08816067408410506,0.10572860625470758
0.2646990517707737,0.010055564691439523,0.05442521978296232,0.0023132950564075747,0.03960474382268827,0.011300671131508708,0.035488638066825874,0.02156389664057236,0.007255680848240233,0.11279240502696077,-0.03504796691658904,0.03035409750106609,0.10145844874894143,0.06405359148697433,0.09335722932611569,0.10893970338855796
0.2707189993075842,0.010742250562106556,0.05516124721728186,0.0024293781001498704,0.04096101410673181,0.012061267120185558,0.0360905106382999,0.02243373536341369,0.007426312302804774,0.11708397442055136,-0.02718877835947178,0.03379848576286352,0.10369833498677308,0.06858868659159616,0.09841780242199334,0.11214297013330131
0.2765865273312869,0.011444971504507542,0.05590105930152721,0.0025461655498288144,0.04232598962436252,0.01283474192398622,0.03670773980585949,0.023294618039807945,0.007597413256909934,0.12131702868825292,-0.019451221739796985,0.037220008726748015,0.10586436516866542,0.07305143768800954,0.10333890960376031,0.11533590145944203
0.2822920613816633,0.012164179363213947,0.05664381899011221,0.002663634488458424,0.0436989286560811,0.013621195281663464,0.037340007642836785,0.024145836775848792,0.007768867019142157,0.12548763923682257,-0.011836469367444633,0.04061719221482764,0.10795410299737775,0.07744025967706183,0.10811775569399353,0.11851600490029376
0.28782674765413274,0.012900357510988707,0.05738871265838807,0.0027817593399147604,0.04507908760096147,0.014420729751843409,0.03798694036418984,0.024986682720072307,0.007940548185072659,0.1295921216302809,-0.004345284672751732,0.043988715337609535,0.1099655168801295,0.08175362236324805,0.11275216239538009,0.12168089271421868
0.29318252144909657,0.013654010212686531,0.058134961570188354,0.0029005104891135286,0.046465751685362024,0.015233441336782217,0.038648102933694355,0.025816428895860607,0.008112321374014958,0.13362698766268608,0.0030217994978323517,0.04733337679449369,0.11189712125487912,0.08598995661638408,0.11724047320900263,0.1248283503156473
0.2983521196514774,0.014425649011506801,0.05888182825459714,0.0030198536969726388,0.047858259904874655,0.016059409684091138,0.039323003558031734,0.026634317405521992,0.008284044396962127,0.1375888706745942,0.0102643956835123,0.05065005547588439,0.11374806338641288,0.09014763532028917,0.12158143889176602,0.12795637629396084
