mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0,0.000210595,0.0402614,0.000276234,0,0,0.000230439,0,
addlong_r,0,0,0,0,0,0,0.00121882,0.00136511,
addmagDist_r,7.45322e-05,0,0.0395457,0,0.000906782,0.237648,0.277257,0.000707862,
addmagIsch_r,0,0.000681087,0,0,0,0,0.00125466,8.48892e-05,
addmagMid_r,0,0.000300971,0.0196694,0.000320532,0,3.1698e-05,0.00113715,0.119497,
addmagProx_r,0,4.18827e-05,0.409427,0,0,0.0739559,0,0.754433,
bflh_r,0.00010375,0.453219,0.0473969,0.0495554,0.147582,0.00112344,0.0141225,0.0181389,
bfsh_r,0,0.452526,0.0470191,0.0493837,0.147031,0,0.0140899,0.0179059,
edl_r,0.126742,0.109605,0.0792346,0.105644,0.313397,0.0595696,0.080809,0.0625034,
ehl_r,0.0814398,0.0261037,0.0160039,0.0496611,0.00950782,0.324546,0.0241059,0.00562016,
fdl_r,0.0610284,0.0978197,0.0661671,0.100111,0.0503632,0.0928059,0.0946565,0.0944561,
fhl_r,0.0476425,0.0778538,0.109421,0.0519406,0.0110879,0.0194286,0.10576,0.162452,
gaslat_r,0.00107839,0.0608406,0.101247,0.00230611,0.0458303,0.0392365,0.161679,0.0284153,
gasmed_r,0.00599853,0.0586637,0.127304,0.00940494,0.284562,0.0397649,0.114995,0.146067,
glmax1_r,0.0216096,0.0249858,0.207975,0.0681889,0.0440805,0,0.0319591,0.0278287,
glmax2_r,0.0216096,0.0249858,0.207975,0.0681889,0.0440805,0,0.0319591,0.0278287,
glmax3_r,0.0216096,0.0249858,0.207975,0.0681889,0.0440805,0,0.0319591,0.0278287,
glmed1_r,0,0,9.59979e-05,0,0.00142432,0,0.0049605,0,
glmed2_r,0,0,0,0,0,0,0.00659589,9.44369e-06,
glmed3_r,0,0,2.83569e-05,0,6.43723e-05,2.1661e-06,0.00399774,0,
glmin1_r,0,0.000453303,2.85347e-05,0,0,1.98729e-05,0.00447702,0.000202983,
glmin2_r,0,0,0,3.34719e-05,0,0,0.0252783,0,
glmin3_r,0,0.00172485,0.00304066,0,0.000995656,0,2.13437e-05,0.000568355,
grac_r,0,0,0.00490058,0,0,0.000255483,0,0.000397135,
iliacus_r,0,0,0.0494689,0,0,6.72933e-05,0,0,
perbrev_r,0.0169756,0.0745931,0.146972,0.0632308,0.00371604,0.0117024,0.0471061,0.101508,
perlong_r,0.0608278,0.0720984,0.108436,0.0487405,0.00242367,0.00596451,0.0891288,0.119958,
piri_r,0.0375051,0.0613828,0.030079,0.0620844,0.00536538,0.00326789,0.0155985,0.0348916,
psoas_r,7.94554e-05,0.570284,0.532747,0,0,0.000729663,0,0.000343283,
recfem_r,0.0285669,0.130047,0.023177,0.330492,0.0595063,0.000559511,0.000188728,0.122587,
sart_r,0.0285408,0.130524,0.0233259,0.330069,0.0597664,0.000217412,0.000394523,0.122188,
semimem_r,0,0.452311,0.0470353,0.0489258,0.147207,0,0.0139618,0.01732,
semiten_r,2.40296e-05,0.45343,0.0475724,0.0496576,0.147901,0,0.014174,0.0183057,
soleus_r,0.00738107,0,0.0573207,0.0258145,5.82135e-05,0.0398497,0.0849563,0.0586007,
tfl_r,0.028639,0.129968,0.0235087,0.330495,0.05995,5.16524e-05,0,0.122516,
tibant_r,0.0598273,0.0096273,0.00163066,0.0116446,0.0327997,0.264956,0.0229192,0,
tibpost_r,0.0190789,0.0888863,0.113757,0.0401149,0.0109084,0.0967204,0.177494,0.134132,
vasint_r,0,0,0,0.0276435,0.00246435,0.0728388,0.0163583,0.861585,
