mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.0701438,0.0540589,0.0372329,0.0480795,0.00994297,0.0745742,0.0527296,0.0131213,
addlong_r,0.00528465,0.0423513,0.0274677,0.0248311,0.0378203,0.0663491,0.0270276,0.035446,
addmagDist_r,0.0282529,0.0646036,0.0479251,0.0175514,0.00772318,0.0108363,0.0514406,0.00276421,
addmagIsch_r,0.0746354,0.0299533,0.0194737,0.00143194,0.014593,0.0195126,0.055926,0.00238043,
addmagMid_r,0.0751782,0.0215615,0.0262642,0.0761858,0.0542829,0.0255967,0.0700721,0.0145337,
addmagProx_r,0.0140849,0.0204073,0.00309433,0.0163442,0.0560217,0.0671634,0.0751948,0.044154,
bflh_r,0.000693181,0.450117,0.124972,0.01337,0.0709323,0.0121432,0.00308945,0.0722854,
bfsh_r,0.000671971,0.450124,0.124977,0.0133743,0.0709268,0.0121422,0.00310645,0.0722807,
edl_r,0.0481726,0.0659454,0.0748748,0.00800072,0.0498013,0.0437136,0.0633371,0.036297,
ehl_r,0.0238379,0.00406431,0.0591566,0.00548046,0.0742131,0.0103149,0.0752381,0.00600948,
fdl_r,0.0108855,0.002433,0.018001,0.0405446,0.0523187,0.0246262,0.00817555,0.0438334,
fhl_r,0.0251787,0.0779808,0.0271416,0.0540915,0.0671716,0.0586496,0.057759,0.032513,
gaslat_r,0.0113212,0.0356716,0.0249045,0.0385376,0.0613463,0.0246094,0.0206908,0.051526,
gasmed_r,0.0514744,0.058464,0.0723144,0.0256333,0.0549427,0.0232105,0.062287,0.000505143,
glmax1_r,0.0302714,4.5708e-14,0.172778,4.33335e-05,1.9668e-09,4.47264e-10,0.0223425,0.128794,
glmax2_r,0.0302714,8.42177e-15,0.172778,4.33335e-05,1.92127e-09,5.86235e-10,0.0223425,0.128794,
glmax3_r,0.0302714,5.00832e-14,0.172778,4.33336e-05,1.89234e-09,5.44565e-10,0.0223425,0.128794,
glmed1_r,0.00111552,0.0783743,0.035391,0.0627385,0.0466585,0.0651749,0.0206465,0.0766928,
glmed2_r,0.0686933,0.0534348,0.0098113,0.0678963,0.0234672,0.0418424,0.0251606,0.044979,
glmed3_r,0.0484467,0.00523589,0.0320238,0.0478487,0.0139575,0.0423322,0.000910479,0.0271906,
glmin1_r,0.0663644,0.0761953,0.0270814,0.065289,0.00270568,0.0181907,0.0422503,0.00965638,
glmin2_r,0.0722004,0.0214678,0.0339002,0.0694195,0.00631948,0.0527996,0.0564759,0.053939,
glmin3_r,0.0680736,0.046208,0.0254375,0.0486983,0.0781845,0.00958916,0.069731,0.0730692,
grac_r,0.0645709,0.0255153,0.0520246,0.0297625,0.0140691,0.0300665,0.00574496,0.0546309,
iliacus_r,0.0773594,0.0438131,0.0310606,0.0701842,0.0648427,0.0649899,0.0456572,0.0245219,
perbrev_r,0.0357792,0.0344488,0.0322188,0.0696553,0.0717657,0.0611569,0.063141,0.0435791,
perlong_r,0.0418579,0.0771645,0.0462186,0.018609,0.062693,0.0697014,0.0768077,0.00824071,
piri_r,0.0219684,0.00391031,0.0673834,0.0226696,0.00935171,0.0692533,0.0124877,0.0418239,
psoas_r,0.0642404,0.0328421,0.0221088,0.0669751,0.0747788,0.0183069,0.0602023,0.0659102,
recfem_r,0.00148954,0.0306536,0.0168885,0.317085,0.0330137,0.0413026,0.000736415,0.131834,
sart_r,0.00148922,0.030654,0.0168885,0.317085,0.0330129,0.0413026,0.000737244,0.131834,
semimem_r,0.000670812,0.450124,0.124978,0.0133745,0.0709267,0.0121422,0.00310723,0.0722806,
semiten_r,0.000670993,0.450124,0.124978,0.0133744,0.0709267,0.0121422,0.00310712,0.0722806,
soleus_r,0.00429437,0.0727123,0.0408097,0.0615995,0.00654453,0.0268005,0.0302288,0.0697069,
tfl_r,0.00148849,0.0306548,0.0168887,0.317085,0.0330111,0.0413026,0.000739184,0.131833,
