time,synergy1,synergy2,synergy3,synergy4,
2.295,2.8026e-45,1,2.47684e-09,0.181337,
2.3,2.8026e-45,1,2.51539e-09,0.181337,
2.305,2.8026e-45,1,2.53426e-09,0.181337,
2.31,2.8026e-45,1,2.51923e-09,0.181337,
2.315,2.8026e-45,0.999089,8.25646e-09,0.185234,
2.32,4.2039e-45,0.997933,3.00087e-08,0.189449,
2.325,4.2039e-45,0.996523,1.14771e-07,0.193969,
2.33,5.60519e-45,0.994856,4.50313e-07,0.198785,
2.335,7.00649e-45,0.992917,1.86757e-06,0.203896,
2.34,1.12104e-44,0.990701,8.40935e-06,0.209283,
2.345,2.10195e-44,0.988184,3.84009e-05,0.214944,
2.35,4.02173e-42,0.985319,0.000177056,0.220831,
2.355,1.97558e-36,0.981881,0.000780724,0.226827,
2.36,7.11764e-30,0.977346,0.0027025,0.232647,
2.365,6.27384e-24,0.971853,0.00574135,0.238318,
2.37,3.59399e-18,0.966408,0.00827066,0.244343,
2.375,5.32739e-12,0.961047,0.0102228,0.250751,
2.38,1.73078e-06,0.955555,0.0119809,0.257388,
2.385,0.0307704,0.953437,0.0090078,0.242589,
2.39,0.0346895,0.948366,0.00951667,0.246931,
2.395,0.0386348,0.943124,0.00992072,0.251426,
2.4,0.0425222,0.937319,0.0109056,0.255865,
2.405,0.0464121,0.931248,0.0120174,0.260334,
2.41,0.050305,0.924937,0.0132386,0.264821,
2.415,0.0542084,0.91842,0.0145264,0.269319,
2.42,0.0581275,0.91172,0.0158775,0.273807,
2.425,0.0620663,0.904838,0.01729,0.278277,
2.43,0.0660315,0.897795,0.0187635,0.282711,
2.435,0.0700317,0.89059,0.0202995,0.287105,
2.44,0.0740742,0.883242,0.0218932,0.291434,
2.445,0.0781677,0.87575,0.0235476,0.295704,
2.45,0.0823223,0.868131,0.0252591,0.299899,
2.455,0.0865467,0.86038,0.0270289,0.304021,
2.46,0.0908507,0.852511,0.0288472,0.308069,
2.465,0.0952391,0.844529,0.0307176,0.312046,
2.47,0.0997218,0.83644,0.0326359,0.315949,
2.475,0.104304,0.828253,0.0345978,0.319783,
2.48,0.108988,0.819973,0.036597,0.323553,
2.485,0.11378,0.811612,0.038634,0.327264,
2.49,0.118681,0.803169,0.0406994,0.330928,
2.495,0.123693,0.794661,0.0427925,0.33454,
2.5,0.128817,0.786098,0.0449043,0.338108,
2.505,0.134052,0.777477,0.0470353,0.341645,
2.51,0.139398,0.768822,0.0491755,0.345141,
2.515,0.144852,0.76013,0.051323,0.348613,
2.52,0.150413,0.751419,0.0534749,0.352052,
2.525,0.156079,0.742692,0.0556201,0.355467,
2.53,0.161846,0.733957,0.05776,0.358863,
2.535,0.167711,0.725228,0.0598898,0.362229,
2.54,0.173669,0.716511,0.0620038,0.365572,
2.545,0.179714,0.707814,0.0641013,0.368896,
2.55,0.185843,0.699143,0.066177,0.372199,
2.555,0.192048,0.690512,0.0682283,0.37548,
2.56,0.198323,0.681923,0.0702557,0.378738,
2.565,0.204664,0.673394,0.0722515,0.381969,
2.57,0.211062,0.664932,0.0742161,0.385176,
2.575,0.217511,0.656551,0.0761475,0.388353,
2.58,0.224006,0.648265,0.0780445,0.391488,
2.585,0.230539,0.640088,0.0799047,0.394586,
2.59,0.237104,0.632031,0.0817246,0.397639,
2.595,0.243698,0.624117,0.0835056,0.400629,
2.6,0.250311,0.616366,0.0852442,0.403553,
2.605,0.256938,0.608792,0.0869398,0.406396,
2.61,0.263573,0.60142,0.0885948,0.409143,
2.615,0.27021,0.594274,0.0902029,0.411789,
2.62,0.276839,0.587375,0.0917643,0.414316,
2.625,0.283453,0.580748,0.0932815,0.416711,
2.63,0.290042,0.574417,0.0947493,0.418964,
2.635,0.296598,0.568408,0.0961696,0.421065,
2.64,0.303111,0.562751,0.0975379,0.422993,
2.645,0.309571,0.557465,0.0988594,0.424742,
2.65,0.315963,0.552578,0.100126,0.426313,
2.655,0.322281,0.548107,0.101341,0.427695,
2.66,0.328508,0.544078,0.102501,0.428884,
2.665,0.334633,0.540503,0.103601,0.429883,
2.67,0.340642,0.537405,0.104643,0.430683,
2.675,0.346521,0.534793,0.105622,0.431299,
2.68,0.352257,0.532666,0.106538,0.431738,
2.685,0.357833,0.531043,0.107384,0.432001,
2.69,0.363237,0.529921,0.108157,0.432106,
2.695,0.368454,0.529294,0.108856,0.432063,
2.7,0.373469,0.529162,0.109478,0.431885,
2.705,0.378272,0.529512,0.110016,0.431589,
2.71,0.382849,0.530339,0.110468,0.43119,
2.715,0.387193,0.531628,0.110831,0.430694,
2.72,0.391292,0.533366,0.111105,0.430117,
2.725,0.39514,0.535535,0.111281,0.429476,
2.73,0.398735,0.538121,0.111362,0.42877,
2.735,0.402073,0.541098,0.111343,0.428016,
2.74,0.405151,0.544445,0.111224,0.427225,
2.745,0.407974,0.548139,0.111007,0.426394,
2.75,0.410545,0.552158,0.110691,0.425528,
2.755,0.412869,0.556468,0.110279,0.424633,
2.76,0.414955,0.561043,0.109774,0.423716,
2.765,0.416813,0.565848,0.109183,0.422767,
2.77,0.418454,0.570851,0.108511,0.421798,
2.775,0.419893,0.576009,0.107769,0.420808,
2.78,0.421142,0.581287,0.106964,0.419798,
2.785,0.422217,0.586646,0.106112,0.418758,
2.79,0.423131,0.592043,0.10522,0.417707,
2.795,0.423902,0.597439,0.104308,0.416628,
