time,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,hip_flexion_r,hip_flexion_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,hip_flexion_l,hip_flexion_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
2.52,103.803,-208.063,22.2626,74.7777,-105.94,555.011,-148.565,-458.623,-4.24119,-8.64821,7.26021,-75.7177,-1.04053,97.59,-38.2939,614.334,-38.3794,-472.426,-28.184,-30.7602,
2.525,103.884,159.478,22.7972,-60.8758,-109.693,-443.483,-153.783,-17.922,-7.86815,-29.7527,7.10627,102.664,-1.00824,-131.468,-38.7577,-571.369,-40.4983,-13.8834,-32.1362,-60.6371,
2.53,101.988,-149.046,22.5245,33.944,-107.427,297.618,-156.17,-326.189,-7.65524,-15.3368,6.9482,-139.118,-0.973565,8.8962,-39.2055,528.707,-42.7082,-387.553,-29.9653,-41.1834,
2.535,101.937,57.8645,23.1267,18.7277,-111.12,111.187,-161.289,-274.178,-6.3713,-25.3005,6.78673,182.794,-0.936594,-30.2535,-39.6359,228.422,-45.0028,-319.243,-32.8215,-48.3262,
2.54,99.8107,-258.412,22.8412,-6.72975,-108.194,-240.062,-163.201,-80.3106,-6.18656,-20.9155,6.62584,-199.849,-0.900004,-91.3182,-40.0656,-377.416,-47.3559,-69.9443,-35.9709,-50.6922,
2.545,99.6201,176.074,23.4078,21.9552,-111.628,352.26,-167.969,-390.893,-11.9847,-27.0949,6.46874,202.824,-0.866282,11.3176,-40.5092,639.591,-49.7493,-463.832,-33.3291,-45.7875,
2.55,97.7836,-185.724,23.092,-15.8556,-109.505,-334.331,-169.867,-54.5545,-4.40538,-19.1671,6.31082,-232.304,-0.830844,-93.2918,-40.9358,-461.87,-52.1677,-62.3566,-34.5157,-53.8241,
2.555,97.2409,9.08661,23.5614,38.1301,-111.974,215.644,-173.862,-323.371,-11.0102,-25.311,6.15265,236.9,-0.793774,-19.6827,-41.3443,422.355,-54.5955,-389.872,-37.5043,-47.0484,
2.56,95.5612,-56.4101,23.4849,-4.22116,-110.469,-70.7655,-175.709,-185.552,-9.88776,-24.5646,5.99509,-102.077,-0.755056,-57.6344,-41.7345,-85.7727,-57.0191,-207.924,-40.7066,-47.99,
2.565,94.7314,22.9421,23.8669,22.5547,-112.073,216.205,-178.855,-324.541,-11.6476,-20.9462,5.83352,130.53,-0.715252,-21.877,-42.0727,340.871,-59.4556,-367.714,-40.8438,-51.1931,
2.57,93.2522,-167.276,23.9439,-9.33727,-111.298,-250.675,-180.628,-109.093,-13.0283,-27.1501,5.68495,-140.927,-0.672737,-76.9668,-42.4585,-314.753,-61.7955,-134.546,-43.6725,-51.0966,
2.575,92.1814,1.00628,24.2757,34.0478,-112.095,104.091,-182.959,-294.51,-11.2085,-15.741,5.53393,79.337,-0.629322,-39.2405,-42.792,293.065,-64.1239,-341.684,-36.1865,-43.6285,
2.58,90.8307,70.2971,24.4762,-12.5948,-111.777,184.803,-184.553,-289.953,-11.944,-24.5252,5.38605,100.601,-0.584098,-27.1319,-43.1082,255.718,-66.3977,-341.626,-34.5417,-43.1979,
2.585,89.6293,-275.49,24.7869,31.5211,-112.022,-257.387,-186.264,-150.971,-9.60622,-11.6796,5.24202,-204.826,-0.5367,-62.5154,-43.4079,-414.628,-68.6068,-114.727,-34.4251,-44.0488,
2.59,88.3488,208.127,25.0827,-18.0413,-111.945,367.578,-187.659,-362.239,-2.4459,-15.4489,5.10194,211.713,-0.486977,-34.9049,-43.6922,649.775,-70.7427,-449.171,-32.9255,-35.909,
2.595,87.1016,-254.799,25.4148,26.7229,-111.945,-326.57,-188.957,-108.175,1.28402,-8.00704,4.96601,-152.514,-0.435348,-72.9259,-43.9618,-479.419,-72.8002,-102.136,-32.0225,-42.4795,
2.6,85.8549,77.4618,25.7669,-0.0944451,-111.896,215.359,-190.111,-309.759,0.396324,-8.15168,4.83388,96.1432,-0.382235,-38.8501,-44.2178,413.703,-74.7736,-366.28,-32.1041,-36.1954,
2.605,84.6215,-68.3496,26.1407,7.45666,-111.839,-9.57478,-191.16,-222.909,-1.32673,-11.9936,4.70609,21.1329,-0.327227,-60.2608,-44.4612,-26.4513,-76.662,-239.339,-36.3501,-39.3673,
2.61,83.3994,-48.5627,26.5363,8.07512,-111.776,-2.17048,-192.121,-225.096,-1.97906,-10.6817,4.58226,-18.7569,-0.265604,-45.2227,-44.6949,45.1773,-78.4648,-264.383,-36.662,-38.5689,
2.615,82.199,47.6116,26.9433,-9.30943,-111.707,192.698,-193.014,-290.773,-0.726688,-11.6153,4.46461,96.1651,-0.181414,-46.8827,-44.9239,320.048,-80.1821,-346.172,-36.8245,-42.0372,
2.62,81.0186,-206.825,27.3682,31.1039,-111.642,-226.579,-193.859,-159.941,0.772385,-6.60074,4.35087,-114.427,-0.123932,-61.8788,-45.138,-389.881,-81.8166,-145.109,-37.2691,-40.2453,
2.625,79.8632,50.5864,27.805,-6.74171,-111.585,105.531,-194.68,-269.915,-6.68506,-12.0937,4.24205,73.632,-0.0422177,-54.2613,-45.3515,326.95,-83.3712,-349.907,-35.5484,-41.334,
2.63,78.7302,20.1298,28.2522,3.88325,-111.538,171.401,-195.491,-285.331,-6.33561,-9.87272,4.13839,97.438,0.0365989,-35.3181,-45.5591,207.363,-84.8509,-333.904,-31.2221,-40.0789,
2.635,77.6272,-202.25,28.6977,6.28892,-111.503,-213.12,-196.31,-177.969,-10.8032,-13.7371,4.0394,-118.24,0.112405,-80.9766,-45.7625,-384.896,-86.2606,-150.39,-38.9047,-51.7665,
2.64,76.5544,159.391,29.1465,3.53019,-111.484,300.217,-197.152,-329.137,-6.14902,-4.94983,3.94443,113.156,0.181782,-7.52269,-45.9621,577.389,-87.6122,-434.232,-36.2604,-33.9484,
2.645,75.5193,-195.231,29.5904,-15.7734,-111.482,-294.643,-198.029,-145.406,-9.20317,-15.1873,3.85272,-34.4972,0.244398,-123.618,-46.1591,-414.38,-88.9169,-150.775,-40.1659,-60.8252,
2.65,74.5143,69.175,30.0281,47.6104,-111.5,345.038,-198.951,-360.202,1.20951,-0.778766,3.76369,81.6879,0.300894,24.5496,-46.3539,434.442,-90.1826,-385.118,-35.4585,-32.1519,
2.655,73.5372,-171.932,30.4565,-24.2776,-111.544,-328.751,-199.921,-116.249,-16.2335,-17.1986,3.67643,-57.5646,0.352067,-121.321,-46.5469,-324.697,-91.4143,-183.272,-34.4325,-52.7268,
2.66,72.5941,70.7203,30.8704,32.4341,-111.606,306.27,-200.944,-338.093,-9.85778,0.952497,3.5907,90.3294,0.398326,11.0134,-46.7382,380.915,-92.6201,-365.062,-41.5371,-38.5159,
2.665,71.6858,11.9078,31.2668,-66.8902,-111.684,-68.4891,-202.269,-190.996,-23.1724,-24.6353,3.50592,17.6191,0.440178,-129.808,-46.9272,38.5526,-93.8064,-256.294,-35.5446,-47.668,
2.67,70.8044,-262.911,31.6438,111.56,-111.779,-209.381,-203.923,-182.222,-17.6631,3.98178,3.42193,-68.1843,0.477661,26.1089,-47.1132,-423.782,-94.9775,-169.11,-39.9734,-40.5337,
2.675,69.9597,319.659,31.9968,-108.113,-111.889,385.71,-205.643,-322.181,-12.1785,-13.2536,3.33857,100.866,0.511045,-73.955,-47.2952,631.137,-96.1395,-410.861,-40.7854,-43.9719,
2.68,69.1371,-308.594,32.3279,51.7994,-112.007,-235.364,-207.442,-176.423,-7.74973,-12.5254,3.25564,-23.9224,0.540445,-61.9553,-47.4716,-464.145,-97.295,-131.331,-40.8268,-47.7851,
2.685,68.3443,64.2829,32.63,10.6562,-112.129,28.0285,-209.482,-222.076,-2.77151,-3.57553,3.17309,2.83896,0.566208,-33.6471,-47.6415,299.926,-98.449,-324.868,-37.4677,-36.1395,
2.69,67.5859,85.3713,32.8974,-48.3337,-112.248,251.226,-211.561,-288.584,-18.0153,-16.9888,3.09051,170.206,0.58869,-74.0677,-47.8032,250.346,-99.6025,-322.688,-30.7605,-44.8961,
2.695,66.8487,-259.765,33.1411,73.3712,-112.366,-388.278,-213.667,-138.154,-9.91957,-2.8133,3.00815,-223.023,0.608071,-21.0715,-47.9559,-421.789,-100.757,-129.051,-39.7671,-33.1104,
2.7,66.1444,286.779,33.3504,-89.1273,-112.478,472.323,-215.78,-337.34,-4.67142,-5.02625,2.9255,223.7,0.625118,-57.8998,-48.0981,569.418,-101.914,-405.68,-30.8098,-35.8724,
2.705,65.471,-300.168,33.5325,58.2054,-112.58,-364.071,-217.878,-159.519,-2.98107,-6.03749,2.84287,-172.757,0.640043,-59.7932,-48.2291,-471.196,-103.071,-118.78,-40.7211,-41.2704,
2.71,64.8289,314.666,33.6822,-85.8306,-112.667,485.609,-219.946,-337.758,-4.29402,-5.09224,2.76015,129.895,0.653496,-22.8065,-48.3482,609.867,-104.228,-412.823,-37.9823,-27.046,
2.715,64.2184,-347.644,33.8066,70.9267,-112.745,-367.769,-221.961,-161.134,-3.41464,0.869327,2.67731,-91.8006,0.665739,-88.0801,-48.4545,-541.512,-105.383,-106.434,-33.8797,-35.0919,
2.72,63.6436,343.2,33.9103,-101.57,-112.81,467.697,-223.911,-325.322,-4.37767,-4.18944,2.59421,128.691,0.676838,-18.2492,-48.5477,634.251,-106.534,-418.642,-35.9776,-25.5262,
2.725,63.1031,-356.063,33.9911,94.9473,-112.862,-437.072,-225.776,-150.775,-3.17967,4.41152,2.51058,-178.233,0.687271,-64.0993,-48.6278,-529.466,-107.678,-111.842,-33.6995,-26.5931,
2.73,62.5895,350.19,34.0641,-111.823,-112.908,514.757,-227.536,-335.398,-5.49651,-2.28506,2.42653,226.972,0.698299,-64.2344,-48.6945,603.758,-108.812,-405.821,-26.8688,-26.4579,
2.735,62.1166,-370.368,34.1241,79.2736,-112.945,-426.462,-229.287,-166.605,-3.26324,-1.94967,2.34185,-156.698,0.711338,-59.1321,-48.7488,-513.991,-109.933,-122.663,-33.7026,-27.883,
2.74,61.6671,300.677,34.1876,-74.5003,-112.985,482.612,-230.975,-315.158,-1.75726,3.35859,2.25696,143.286,0.726925,-32.588,-48.7908,597.602,-111.125,-413.418,-29.7184,-25.1449,
2.745,61.2567,-241.777,34.2481,33.2408,-113.021,-461.426,-232.52,-161.607,-6.70749,-5.93293,2.17204,-144.582,0.743381,-72.0831,-48.8213,-507.259,-112.558,-129.034,-37.2785,-30.2936,
2.75,60.8675,183.446,34.3205,-37.3606,-113.066,492.054,-233.916,-337.575,-5.52716,7.927,2.08732,169.532,0.762046,-46.5339,-48.8416,540.333,-113.978,-378.631,-35.2736,-21.8748,
2.755,60.5123,-228.61,34.3988,28.4555,-113.115,-404.137,-235.147,-163.703,-8.07558,-4.0896,2.00233,-60.9349,0.781075,-89.4179,-48.8538,-428.138,-115.379,-171.801,-27.6483,-30.8023,
2.76,60.1818,92.0176,34.4959,-18.3398,-113.18,240.307,-236.213,-283.613,-6.13532,5.28136,1.91706,57.6641,0.800926,-49.7447,-48.8603,320.475,-116.787,-326.514,-35.9567,-24.1495,
2.765,59.868,-57.4687,34.6163,-0.591496,-113.265,-55.9353,-237.109,-229.471,-1.17025,1.59998,1.8314,52.5267,0.821819,-75.2394,-48.8645,-82.4608,-118.171,-236.12,-35.6757,-26.3391,
2.77,59.5838,-17.4023,34.7487,-1.21261,-113.361,1.43278,-237.837,-227.531,-0.418365,6.44944,1.74512,-31.6411,0.843908,-49.7378,-48.8692,64.551,-119.52,-281.551,-27.8011,-24.8279,
2.775,59.3229,-2.33942,34.9018,-15.9737,-113.481,21.7946,-238.398,-253.81,-0.572006,2.65714,1.65839,82.1134,0.867563,-79.7569,-48.8776,34.6855,-120.829,-255.415,-34.2231,-24.026,
2.78,59.0846,-94.8762,35.0678,20.4395,-113.618,-57.3216,-238.807,-221.312,-0.435402,7.64158,1.57073,-18.1304,0.892748,-60.1261,-48.8927,-61.4903,-122.093,-246.706,-33.2186,-26.5907,
2.785,58.8654,144.213,35.2581,-49.5359,-113.782,169.112,-239.066,-258.412,1.42765,5.75045,1.48202,76.1145,0.919606,-54.8633,-48.9163,298.671,-123.31,-323.17,-32.4108,-20.2615,
2.79,58.6727,-280.889,35.4524,50.8092,-113.96,-283.453,-239.193,-221.486,-0.772259,4.90707,1.39202,-40.9722,0.948125,-95.8989,-48.9498,-468.631,-124.48,-148.01,-32.0582,-28.9003,
2.795,58.5058,239.024,35.6544,-65.0045,-114.155,335.647,-239.2,-276.17,0.962578,11.969,1.30023,67.3517,0.978291,-31.4347,-48.9945,548.203,-125.604,-382.896,-31.8376,-18.7219,
2.8,58.362,-226.707,35.8625,32.9145,-114.37,-297.745,-239.103,-216.072,-3.6082,2.51244,1.20629,-34.8413,1.01047,-90.453,-49.0507,-457.77,-126.684,-151.32,-28.5236,-24.4801,
2.805,58.2377,35.227,36.0758,-10.2306,-114.601,143.562,-238.918,-254.597,0.138786,14.0811,1.11006,64.0267,1.04418,-54.495,-49.1179,216.765,-127.723,-297.533,-32.5247,-20.5859,
2.81,58.1395,106.713,36.2843,-39.9459,-114.84,82.127,-238.659,-239.953,2.3785,13.4576,1.0123,52.7929,1.08263,-61.8838,-49.196,243.716,-128.726,-310.105,-22.6564,-17.2919,
2.815,58.0575,-277.716,36.4919,61.7759,-115.09,-319.903,-238.344,-215.3,5.26471,12.3306,0.911039,-81.7297,1.1169,-79.4303,-49.2821,-438.985,-129.694,-154.687,-33.8814,-22.0883,
2.82,57.9885,261.58,36.6963,-80.8258,-115.346,411.142,-237.985,-293.325,9.57891,19.8524,0.802186,177.977,1.16342,-69.5917,-49.3809,488.215,-130.632,-344.208,-32.3086,-13.8075,
2.825,57.934,-299.366,36.8881,59.3713,-115.599,-417.287,-237.594,-206.82,3.96212,10.6781,0.703278,-93.4405,1.19817,-86.2779,-49.4788,-465.187,-131.6,-158.919,-23.3751,-19.5067,
2.83,57.8944,237.678,37.0662,-62.5208,-115.846,381.587,-237.187,-274.421,8.97558,19.7836,0.596218,101.861,1.24276,-40.9968,-49.5864,484.468,-132.558,-352.124,-32.039,-13.8997,
2.835,57.8604,-214.93,37.2345,24.9266,-116.086,-326.334,-236.768,-217.394,5.41429,13.0301,0.487803,-50.4709,1.2898,-94.7616,-49.698,-409.631,-133.502,-154.648,-26.1884,-18.8822,
2.84,57.8275,48.3271,37.3933,-3.49872,-116.315,125.672,-236.351,-253.587,7.59818,12.7084,0.376842,61.6935,1.34185,-61.6693,-49.8133,194.768,-134.435,-280.146,-31.2475,-16.9628,
2.845,57.7931,76.3412,37.5407,-29.3815,-116.527,64.4498,-235.941,-227.399,8.63664,18.6515,0.266296,17.2221,1.38971,-50.4524,-49.9274,219.317,-135.361,-302.289,-31.8259,-11.2461,
2.85,57.7594,-259.023,37.6776,41.6559,-116.718,-212.167,-235.541,-241.249,-5.03032,2.65156,0.153673,46.1059,1.44284,-116.364,-50.0429,-481.594,-136.285,-137.551,-23.8394,-27.9562,
2.855,57.7161,225.372,37.798,-56.6542,-116.885,205.484,-235.159,-226.698,0.0317917,15.2835,0.0396595,40.1012,1.49842,-26.5683,-50.1577,479.016,-137.211,-341.441,-36.354,-12.6585,
2.86,57.6665,-227.014,37.9007,34.1259,-117.021,-251.925,-234.794,-233.918,-6.23409,1.30157,-0.0752475,24.5491,1.55647,-133.023,-50.2704,-422.719,-138.14,-158.167,-27.0238,-29.9644,
2.865,57.6032,57.7548,37.9958,-30.6503,-117.131,166.164,-234.451,-248.631,-2.54269,5.06998,-0.190279,27.1233,1.61722,-31.6919,-50.3802,254.969,-139.079,-294.443,-37.9475,-20.6918,
2.87,57.5339,-22.5829,38.0714,-1.3617,-117.201,-85.1492,-234.129,-211.065,-6.35051,2.30467,-0.304033,34.8756,1.68007,-84.4842,-50.4855,-87.1455,-140.028,-224.964,-25.494,-25.5043,
2.875,57.4536,-5.07327,38.1303,-22.4895,-117.233,42.6999,-233.83,-250.272,-4.53421,5.32143,-0.41582,-12.0545,1.74421,-56.7092,-50.5851,52.7725,-140.991,-248.972,-41.1667,-24.6916,
2.88,57.3607,-79.8654,38.1765,8.82644,-117.231,-77.3705,-233.555,-217.38,-9.34821,-2.39422,-0.524367,66.428,1.80966,-89.3631,-50.6779,-91.2249,-141.97,-222.498,-25.9684,-27.9006,
2.885,57.2589,89.9438,38.2064,-42.6325,-117.187,137.981,-233.3,-240.698,-5.863,7.2906,-0.629037,-4.09284,1.87617,-40.9888,-50.7629,209.33,-142.964,-282.607,-40.5042,-20.837,
2.89,57.1475,-168.623,38.2243,13.7881,-117.103,-226.767,-233.059,-229.979,-11.0816,-4.26099,-0.729516,-32.4748,1.94349,-88.8155,-50.8394,-341.807,-143.978,-170.239,-26.3978,-31.2862,
2.895,57.0268,77.9415,38.2291,-30.9564,-116.981,149.992,-232.829,-243.199,-7.83685,-2.15369,-0.825409,102.316,2.01134,-79.928,-50.9063,196.235,-145.011,-265.699,-40.6328,-27.9437,
2.9,56.9051,-68.0932,38.2149,-9.19752,-116.813,-92.6266,-232.607,-223.181,-11.8966,-4.6682,-0.916745,-33.6754,2.07995,-48.3033,-50.9633,-85.1642,-146.064,-223.499,-26.0312,-30.7399,
2.905,56.7845,-5.605,38.185,2.45556,-116.603,-3.01146,-232.397,-224.053,-7.26234,0.182521,-1.00337,29.6265,2.14926,-82.2621,-51.0096,60.355,-147.138,-236.113,-41.1058,-26.2489,
