time,trial,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.03105590062111801,0,-0.86577408,4.16623954,-2.6339293,0.22477706,0.90241078,-1.19632195,2.44471255,-26.01081454,-35.18527315,7.65266848,0.13356426,-6.60791873,14.00935616,0.0,1.1885236,-15.71038708,-37.96348714,6.5097173,0.113616,-6.2632197,19.67028006,0.0,-14.69548335,-3.89334275,-2.3307248,40.09408391,-14.7788886,40.09408391,75.6937059,44.94750095,0.0,0.0,40.09408391,-14.7788886,40.09408391,75.6937059,44.94750095,0.0,0.0
0.03260869565217391,0,-0.91315455,3.96029897,-2.49073915,0.22479696,0.90236054,-1.19660065,2.37117757,-25.76719358,-35.3879587,7.57026511,0.13212605,-6.71287724,14.04427559,0.0,1.39829274,-16.05882248,-38.05059504,6.85784047,0.1196919,-6.0143288,20.02784523,0.0,-14.65206502,-3.57794946,-2.39544269,40.17763668,-14.78450467,40.17763668,75.66543402,44.95144135,0.0,0.0,40.17763668,-14.78450467,40.17763668,75.66543402,44.95144135,0.0,0.0
0.03416149068322981,0,-0.91212098,4.03089663,-2.55377513,0.22481337,0.902358,-1.19647303,2.44033519,-25.86705207,-35.33863479,7.65012466,0.13351986,-6.66571303,14.08308672,0.0,1.32598004,-15.93526497,-38.03823837,6.71474562,0.11719442,-6.09514886,19.9164032,0.0,-14.63903515,-3.69542395,-2.37900154,40.32524076,-14.79455996,40.32524076,75.61293066,44.95926878,0.0,0.0,40.32524076,-14.79455996,40.32524076,75.61293066,44.95926878,0.0,0.0
0.03571428571428571,0,-0.9852305,4.09771633,-2.40618566,0.22484974,0.90225043,-1.19676148,2.4612094,-25.97828775,-35.55273929,7.6941749,0.13428869,-6.80232015,14.09539147,0.0,1.51804545,-15.90355154,-38.02045992,6.88119436,0.1200995,-5.99734257,20.04833254,0.0,-14.55169353,-3.63885489,-2.3361035,40.38847961,-14.79887799,40.38847961,75.59056421,44.9623669,0.0,0.0,40.38847961,-14.79887799,40.38847961,75.59056421,44.9623669,0.0,0.0
0.03726708074534161,0,-0.95990693,4.07185285,-2.57329985,0.22487347,0.90226607,-1.19643374,2.56126743,-25.95880715,-35.38317401,7.79523764,0.13605256,-6.56327874,14.17230581,0.0,1.33777875,-15.86649132,-38.03103491,6.63451283,0.11579409,-6.14041573,19.90385173,0.0,-14.56666391,-3.85285072,-2.53037819,40.56888821,-14.81072578,40.56888821,75.53360466,44.96913195,0.0,0.0,40.56888821,-14.81072578,40.56888821,75.53360466,44.96913195,0.0,0.0
0.03881987577639751,0,-0.96342612,4.01264731,-2.49473417,0.2248727,0.90229596,-1.19659277,2.4519858,-25.84424237,-35.37100117,7.61849881,0.13296789,-6.67769809,14.06677024,0.0,1.40870353,-15.96983603,-38.04131906,6.75372974,0.11787482,-6.09702519,19.97601508,0.0,-14.56170998,-3.69108855,-2.45537387,40.72026432,-14.82060994,40.72026432,75.48694287,44.97424884,0.0,0.0,40.72026432,-14.82060994,40.72026432,75.48694287,44.97424884,0.0,0.0
0.040372670807453416,0,-0.97778884,3.96131501,-2.48221616,0.22485213,0.90234764,-1.19662894,2.38857853,-25.71038113,-35.23266547,7.43023756,0.12968211,-6.84914743,13.82104724,0.0,1.43271067,-16.0223506,-38.01975602,6.76003108,0.1179848,-6.05969324,19.99463049,0.0,-14.55354788,-3.62625145,-2.49765902,40.98101568,-14.83646662,40.98101568,75.42160038,44.97966602,0.0,0.0,40.98101568,-14.83646662,40.98101568,75.42160038,44.97966602,0.0,0.0
0.04192546583850932,0,-1.01937786,3.92111532,-2.48610397,0.22486913,0.90227361,-1.19661281,2.45775687,-25.68490699,-35.27693014,7.48831732,0.13069579,-6.81242881,13.84426513,0.0,1.48672248,-16.09329692,-38.08041426,6.80077483,0.11869591,-6.02624786,20.06183663,0.0,-14.49516258,-3.57809309,-2.46475563,41.28114732,-14.8536809,41.28114732,75.35642972,44.98470379,0.0,0.0,41.28114732,-14.8536809,41.28114732,75.35642972,44.98470379,0.0,0.0
0.04347826086956521,0,-1.02836767,4.0850851,-2.53100548,0.2249423,0.90219215,-1.19648013,2.58812806,-25.95333479,-35.36665655,7.73622694,0.13502263,-6.59958602,14.12373893,0.0,1.42721413,-15.85816464,-38.02369239,6.6452848,0.1159821,-6.14576846,19.90862099,0.0,-14.45855204,-3.81734479,-2.47234161,41.59305867,-14.87188929,41.59305867,75.28668674,44.98963006,0.0,0.0,41.59305867,-14.87188929,41.59305867,75.28668674,44.98963006,0.0,0.0
0.04503105590062111,0,-1.02873748,3.96090444,-2.5476835,0.22494386,0.90225274,-1.19649237,2.51865248,-25.74180632,-35.22345163,7.54243099,0.13164025,-6.72501204,13.97348137,0.0,1.42458478,-16.00962592,-38.05416961,6.68536387,0.11668161,-6.05630569,19.98841109,0.0,-14.45353743,-3.61684633,-2.36786394,41.85180175,-14.88637294,41.85180175,75.23414339,44.99331665,0.0,0.0,41.85180175,-14.88637294,41.85180175,75.23414339,44.99331665,0.0,0.0
0.046583850931677016,0,-1.06031288,3.95392751,-2.47321245,0.22496199,0.90219327,-1.19659279,2.55651909,-25.7860698,-35.43409928,7.66802235,0.13383224,-6.67499716,14.10503421,0.0,1.53409292,-16.07034624,-38.08818202,6.82742693,0.11916108,-6.01398308,20.10759108,0.0,-14.42156579,-3.60620499,-2.43196033,41.96159964,-14.89234985,41.96159964,75.21419246,44.99430586,0.0,0.0,41.96159964,-14.89234985,41.96159964,75.21419246,44.99430586,0.0,0.0
0.04813664596273291,0,-1.09005823,4.05519192,-2.49436459,0.22499094,0.90213081,-1.19657684,2.64149407,-25.93182942,-35.41739346,7.76162921,0.13546599,-6.61854425,14.16485382,0.0,1.50558923,-15.89493972,-38.01999335,6.65835741,0.11621026,-6.13196055,19.92724984,0.0,-14.38737574,-3.72776401,-2.42593198,42.10546755,-14.90019179,42.10546755,75.18798127,44.99560079,0.0,0.0,42.10546755,-14.90019179,42.10546755,75.18798127,44.99560079,0.0,0.0
0.049689440993788817,0,-1.10638098,4.13484357,-2.51567004,0.22498053,0.90207748,-1.19651218,2.69162587,-26.03025597,-35.40063559,7.7948896,0.13604649,-6.59335592,14.18869106,0.0,1.54699431,-15.83491921,-38.09178953,6.73694907,0.11758194,-6.09175866,19.96451654,0.0,-14.34499162,-3.84278052,-2.39481136,42.132856,-14.90156476,42.132856,75.18396626,44.99577032,0.0,0.0,42.132856,-14.90156476,42.132856,75.18396626,44.99577032,0.0,0.0
