iteration,loss,learning rate,
1,2644.27,0.02,
2,1592.19,0.02,
3,1016.17,0.02,
4,866.159,0.02,
5,795.476,0.02,
6,799.917,0.02,
7,801.554,0.02,
8,781.637,0.02,
9,755.822,0.02,
10,730.011,0.02,
11,693.547,0.02,
12,655.046,0.02,
13,629.427,0.02,
14,615.764,0.02,
15,593.133,0.02,
16,568.806,0.02,
17,547.54,0.02,
18,524.688,0.02,
19,502.55,0.02,
20,490.278,0.02,
21,486.82,0.02,
22,488.843,0.02,
23,479.695,0.02,
24,460.612,0.02,
25,443.727,0.02,
26,437.899,0.02,
27,440.364,0.02,
28,448.315,0.02,
29,456.654,0.02,
30,467.128,0.02,
31,478.802,0.02,
32,488.881,0.02,
33,491.383,0.02,
34,486.077,0.02,
35,478.332,0.02,
36,477.5,0.02,
37,482.153,0.02,
38,490.488,0.02,
39,499.178,0.02,
40,505.299,0.02,
41,509.933,0.02,
42,512.995,0.02,
43,515.239,0.02,
44,517.81,0.02,
45,521.463,0.02,
46,526.165,0.02,
