mtu,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,synergy7,synergy8,
addbrev_r,0.123465,0.21043,0.00579984,0.0333567,0.0944268,0.0400536,0.62364,0.0137103,
addlong_r,0.123516,0.210415,0.00574105,0.0333721,0.0944187,0.040026,0.623638,0.0137449,
addmagDist_r,0.123436,0.210438,0.00583438,0.0333477,0.0944315,0.0400698,0.623641,0.01369,
addmagIsch_r,0.123389,0.210451,0.00588843,0.0333335,0.094439,0.0400952,0.623643,0.0136581,
addmagMid_r,0.123437,0.210438,0.00583224,0.0333482,0.0944313,0.0400688,0.623641,0.0136913,
addmagProx_r,0.123424,0.210441,0.00584772,0.0333442,0.0944334,0.040076,0.623641,0.0136821,
bflh_r,0.554003,0.152137,0.0653714,1.81344e-38,0.0149603,0.432693,0.0108384,0.172354,
bfsh_r,0.554282,0.152031,0.0650304,3.1393e-37,0.0150079,0.432566,0.0107998,0.172562,
edl_r,0.131456,0.0611128,0.093818,0.13899,0.0068251,0.0619832,0.119473,0.0206342,
ehl_r,0.0933532,0.077668,0.0887166,0.136039,0.0658161,0.0492831,0.132699,0.128181,
fdl_r,0.00263795,0.0547111,0.0603864,0.0972717,0.0748194,0.0358026,0.124347,0.033649,
fhl_r,0.0851422,0.0337585,0.030838,0.0171095,0.0481075,0.0443713,0.0392163,0.0241026,
gaslat_r,0.00411381,0.162649,0.00524299,0.0285556,0.000187069,3.68719e-12,4.2039e-45,0.64326,
gasmed_r,0.193661,0.148429,0.0948519,9.80909e-45,5.60519e-45,0.0833268,0.0769581,0.445618,
glmax1_r,0.200474,4.13486e-24,0.590179,5.3697e-05,0.0289982,0.0831774,8.19351e-07,0.0324033,
glmax2_r,0.200474,3.28883e-24,0.590179,5.36961e-05,0.0289986,0.0831775,1.25143e-09,0.0324034,
glmax3_r,0.200464,4.50528e-24,0.590202,5.37773e-05,0.0289547,0.0831774,9.76947e-05,0.0323883,
glmed1_r,0.0387284,0.0221724,0.0545886,0.12774,0.0320687,0.0170744,0.050555,0.0730673,
glmed2_r,0.018678,0.0782667,0.105728,0.120254,0.109052,0.0473887,0.00804336,0.0269736,
glmed3_r,0.105415,0.0466388,0.0197175,0.0992072,0.0638482,0.0226994,0.113816,0.0569665,
glmin1_r,0.1248,0.0236575,0.023693,0.091879,0.050079,0.0158436,0.0905794,0.129676,
glmin2_r,0.0653292,0.13152,0.00666714,0.0814837,0.110265,0.0138,0.0831264,0.0980857,
glmin3_r,0.0236843,0.0200287,0.0491467,0.123552,0.00631639,0.127776,0.00109304,0.107772,
grac_r,0.343255,0.332456,8.24027e-05,0.0109736,0.405995,0.21181,0.22038,0.160627,
iliacus_r,0.0239825,0.00253296,0.0547548,0.0930619,0.0971978,0.086454,0.113261,0.0881134,
perbrev_r,0.0749924,0.02808,0.00548694,0.04561,0.0961505,0.000312881,0.128947,0.0440615,
perlong_r,0.101419,0.0410148,0.0244862,0.0206784,0.0859985,0.105814,0.0567403,0.089932,
psoas_r,0.0606239,0.129037,0.0768865,0.066545,0.053193,0.0525522,0.108614,0.0810092,
recfem_r,0.00346552,2.8026e-45,0.0072535,0.402766,2.03758e-09,4.84788e-06,0.0377926,0.0246261,
sart_r,0.103973,0.0285146,0.092761,0.115272,0.0819731,0.0142271,0.0892263,0.0556944,
semimem_r,0.0405436,0.206747,0.21558,0.000186839,5.91609e-14,0.605154,0.0332974,0.245492,
semiten_r,0.0405436,0.206747,0.21558,0.000186843,5.01303e-14,0.605154,0.0332974,0.245492,
soleus_r,0.0969836,0.157956,0.0525219,0.0126392,1.58414e-12,0.0419656,0.0314629,0.543859,
tfl_r,0,1.12104e-44,1.4013e-45,0.0198346,0.384448,0,0.309112,0.0532246,
tibant_r,0.1688,0.338102,0.00135794,0.496834,0.36092,0.14767,0.263978,5.93214e-20,
tibpost_r,0.103792,0.0938212,0.137322,0.0928704,0.0809806,0.0340536,0.0862597,0.116724,
vasint_r,0.109658,1.12328e-25,0.720161,0.0392009,7.97911e-24,0.100414,2.8026e-45,0.00838142,
vaslat_r,0.20475,1.08005e-12,0.836988,0.0417334,0.0134458,2.77574e-10,4.2039e-45,0.00255192,
