iteration,loss,learning rate,
1,2.66673e+08,0.02,
2,2.66516e+08,0.02,
3,2.6636e+08,0.02,
4,2.66203e+08,0.02,
5,2.66047e+08,0.02,
6,2.65891e+08,0.02,
7,2.65735e+08,0.02,
8,2.65579e+08,0.02,
9,2.65423e+08,0.02,
10,2.65267e+08,0.02,
11,2.65112e+08,0.02,
12,2.64957e+08,0.02,
13,2.64802e+08,0.02,
14,2.64647e+08,0.02,
15,2.64492e+08,0.02,
16,2.64337e+08,0.02,
17,2.64182e+08,0.02,
18,2.64028e+08,0.02,
19,2.63873e+08,0.02,
20,2.63719e+08,0.02,
21,2.63565e+08,0.02,
22,2.63411e+08,0.02,
23,2.63257e+08,0.02,
24,2.63103e+08,0.02,
25,2.62949e+08,0.02,
26,2.62796e+08,0.02,
27,2.62642e+08,0.02,
28,2.62489e+08,0.02,
29,2.62336e+08,0.02,
30,2.62182e+08,0.02,
31,2.62029e+08,0.02,
32,2.61876e+08,0.02,
33,2.61723e+08,0.02,
34,2.61571e+08,0.02,
35,2.61418e+08,0.02,
36,2.61266e+08,0.02,
37,2.61113e+08,0.02,
38,2.60961e+08,0.02,
39,2.60808e+08,0.02,
40,2.60656e+08,0.02,
41,2.60504e+08,0.02,
42,2.60352e+08,0.02,
43,2.602e+08,0.02,
44,2.60049e+08,0.02,
45,2.59897e+08,0.02,
46,2.59746e+08,0.02,
47,2.59594e+08,0.02,
48,2.59443e+08,0.02,
49,2.59292e+08,0.02,
50,2.5914e+08,0.02,
51,2.58989e+08,0.02,
52,2.58839e+08,0.02,
53,2.58688e+08,0.02,
54,2.58537e+08,0.02,
55,2.58387e+08,0.02,
56,2.58236e+08,0.02,
57,2.58086e+08,0.02,
58,2.57935e+08,0.02,
59,2.57785e+08,0.02,
60,2.57635e+08,0.02,
61,2.57485e+08,0.02,
62,2.57335e+08,0.02,
63,2.57185e+08,0.02,
64,2.57036e+08,0.02,
65,2.56886e+08,0.02,
66,2.56737e+08,0.02,
67,2.56587e+08,0.02,
68,2.56438e+08,0.02,
69,2.56289e+08,0.02,
70,2.5614e+08,0.02,
71,2.55991e+08,0.02,
72,2.55842e+08,0.02,
73,2.55693e+08,0.02,
74,2.55544e+08,0.02,
75,2.55396e+08,0.02,
76,2.55247e+08,0.02,
77,2.55099e+08,0.02,
78,2.54951e+08,0.02,
79,2.54803e+08,0.02,
80,2.54655e+08,0.02,
81,2.54507e+08,0.02,
82,2.54359e+08,0.02,
83,2.54211e+08,0.02,
84,2.54063e+08,0.02,
85,2.53916e+08,0.02,
86,2.53768e+08,0.02,
87,2.53621e+08,0.02,
88,2.53473e+08,0.02,
89,2.53326e+08,0.02,
90,2.53179e+08,0.02,
91,2.53032e+08,0.02,
92,2.52885e+08,0.02,
93,2.52738e+08,0.02,
94,2.52592e+08,0.02,
95,2.52445e+08,0.02,
96,2.52298e+08,0.02,
97,2.52152e+08,0.02,
98,2.52006e+08,0.02,
99,2.51859e+08,0.02,
100,2.51713e+08,0.02,
101,2.51567e+08,0.02,
102,2.51421e+08,0.02,
103,2.51276e+08,0.02,
104,2.5113e+08,0.02,
105,2.50984e+08,0.02,
106,2.50839e+08,0.02,
107,2.50693e+08,0.02,
108,2.50548e+08,0.02,
109,2.50402e+08,0.02,
110,2.50257e+08,0.02,
111,2.50112e+08,0.02,
112,2.49967e+08,0.02,
113,2.49822e+08,0.02,
114,2.49677e+08,0.02,
115,2.49533e+08,0.02,
116,2.49388e+08,0.02,
117,2.49244e+08,0.02,
118,2.49099e+08,0.02,
119,2.48955e+08,0.02,
120,2.48811e+08,0.02,
121,2.48666e+08,0.02,
122,2.48522e+08,0.02,
123,2.48378e+08,0.02,
124,2.48235e+08,0.02,
125,2.48091e+08,0.02,
126,2.47947e+08,0.02,
127,2.47804e+08,0.02,
128,2.4766e+08,0.02,
129,2.47517e+08,0.02,
130,2.47373e+08,0.02,
131,2.4723e+08,0.02,
132,2.47087e+08,0.02,
133,2.46944e+08,0.02,
134,2.46801e+08,0.02,
135,2.46658e+08,0.02,
136,2.46515e+08,0.02,
137,2.46373e+08,0.02,
138,2.4623e+08,0.02,
139,2.46088e+08,0.02,
140,2.45945e+08,0.02,
141,2.45803e+08,0.02,
142,2.45661e+08,0.02,
143,2.45519e+08,0.02,
144,2.45377e+08,0.02,
145,2.45235e+08,0.02,
146,2.45093e+08,0.02,
147,2.44951e+08,0.02,
148,2.44809e+08,0.02,
149,2.44668e+08,0.02,
150,2.44526e+08,0.02,
151,2.44385e+08,0.02,
152,2.44244e+08,0.02,
153,2.44102e+08,0.02,
154,2.43961e+08,0.02,
155,2.4382e+08,0.02,
156,2.43679e+08,0.02,
157,2.43538e+08,0.02,
158,2.43398e+08,0.02,
159,2.43257e+08,0.02,
160,2.43116e+08,0.02,
161,2.42976e+08,0.02,
162,2.42836e+08,0.02,
163,2.42695e+08,0.02,
164,2.42555e+08,0.02,
165,2.42415e+08,0.02,
166,2.42275e+08,0.02,
167,2.42135e+08,0.02,
168,2.41995e+08,0.02,
169,2.41855e+08,0.02,
170,2.41715e+08,0.02,
171,2.41576e+08,0.02,
172,2.41436e+08,0.02,
173,2.41297e+08,0.02,
174,2.41158e+08,0.02,
175,2.41018e+08,0.02,
176,2.40879e+08,0.02,
177,2.4074e+08,0.02,
178,2.40601e+08,0.02,
179,2.40462e+08,0.02,
180,2.40323e+08,0.02,
181,2.40185e+08,0.02,
182,2.40046e+08,0.02,
183,2.39907e+08,0.02,
184,2.39769e+08,0.02,
185,2.39631e+08,0.02,
186,2.39492e+08,0.02,
187,2.39354e+08,0.02,
188,2.39216e+08,0.02,
189,2.39078e+08,0.02,
190,2.3894e+08,0.02,
191,2.38802e+08,0.02,
192,2.38664e+08,0.02,
193,2.38527e+08,0.02,
194,2.38389e+08,0.02,
195,2.38252e+08,0.02,
196,2.38114e+08,0.02,
197,2.37977e+08,0.02,
198,2.3784e+08,0.02,
199,2.37702e+08,0.02,
200,2.37565e+08,0.02,
201,2.37428e+08,0.02,
202,2.37291e+08,0.02,
203,2.37155e+08,0.02,
204,2.37018e+08,0.02,
205,2.36881e+08,0.02,
206,2.36745e+08,0.02,
207,2.36608e+08,0.02,
208,2.36472e+08,0.02,
209,2.36335e+08,0.02,
210,2.36199e+08,0.02,
211,2.36063e+08,0.02,
212,2.35927e+08,0.02,
213,2.35791e+08,0.02,
214,2.35655e+08,0.02,
215,2.35519e+08,0.02,
216,2.35384e+08,0.02,
217,2.35248e+08,0.02,
218,2.35113e+08,0.02,
219,2.34977e+08,0.02,
220,2.34842e+08,0.02,
221,2.34706e+08,0.02,
222,2.34571e+08,0.02,
223,2.34436e+08,0.02,
224,2.34301e+08,0.02,
225,2.34166e+08,0.02,
226,2.34031e+08,0.02,
227,2.33896e+08,0.02,
228,2.33762e+08,0.02,
229,2.33627e+08,0.02,
230,2.33492e+08,0.02,
231,2.33358e+08,0.02,
232,2.33224e+08,0.02,
233,2.33089e+08,0.02,
234,2.32955e+08,0.02,
235,2.32821e+08,0.02,
236,2.32687e+08,0.02,
237,2.32553e+08,0.02,
238,2.32419e+08,0.02,
239,2.32285e+08,0.02,
240,2.32152e+08,0.02,
241,2.32018e+08,0.02,
242,2.31884e+08,0.02,
243,2.31751e+08,0.02,
244,2.31618e+08,0.02,
245,2.31484e+08,0.02,
246,2.31351e+08,0.02,
247,2.31218e+08,0.02,
248,2.31085e+08,0.02,
249,2.30952e+08,0.02,
250,2.30819e+08,0.02,
251,2.30686e+08,0.02,
252,2.30553e+08,0.02,
253,2.30421e+08,0.02,
254,2.30288e+08,0.02,
255,2.30156e+08,0.02,
256,2.30023e+08,0.02,
257,2.29891e+08,0.02,
258,2.29759e+08,0.02,
259,2.29627e+08,0.02,
260,2.29494e+08,0.02,
261,2.29362e+08,0.02,
262,2.2923e+08,0.02,
263,2.29099e+08,0.02,
264,2.28967e+08,0.02,
265,2.28835e+08,0.02,
266,2.28704e+08,0.02,
267,2.28572e+08,0.02,
268,2.28441e+08,0.02,
269,2.28309e+08,0.02,
270,2.28178e+08,0.02,
271,2.28047e+08,0.02,
272,2.27916e+08,0.02,
273,2.27785e+08,0.02,
274,2.27654e+08,0.02,
275,2.27523e+08,0.02,
276,2.27392e+08,0.02,
277,2.27261e+08,0.02,
278,2.27131e+08,0.02,
279,2.27e+08,0.02,
280,2.2687e+08,0.02,
281,2.26739e+08,0.02,
282,2.26609e+08,0.02,
283,2.26479e+08,0.02,
284,2.26348e+08,0.02,
285,2.26218e+08,0.02,
286,2.26088e+08,0.02,
287,2.25958e+08,0.02,
288,2.25829e+08,0.02,
289,2.25699e+08,0.02,
290,2.25569e+08,0.02,
291,2.2544e+08,0.02,
292,2.2531e+08,0.02,
293,2.25181e+08,0.02,
294,2.25051e+08,0.02,
295,2.24922e+08,0.02,
296,2.24793e+08,0.02,
297,2.24664e+08,0.02,
298,2.24534e+08,0.02,
299,2.24405e+08,0.02,
300,2.24277e+08,0.02,
301,2.24148e+08,0.02,
302,2.24019e+08,0.02,
303,2.2389e+08,0.02,
304,2.23762e+08,0.02,
305,2.23633e+08,0.02,
306,2.23505e+08,0.02,
307,2.23376e+08,0.02,
308,2.23248e+08,0.02,
309,2.2312e+08,0.02,
310,2.22992e+08,0.02,
311,2.22864e+08,0.02,
312,2.22736e+08,0.02,
313,2.22608e+08,0.02,
314,2.2248e+08,0.02,
315,2.22352e+08,0.02,
316,2.22225e+08,0.02,
317,2.22097e+08,0.02,
318,2.2197e+08,0.02,
319,2.21842e+08,0.02,
320,2.21715e+08,0.02,
321,2.21587e+08,0.02,
322,2.2146e+08,0.02,
323,2.21333e+08,0.02,
324,2.21206e+08,0.02,
325,2.21079e+08,0.02,
326,2.20952e+08,0.02,
327,2.20825e+08,0.02,
328,2.20699e+08,0.02,
329,2.20572e+08,0.02,
330,2.20445e+08,0.02,
331,2.20319e+08,0.02,
332,2.20192e+08,0.02,
333,2.20066e+08,0.02,
334,2.1994e+08,0.02,
335,2.19813e+08,0.02,
336,2.19687e+08,0.02,
337,2.19561e+08,0.02,
338,2.19435e+08,0.02,
339,2.19309e+08,0.02,
340,2.19184e+08,0.02,
341,2.19058e+08,0.02,
342,2.18932e+08,0.02,
343,2.18806e+08,0.02,
344,2.18681e+08,0.02,
345,2.18555e+08,0.02,
346,2.1843e+08,0.02,
347,2.18305e+08,0.02,
348,2.1818e+08,0.02,
349,2.18054e+08,0.02,
350,2.17929e+08,0.02,
351,2.17804e+08,0.02,
352,2.17679e+08,0.02,
353,2.17554e+08,0.02,
354,2.1743e+08,0.02,
355,2.17305e+08,0.02,
356,2.1718e+08,0.02,
357,2.17056e+08,0.02,
358,2.16931e+08,0.02,
359,2.16807e+08,0.02,
360,2.16683e+08,0.02,
361,2.16558e+08,0.02,
362,2.16434e+08,0.02,
363,2.1631e+08,0.02,
364,2.16186e+08,0.02,
365,2.16062e+08,0.02,
366,2.15938e+08,0.02,
367,2.15814e+08,0.02,
368,2.1569e+08,0.02,
369,2.15567e+08,0.02,
370,2.15443e+08,0.02,
371,2.1532e+08,0.02,
372,2.15196e+08,0.02,
373,2.15073e+08,0.02,
374,2.14949e+08,0.02,
375,2.14826e+08,0.02,
376,2.14703e+08,0.02,
377,2.1458e+08,0.02,
378,2.14457e+08,0.02,
379,2.14334e+08,0.02,
380,2.14211e+08,0.02,
381,2.14088e+08,0.02,
382,2.13966e+08,0.02,
383,2.13843e+08,0.02,
384,2.1372e+08,0.02,
385,2.13598e+08,0.02,
386,2.13475e+08,0.02,
387,2.13353e+08,0.02,
388,2.13231e+08,0.02,
389,2.13109e+08,0.02,
390,2.12986e+08,0.02,
391,2.12864e+08,0.02,
392,2.12742e+08,0.02,
393,2.1262e+08,0.02,
394,2.12498e+08,0.02,
395,2.12377e+08,0.02,
396,2.12255e+08,0.02,
397,2.12133e+08,0.02,
398,2.12012e+08,0.02,
399,2.1189e+08,0.02,
400,2.11769e+08,0.02,
401,2.11648e+08,0.02,
402,2.11526e+08,0.02,
403,2.11405e+08,0.02,
404,2.11284e+08,0.02,
405,2.11163e+08,0.02,
406,2.11042e+08,0.02,
407,2.10921e+08,0.02,
408,2.108e+08,0.02,
