iteration,loss,learning rate,
409,2.10679e+08,0.02,
410,2.10559e+08,0.02,
411,2.10438e+08,0.02,
412,2.10317e+08,0.02,
413,2.10197e+08,0.02,
414,2.10076e+08,0.02,
415,2.09956e+08,0.02,
416,2.09836e+08,0.02,
417,2.09716e+08,0.02,
418,2.09595e+08,0.02,
419,2.09475e+08,0.02,
420,2.09355e+08,0.02,
421,2.09235e+08,0.02,
422,2.09116e+08,0.02,
423,2.08996e+08,0.02,
424,2.08876e+08,0.02,
425,2.08756e+08,0.02,
426,2.08637e+08,0.02,
427,2.08517e+08,0.02,
428,2.08398e+08,0.02,
429,2.08278e+08,0.02,
430,2.08159e+08,0.02,
431,2.0804e+08,0.02,
432,2.07921e+08,0.02,
433,2.07802e+08,0.02,
434,2.07683e+08,0.02,
435,2.07564e+08,0.02,
436,2.07445e+08,0.02,
437,2.07326e+08,0.02,
438,2.07207e+08,0.02,
439,2.07089e+08,0.02,
440,2.0697e+08,0.02,
441,2.06851e+08,0.02,
442,2.06733e+08,0.02,
443,2.06615e+08,0.02,
444,2.06496e+08,0.02,
445,2.06378e+08,0.02,
446,2.0626e+08,0.02,
447,2.06142e+08,0.02,
448,2.06024e+08,0.02,
449,2.05906e+08,0.02,
450,2.05788e+08,0.02,
451,2.0567e+08,0.02,
452,2.05552e+08,0.02,
453,2.05434e+08,0.02,
454,2.05317e+08,0.02,
455,2.05199e+08,0.02,
456,2.05082e+08,0.02,
457,2.04964e+08,0.02,
458,2.04847e+08,0.02,
459,2.0473e+08,0.02,
460,2.04612e+08,0.02,
461,2.04495e+08,0.02,
462,2.04378e+08,0.02,
463,2.04261e+08,0.02,
464,2.04144e+08,0.02,
465,2.04027e+08,0.02,
466,2.0391e+08,0.02,
467,2.03794e+08,0.02,
468,2.03677e+08,0.02,
469,2.0356e+08,0.02,
470,2.03444e+08,0.02,
471,2.03327e+08,0.02,
472,2.03211e+08,0.02,
473,2.03095e+08,0.02,
474,2.02978e+08,0.02,
475,2.02862e+08,0.02,
476,2.02746e+08,0.02,
477,2.0263e+08,0.02,
478,2.02514e+08,0.02,
479,2.02398e+08,0.02,
480,2.02282e+08,0.02,
481,2.02166e+08,0.02,
482,2.02051e+08,0.02,
483,2.01935e+08,0.02,
484,2.01819e+08,0.02,
485,2.01704e+08,0.02,
486,2.01588e+08,0.02,
487,2.01473e+08,0.02,
488,2.01358e+08,0.02,
489,2.01242e+08,0.02,
490,2.01127e+08,0.02,
491,2.01012e+08,0.02,
492,2.00897e+08,0.02,
493,2.00782e+08,0.02,
494,2.00667e+08,0.02,
495,2.00552e+08,0.02,
496,2.00437e+08,0.02,
497,2.00323e+08,0.02,
498,2.00208e+08,0.02,
499,2.00094e+08,0.02,
500,1.99979e+08,0.02,
501,1.99865e+08,0.02,
502,1.9975e+08,0.02,
503,1.99636e+08,0.02,
504,1.99522e+08,0.02,
505,1.99407e+08,0.02,
506,1.99293e+08,0.02,
507,1.99179e+08,0.02,
508,1.99065e+08,0.02,
509,1.98951e+08,0.02,
510,1.98837e+08,0.02,
511,1.98724e+08,0.02,
512,1.9861e+08,0.02,
513,1.98496e+08,0.02,
514,1.98382e+08,0.02,
515,1.98269e+08,0.02,
516,1.98156e+08,0.02,
517,1.98042e+08,0.02,
518,1.97929e+08,0.02,
519,1.97816e+08,0.02,
520,1.97702e+08,0.02,
521,1.97589e+08,0.02,
522,1.97476e+08,0.02,
523,1.97363e+08,0.02,
524,1.9725e+08,0.02,
525,1.97137e+08,0.02,
526,1.97024e+08,0.02,
527,1.96912e+08,0.02,
528,1.96799e+08,0.02,
529,1.96686e+08,0.02,
530,1.96574e+08,0.02,
531,1.96461e+08,0.02,
532,1.96349e+08,0.02,
533,1.96237e+08,0.02,
534,1.96124e+08,0.02,
535,1.96012e+08,0.02,
536,1.959e+08,0.02,
537,1.95788e+08,0.02,
538,1.95676e+08,0.02,
539,1.95564e+08,0.02,
540,1.95452e+08,0.02,
541,1.9534e+08,0.02,
542,1.95228e+08,0.02,
543,1.95116e+08,0.02,
544,1.95005e+08,0.02,
545,1.94893e+08,0.02,
546,1.94782e+08,0.02,
547,1.9467e+08,0.02,
548,1.94559e+08,0.02,
549,1.94448e+08,0.02,
550,1.94336e+08,0.02,
551,1.94225e+08,0.02,
552,1.94114e+08,0.02,
553,1.94003e+08,0.02,
554,1.93892e+08,0.02,
555,1.93781e+08,0.02,
556,1.9367e+08,0.02,
557,1.93559e+08,0.02,
558,1.93448e+08,0.02,
559,1.93338e+08,0.02,
560,1.93227e+08,0.02,
561,1.93116e+08,0.02,
562,1.93006e+08,0.02,
563,1.92896e+08,0.02,
564,1.92785e+08,0.02,
565,1.92675e+08,0.02,
566,1.92565e+08,0.02,
567,1.92454e+08,0.02,
568,1.92344e+08,0.02,
569,1.92234e+08,0.02,
570,1.92124e+08,0.02,
571,1.92014e+08,0.02,
572,1.91904e+08,0.02,
573,1.91795e+08,0.02,
574,1.91685e+08,0.02,
575,1.91575e+08,0.02,
576,1.91466e+08,0.02,
577,1.91356e+08,0.02,
578,1.91247e+08,0.02,
579,1.91137e+08,0.02,
580,1.91028e+08,0.02,
581,1.90918e+08,0.02,
582,1.90809e+08,0.02,
583,1.907e+08,0.02,
584,1.90591e+08,0.02,
585,1.90482e+08,0.02,
586,1.90373e+08,0.02,
587,1.90264e+08,0.02,
588,1.90155e+08,0.02,
589,1.90046e+08,0.02,
590,1.89938e+08,0.02,
591,1.89829e+08,0.02,
592,1.8972e+08,0.02,
593,1.89612e+08,0.02,
594,1.89503e+08,0.02,
595,1.89395e+08,0.02,
596,1.89286e+08,0.02,
597,1.89178e+08,0.02,
598,1.8907e+08,0.02,
599,1.88962e+08,0.02,
600,1.88854e+08,0.02,
601,1.88746e+08,0.02,
602,1.88638e+08,0.02,
603,1.8853e+08,0.02,
604,1.88422e+08,0.02,
605,1.88314e+08,0.02,
606,1.88206e+08,0.02,
607,1.88098e+08,0.02,
608,1.87991e+08,0.02,
609,1.87883e+08,0.02,
610,1.87776e+08,0.02,
611,1.87668e+08,0.02,
612,1.87561e+08,0.02,
613,1.87454e+08,0.02,
614,1.87346e+08,0.02,
615,1.87239e+08,0.02,
616,1.87132e+08,0.02,
617,1.87025e+08,0.02,
618,1.86918e+08,0.02,
619,1.86811e+08,0.02,
620,1.86704e+08,0.02,
621,1.86597e+08,0.02,
622,1.86491e+08,0.02,
623,1.86384e+08,0.02,
624,1.86277e+08,0.02,
625,1.86171e+08,0.02,
626,1.86064e+08,0.02,
627,1.85958e+08,0.02,
628,1.85851e+08,0.02,
629,1.85745e+08,0.02,
630,1.85639e+08,0.02,
631,1.85532e+08,0.02,
632,1.85426e+08,0.02,
633,1.8532e+08,0.02,
634,1.85214e+08,0.02,
635,1.85108e+08,0.02,
636,1.85002e+08,0.02,
637,1.84896e+08,0.02,
638,1.8479e+08,0.02,
639,1.84685e+08,0.02,
640,1.84579e+08,0.02,
641,1.84473e+08,0.02,
642,1.84368e+08,0.02,
643,1.84262e+08,0.02,
644,1.84157e+08,0.02,
645,1.84052e+08,0.02,
646,1.83946e+08,0.02,
647,1.83841e+08,0.02,
648,1.83736e+08,0.02,
649,1.83631e+08,0.02,
650,1.83526e+08,0.02,
651,1.83421e+08,0.02,
652,1.83316e+08,0.02,
653,1.83211e+08,0.02,
654,1.83106e+08,0.02,
655,1.83001e+08,0.02,
656,1.82896e+08,0.02,
657,1.82792e+08,0.02,
658,1.82687e+08,0.02,
659,1.82583e+08,0.02,
660,1.82478e+08,0.02,
661,1.82374e+08,0.02,
662,1.82269e+08,0.02,
663,1.82165e+08,0.02,
664,1.82061e+08,0.02,
665,1.81957e+08,0.02,
666,1.81852e+08,0.02,
667,1.81748e+08,0.02,
668,1.81644e+08,0.02,
669,1.8154e+08,0.02,
670,1.81436e+08,0.02,
671,1.81333e+08,0.02,
672,1.81229e+08,0.02,
673,1.81125e+08,0.02,
674,1.81021e+08,0.02,
675,1.80918e+08,0.02,
676,1.80814e+08,0.02,
677,1.80711e+08,0.02,
678,1.80607e+08,0.02,
679,1.80504e+08,0.02,
680,1.80401e+08,0.02,
681,1.80298e+08,0.02,
682,1.80194e+08,0.02,
683,1.80091e+08,0.02,
684,1.79988e+08,0.02,
685,1.79885e+08,0.02,
686,1.79782e+08,0.02,
687,1.79679e+08,0.02,
688,1.79576e+08,0.02,
689,1.79474e+08,0.02,
690,1.79371e+08,0.02,
691,1.79268e+08,0.02,
692,1.79166e+08,0.02,
693,1.79063e+08,0.02,
694,1.78961e+08,0.02,
695,1.78858e+08,0.02,
696,1.78756e+08,0.02,
697,1.78654e+08,0.02,
698,1.78551e+08,0.02,
699,1.78449e+08,0.02,
700,1.78347e+08,0.02,
701,1.78245e+08,0.02,
702,1.78143e+08,0.02,
703,1.78041e+08,0.02,
704,1.77939e+08,0.02,
705,1.77837e+08,0.02,
706,1.77735e+08,0.02,
707,1.77634e+08,0.02,
708,1.77532e+08,0.02,
709,1.7743e+08,0.02,
710,1.77329e+08,0.02,
711,1.77227e+08,0.02,
712,1.77126e+08,0.02,
713,1.77024e+08,0.02,
714,1.76923e+08,0.02,
715,1.76822e+08,0.02,
716,1.76721e+08,0.02,
717,1.76619e+08,0.02,
718,1.76518e+08,0.02,
719,1.76417e+08,0.02,
720,1.76316e+08,0.02,
721,1.76215e+08,0.02,
722,1.76114e+08,0.02,
723,1.76014e+08,0.02,
724,1.75913e+08,0.02,
725,1.75812e+08,0.02,
726,1.75712e+08,0.02,
727,1.75611e+08,0.02,
728,1.7551e+08,0.02,
729,1.7541e+08,0.02,
730,1.7531e+08,0.02,
731,1.75209e+08,0.02,
732,1.75109e+08,0.02,
733,1.75009e+08,0.02,
734,1.74908e+08,0.02,
735,1.74808e+08,0.02,
736,1.74708e+08,0.02,
737,1.74608e+08,0.02,
738,1.74508e+08,0.02,
739,1.74408e+08,0.02,
740,1.74308e+08,0.02,
741,1.74209e+08,0.02,
742,1.74109e+08,0.02,
743,1.74009e+08,0.02,
744,1.7391e+08,0.02,
745,1.7381e+08,0.02,
746,1.7371e+08,0.02,
747,1.73611e+08,0.02,
748,1.73512e+08,0.02,
749,1.73412e+08,0.02,
750,1.73313e+08,0.02,
751,1.73214e+08,0.02,
752,1.73115e+08,0.02,
753,1.73015e+08,0.02,
754,1.72916e+08,0.02,
755,1.72817e+08,0.02,
756,1.72718e+08,0.02,
757,1.7262e+08,0.02,
758,1.72521e+08,0.02,
759,1.72422e+08,0.02,
760,1.72323e+08,0.02,
761,1.72224e+08,0.02,
762,1.72126e+08,0.02,
763,1.72027e+08,0.02,
764,1.71929e+08,0.02,
765,1.7183e+08,0.02,
766,1.71732e+08,0.02,
767,1.71634e+08,0.02,
768,1.71535e+08,0.02,
769,1.71437e+08,0.02,
770,1.71339e+08,0.02,
771,1.71241e+08,0.02,
772,1.71143e+08,0.02,
773,1.71045e+08,0.02,
774,1.70947e+08,0.02,
775,1.70849e+08,0.02,
776,1.70751e+08,0.02,
777,1.70653e+08,0.02,
778,1.70555e+08,0.02,
779,1.70458e+08,0.02,
780,1.7036e+08,0.02,
781,1.70263e+08,0.02,
782,1.70165e+08,0.02,
783,1.70068e+08,0.02,
784,1.6997e+08,0.02,
785,1.69873e+08,0.02,
786,1.69776e+08,0.02,
787,1.69678e+08,0.02,
788,1.69581e+08,0.02,
789,1.69484e+08,0.02,
790,1.69387e+08,0.02,
791,1.6929e+08,0.02,
792,1.69193e+08,0.02,
793,1.69096e+08,0.02,
794,1.68999e+08,0.02,
795,1.68902e+08,0.02,
796,1.68806e+08,0.02,
797,1.68709e+08,0.02,
798,1.68612e+08,0.02,
799,1.68516e+08,0.02,
800,1.68419e+08,0.02,
801,1.68323e+08,0.02,
802,1.68226e+08,0.02,
803,1.6813e+08,0.02,
804,1.68033e+08,0.02,
805,1.67937e+08,0.02,
806,1.67841e+08,0.02,
807,1.67745e+08,0.02,
808,1.67649e+08,0.02,
809,1.67553e+08,0.02,
810,1.67457e+08,0.02,
811,1.67361e+08,0.02,
812,1.67265e+08,0.02,
813,1.67169e+08,0.02,
814,1.67073e+08,0.02,
815,1.66978e+08,0.02,
816,1.66882e+08,0.02,
817,1.66786e+08,0.02,
818,1.66691e+08,0.02,
819,1.66595e+08,0.02,
820,1.665e+08,0.02,
821,1.66404e+08,0.02,
822,1.66309e+08,0.02,
823,1.66214e+08,0.02,
824,1.66118e+08,0.02,
825,1.66023e+08,0.02,
826,1.65928e+08,0.02,
827,1.65833e+08,0.02,
828,1.65738e+08,0.02,
829,1.65643e+08,0.02,
830,1.65548e+08,0.02,
831,1.65453e+08,0.02,
832,1.65358e+08,0.02,
833,1.65264e+08,0.02,
834,1.65169e+08,0.02,
835,1.65074e+08,0.02,
836,1.6498e+08,0.02,
837,1.64885e+08,0.02,
838,1.64791e+08,0.02,
839,1.64696e+08,0.02,
840,1.64602e+08,0.02,
841,1.64508e+08,0.02,
842,1.64413e+08,0.02,
843,1.64319e+08,0.02,
844,1.64225e+08,0.02,
845,1.64131e+08,0.02,
846,1.64037e+08,0.02,
847,1.63943e+08,0.02,
848,1.63849e+08,0.02,
849,1.63755e+08,0.02,
850,1.63661e+08,0.02,
851,1.63567e+08,0.02,
852,1.63473e+08,0.02,
853,1.6338e+08,0.02,
854,1.63286e+08,0.02,
855,1.63192e+08,0.02,
856,1.63099e+08,0.02,
857,1.63005e+08,0.02,
858,1.62912e+08,0.02,
859,1.62819e+08,0.02,
860,1.62725e+08,0.02,
861,1.62632e+08,0.02,
862,1.62539e+08,0.02,
863,1.62445e+08,0.02,
864,1.62352e+08,0.02,
865,1.62259e+08,0.02,
866,1.62166e+08,0.02,
867,1.62073e+08,0.02,
868,1.6198e+08,0.02,
869,1.61888e+08,0.02,
870,1.61795e+08,0.02,
871,1.61702e+08,0.02,
872,1.61609e+08,0.02,
873,1.61517e+08,0.02,
874,1.61424e+08,0.02,
875,1.61331e+08,0.02,
876,1.61239e+08,0.02,
877,1.61146e+08,0.02,
878,1.61054e+08,0.02,
879,1.60962e+08,0.02,
880,1.60869e+08,0.02,
881,1.60777e+08,0.02,
882,1.60685e+08,0.02,
883,1.60593e+08,0.02,
884,1.60501e+08,0.02,
885,1.60409e+08,0.02,
886,1.60317e+08,0.02,
887,1.60225e+08,0.02,
888,1.60133e+08,0.02,
889,1.60041e+08,0.02,
890,1.59949e+08,0.02,
891,1.59858e+08,0.02,
892,1.59766e+08,0.02,
893,1.59674e+08,0.02,
894,1.59583e+08,0.02,
895,1.59491e+08,0.02,
896,1.594e+08,0.02,
897,1.59308e+08,0.02,
898,1.59217e+08,0.02,
899,1.59126e+08,0.02,
900,1.59034e+08,0.02,
901,1.58943e+08,0.02,
902,1.58852e+08,0.02,
903,1.58761e+08,0.02,
904,1.5867e+08,0.02,
905,1.58579e+08,0.02,
906,1.58488e+08,0.02,
907,1.58397e+08,0.02,
908,1.58306e+08,0.02,
909,1.58215e+08,0.02,
910,1.58125e+08,0.02,
911,1.58034e+08,0.02,
912,1.57943e+08,0.02,
913,1.57853e+08,0.02,
914,1.57762e+08,0.02,
915,1.57672e+08,0.02,
916,1.57581e+08,0.02,
917,1.57491e+08,0.02,
918,1.574e+08,0.02,
919,1.5731e+08,0.02,
920,1.5722e+08,0.02,
921,1.5713e+08,0.02,
922,1.57039e+08,0.02,
923,1.56949e+08,0.02,
924,1.56859e+08,0.02,
925,1.56769e+08,0.02,
926,1.56679e+08,0.02,
927,1.56589e+08,0.02,
928,1.565e+08,0.02,
929,1.5641e+08,0.02,
930,1.5632e+08,0.02,
931,1.5623e+08,0.02,
932,1.56141e+08,0.02,
