time,synergy1,synergy2,synergy3,synergy4,
3.6,0.216304,0,0,0.366963,
3.605,0.216306,0,0,0.366923,
3.61,0.216353,0,0,0.366957,
3.615,0.216312,0,0,0.366938,
3.62,0.216616,0,0,0.366964,
3.625,0.216822,0,0,0.366851,
3.63,0.217111,0,0,0.366864,
3.635,0.21733,0,0,0.366736,
3.64,0.217568,0,0,0.366777,
3.645,0.217746,0,0,0.366615,
3.65,0.218022,0,0,0.366627,
3.655,0.21819,0,0,0.366467,
3.66,0.218431,0,0,0.366445,
3.665,0.218647,0,0,0.366312,
3.67,0.218841,0,0,0.366308,
3.675,0.21908,0,0,0.366155,
3.68,0.219233,0,0,0.366058,
3.685,0.219359,0,0,0.366827,
3.69,0.219663,0,0,0.365827,
3.695,0.219805,0,0,0.365665,
3.7,0.220034,0,0,0.365618,
3.705,0.22022,0,0,0.365433,
3.71,0.220407,0,0,0.365358,
3.715,0.220619,0,0,0.365192,
3.72,0.220791,0,0,0.365077,
3.725,0.220999,0,0,0.364925,
3.73,0.221162,0,0,0.364819,
3.735,0.221382,0,0,0.364628,
3.74,0.221572,0,0,0.364515,
3.745,0.221756,0,0,0.364346,
3.75,0.221912,0,0,0.3642,
3.755,0.22211,0,0,0.363986,
3.76,0.222303,0,0,0.3639,
3.765,0.222452,0,0,0.36368,
3.77,0.22265,0,0,0.363539,
3.775,0.222801,0,0,0.363354,
3.78,0.222993,0,0,0.36322,
3.785,0.223132,0,0,0.362972,
3.79,0.304732,0,0,0.396731,
3.795,0.253528,0,0,0.375798,
3.8,0.257363,0,0,0.377269,
3.805,0.290576,0,0,0.390448,
3.81,0.246675,0,0,0.37196,
3.815,0.254107,0,0,0.374954,
3.82,0.310503,0,0,0.397702,
3.825,0.308772,0,0,0.396777,
3.83,0.300145,0,0,0.393014,
3.835,0.310059,0,0,0.39684,
3.84,0.279745,0,0,0.384432,
3.845,0.307694,0,0,0.39537,
3.85,0.2783,0,0,0.383267,
3.855,0.280805,0,0,0.383946,
3.86,0.281116,0,0,0.383861,
3.865,0.284317,0,0,0.384897,
3.87,0.280292,0,0,0.383007,
3.875,0.251097,0,0,0.370556,
3.88,0.269253,0,0,0.377868,
3.885,0.22605,0,0,0.359198,
3.89,0.226635,0,0,0.359,
3.895,0.234404,0,0,0.361719,
3.9,0.234345,0,0,0.361432,
3.905,0.234158,0,0,0.361102,
3.91,0.23406,0,0,0.360759,
3.915,0.234076,0,0,0.36048,
3.92,0.233908,0,0,0.360065,
3.925,0.233805,0,0,0.359758,
3.93,0.233809,0,0,0.359432,
3.935,0.23362,0,0,0.359058,
3.94,0.233671,0,0,0.358775,
3.945,0.233514,0,0,0.35843,
3.95,0.233359,0,0,0.358004,
3.955,0.233386,0,0,0.357753,
3.96,0.233231,0,0,0.357384,
3.965,0.233088,0,0,0.356978,
3.97,0.233069,0,0,0.35665,
3.975,0.233104,0,0,0.356374,
3.98,0.232813,0,0,0.355919,
3.985,0.232851,0,0,0.355568,
3.99,0.232861,0,0,0.355248,
3.995,0.232717,0,0,0.354814,
4,0.232603,0,0,0.354463,
4.005,0.232624,0,0,0.354131,
4.01,0.232661,0,0,0.353787,
4.015,0.232524,0,0,0.353405,
4.02,0.232354,0,0,0.353069,
4.025,0.232426,0,0,0.352692,
4.03,0.232333,0,0,0.352275,
4.035,0.232323,0,0,0.351977,
4.04,0.232251,0,0,0.351553,
4.045,0.232282,0,0,0.351225,
4.05,0.232311,0,0,0.350909,
4.055,0.232224,0,0,0.350553,
4.06,0.232108,0,0,0.350172,
4.065,0.232284,0,0,0.349912,
4.07,0.232189,0,0,0.3495,
4.075,0.232069,0,0,0.349124,
4.08,0.232097,0,0,0.348822,
4.085,0.232109,0,0,0.348513,
4.09,0.23217,0,0,0.348187,
4.095,0.232075,0,0,0.348445,
4.1,0.232215,0,0,0.347561,
4.105,0.234194,0,0,0.348015,
4.11,0.234383,0,0,0.347728,
4.115,0,0,0,0,
4.12,1,0.973467,1,0.959212,
4.125,0.92883,0.942851,0.932404,0.925921,
4.13,0,0,0,0,
4.135,0.947861,0.940339,0.943617,0.93786,
4.14,0,0,0,0,
4.145,0.959344,0.948778,0.952452,0.949257,
4.15,0,0,0,0,
4.155,0.932924,0.990259,0.911512,1,
4.16,0,0,0,0,
4.165,0.94007,1,0.933424,0.984451,
4.17,0.499746,0.568647,0.521098,0.488783,
4.175,0.880103,0.902055,0.888124,0.882378,
4.18,0,0,0,0,
4.185,0.942718,0.990315,0.953939,0.949937,
4.19,0,0,0,0,
4.195,0,0,0,0,
4.2,0.835978,0.847336,0.849518,0.824663,
4.205,0.851937,0.868881,0.853947,0.861534,
4.21,0,0,0,0,
4.215,0.921845,0.929984,0.931107,0.906616,
4.22,0,0,0,0,
4.225,0,0,0,0,
4.23,0,0,0,0,
4.235,0.780294,0.800566,0.79397,0.778441,
4.24,0,0,0,0,
4.245,0,0,0,0,
4.25,0.329925,0,0,0.382266,
4.255,0,0,0,0,
4.26,0,0,0,0,
4.265,0,0,0,0,
4.27,0,0,0,0,
4.275,0,0,0,0,
4.28,0.937258,0.972459,0.913222,0.991463,
4.285,0,0,0,0,
4.29,0,0,0,0,
4.295,0,0,0,0,
4.3,0,0,0,0,
4.305,0,0,0,0,
4.31,0,0,0,0,
4.315,0,0,0,0,
4.32,0,0,0,0,
4.325,0.243374,0,0,0.338121,
4.33,0.227387,0,0,0.336394,
4.335,0.24331,0,0,0.33767,
4.34,0.227234,0,0,0.336064,
4.345,0.242908,0,0,0.337048,
4.35,0.225551,0,0,0.335316,
4.355,0.243907,0,0,0.337042,
4.36,0.226505,0,0,0.335783,
4.365,0.243991,0,0,0.336434,
4.37,0.226497,0,0,0.335584,
4.375,0.244113,0,0,0.336086,
4.38,0.225959,0,0,0.335221,
4.385,0.236583,0,0,0.333086,
4.39,0.225549,0,0,0.334879,
4.395,0.248607,0,0,0.337025,
4.4,0.22369,0,0,0.333815,
4.405,0.244766,0,0,0.33504,
4.41,0.225186,0,0,0.33411,
4.415,0.245015,0,0,0.334709,
4.42,0.225532,0,0,0.33373,
4.425,0.384956,0.360316,0.331063,0.39775,
4.43,0.219868,0,0,0.333003,
4.435,0.245172,0,0,0.333954,
4.44,0.223799,0,0,0.332554,
4.445,0.245601,0,0,0.333634,
4.45,0.224416,0,0,0.332191,
4.455,0,0,0,0,
4.46,0,0,0,0,
4.465,0.00750199,0,0,0.30542,
4.47,0,0,0,0.294196,
4.475,0.00797121,0,0,0.304676,
4.48,0,0,0,0.294455,
4.485,0.368432,0.0508168,0.057203,0.391444,
4.49,0.355996,0,0.0478435,0.39263,
4.495,0.368496,0.0892145,0.0922511,0.390717,
4.5,0.354872,0.0623404,0.0780273,0.390445,
4.505,0.368507,0.0885724,0.0928907,0.390385,
4.51,0.354362,0.0572501,0.0814204,0.390248,
4.515,0.368875,0.0885947,0.0921852,0.390427,
4.52,0.353556,0.0511975,0.0854419,0.389768,
4.525,0.368553,0.0848668,0.0950795,0.389963,
4.53,0.355111,0.0782705,0.0609875,0.390183,
4.535,0.368234,0.0839664,0.0947521,0.389276,
4.54,0.217226,0,0,0.329237,
4.545,0.279124,0,0,0.344914,
4.55,0,0,0,0.283902,
4.555,0.0120378,0,0,0.300002,
4.56,0,0,0,0.290269,
4.565,0.280554,0,0,0.344211,
4.57,0.253517,0,0,0.340968,
4.575,0.280083,0,0,0.344891,
4.58,0,0,0,0,
4.585,0,0,0,0,
4.59,0.369741,0.0477808,0.0604815,0.388875,
4.595,0.252336,0,0,0.337932,
4.6,0.0164002,0,0,0.295956,
4.605,0,0,0,0.284389,
4.61,0.291423,0,0,0.347379,
4.615,0.269599,0,0,0.342187,
4.62,0.290379,0,0,0.34764,
