time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
3.745,-62.1562,-101.828,-58.5159,19.3463,288.297,0.220193,-11.2009,-14.4786,-210.13,-155.687,-186.853,31.0088,144.027,-2.18467,-18.7563,10.6141,-46.1116,-32.2039,
3.75,-64.1128,-105.354,-56.8098,22.736,288.867,-0.837449,-11.2916,-14.4746,-99.9115,-160.102,-92.8148,36.5212,120.152,-2.88016,-18.2867,11.0567,-46.0782,-32.5536,
3.755,-66.0188,-109.881,-55.2024,22.6002,289.29,1.10041,-11.3855,-16.0879,-200.339,-161.323,-177.49,34.0956,145.739,-1.77991,-17.8826,7.57134,-46.0694,-32.0765,
3.76,-67.8884,-110.409,-53.7051,23.9648,289.607,0.113493,-11.4811,-14.1733,-99.567,-162.257,-89.136,33.8364,123.784,-1.61161,-17.5368,3.68018,-46.0834,-30.3825,
3.765,-69.705,-114.524,-52.2977,24.5124,289.83,0.38189,-11.5784,-14.3058,-193.992,-167.039,-170.959,36.607,148.275,-1.59173,-17.2425,2.79246,-46.118,-31.0225,
3.77,-71.4694,-115.909,-50.9815,22.4914,289.964,0.779426,-11.6777,-14.8786,-96.7862,-170.543,-83.511,36.6978,126.88,-2.0329,-16.9898,0.844717,-46.1712,-30.4125,
3.775,-73.1867,-118.523,-49.7555,22.2623,290.031,1.37997,-11.7796,-13.7812,-187.873,-174.6,-164.684,38.6332,150.908,-1.03801,-16.7763,-1.55521,-46.2436,-30.0064,
3.78,-74.8655,-120.782,-48.6167,21.3989,290.066,1.76453,-11.8845,-12.3,-93.8748,-176.991,-77.9509,39.1317,129.998,-1.43747,-1.42572,-4.48749,-46.324,-29.3389,
3.785,-76.5096,-124.488,-47.5521,22.0356,290.099,2.34117,-11.9931,-12.819,-182.316,-183.82,-158.836,45.4071,153.697,-2.31411,-316.71,-4.38682,-46.4189,-30.2713,
3.79,-78.1481,-125.762,-46.6057,21.5995,290.167,2.27562,-11.6804,-11.6808,-94.0918,-185.21,-50.4941,38.9894,131.622,-0.559453,-133.993,-9.04558,-46.0991,-27.9732,
3.795,-79.7467,-126.919,-45.6493,24.6303,290.242,1.20216,-12.0966,-11.6669,-219.33,-191.514,-29.3161,39.029,158.731,0.816854,-277.806,-9.27188,-46.1723,-28.5389,
3.8,-81.3345,-129.218,-44.7147,25.3121,290.353,2.00395,-12.3457,-10.3977,-117.587,-193.955,3.39966,39.8071,136.5,0.759392,-220.337,-9.00492,-46.3052,-29.8204,
3.805,-82.9215,-130.28,-43.798,30.5529,290.518,0.046819,-12.4448,-11.1531,-218.346,-196.046,-5.21995,36.0808,160.63,1.72878,-609.999,-13.0778,-46.3268,-27.2235,
3.81,-84.4923,-130.446,-42.8152,33.9271,290.73,-0.921068,-12.6358,-10.7074,-113.084,-200.811,14.4407,37.4221,139.997,2.13865,-238.325,-13.2582,-46.6953,-27.5001,
3.815,-86.9617,-132.434,-43.2236,34.1311,291.298,-0.278743,-12.9099,-10.4633,-200.039,-201.129,-58.3023,36.0062,163.349,2.51438,-119.112,-15.8335,-46.9579,-26.638,
3.82,-90.3651,-133.049,-45.1037,32.8399,292.263,-0.510361,-12.9032,-9.97589,-114.839,-200.456,32.9991,31.8827,140.915,4.2679,-75.3731,-19.6522,-46.9223,-25.5087,
3.825,-94.3007,-134.858,-47.7831,36.3052,293.493,-1.12715,-13.2195,-9.93085,-256.04,-199.923,107.091,36.6199,169.366,2.67213,-31.5234,-21.0746,-46.9269,-26.5298,
3.83,-98.5472,-137.347,-50.8942,37.9607,294.923,-1.19017,-13.4359,-9.59005,-136.365,-200.823,107.721,35.7983,144.055,3.53751,-17.5339,-23.4064,-47.1441,-26.1416,
3.835,-102.947,-139.118,-54.1728,40.4988,296.507,-2.14053,-13.6687,-9.07819,-251.977,-200.253,84.6017,37.5116,171.372,2.78139,-10.8507,-26.042,-47.3394,-25.3443,
3.84,-107.379,-141.538,-57.4152,39.501,298.194,-1.54475,-13.9181,-7.39103,-144.182,-197.185,111.662,36.7241,150.04,2.51892,-9.8334,-29.9134,-47.7574,-22.2831,
3.845,-111.795,-145.429,-60.5604,41.2545,299.978,-1.4861,-14.1827,-7.71086,-231.628,-203.361,59.9818,42.499,172.008,2.36241,-8.16661,-27.8733,-47.9643,-23.9553,
3.85,-116.131,-147.177,-63.5035,41.3659,301.809,-1.44319,-14.4527,-7.52413,-150.994,-206.63,108.139,45.9781,154.165,1.84048,-8.42573,-27.7252,-48.3414,-24.5292,
3.855,-120.37,-151.392,-66.2484,39.5074,303.686,-0.505975,-14.7598,-7.50064,-212.012,-209.796,42.6211,47.5312,172.019,1.91338,-8.03395,-28.6771,-48.657,-24.6039,
3.86,-124.491,-153.557,-68.7735,40.6439,305.574,-0.24856,-15.0252,-6.56232,-171.08,-207.824,81.5595,43.57,162.028,2.6162,-7.9191,-32.7488,-48.9315,-22.2501,
3.865,-128.481,-155.361,-71.084,39.463,307.464,0.723919,-15.2885,-5.94101,-188.474,-209.133,67.963,43.0531,167.137,2.88611,-7.65339,-34.7582,-49.1629,-20.8029,
3.87,-132.316,-155.54,-73.1603,38.0249,309.321,1.2076,-15.5601,-5.45183,-189.144,-215.776,63.8151,47.062,168.257,3.18183,-7.58457,-33.0707,-49.4015,-21.4861,
3.875,-135.981,-157.095,-74.9928,40.6871,311.117,1.10653,-15.8061,-4.44108,-170.266,-215.268,6.94018,45.4235,169.004,3.32274,-9.24733,-34.2521,-49.7595,-19.981,
3.88,-139.472,-155.321,-76.6117,40.7366,312.845,0.230983,-16.1096,-5.23217,-180.86,-222.445,22.7811,46.7902,170.391,3.40666,-8.63639,-30.9385,-49.9535,-20.1656,
3.885,-142.772,-157.252,-77.992,42.4389,314.473,0.577808,-16.3015,-4.48561,-151.744,-223.959,-57.1924,46.6236,170.705,3.23453,-11.2952,-30.7442,-50.2915,-18.5011,
3.89,-145.88,-157.573,-79.1662,42.0844,315.987,0.889756,-16.652,-3.91727,-151.953,-228.354,-65.6674,47.8212,171.933,3.46848,-11.5312,-29.1191,-50.5234,-19.2558,
3.895,-148.792,-158.445,-80.1501,43.0769,317.382,0.507658,-16.8872,-4.05574,-159.594,-230.062,-55.4263,45.2027,173.084,4.73207,-11.127,-30.7788,-50.6417,-17.3032,
3.9,-151.505,-159.222,-80.9503,44.191,318.642,0.816228,-17.1517,-3.3145,-164.238,-234.027,-52.8274,45.0629,174.229,5.74931,-10.9894,-30.7874,-50.7266,-17.4541,
3.905,-154.012,-159.577,-81.5738,46.8976,319.751,-0.0701912,-17.4231,-2.09085,-167.401,-232.337,-53.1655,43.1034,175.205,4.92964,-11.0574,-32.9994,-50.7976,-15.2751,
3.91,-156.309,-162.431,-82.0242,47.4283,320.701,0.446532,-17.7125,-2.28402,-170.465,-233.152,-53.3242,40.6796,176.088,5.83071,-11.1671,-32.6156,-50.858,-15.1888,
3.915,-158.401,-162.895,-82.3304,45.0903,321.49,1.36988,-18.0212,-2.09062,-173.491,-235.659,-53.1914,41.1029,176.875,5.93198,-11.3198,-32.1516,-50.9101,-14.2383,
3.92,-160.3,-166.421,-82.5085,46.237,322.123,1.68852,-18.3489,-2.74352,-176.257,-238.653,-53.261,40.4491,177.557,7.11901,-11.536,-30.303,-50.9589,-15.21,
3.925,-161.998,-167.662,-82.5603,45.5242,322.598,2.51954,-18.6952,-2.57935,-178.901,-235.548,-53.1967,38.8646,178.128,5.75789,-11.8049,-31.8358,-51.0054,-13.0955,
3.93,-163.509,-166.975,-82.5043,46.0473,322.928,1.45757,-19.0607,-2.44815,-181.487,-243.201,-52.8657,42.7005,178.598,6.88845,-12.1204,-29.3562,-51.0504,-14.9427,
3.935,-167.133,-169.208,-77.0212,44.0419,323.168,3.03459,-19.443,-1.9892,-183.793,-247.278,-52.7433,42.5163,178.964,7.73097,-12.5022,-29.0399,-51.0965,-15.2023,
3.94,-166.41,-169.195,-81.2505,43.4285,323.21,3.00029,-19.8419,-2.05466,-186.087,-244.849,-52.2459,41.4453,179.232,7.55207,-12.9271,-30.8168,-51.1427,-14.5934,
3.945,-167.15,-169.026,-81.6564,42.8305,323.176,2.96177,-20.2559,-1.83251,-188.128,-243.594,-51.9299,40.7834,179.408,7.35581,-13.415,-32.1666,-51.1902,-13.8877,
3.95,-168,-167.743,-81.478,41.4851,323.063,2.88415,-20.6848,-3.79944,-189.965,-248.972,-51.6874,40.3828,179.497,9.57362,-13.9614,-31.5231,-51.2394,-14.6893,
3.955,-168.813,-169.333,-81.1378,41.8849,322.894,3.55944,-21.1275,-3.08478,-191.831,-242.559,-51.0548,39.1577,179.513,8.37578,-14.5464,-34.2782,-51.2894,-13.3835,
3.96,-169.559,-166.567,-80.7561,39.7574,322.693,3.26803,-21.5827,-3.03717,-193.468,-244.038,-50.6095,41.7268,179.463,7.83407,-15.1899,-33.9055,-51.3401,-14.0982,
3.965,-170.259,-166.555,-80.3493,39.8816,322.489,3.97755,-22.0502,-3.34457,-194.965,-246.323,-50.1983,47.0127,179.357,5.2361,-15.8832,-33.6089,-51.3922,-15.4442,
3.97,-170.935,-165.982,-79.9356,41.1053,322.315,2.4135,-22.5287,-4.47654,-196.447,-246.755,-49.594,42.3309,179.211,8.47807,-16.6152,-35.1001,-51.4442,-15.5333,
3.975,-171.612,-166.144,-79.521,40.2874,322.191,3.09757,-23.0161,-4.469,-197.926,-245.716,-48.815,42.617,179.036,8.4535,-17.3831,-38.1429,-51.4961,-15.1198,
3.98,-172.304,-166.305,-79.1054,41.9731,322.138,2.23288,-23.5121,-5.91275,-199.099,-244.907,-48.5586,41.1177,178.842,8.20811,-18.21,-39.6639,-51.5478,-15.9361,
3.985,-173.038,-166.09,-78.6962,42.2114,322.174,1.88446,-24.0152,-7.91965,-200.404,-247.073,-47.9252,40.7418,178.64,9.03436,-19.0593,-40.1689,-51.5987,-18.2355,
3.99,-173.833,-166.643,-78.2907,44.5298,322.329,0.961113,-24.5249,-8.51098,-201.721,-246.737,-47.2211,40.3179,178.447,9.44099,-19.9371,-42.004,-51.6514,-18.233,
3.995,-174.697,-164.223,-77.8867,45.1255,322.611,-0.477215,-25.0399,-11.8865,-202.869,-251.136,-46.8429,42.9054,178.255,11.0403,-20.8453,-43.3603,-51.7063,-19.8595,
4,-175.634,-168.133,-77.4682,44.2647,323.022,1.26607,-25.5595,-11.3276,-204.044,-249.554,-46.4184,39.5407,178.08,9.91337,-21.7481,-44.6551,-51.7657,-19.8896,
4.005,-176.653,-169.148,-77.0423,45.0436,323.575,0.895178,-26.0842,-12.2355,-205.321,-250.042,-45.8209,38.4899,177.93,10.0217,-22.643,-44.7627,-51.8292,-21.4034,
4.01,-177.753,-169.734,-76.5933,46.5345,324.266,-0.256135,-26.6116,-14.2967,-206.616,-253.91,-45.2196,39.2003,177.797,10.7512,-23.5302,-45.435,-51.8981,-22.6114,
4.015,-178.925,-170.644,-76.1123,45.1735,325.081,0.28178,-27.1415,-14.945,-207.804,-255.401,-44.8866,37.4838,177.682,11.4002,-24.4182,-47.2324,-51.9722,-23.3054,
4.02,-180.164,-171.597,-75.5894,44.6927,326.017,0.155616,-27.6734,-15.152,-208.995,-252.51,-44.6164,34.5971,177.59,11.8697,-25.2944,-51.7847,-52.0519,-21.5523,
4.025,-181.458,-174.499,-75.0141,44.6862,327.054,0.741726,-28.2074,-17.3899,-210.308,-258.408,-44.1368,38.2323,177.514,11.4932,-26.1424,-50.19,-52.1373,-24.5922,
4.03,-182.801,-175.516,-74.3856,42.6709,328.186,1.87908,-28.744,-19.5505,-211.535,-258.341,-43.8835,36.7549,177.454,12.4057,-26.9761,-49.4454,-52.229,-26.9927,
4.035,-184.174,-177.588,-73.6833,38.776,329.384,4.57255,-29.2821,-17.9609,-212.889,-254.939,-43.4346,34.4002,177.414,11.7088,-27.7799,-50.3618,-52.3271,-27.5036,
4.04,-185.577,-176.628,-72.9155,39.5364,330.644,2.74821,-29.8215,-21.51,-214.142,-257.871,-43.2174,36.1403,177.379,12.2365,-28.5745,-49.353,-52.4317,-29.5702,
4.045,-186.984,-175.072,-72.0577,36.7647,331.936,3.33657,-30.3631,-22.1595,-215.505,-257.227,-42.8055,35.9048,177.359,11.4671,-29.3278,-49.6159,-52.543,-30.8915,
4.05,-188.388,-175.463,-71.1067,36.4738,333.243,3.17901,-30.9079,-23.8371,-216.9,-257.805,-42.3638,36.891,177.351,11.0655,-30.0469,-50.9513,-52.6614,-31.2344,
4.055,-189.792,-174.135,-70.0778,33.8948,334.559,3.74823,-31.455,-25.3102,-218.289,-257.454,-41.9331,35.3934,177.347,11.3874,-30.7356,-50.405,-52.7875,-33.8168,
4.06,-191.178,-175.332,-68.9587,36.0136,335.858,2.75634,-32.006,-27.0691,-219.803,-257.491,-41.2488,34.424,177.354,12.0352,-31.3816,-52.2498,-52.9205,-34.3788,
4.065,-195.256,-174.892,-62.2728,34.0369,337.163,3.68919,-32.5615,-26.3487,-221.332,-255.938,-40.5341,32.354,177.371,12.7342,-31.9919,-54.1956,-53.0613,-35.3938,
4.07,-194.306,-173.554,-65.54,33.5367,338.364,2.81936,-33.1207,-28.6003,-222.857,-256.93,-39.8175,35.1126,177.395,9.763,-32.5691,-54.2399,-53.2101,-37.0294,
4.075,-195.244,-172.613,-64.8277,34.571,339.524,1.65712,-33.6855,-31.1353,-224.375,-254.434,-39.1039,28.6692,177.433,12.4389,-33.1113,-56.3875,-53.3662,-36.5305,
4.08,-196.411,-171.767,-63.4884,32.6268,340.623,2.52375,-34.2548,-32.0845,-225.885,-260.069,-38.3925,28.8078,177.482,14.317,-33.6179,-57.3194,-53.5301,-36.9383,
4.085,-197.599,-169.193,-61.9176,29.8895,341.657,3.13438,-34.8299,-32.0004,-227.383,-258.858,-37.6764,28.2752,177.544,12.9167,-34.0872,-57.2957,-53.7012,-37.3719,
4.09,-198.746,-168.396,-60.2495,31.8729,342.615,1.54366,-35.4101,-34.8719,-228.874,-260.336,-36.9585,26.1443,177.623,14.2483,-34.519,-56.6978,-53.8797,-38.2508,
4.095,-191.385,-167.873,-72.5613,32.0416,341.587,0.896195,-35.995,-36.0498,-230.349,-260.552,-36.2328,25.8774,177.715,13.4063,-34.9118,-59.4124,-54.064,-36.9345,
4.1,-225.826,-165.532,-9.09162,31.3664,345.156,-0.133306,-36.5849,-36.6378,-231.81,-264.862,-35.5025,28.5117,177.833,12.1833,-35.2649,-58.3364,-54.2545,-38.7338,
4.105,-205.051,-166.552,-48.612,32.3652,345.118,-0.140919,-37.181,-37.3491,-233.253,-266.109,-34.765,25.8451,177.974,13.899,-35.5781,-60.2399,-54.4562,-37.6579,
4.11,-203.432,-168.849,-51.6545,31.9057,345.618,0.425995,-37.7825,-39.4751,-234.676,-265.169,-34.0221,26.4087,178.142,12.999,-35.8552,-59.8592,-54.6626,-38.3901,
4.115,-203.854,-171.553,-50.2975,31.9416,346.053,0.917999,-28.7577,-40.2019,-232.06,-267.024,-25.5903,25.9467,170.657,13.2835,-36.1093,-61.9027,-49.8306,-37.8216,
4.12,-204.798,-172.359,-48.6256,28.7209,346.769,2.6413,-24.7603,-39.3842,-219.35,-267.452,-24.2525,26.9,158.595,12.8478,-37.8562,-61.5167,-45.7995,-37.944,
4.125,-206.96,-169.23,-49.1315,28.6242,349.351,-0.397475,-101.879,-40.7552,-453.499,-268.313,410.058,30.2786,195.246,9.45551,-15.5674,-62.2058,-62.4425,-38.0892,
4.13,-206.731,-172.666,-45.0817,28.2325,348.169,0.461229,-36.2767,-40.9366,-225.183,-265.517,-2.32169,24.6869,151.727,12.6766,-36.5674,-64.049,-51.9529,-36.6751,
4.135,-208.367,-173.861,-44.5932,27.4817,349.944,0.319402,-26.4832,-42.0762,-392.46,-268.65,237.5,26.7938,203.011,11.9998,-22.966,-63.4097,-45.7394,-37.5357,
4.14,-208.375,-177.448,-41.056,25.6778,349.152,1.93527,-49.589,-40.3868,-237.218,-267.761,16.5164,25.7745,152.349,11.3179,-35.5444,-64.5278,-51.3334,-36.1308,
4.145,-210.092,-179.038,-40.7198,25.8031,351.093,1.98567,-29.6231,-41.2426,-334.625,-270.73,88.2418,26.2239,201.231,11.5234,-35.5624,-62.1875,-51.6733,-37.7873,
4.15,-210.07,-177.906,-37.1516,24.5814,350.277,0.869154,-55.4814,-41.4747,-243.999,-273.143,28.9742,25.4101,152.287,11.894,-34.9222,-63.329,-54.7092,-36.012,
4.155,-211.759,-179.49,-36.716,25.4778,352.219,0.546159,-30.3056,-41.4382,-329.882,-271.332,63.1946,22.0645,201.334,12.8626,-37.47,-65.1609,-50.482,-33.9065,
4.16,-211.859,-182.702,-33.3434,24.803,351.624,0.982458,-57.0078,-42.5448,-250.61,-273.56,41.9,22.6789,152.259,13.032,-34.5497,-66.2807,-54.0084,-34.6159,
4.165,-213.675,-182.241,-33.0441,24.8464,353.789,-0.0927619,-32.0458,-40.6741,-327.119,-278.8,44.6494,22.7239,201.6,12.3638,-38.125,-66.4477,-51.6892,-35.028,
4.17,-214.657,-182.683,-31.167,22.5251,354.593,1.27886,-112.718,-40.3525,-395.028,-279.191,358.449,19.25,162.495,14.6912,-16.9226,-66.4994,-71.0982,-36.8114,
4.175,-216.093,-183.951,-29.9856,22.4963,356.064,0.976739,-34.3622,-39.5598,-364.729,-285.794,119.635,16.6914,192.396,17.7218,-36.7798,-70.7752,-53.8239,-34.2701,
4.18,-216.22,-183.908,-26.3751,22.8094,355.311,-0.107159,-62.3614,-39.3235,-256.948,-284.94,55.3132,17.1258,150.384,16.5582,-34.7913,-70.9304,-55.6938,-35.5589,
4.185,-218.894,-186.817,-27.2047,22.5353,358.715,0.371286,-34.6545,-38.5327,-329.113,-281.149,29.0276,13.4308,204.055,18.1961,-37.721,-75.2723,-48.221,-33.4215,
4.19,-218.762,-187.447,-23.0521,22.0701,357.51,-0.410857,-58.5812,-38.2749,-264.586,-284.06,65.9602,14.7255,151.613,17.29,-34.4479,-73.6432,-54.6091,-35.4743,
4.195,-219.76,-189.266,-20.812,22.2497,358.09,-0.96337,-38.5158,-39.6872,-266.49,-282.415,0.590668,14.4389,177.091,17.4718,-36.9228,-72.2547,-53.0843,-36.8539,
4.2,-221.894,-190.344,-20.3961,20.4175,360.43,1.00716,-34.5066,-39.2256,-232.795,-282.911,5.66768,13.0174,141.741,18.2194,-39.22,-72.7463,-54.7887,-37.0892,
4.205,-223.409,-188.195,-18.6318,19.4752,361.51,0.0293882,-124.46,-39.8321,-473.696,-282.536,375.578,15.5782,205.388,15.8866,-16.1842,-70.9846,-70.879,-38.0347,
4.21,-224.237,-187.743,-15.6687,19.0265,361.408,0.0785751,-40.5778,-39.6722,-246.295,-280.388,15.7706,13.7676,146.35,16.7981,-37.0286,-71.5038,-53.5742,-37.9136,
4.215,-226.928,-182.012,-15.7909,17.271,364.319,-2.30867,-38.1634,-39.4254,-424.674,-280.438,247.823,12.6253,210.706,17.8189,-20.2229,-71.881,-50.037,-37.361,
4.22,-227.3,-189.336,-12.0432,19.7269,363.365,-0.268799,-44.9243,-43.8441,-262.109,-279.758,35.8194,14.0304,150.253,17.2189,-35.1791,-69.3436,-55.3425,-39.7479,
4.225,-228.56,-185.238,-9.79464,17.4676,363.836,-0.768543,-41.2481,-42.0367,-276.753,-277.073,7.54776,12.368,177.94,17.3768,-35.9824,-70.7434,-52.6014,-38.7924,
4.23,-229.771,-185.281,-7.50682,14.3676,364.193,1.47972,-41.3377,-43.7038,-273.026,-280.748,6.829,13.556,174.237,17.7908,-35.9505,-68.0276,-50.5543,-40.3745,
4.235,-232.051,-184.014,-6.99976,15.9567,366.305,-1.14308,-38.168,-43.0628,-249.465,-278.612,9.12014,11.4961,147.107,18.1968,-37.807,-70.8183,-53.6711,-38.6899,
4.24,-232.514,-185.022,-3.66383,15.4887,365.387,-0.493042,-65.4051,-44.6874,-311.343,-283.298,67.3947,13.404,181.865,17.2127,-32.323,-69.4764,-54.7733,-40.9496,
4.245,-233.552,-183.491,-1.36639,14.1716,365.429,-0.705303,-43.2917,-44.2651,-280.068,-283.927,11.0701,12.7868,175.237,17.2522,-34.9451,-71.3901,-50.183,-40.02,
4.25,-234.564,-185.21,0.829262,13.694,365.441,-0.476113,-41.1701,-45.7269,-273.979,-283.948,29.0511,10.3792,155.951,19.3541,-35.3467,-72.0653,-49.2229,-40.0262,
4.255,-235.415,-184.688,3.11947,13.1612,365.212,-1.47511,-55.8453,-46.7984,-294.038,-286.459,30.4293,9.8215,177.845,19.2632,-33.3215,-70.3765,-52.485,-40.8642,
4.26,-236.155,-184.363,5.41004,12.8701,364.835,-1.26353,-44.2517,-45.7843,-283.154,-284.009,14.0778,6.95795,174.268,20.1707,-34.3204,-72.7664,-47.7443,-38.3273,
4.265,-236.803,-184.776,7.66095,11.8583,364.345,-1.38583,-43.8376,-44.2056,-281.593,-287.249,11.7246,6.12912,173.004,20.1169,-34.2914,-70.5498,-46.1656,-39.1721,
4.27,-237.329,-183.695,9.90239,12.4044,363.709,-2.72871,-43.9276,-45.8696,-282.139,-285.239,11.9407,4.62551,172.496,20.3316,-34.0873,-72.1715,-44.7832,-38.3924,
