time,synergy1,synergy2,synergy3,synergy4,
2.295,0.0021024,0.430181,0,0.504821,
2.3,0.0537689,0.629123,0,0.223966,
2.305,0.00420793,0.568853,0,0.31089,
2.31,0,0.893101,0,0.12459,
2.315,0,0.819574,0,0.148367,
2.32,0.00146682,0.747425,0.000275744,0.153285,
2.325,0.000352523,0.898623,0,0.124716,
2.33,0.0204321,0.713813,0,0.170979,
2.335,0,0.759355,0,0.188267,
2.34,0.00213997,0.974574,0,0,
2.345,0,0.915611,0,0.0906395,
2.35,0.0359728,0.703327,0,0.153178,
2.355,0.0149014,0.953587,0,0.0170477,
2.36,0,0.93856,0.0460467,0,
2.365,0.00278917,0.974235,0,0.0100214,
2.37,0.010799,0.903004,0,0.031762,
2.375,0.015101,0.919108,0,0.0491193,
2.38,0.00714892,1,0,0.026567,
2.385,0.0362407,0.909412,0,0.0471819,
2.39,0.000691676,0.939495,0,0.0602126,
2.395,0,0.997428,0.0139999,0.00874403,
2.4,0.0182271,0.8893,0.0121319,0.0781757,
2.405,0.0610146,0.799363,0,0.12888,
2.41,0.0320534,0.925223,0.00814643,0.0536416,
2.415,0.0441054,0.844045,0.0105168,0.0675448,
2.42,0.0199435,0.993047,0.00500249,0.0422113,
2.425,0.0640553,0.864249,0,0.0493349,
2.43,0.0334703,0.82259,0.0713165,0.0606988,
2.435,0.0903139,0.733413,0,0.121046,
2.44,0.0903555,0.887912,0.0260786,0,
2.445,0.104249,0.66468,0,0.132217,
2.45,0.0792371,0.875656,0.05774,0.0337384,
2.455,0.0038769,0.940627,0.0480252,0.0107196,
2.46,0.0996838,0.745901,0,0.0855768,
2.465,0.0806187,0.885766,0.0217675,0.0194534,
2.47,0.0659951,0.832984,0.031548,0.0769052,
2.475,0.0327762,0.854689,0.0790028,0.0407165,
2.48,0.0902075,0.823121,0,0.0901788,
2.485,0.125681,0.726867,0,0.134125,
2.49,0.129504,0.819579,0,0.0501526,
2.495,0.116826,0.713387,0.0342651,0.109477,
2.5,0.0952164,0.653511,0.046031,0.144729,
2.505,0.130713,0.555518,0,0.247243,
2.51,0.237098,0.699458,0,0.0390315,
2.515,0.174102,0.471156,0,0.227047,
2.52,0.285808,0.605608,0,0.0100552,
2.525,0.194955,0.484662,0,0.186517,
2.53,0.256068,0.638158,0.00793204,0.0143995,
2.535,0.207479,0.52957,0,0.153442,
2.54,0.100437,0.690661,0.119966,0.142684,
2.545,0.13579,0.417892,0.0413224,0.269791,
2.55,0.138178,0.64998,0.0473523,0.202634,
2.555,0.152859,0.39939,0.0349857,0.303555,
2.56,0.163394,0.40642,0.0296075,0.350788,
2.565,0.256226,0.479025,0,0.209981,
2.57,0.106999,0.36229,0.124966,0.346484,
2.575,0.358331,0.498381,0,0.060685,
2.58,0.0612901,0.365088,0.140296,0.361227,
2.585,0.266548,0.559943,0.0262367,0.0577483,
2.59,0.262329,0.602459,0.0717665,0.000202584,
2.595,0.174478,0.555556,0.12025,0.093495,
2.6,0.112744,0.44853,0.160641,0.267004,
2.605,0.173835,0.40994,0.137091,0.239974,
2.61,0.155234,0.412118,0.150606,0.279514,
2.615,0.276745,0.516685,0.0325314,0.106198,
2.62,0.24103,0.492414,0.106445,0.129725,
2.625,0.228664,0.32242,0.101953,0.268475,
2.63,0.288103,0.60011,0.078206,0,
2.635,0.312964,0.319133,0.0281613,0.216935,
2.64,0.26694,0.606399,0.107667,0.00723248,
2.645,0.340618,0.334458,0,0.209339,
2.65,0.366043,0.504959,0.0717127,0.0011158,
2.655,0.29917,0.219759,0.0233873,0.327169,
2.66,0.366347,0.372967,0.10861,0.0311207,
2.665,0.319008,0.179601,0.0153205,0.379682,
2.67,0.415633,0.288523,0.10632,0,
2.675,0.273442,0.398908,0.0967211,0.198025,
2.68,0.345362,0.469391,0.0675638,0.0812602,
2.685,0.323413,0.523934,0.123054,0.00873312,
2.69,0.34524,0.234239,0.0427065,0.301571,
2.695,0.346221,0.428401,0.140991,0.000381672,
2.7,0.267884,0.395143,0.0859371,0.274669,
2.705,0.355594,0.477472,0.0760089,0.0663236,
2.71,0.401869,0.339239,0.131615,0.00636589,
2.715,0.325409,0.404722,0.129166,0.139579,
2.72,0.382904,0.329523,0.167799,0.0409464,
2.725,0.35497,0.435239,0.180832,0,
2.73,0.300574,0.308152,0.171971,0.245123,
2.735,0.350132,0.445631,0.169699,0.00708482,
2.74,0.265509,0.407259,0.17026,0.241579,
2.745,0.421284,0.303125,0.128441,0.0627664,
2.75,0.387102,0.455426,0.128008,0,
2.755,0.33821,0.292114,0.143966,0.26203,
2.76,0.385609,0.450302,0.156101,0,
2.765,0.396049,0.45429,0.134889,0.000313051,
2.77,0.268386,0.432024,0.189727,0.221333,
2.775,0.399727,0.401926,0.168415,0,
2.78,0.296085,0.455339,0.177144,0.173247,
2.785,0.380978,0.450516,0.172369,0.000716236,
2.79,0.306983,0.388497,0.171396,0.227807,
2.795,0.336913,0.508263,0.201523,0,
2.8,0.282921,0.330309,0.177571,0.32875,
2.805,0.348869,0.491303,0.203968,0,
2.81,0.17863,0.425883,0.217439,0.417079,
2.815,0.327254,0.539062,0.200244,0,
2.82,0.284383,0.599834,0.229257,0,
2.825,0.288895,0.399604,0.176802,0.255242,
2.83,0.331385,0.537221,0.216681,0,
2.835,0.296847,0.396417,0.191497,0.257684,
2.84,0.372799,0.429293,0.215849,0.00489909,
2.845,0.344547,0.531422,0.207877,0,
2.85,0.369486,0.276978,0.130492,0.312238,
2.855,0.376381,0.467009,0.186767,0,
2.86,0.356125,0.290427,0.123753,0.323053,
2.865,0.418694,0.452956,0.139829,0,
2.87,0.310373,0.308359,0.124109,0.404207,
2.875,0.404835,0.460475,0.151384,0,
2.88,0.303992,0.276985,0.156263,0.398903,
2.885,0.380498,0.454277,0.173816,0,
2.89,0.313595,0.262506,0.151809,0.402662,
2.895,0.383729,0.486022,0.157907,0.000701364,
2.9,0.307423,0.257724,0.15279,0.421001,
2.905,0.362177,0.47794,0.177981,0,
2.91,0.303499,0.272175,0.140866,0.408856,
2.915,0.396077,0.451748,0.159419,0,
2.92,0.305546,0.254439,0.135545,0.42894,
2.925,0.382309,0.421567,0.174574,0,
2.93,0.260077,0.243621,0.165995,0.483128,
2.935,0.41074,0.385638,0.19405,0,
2.94,0.228183,0.385158,0.204086,0.375964,
2.945,0.348348,0.449412,0.226759,0.000253232,
2.95,0.235573,0.33921,0.212802,0.388661,
2.955,0.344755,0.445624,0.238821,0,
2.96,0.240347,0.309253,0.225935,0.392467,
2.965,0.336414,0.450669,0.242953,0,
2.97,0.240236,0.302376,0.236784,0.386813,
2.975,0.241398,0.577983,0.28095,0,
2.98,0.223962,0.277146,0.257627,0.425827,
2.985,0.322788,0.440058,0.282879,0,
2.99,0.211503,0.20757,0.267351,0.505746,
2.995,0.34181,0.362142,0.276574,0,
3,0.201168,0.221906,0.28834,0.481714,
3.005,0.315745,0.359442,0.311786,0.000146813,
3.01,0.178751,0.2787,0.308013,0.43228,
3.015,0.294783,0.389751,0.352001,0,
3.02,0.142669,0.351259,0.343554,0.39676,
