time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,236.912,272.635,268.422,121.884,283.363,298.068,65.1113,46.2082,110.93,44.8851,17.6643,32.3389,86.4837,244.466,6.4524,7.80284,3.76947,47.9289,35.076,47.5166,78.1551,18.446,17.6924,69.053,1038.12,104.582,75.4892,1048.25,260.055,202.549,184.506,64.3956,274.297,191.036,265.995,91.9157,0,0,0,146.412,77.2403,66.6664,315.487,0,7.21787,631.451,92.9991,52.9101,24.471,42.819,86.1593,69.6536,90.0803,283.628,450.151,378.353,143.238,120.794,93.682,68.5028,67.3783,55.4301,63.219,50.692,37.8556,91.8626,158.337,118.809,48.902,919.452,131.918,1073.12,37.6294,92.1715,928.028,780.175,1953.24,1049.89,60.5317,
2.08,287.694,364.744,14.7243,121.845,40.6035,34.043,111.043,57.7879,125.623,45.0253,19.469,35.4116,119.914,460.007,9.1594,10.9727,3.89039,68.1803,47.9007,46.8356,112.204,26.7694,24.0885,81.1193,1055.8,105.37,93.0279,1335.43,260.819,267.6,307.357,102.536,365.139,272.371,358.039,100.699,0,0,0,54.2362,120.692,86.7295,319.617,0,10.1421,631.981,92.18,62.4288,27.1205,44.208,89.2695,69.9091,129.537,314.465,448.943,377.682,196.226,156.223,110.258,86.3947,88.6483,75.3537,62.8377,69.8737,39.8165,95.7737,221.934,120.58,58.1373,919.435,131.829,1072.07,37.8519,131.398,929.816,807.064,2043.11,1102.93,59.5549,
2.085,246.96,345.599,255.073,114.116,211.524,250.202,57.9321,35.6111,141.231,47.9668,18.3439,31.1675,84.0476,380.993,13.6896,14.1059,1.27718,124.723,81.0626,59.3798,193.92,51.2289,42.3688,58.9179,1086.81,101.763,92.7527,1378.84,448.317,255.704,180.407,58.3947,294.247,333.569,401.143,95.3203,29.3479,87.9658,40.5533,90.1543,148.677,56.1724,292.282,0,7.52565,664.156,148.406,74.8317,32.766,43.3454,85.4564,99.11,238.241,245.971,356.524,296.811,394.613,216.902,98.4666,165.127,176.712,129.017,77.0957,155.127,37.9703,92.7022,374.409,111.016,100.515,1018.95,159.542,903.654,58.9406,184.783,917.653,705.581,1797.37,958.036,69.8243,
2.09,221.27,335.309,30.3963,108.879,99.8889,78.2086,22.6491,17.213,154.304,49.9411,17.2168,27.2708,50.7018,345.882,16.0662,16.4324,0,153.805,93.6769,49.782,230.051,62.9403,51.0128,44.3898,1106.68,98.6689,93.1926,1418.12,567.034,254.201,86.5137,24.8047,243.109,395.112,454.329,90.1449,30.8419,90.4082,44.6024,83.8773,182.027,47.8208,273.486,0,6.34299,689.634,164.474,85.6923,37.1949,42.4379,81.7449,120.289,318.546,230.911,335.72,278.736,453.196,250.905,91.5406,177.812,196.766,160.782,80.9795,200.492,36.156,89.5349,468.609,99.1852,105.933,1100.09,175.004,774.381,70.6075,233.054,905.974,630.852,1622.41,856.945,67.2194,
2.095,208.022,324.973,240.389,106.719,113.683,142.324,35.9518,52.4508,165.123,51.5661,16.1953,23.9466,20.5998,318.976,18.0295,18.5111,0,175.2,100.928,34.236,248.873,70.9038,53.9385,35.2928,1115.8,96.4685,93.2844,1440.95,757.728,246.276,52.511,12.5491,202.217,454.604,494.54,85.5658,36.7309,112.069,54.1227,82.5117,213.156,62.9781,257.025,0,5.38916,710.327,160.744,94.9079,40.4144,41.5658,78.3416,138.353,403.774,225.935,325.698,266.175,473.009,267.51,83.1947,179.135,202.624,177.6,81.9252,233.142,34.5714,86.5509,522.852,86.941,103.361,1181.83,184.032,670.707,85.8024,277.151,894.864,563.126,1473.25,776.26,63.4015,
2.1,198.774,313.43,77.8026,107.155,109.97,113.41,29.5014,33.0011,173.358,53.2216,15.3725,21.3443,11.909,292.13,19.7921,20.5725,0.434558,189.082,102.928,21.3607,253.923,75.4739,52.8756,28.8954,1114.61,95.3153,93.2023,1449.42,898.934,234.009,22.3345,103.431,171.678,509.716,527.709,81.7953,39.8111,116.566,61.6658,84.4225,243.086,48.2447,241.752,0,4.85785,727.741,168.526,101.965,42.4683,40.788,75.4172,153.814,472.689,218.318,322.519,254.947,475.302,270.425,75.8262,179.848,203.727,182.752,83.887,257.563,33.3898,83.9723,548.826,75.7388,99.3184,1253.66,190.364,591.803,90.3295,315.252,884.419,509.278,1344.56,708.527,60.0596,
2.105,190.057,299.996,162.231,108.884,110.584,110.067,21.5354,27.6846,178.905,55.0184,14.8203,19.5395,2.75237,241.393,21.447,22.6861,1.77231,198.423,101.405,12.927,255.13,78.3538,50,24.4576,1103.56,94.9877,93.0554,1445.13,1063.15,218.742,0,53.4516,150.662,560.04,553.163,79.0322,42.9449,119.474,69.5094,88.5368,270.949,67.287,226.721,0,4.28316,742.376,177.349,106.654,43.6858,40.168,73.1219,164.733,520.988,208.743,321.917,242.631,474.412,264.244,68.4368,179.356,203.452,179.945,86.6426,277.378,32.6912,81.9877,557.763,66.8753,95.1964,1323.56,195.891,531.807,96.4795,345.809,874.715,461.118,1223.78,645.306,58.1711,
2.11,180.548,284.697,139.827,111.264,111.03,107.501,16.9621,25.192,181.827,56.9298,14.5948,18.541,0,186.527,23.1167,24.8636,4.00025,204.532,97.7957,8.49518,255.419,79.9651,46.4267,18.6827,1083.13,95.3717,92.939,1429.4,1236.94,201.244,0,48.7941,138.13,605.186,570.869,77.4069,46.9082,126.558,77.4264,93.6905,295.166,48.3163,212.134,0,3.65167,753.167,186.401,109.451,44.3464,39.745,71.5326,174.895,564.13,200.383,320.531,232.296,469.793,252.247,59.323,178.253,201.808,173.657,89.2429,292.505,32.4767,80.7066,559.057,60.5676,91.2812,1387.13,200.292,486.885,102.16,366.792,865.862,416.391,1108.84,585.533,57.096,
2.115,169.318,268.045,140.164,113.87,110.509,103.187,14.6576,20.3888,182.346,58.8609,14.7157,18.2974,0,142.873,24.9166,27.0797,6.8086,207.991,92.9531,5.87913,255.344,80.5223,42.5821,16.4932,1053.83,96.3197,92.9344,1403.45,1415.31,180.494,0,45.6711,132.992,644.933,580.979,76.941,52.7432,146.744,85.0796,98.9044,314.604,68.0584,198.684,0,3.01621,759.118,194.811,110.616,44.9324,39.5229,70.6434,184.14,568.598,192.94,318.466,221.641,461.736,236.628,52.8235,176.851,198.556,165.326,91.1916,303.807,32.6963,80.1262,555.8,57.2528,87.7825,1441.79,202.842,455.968,107.36,377.609,857.963,375.561,1002.94,531.896,55.6421,
2.12,156.437,250.599,140.477,116.388,108.864,95.9193,13.675,19.2645,180.795,60.6757,15.1728,18.7204,0,107.887,26.83,29.5524,7.76785,209.442,87.443,4.45444,254.315,80.2236,38.7321,11.914,1016.26,97.6927,93.105,1368.39,1594.04,163.354,0,43.1195,133.821,678.962,583.865,77.577,58.9745,170.693,95.2899,103.472,329.199,45.0476,186.24,0,2.41483,759.533,201.97,110.638,45.5705,39.4893,70.4125,191.947,568.605,185.895,315.257,212.094,450.137,219.017,52.9055,175.108,194.193,155.222,92.144,311.708,33.2795,80.1859,549.351,57.9159,85.0085,1485.08,202.897,438.065,111.882,378.697,851.107,340.594,914.078,489.665,53.5121,
