time,addbrev_r,addlong_r,addmagDist_r,addmagIsch_r,addmagMid_r,addmagProx_r,bflh_r,bfsh_r,edl_r,ehl_r,fdl_r,fhl_r,gaslat_r,gasmed_r,glmax1_r,glmax2_r,glmax3_r,glmed1_r,glmed2_r,glmed3_r,glmin1_r,glmin2_r,glmin3_r,grac_r,iliacus_r,perbrev_r,perlong_r,psoas_r,recfem_r,sart_r,semimem_r,semiten_r,soleus_r,tfl_r,tibant_r,tibpost_r,vasint_r,vaslat_r,vasmed_r,addbrev_l,addlong_l,addmagDist_l,addmagIsch_l,addmagMid_l,addmagProx_l,bflh_l,bfsh_l,edl_l,ehl_l,fdl_l,fhl_l,gaslat_l,gasmed_l,glmax1_l,glmax2_l,glmax3_l,glmed1_l,glmed2_l,glmed3_l,glmin1_l,glmin2_l,glmin3_l,grac_l,iliacus_l,perbrev_l,perlong_l,psoas_l,recfem_l,sart_l,semimem_l,semiten_l,soleus_l,tfl_l,tibant_l,tibpost_l,vasint_l,vaslat_l,vasmed_l,piri_r,
2.075,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.0875629,0.00310849,0.0938139,0.0799256,0.115528,0.244149,0.005335,0.005335,0.005335,0.0465714,0.0416104,0.0421512,0.324986,0.0619411,0.0695435,0.389405,0.927174,0.412737,0.14987,0.624236,0.065742,0.395681,0.096289,0.096289,0.179839,0.419056,0.341636,0.11419,0,0,0,0.129105,0.0936335,0.0477026,0.10002,0.113691,0.111192,0.0931138,0.124037,0.0954531,0.0916002,0.0945178,0.0953533,0.092004,0.0917816,0.104394,0.0902072,0.118212,0.097148,0.0916133,0.0309796,0.117392,0.114974,0.0895702,0.114294,0.101919,0.0919953,0.0964789,0.102393,0.0878546,0.137423,0.105732,0.115,0.0887736,0.091532,0.0829492,0.0996089,0.0746442,0.0692922,0.0685384,0.0442968,
2.08,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.0876274,0.00310373,0.0931928,0.0781078,0.115528,0.244149,0.005335,0.005335,0.005335,0.0405974,0.0356394,0.035833,0.321477,0.0574693,0.0642639,0.389405,0.929441,0.412109,0.148778,0.625763,0.065742,0.396645,0.096289,0.096289,0.179839,0.419056,0.341636,0.113316,0,0,0,0.125542,0.0930489,0.0472061,0.0996742,0.113497,0.11053,0.092713,0.119997,0.094954,0.091163,0.0946526,0.0949806,0.0916056,0.0913905,0.10379,0.0897483,0.117738,0.0967004,0.0911421,0.0303966,0.117028,0.114627,0.0891477,0.111099,0.100607,0.0916196,0.0959902,0.102201,0.087584,0.134187,0.105422,0.114844,0.088734,0.0913841,0.082532,0.0992238,0.0728153,0.0674146,0.0670054,0.0382171,
2.085,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.0887343,0.00455886,0.093958,0.0785906,0.115528,0.244149,0.005335,0.005335,0.005335,0.0414272,0.0364497,0.0366926,0.322981,0.0581944,0.0651027,0.389405,0.932355,0.413806,0.149418,0.628005,0.065742,0.400794,0.096289,0.096289,0.179839,0.419056,0.341636,0.113803,0,0,0,0.126881,0.0938972,0.0478217,0.100428,0.114361,0.111389,0.0934561,0.121272,0.0957593,0.0919107,0.0953464,0.0958074,0.0923425,0.0921255,0.105176,0.0929242,0.120672,0.0978534,0.0919469,0.0315196,0.119467,0.116501,0.0900316,0.11224,0.101507,0.0923724,0.0967485,0.102944,0.0883706,0.13534,0.106526,0.115629,0.0894239,0.0920991,0.0832856,0.0999855,0.0733065,0.068204,0.0678986,0.0390542,
2.09,0.641609,0.641609,0.641609,0.641609,0.641609,0.641609,0.05742,0.05742,0.0882697,0.0031856,0.0913872,0.0717747,0.115528,0.244149,0.005335,0.005335,0.005335,0.0183407,0.0134362,0.0123063,0.309466,0.0409002,0.0446891,0.389405,0.941111,0.411415,0.14544,0.633645,0.065742,0.401614,0.096289,0.096289,0.179839,0.419056,0.341636,0.11069,1.24709e-18,0,2.49419e-18,0.113078,0.091435,0.0457973,0.0989548,0.113417,0.108676,0.0918624,0.10611,0.0936527,0.0900714,0.0957676,0.0941652,0.0906646,0.0904726,0.102325,0.0905977,0.118445,0.0956554,0.0899819,0.0284531,0.116376,0.114028,0.0881373,0.100312,0.096308,0.0907974,0.0947145,0.102102,0.0871874,0.123272,0.105254,0.115719,0.0891463,0.0913792,0.0815241,0.0983477,0.0665685,0.0610297,0.0616186,0.0158048,
2.095,0.668426,0.668426,0.668426,0.668426,0.668426,0.668426,0.059152,0.059152,0.0954834,0.0101617,0.0952057,0.0707049,0.09123,0.200709,0.006676,0.006676,0.006676,0.00699733,0.00189275,7.03245e-05,0.313689,0.0334558,0.0357449,0.404199,0.980023,0.426126,0.148507,0.661172,0.082277,0.432082,0.100607,0.100607,0.145969,0.425414,0.40296,0.112894,0.001027,0,0.002054,0.112289,0.0957321,0.0482824,0.103587,0.119261,0.113172,0.0961277,0.103514,0.0980178,0.0942541,0.101295,0.0989716,0.0949079,0.0947231,0.109307,0.105784,0.133048,0.101841,0.0943297,0.0328243,0.129338,0.124292,0.0929603,0.0991879,0.0990355,0.0951703,0.098908,0.107141,0.091912,0.122575,0.111672,0.121115,0.0940717,0.0961902,0.0856038,0.102903,0.0653646,0.0609933,0.0630723,0.00410075,
2.1,0.686382,0.686382,0.686382,0.686382,0.686382,0.686382,0.061744,0.061744,0.113113,0.0397789,0.103746,0.0714215,0.07174,0.162117,0.009643,0.009643,0.009643,0.00711473,0.00186596,0.000217235,0.317006,0.0340787,0.0363376,0.417608,0.990445,0.434886,0.15001,0.673911,0.10136,0.496173,0.104162,0.104162,0.116929,0.43291,0.470122,0.113883,0.0028725,0,0.005745,0.123366,0.106034,0.0567064,0.112164,0.12963,0.122479,0.104679,0.11213,0.107544,0.102979,0.110058,0.109236,0.103475,0.103284,0.129819,0.162874,0.183609,0.118485,0.1041,0.0525667,0.171391,0.154925,0.104611,0.107679,0.108168,0.104094,0.107444,0.115696,0.101989,0.129874,0.126883,0.129273,0.102702,0.10493,0.0949794,0.111571,0.066428,0.0683349,0.0736266,0.00406486,
2.105,0.694333,0.694333,0.694333,0.694333,0.694333,0.694333,0.064956,0.064956,0.1286,0.0665939,0.111076,0.0718161,0.056523,0.128734,0.013744,0.013744,0.013744,0.00718292,0.00187307,0.000376557,0.318261,0.0344528,0.036671,0.429464,0.994309,0.440569,0.150695,0.681702,0.122693,0.551737,0.107026,0.107026,0.0926285,0.441377,0.540381,0.114317,0.0045755,1.17267e-18,0.009151,0.133075,0.114994,0.0642577,0.119502,0.138518,0.130434,0.112104,0.119925,0.115779,0.110504,0.117611,0.118142,0.110855,0.110657,0.148071,0.215506,0.230051,0.133182,0.11261,0.0703472,0.208942,0.182163,0.114814,0.115362,0.116064,0.111818,0.114766,0.123019,0.110807,0.136305,0.140456,0.136701,0.110158,0.112459,0.103169,0.118989,0.067267,0.0749253,0.0829134,0.00418142,
2.11,0.692314,0.692314,0.692314,0.692314,0.692314,0.692314,0.068522,0.068522,0.145597,0.0973971,0.118713,0.0716913,0.045036,0.100607,0.018569,0.018569,0.018569,0.0071992,0.00188028,0.00056951,0.316901,0.0345831,0.0367336,0.439468,0.989953,0.44335,0.150215,0.684737,0.145847,0.611826,0.109211,0.109211,0.0728215,0.450334,0.610145,0.113872,0.0069555,0.00169,0.012221,0.143366,0.124518,0.0725934,0.127082,0.147747,0.138642,0.119876,0.12819,0.124444,0.118382,0.125472,0.127573,0.118562,0.118356,0.168219,0.275738,0.282866,0.149266,0.121638,0.0905586,0.251093,0.212485,0.125796,0.123528,0.124336,0.119928,0.122367,0.13056,0.120217,0.142805,0.155244,0.144444,0.117962,0.120323,0.111899,0.126665,0.06774,0.0820751,0.0930727,0.00434429,
2.115,0.681139,0.681139,0.681139,0.681139,0.681139,0.681139,0.072181,0.072181,0.163369,0.131961,0.125919,0.0704977,0.036739,0.077532,0.023819,0.023819,0.023819,0.00711648,0.00185095,0.00077953,0.310847,0.0342486,0.03629,0.447795,0.970945,0.440312,0.147495,0.678645,0.1702,0.673349,0.110608,0.110608,0.0571355,0.459474,0.674962,0.111702,0.011501,0.008025,0.014977,0.153274,0.133833,0.0812475,0.134097,0.156392,0.146224,0.127199,0.135878,0.132761,0.125868,0.132828,0.136738,0.125845,0.125634,0.189285,0.341741,0.340145,0.165883,0.130409,0.112848,0.296698,0.244828,0.136794,0.131172,0.132191,0.127655,0.129475,0.137474,0.129449,0.148243,0.170203,0.151253,0.125365,0.127766,0.120464,0.1338,0.0672727,0.0891874,0.103596,0.00442707,
2.12,0.662125,0.662125,0.662125,0.662125,0.662125,0.662125,0.07568,0.07568,0.179476,0.165063,0.131895,0.06876,0.03107,0.059107,0.029263,0.029263,0.029263,0.00761891,0.00242695,0.00165167,0.302328,0.0340882,0.0360908,0.454717,0.94287,0.433191,0.143439,0.666166,0.194909,0.728203,0.111049,0.111049,0.0450885,0.468993,0.730241,0.108489,0.016013,0.014544,0.017482,0.161883,0.141804,0.0890199,0.139763,0.163446,0.15237,0.133194,0.142311,0.139746,0.132088,0.13877,0.144511,0.131858,0.131644,0.208341,0.403196,0.39303,0.18078,0.137841,0.133965,0.339192,0.274618,0.146387,0.13753,0.138796,0.134075,0.135295,0.142974,0.137316,0.152282,0.183242,0.156146,0.131453,0.133894,0.127787,0.139596,0.0662195,0.0954426,0.113209,0.00501381,
